candidate,size_label,length,angle,chi,method,ordering,substeps,infidelity,fidelity,state_norm,final_max_bond,peak_max_bond,final_param_count,peak_param_count,est_transient_elements,total_discarded_weight,max_step_discarded_weight,max_event_discarded_weight,n_svd,n_evolver_calls,runtime_s,d_h,d_u,exact_max_bond,notes
qaoa,4x4,16,0.3,32,tdvp_layer,,1,0.14135537679020094,0.8586446232097991,1.000000000000032,4,4,168,168,32,1.2144265056184802e-30,1.2144265056184802e-30,4.155630760065415e-31,29,57,0.012154950003605336,6,16,16,
qaoa,4x4,16,0.3,32,tdvp_layer,,2,0.13040617793387588,0.8695938220661241,1.0000000000000004,4,4,168,168,32,4.283421548797483e-30,4.283421548797483e-30,1.2248408656517619e-30,58,114,0.025555066007655114,6,16,16,
qaoa,4x4,16,0.3,32,tdvp_layer,,4,0.12764956229596158,0.8723504377040384,1.0000000000000198,4,4,168,168,32,1.090230213662905e-29,1.090230213662905e-29,8.261242208909476e-31,116,228,0.05197536101331934,6,16,16,
qaoa,4x4,16,0.3,32,tdvp_layer,,8,0.12695919589467886,0.8730408041053211,1.0000000000000018,4,4,168,168,32,1.2514274775413672e-29,1.2514274775413672e-29,7.531112658762836e-31,232,456,0.1036888170056045,6,16,16,
qaoa,4x4,16,0.3,32,mpo_gatewise,horiz_first,0,0.0,1.0,0.9999999999999845,16,16,4776,4776,4776,5.174627408767274e-31,4.160749254440842e-31,6.849063272166055e-32,174,0,0.03465756797231734,6,16,16,
qaoa,4x4,16,0.3,32,mpo_gatewise,vert_first,0,0.0,1.0,0.9999999999999812,16,16,4776,4776,5800,8.153203502652028e-31,3.615391473555329e-31,8.458622447970079e-32,174,0,0.03490499802865088,6,16,16,
qaoa,4x4,16,0.3,32,mpo_layer,,0,3.3306690738754696e-15,0.9999999999999967,0.9999999999999892,16,16,4776,4776,4776,5.043903858491149e-31,5.043903858491149e-31,8.523555276795292e-32,15,0,0.004353691998403519,6,16,16,
qaoa,4x4,16,0.3,32,variational_layer,,0,6.661338147750939e-15,0.9999999999999933,0.9999999999999981,16,16,4776,4776,0,0.0,0.0,0.0,0,0,0.008729249995667487,6,16,16,sweeps=0 converged=True
qaoa,4x4,16,0.3,32,oracle_compress,,0,1.2545520178264269e-14,0.9999999999999875,0.9999999999999939,16,16,4776,4776,1024,4.6860223791182105e-31,4.6860223791182105e-31,6.883890743271435e-32,15,0,0.00320248503703624,6,16,16,
qaoa,4x4,16,0.7,2,tdvp_layer,,1,0.6755984433756994,0.32440155662430065,1.0000000000000009,2,2,120,120,16,0.09094093072893138,0.09094093072893138,0.030313643576310646,29,57,0.012323035043664277,6,16,16,
qaoa,4x4,16,0.7,2,tdvp_layer,,2,0.6755984433756994,0.3244015566243006,1.0000000000000018,2,2,120,120,16,0.06873057492779917,0.06873057492779917,0.007636730547533304,58,114,0.024477923987433314,6,16,16,
qaoa,4x4,16,0.7,2,tdvp_layer,,4,0.6755984433756994,0.3244015566243006,1.0000000000000009,2,2,120,120,16,0.040169673597259696,0.040169673597259696,0.0019128415998695258,116,228,0.049088441010098904,6,16,16,
qaoa,4x4,16,0.7,2,tdvp_layer,,8,0.675598443375697,0.3244015566243031,0.9999999999999994,2,2,120,120,16,0.021529768686080267,0.021529768686080267,0.00047843930413512175,232,456,0.0985626099864021,6,16,16,
qaoa,4x4,16,0.7,2,mpo_gatewise,horiz_first,0,0.7907188498260981,0.20928115017390195,0.41530111995200636,2,2,120,120,280,1.6327044401260369,0.24580851107148938,0.11757890635775596,174,0,0.031325174029916525,6,16,16,
qaoa,4x4,16,0.7,2,mpo_gatewise,vert_first,0,0.7383500198240681,0.2616499801759319,0.5025940534010414,2,2,120,120,232,1.2933679699353138,0.11757890635775597,0.11757890635775597,174,0,0.03127306798705831,6,16,16,
qaoa,4x4,16,0.7,2,mpo_layer,,0,0.685640535257876,0.3143594647421239,0.5606776834707596,2,16,120,4776,4776,1.0948036296152144,1.0948036296152144,0.11833471473815897,15,0,0.0034927920205518603,6,16,16,
qaoa,4x4,16,0.7,2,variational_layer,,0,0.7611543044075316,0.2388456955924684,0.9999999999999986,2,2,120,120,16,2.2676823928281284,2.2676823928281284,0.11799577467638955,90,0,0.6164517550496385,6,16,16,sweeps=3 converged=True
qaoa,4x4,16,0.7,2,oracle_compress,,0,0.6809246432122618,0.3190753567877382,0.5648675568553645,2,2,120,120,128,1.0779955577364888,1.0779955577364888,0.11816183015062036,15,0,0.0025732950307428837,6,16,16,
qaoa,4x4,16,0.7,4,tdvp_layer,,1,0.5695238037246345,0.4304761962753655,1.0000000000000042,4,4,168,168,32,2.2321686325510253e-30,2.2321686325510253e-30,6.524698407559169e-31,29,57,0.01302283100085333,6,16,16,
qaoa,4x4,16,0.7,4,tdvp_layer,,2,0.5386109002948878,0.46138909970511216,0.9999999999999657,4,4,168,168,32,1.1570628798853176e-27,1.1570628798853176e-27,9.718230380166886e-28,58,114,0.02592318900860846,6,16,16,
qaoa,4x4,16,0.7,4,tdvp_layer,,4,0.530580971800769,0.469419028199231,1.0000000000000056,4,4,168,168,32,7.511768459710308e-29,7.511768459710308e-29,2.7641541301321815e-29,116,228,0.05317402596119791,6,16,16,
qaoa,4x4,16,0.7,4,tdvp_layer,,8,0.5285541832333784,0.4714458167666216,1.0000000000000178,4,4,168,168,32,2.0332573873170692e-29,2.0332573873170692e-29,1.367109854470611e-30,232,456,0.10836678300984204,6,16,16,
qaoa,4x4,16,0.7,4,mpo_gatewise,horiz_first,0,0.520115641201213,0.479884358798787,0.6896615139143871,4,4,424,424,1064,0.6810753885996415,0.20169252316422917,0.10392265772803816,174,0,0.034417298971675336,6,16,16,
qaoa,4x4,16,0.7,4,mpo_gatewise,vert_first,0,0.534252496159456,0.465747503840544,0.6766716378040234,4,4,424,424,1040,0.8501516616677932,0.27293536963618514,0.11757890635775584,174,0,0.03257295599905774,6,16,16,
qaoa,4x4,16,0.7,4,mpo_layer,,0,0.4269714971020713,0.5730285028979287,0.7569864615024193,4,16,424,4776,4776,0.5370594372749604,0.5370594372749604,0.11001208498881584,15,0,0.003817638964392245,6,16,16,
qaoa,4x4,16,0.7,4,variational_layer,,0,0.519390314268396,0.480609685731604,0.9999999999999991,4,4,424,424,64,1.148138665567229,1.148138665567229,0.08007638945182795,60,0,0.4408627270022407,6,16,16,sweeps=2 converged=True
qaoa,4x4,16,0.7,4,oracle_compress,,0,0.42830829305541407,0.5716917069445859,0.7561029737705098,4,4,424,424,256,0.5392953548072529,0.5392953548072529,0.11001208498878558,15,0,0.0025754760135896504,6,16,16,
