model,method,chi_max,trotter_step,time,infidelity,fidelity,state_norm,phase_aligned_distance,current_max_bond,peak_max_bond,param_count,memory_bytes,step_runtime_s,cumulative_runtime_s,discarded_weight_step,compression_residual_step,variational_init,variational_converged,variational_sweeps,failed,failure_message
ising,hybrid_tdvp,32.0,24.0,2.4000000000000004,0.12030854292205073,0.8796914570779493,1.0000000000000004,0.35236718457581967,32.0,32.0,15016.0,240256.0,82.37903516698861,2174.8680125770625,0.004597206730059272,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,25.0,2.5,0.12624796332933663,0.8737520366706634,1.0000000000000007,0.36125601942095986,32.0,32.0,15016.0,240256.0,90.36805154097965,2264.3606285398128,0.004682043256615301,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,26.0,2.6,0.1348615635787197,0.8651384364212803,1.0000000000000002,0.37382299878267017,32.0,32.0,15016.0,240256.0,82.27518930000952,2345.982233640796,0.004759068146254639,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,27.0,2.7,0.14551529274863373,0.8544847072513663,0.9999999999999982,0.38888707861402294,32.0,32.0,15016.0,240256.0,84.9903288790374,2430.1955894589773,0.004821542704463582,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,28.0,2.8000000000000003,0.15585939986166153,0.8441406001383385,1.0000000000000002,0.40306018228642054,32.0,32.0,15016.0,240256.0,89.12313077098224,2518.5260793738416,0.004882456617014611,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,29.0,2.9000000000000004,0.1624698306327822,0.8375301693672178,1.0000000000000009,0.4119059503725279,32.0,32.0,15016.0,240256.0,76.61449625401292,2594.2811422721134,0.004869837917038145,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,30.0,3.0,0.1672340016536219,0.8327659983463781,0.9999999999999983,0.41818624057045045,32.0,32.0,15016.0,240256.0,69.1120305529912,2662.551132114022,0.00490518961469742,0.0,,,,0.0,
ising,mpo_zipup,32.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,32.0,512.0,0.0,0.0,0.0,0.0,,,,0.0,
ising,mpo_zipup,32.0,1.0,0.1,0.0,1.0000000000000098,1.0000000000000706,1.7501638615611128e-14,16.0,16.0,4776.0,76416.0,1.0061373159987852,0.22965134581318125,2.993895619514166e-31,0.0,,,,0.0,
ising,mpo_zipup,32.0,2.0,0.2,8.604726620098369e-05,0.999913952733799,0.9999548562004608,0.009276266345593068,32.0,32.0,15016.0,240256.0,63.4665483290446,62.41349747276399,0.0015646825021624219,0.0,,,,0.0,
ising,mpo_zipup,32.0,3.0,0.30000000000000004,0.004758453042015276,0.9952415469579847,0.9979078447210143,0.06902265765075108,32.0,32.0,15016.0,240256.0,135.49812682298943,196.85925913363462,0.013208485595617346,0.0,,,,0.0,
ising,mpo_zipup,32.0,4.0,0.4,0.019382709843554835,0.9806172901564452,0.994957121078321,0.13956200635302873,32.0,32.0,15016.0,240256.0,135.01625143701676,330.243393373501,0.02091309690493811,0.0,,,,0.0,
ising,mpo_zipup,32.0,5.0,0.5,0.042140420953959645,0.9578595790460404,0.991459663573049,0.20638309716780948,32.0,32.0,15016.0,240256.0,126.14136554399738,455.60531863954384,0.01508435316953458,0.0,,,,0.0,
ising,mpo_zipup,32.0,6.0,0.6000000000000001,0.070402402463136,0.929597597536864,0.9861513917090149,0.2677445888617,32.0,32.0,15016.0,240256.0,111.25978457502788,565.6823714458733,0.018397272270647688,0.0,,,,0.0,
ising,mpo_zipup,32.0,7.0,0.7000000000000001,0.10193639965318291,0.8980636003468171,0.9788124717046277,0.3235361609545367,32.0,32.0,15016.0,240256.0,118.36517683998682,682.9917067729402,0.022696598362742255,0.0,,,,0.0,
ising,mpo_zipup,32.0,8.0,0.8,0.13486455053854818,0.8651354494614518,0.9698960370716175,0.37382729403265785,32.0,32.0,15016.0,240256.0,111.96683100098744,794.0994248777861,0.02623926140340951,0.0,,,,0.0,
ising,mpo_zipup,32.0,9.0,0.9,0.17112786335201102,0.828872136647989,0.9587841618554696,0.42326315205411985,32.0,32.0,15016.0,240256.0,110.74273628002265,903.7908590308507,0.030526375850414813,0.0,,,,0.0,
ising,mpo_zipup,32.0,10.0,1.0,0.2067438051975392,0.7932561948024608,0.9452628595712627,0.4676551918125727,32.0,32.0,15016.0,240256.0,98.53937591903377,1001.60678026604,0.03621704315372738,0.0,,,,0.0,
ising,mpo_zipup,32.0,11.0,1.1,0.23956697481829092,0.7604330251817091,0.9316886352616786,0.5059088646856512,32.0,32.0,15016.0,240256.0,96.44421360001434,1097.3126885569072,0.04367253215759342,0.0,,,,0.0,
ising,mpo_zipup,32.0,12.0,1.2000000000000002,0.27344453315984274,0.7265554668401573,0.9180911929109526,0.5433558125552153,32.0,32.0,15016.0,240256.0,85.50842515501427,1181.977682468074,0.04518386867205018,0.0,,,,0.0,
ising,mpo_zipup,32.0,13.0,1.3,0.3052796137430509,0.6947203862569491,0.9042335203364436,0.5770634592884497,32.0,32.0,15016.0,240256.0,107.33700496301753,1288.2724536202732,0.04616813924722889,0.0,,,,0.0,
ising,mpo_zipup,32.0,14.0,1.4000000000000001,0.33015221363175784,0.6698477863682422,0.8901722780735616,0.6025905863325371,32.0,32.0,15016.0,240256.0,100.90408977400512,1387.8369212112157,0.049756357719305117,0.0,,,,0.0,
ising,mpo_zipup,32.0,15.0,1.5,0.34358146033649617,0.6564185396635038,0.8757767680430559,0.6161223814120399,32.0,32.0,15016.0,240256.0,94.7623314000084,1481.6431173919118,0.05291021863809086,0.0,,,,0.0,
ising,mpo_zipup,32.0,16.0,1.6,0.349283788053925,0.650716211946075,0.8610350282790364,0.6218201856887002,32.0,32.0,15016.0,240256.0,90.07883879297879,1570.6362871461315,0.05519144594311101,0.0,,,,0.0,
ising,mpo_zipup,32.0,17.0,1.7000000000000002,0.3541234502561367,0.6458765497438633,0.8466704797324813,0.6266347405556608,32.0,32.0,15016.0,240256.0,85.44159046403365,1655.263461950759,0.055197216154289394,0.0,,,,0.0,
ising,mpo_zipup,32.0,18.0,1.8,0.3614317971971822,0.6385682028028178,0.832869300549839,0.6338696621667714,32.0,32.0,15016.0,240256.0,92.02128540497506,1745.9972561657778,0.055296176614070866,0.0,,,,0.0,
ising,mpo_zipup,32.0,19.0,1.9000000000000001,0.37181067259018497,0.628189327409815,0.8196303793887036,0.6440745980647821,32.0,32.0,15016.0,240256.0,90.4132364569814,1835.6521031217417,0.05461828246120465,0.0,,,,0.0,
ising,mpo_zipup,32.0,20.0,2.0,0.3887197487479447,0.6112802512520553,0.8064097394996894,0.6605389695033747,32.0,32.0,15016.0,240256.0,86.71304752101423,1921.5988945875433,0.05446863531461873,0.0,,,,0.0,
ising,mpo_zipup,32.0,21.0,2.1,0.41409915637381145,0.5859008436261885,0.793329285300983,0.6849210167572025,32.0,32.0,15016.0,240256.0,80.89984074601671,2001.588271293498,0.05317669436389442,0.0,,,,0.0,
ising,mpo_zipup,32.0,22.0,2.2,0.44287494679024,0.55712505320976,0.780539288584832,0.7121683775894639,32.0,32.0,15016.0,240256.0,85.39202456100611,2086.3073461554595,0.052652708824987585,0.0,,,,0.0,
ising,mpo_zipup,32.0,23.0,2.3000000000000003,0.46860119534743183,0.5313988046525682,0.768197435126396,0.736245802897361,32.0,32.0,15016.0,240256.0,85.73170137801208,2171.073907105543,0.054328476933719554,0.0,,,,0.0,
ising,mpo_zipup,32.0,24.0,2.4000000000000004,0.4840030312400486,0.5159969687599514,0.7565314639003089,0.7505607371531305,32.0,32.0,15016.0,240256.0,84.33406780898804,2254.62510886119,0.054232038389427493,0.0,,,,0.0,
ising,mpo_zipup,32.0,25.0,2.5,0.48746487212788014,0.5125351278721199,0.7444915381143214,0.7537697432060583,32.0,32.0,15016.0,240256.0,87.43643554096343,2341.060484930349,0.05810758519343757,0.0,,,,0.0,
ising,mpo_zipup,32.0,26.0,2.6,0.48419720572170966,0.5158027942782903,0.7324425268048682,0.7507408072138474,32.0,32.0,15016.0,240256.0,86.39992482104572,2426.1193066354026,0.05986778197385402,0.0,,,,0.0,
ising,mpo_zipup,32.0,27.0,2.7,0.4782480952935031,0.5217519047064969,0.7207632353951409,0.7452194830388186,32.0,32.0,15016.0,240256.0,89.18282411200926,2513.855705213675,0.058946225013510226,0.0,,,,0.0,
ising,mpo_zipup,32.0,28.0,2.8000000000000003,0.4794801213523545,0.5205198786476455,0.7092238658593729,0.746363670035031,32.0,32.0,15016.0,240256.0,75.94213753798977,2589.242141465773,0.0565366883438417,0.0,,,,0.0,
ising,mpo_zipup,32.0,29.0,2.9000000000000004,0.4840442378535419,0.5159557621464581,0.6980627856967465,0.7505989513842724,32.0,32.0,15016.0,240256.0,82.64337889198214,2671.221635576512,0.06118854954196097,0.0,,,,0.0,
ising,mpo_zipup,32.0,30.0,3.0,0.4906375804021732,0.5093624195978268,0.6865748589446237,0.7567082559596751,32.0,32.0,15016.0,240256.0,69.45013526204275,2740.1523576090112,0.058681986544079495,0.0,,,,0.0,
ising,tebd_swap,32.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,32.0,512.0,0.0,0.0,0.0,0.0,,,,0.0,
ising,tebd_swap,32.0,1.0,0.1,0.0,1.0000000000000093,1.000000000000001,1.0321174407473645e-14,16.0,16.0,4776.0,76416.0,0.9101543769938871,0.16956379072507843,3.435604010133862e-30,0.0,,,,0.0,
ising,tebd_swap,32.0,2.0,0.2,0.000858719822028009,0.999141280177972,0.999497422941619,0.029307068279763957,32.0,32.0,15016.0,240256.0,4.312023539969232,2.9617299106321298,0.0066670243576954485,0.0,,,,0.0,
ising,tebd_swap,32.0,3.0,0.30000000000000004,0.019379812075684066,0.9806201879243159,0.9871601919525252,0.1395515222178562,32.0,32.0,15016.0,240256.0,12.237154359987471,13.63218612340279,0.33311421300340344,0.0,,,,0.0,
ising,tebd_swap,32.0,4.0,0.4,0.05986251317518376,0.9401374868248162,0.9666917558454208,0.24654868765854435,32.0,32.0,15016.0,240256.0,14.8538288520067,26.707875198684633,0.3430647018273389,0.0,,,,0.0,
ising,tebd_swap,32.0,5.0,0.5,0.1302095386751847,0.8697904613248153,0.9453328332772349,0.36708153311041414,32.0,32.0,15016.0,240256.0,11.109676578023937,36.680355527671054,0.303003794952724,0.0,,,,0.0,
ising,tebd_swap,32.0,6.0,0.6000000000000001,0.21331831190381212,0.7866816880961879,0.9249994984571114,0.47549809442038765,32.0,32.0,15016.0,240256.0,11.868184311955702,47.239342344750185,0.26934596498686797,0.0,,,,0.0,
ising,tebd_swap,32.0,7.0,0.7000000000000001,0.2901924157399519,0.7098075842600481,0.9004873384114728,0.5612471971504981,32.0,32.0,15016.0,240256.0,11.824766525009181,58.21477179869544,0.2499792979815163,0.0,,,,0.0,
ising,tebd_swap,32.0,8.0,0.8,0.3739245249794093,0.6260754750205907,0.8703743470602548,0.6461434626939722,32.0,32.0,15016.0,240256.0,12.498391375993378,69.3184091533767,0.20683978081496845,0.0,,,,0.0,
ising,tebd_swap,32.0,9.0,0.9,0.4515155534848796,0.5484844465151204,0.8460442127381653,0.7202813923863467,32.0,32.0,15016.0,240256.0,11.449917158985045,79.775688150723,0.16680030056671274,0.0,,,,0.0,
ising,tebd_swap,32.0,10.0,1.0,0.511321692968047,0.48867830703195303,0.8238277646364129,0.7758153180764741,32.0,32.0,15016.0,240256.0,10.711893793020863,89.26161074778065,0.14004010874159198,0.0,,,,0.0,
ising,tebd_swap,32.0,11.0,1.1,0.5767024663311133,0.4232975336688867,0.8013698714230127,0.8359267932090918,32.0,32.0,15016.0,240256.0,12.762176933989394,100.91774872277165,0.12294160361935033,0.0,,,,0.0,
ising,tebd_swap,32.0,12.0,1.2000000000000002,0.6319528160445864,0.36804718395541364,0.782323343257664,0.8869397674011742,32.0,32.0,15016.0,240256.0,12.841730694985017,112.89653911464848,0.1070110796103907,0.0,,,,0.0,
ising,tebd_swap,32.0,13.0,1.3,0.6638556938953972,0.3361443061046028,0.7624799709182437,0.9167556573849047,32.0,32.0,15016.0,240256.0,12.157230912009254,123.67767359840218,0.10514908931101151,0.0,,,,0.0,
ising,tebd_swap,32.0,14.0,1.4000000000000001,0.7008018897083721,0.2991981102916279,0.7405202775029502,0.951850780448451,32.0,32.0,15016.0,240256.0,13.649301988014486,136.08540438849013,0.10210031781281784,0.0,,,,0.0,
ising,tebd_swap,32.0,15.0,1.5,0.7240413765217825,0.27595862347821754,0.7214223577330848,0.974353487647119,32.0,32.0,15016.0,240256.0,13.09103549097199,148.138084892591,0.09672633606816289,0.0,,,,0.0,
ising,tebd_swap,32.0,16.0,1.6,0.7426425845170799,0.2573574154829201,0.7034759634511052,0.9926690625769419,32.0,32.0,15016.0,240256.0,13.260099567996804,160.11193857586477,0.0929635913914534,0.0,,,,0.0,
ising,tebd_swap,32.0,17.0,1.7000000000000002,0.7502996447121173,0.24970035528788267,0.6867846003306062,1.000299689645978,32.0,32.0,15016.0,240256.0,12.291332648019306,171.41327698086388,0.088520908610045,0.0,,,,0.0,
ising,tebd_swap,32.0,18.0,1.8,0.7449160007256752,0.25508399927432485,0.6694454004847176,0.9949287293621141,32.0,32.0,15016.0,240256.0,17.525182280980516,187.56300065806136,0.08756673583890034,0.0,,,,0.0,
ising,tebd_swap,32.0,19.0,1.9000000000000001,0.735657776219056,0.26434222378094396,0.6516158895387597,0.9857563376858797,32.0,32.0,15016.0,240256.0,12.179856244998518,198.87241744127823,0.09119584602082802,0.0,,,,0.0,
ising,tebd_swap,32.0,20.0,2.0,0.7218125334807065,0.2781874665192935,0.6353129421846223,0.9721781746590157,32.0,32.0,15016.0,240256.0,8.559018309984822,206.23586648033233,0.08922753673850878,0.0,,,,0.0,
ising,tebd_swap,32.0,21.0,2.1,0.7045262790411536,0.2954737209588464,0.6210057729054813,0.9554318969796799,32.0,32.0,15016.0,240256.0,8.013271778996568,213.35594431951176,0.08855427229373031,0.0,,,,0.0,
ising,tebd_swap,32.0,22.0,2.2,0.693948032601452,0.30605196739854806,0.6051044769382434,0.945283409803705,32.0,32.0,15016.0,240256.0,11.454413174011279,223.27475336636417,0.09003483756314551,0.0,,,,0.0,
ising,tebd_swap,32.0,23.0,2.3000000000000003,0.6859399306328796,0.3140600693671204,0.590233935037153,0.9376453213524539,32.0,32.0,15016.0,240256.0,11.085235750011634,233.42151413409738,0.0865160510313048,0.0,,,,0.0,
ising,tebd_swap,32.0,24.0,2.4000000000000004,0.6756099954612487,0.3243900045387514,0.5759023850111383,0.9278443189830712,32.0,32.0,15016.0,240256.0,13.931090152007528,245.75492565700551,0.0880060051145745,0.0,,,,0.0,
ising,tebd_swap,32.0,25.0,2.5,0.6783252226987337,0.3216747773012662,0.5642773111614291,0.9304151749403766,32.0,32.0,15016.0,240256.0,9.502288362011313,254.17427442083135,0.08535515216606886,0.0,,,,0.0,
ising,tebd_swap,32.0,26.0,2.6,0.6883151881473967,0.3116848118526033,0.5532455755567887,0.939907025392684,32.0,32.0,15016.0,240256.0,11.071694915008266,264.0179544638959,0.08614451006676872,0.0,,,,0.0,
ising,tebd_swap,32.0,27.0,2.7,0.6955628417206123,0.30443715827938767,0.5426284580154229,0.946828133715801,32.0,32.0,15016.0,240256.0,14.051101917983033,276.78198557172436,0.08330421557244048,0.0,,,,0.0,
ising,tebd_swap,32.0,28.0,2.8000000000000003,0.7037876184062616,0.2962123815937384,0.5315192693040512,0.95472093522944,32.0,32.0,15016.0,240256.0,12.87699226604309,288.18194010987645,0.08306945162423897,0.0,,,,0.0,
ising,tebd_swap,32.0,29.0,2.9000000000000004,0.701682891618292,0.29831710838170794,0.5202495046644308,0.9526970828801437,32.0,32.0,15016.0,240256.0,13.074101350968704,300.47581751219695,0.09218012543019606,0.0,,,,0.0,
ising,tebd_swap,32.0,30.0,3.0,0.6917825060167908,0.30821749398320913,0.5094881933978901,0.9432143012933624,32.0,32.0,15016.0,240256.0,13.513739065965638,313.0065894392319,0.08453748285598607,0.0,,,,0.0,
