model,method,chi_max,trotter_step,time,infidelity,fidelity,state_norm,phase_aligned_distance,current_max_bond,peak_max_bond,param_count,memory_bytes,step_runtime_s,cumulative_runtime_s,discarded_weight_step,compression_residual_step,variational_init,variational_converged,variational_sweeps,failed,failure_message
heisenberg,hybrid_tdvp,32.0,21.0,2.1,0.7829887897652946,0.21701121023470538,1.0,1.033591195521498,32.0,32.0,15016.0,240256.0,162.10501264303457,4432.223720177019,0.029683922761608764,0.0,,,,0.0,
heisenberg,hybrid_tdvp,32.0,22.0,2.2,0.7852064791201725,0.21479352087982748,1.0000000000000004,1.0358974668076668,32.0,32.0,15016.0,240256.0,150.26120506302686,4581.8522344150115,0.028994672385917197,0.0,,,,0.0,
heisenberg,hybrid_tdvp,32.0,23.0,2.3000000000000003,0.7934298884667609,0.20657011153323912,1.0000000000000004,1.044509600079095,32.0,32.0,15016.0,240256.0,156.2182208650047,4737.573977228836,0.0284849950577275,0.0,,,,0.0,
heisenberg,hybrid_tdvp,32.0,24.0,2.4000000000000004,0.8119726227426977,0.18802737725730231,1.0000000000000004,1.0643108219950392,32.0,32.0,15016.0,240256.0,153.60613091196865,4890.376640474657,0.028802197717818737,0.0,,,,0.0,
heisenberg,hybrid_tdvp,32.0,25.0,2.5,0.8328337779619646,0.1671662220380354,1.0000000000000009,1.0873273099063905,32.0,32.0,15016.0,240256.0,148.09805190504994,5037.826391210721,0.02938871459736906,0.0,,,,0.0,
heisenberg,hybrid_tdvp,32.0,26.0,2.6,0.8462516227879752,0.1537483772120248,1.0,1.1026263109278263,32.0,32.0,15016.0,240256.0,161.36237523599993,5198.766840790107,0.029785426823189996,0.0,,,,0.0,
heisenberg,hybrid_tdvp,32.0,27.0,2.7,0.8490250949817146,0.15097490501828542,1.0000000000000004,1.105843665998627,32.0,32.0,15016.0,240256.0,138.39435618399875,5336.576296254527,0.030180001080562843,0.0,,,,0.0,
heisenberg,hybrid_tdvp,32.0,28.0,2.8000000000000003,0.8466483256181976,0.1533516743818024,1.0000000000000002,1.1030852887654061,32.0,32.0,15016.0,240256.0,139.78182254300918,5475.87371685612,0.029969374670048475,0.0,,,,0.0,
heisenberg,hybrid_tdvp,32.0,29.0,2.9000000000000004,0.8438418322760642,0.15615816772393576,1.0,1.099846779522977,32.0,32.0,15016.0,240256.0,144.95330709795235,5620.198305703758,0.030071099652276886,0.0,,,,0.0,
heisenberg,hybrid_tdvp,32.0,30.0,3.0,0.8453540197192753,0.1546459802807248,1.0,1.1015892780983538,32.0,32.0,15016.0,240256.0,152.44624565303093,5772.052830630797,0.03010780070476986,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,32.0,512.0,0.0,0.0,0.0,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,1.0,0.1,0.08945708068144842,0.9105429193185516,0.9590674143431481,0.30257651584355577,32.0,32.0,15016.0,240256.0,271.9323680429952,270.57351328246295,0.23686866663404263,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,2.0,0.2,0.41082325773778205,0.589176742262218,0.8798408670384198,0.6817939680372238,32.0,32.0,15016.0,240256.0,371.34783754096134,640.7098788421135,0.43731071098901775,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,3.0,0.30000000000000004,0.643615562519037,0.356384437480963,0.8256783374488916,0.8977979416087214,32.0,32.0,15016.0,240256.0,338.0357289320091,977.5172734817606,0.17714016789241324,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,4.0,0.4,0.790190658311699,0.20980934168830104,0.7735053131952535,1.0411056651607487,32.0,32.0,15016.0,240256.0,283.7755226389854,1260.4922028777073,0.16667473940389116,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,5.0,0.5,0.8708923463885379,0.12910765361146212,0.7178388549657818,1.1319756756331283,32.0,32.0,15016.0,240256.0,283.7097665569745,1543.080976668105,0.1902609729472856,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,6.0,0.6000000000000001,0.9135414996075023,0.08645850039249767,0.6649317750791327,1.1882438609278154,32.0,32.0,15016.0,240256.0,262.0601445270004,1804.3463221964194,0.1892743005845823,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,7.0,0.7000000000000001,0.9366696402746812,0.06333035972531872,0.6140977316377261,1.2233926272354594,32.0,32.0,15016.0,240256.0,269.10435464803595,2072.417043955007,0.18499804054247107,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,8.0,0.8,0.9525093365351921,0.04749066346480795,0.5643316939668724,1.2506610039146058,32.0,32.0,15016.0,240256.0,257.39987399202073,2329.0775069392985,0.20106507738278165,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,9.0,0.9,0.9614906435331266,0.0385093564668734,0.5160064708040292,1.26788169026893,32.0,32.0,15016.0,240256.0,238.63279242097633,2567.057478633302,0.22244629532619106,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,10.0,1.0,0.9681089679312751,0.03189103206872485,0.47068600349172746,1.2817327304532533,32.0,32.0,15016.0,240256.0,205.6002469729865,2772.0102661700803,0.22931127040311977,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,11.0,1.1,0.9758746447874151,0.024125355212584902,0.4282580309734682,1.299751215321108,32.0,32.0,15016.0,240256.0,165.2980480340193,2936.6158250236767,0.2458845935286483,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,12.0,1.2000000000000002,0.9799846704462335,0.02001532955376654,0.3871366821375764,1.3103621300900203,32.0,32.0,15016.0,240256.0,152.8562763580121,3088.838497773104,0.27112050931167636,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,13.0,1.3,0.9837111108823285,0.016288889117671485,0.3501465768843069,1.3208876315896076,32.0,32.0,15016.0,240256.0,169.80176270299125,3257.866596426058,0.28806666863031993,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,14.0,1.4000000000000001,0.9869478591047431,0.01305214089525689,0.3174819807188657,1.3309801150673486,32.0,32.0,15016.0,240256.0,165.51940471702255,3422.740870076057,0.27976899860603066,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,15.0,1.5,0.9895122722335248,0.010487727766475176,0.2882192129210273,1.3398435671495295,32.0,32.0,15016.0,240256.0,158.6308239600039,3580.7591342852684,0.27693890004472094,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,16.0,1.6,0.9924829306765567,0.00751706932344336,0.2564755854084557,1.3515169002610325,32.0,32.0,15016.0,240256.0,160.00328434404219,3740.148157053103,0.30993763351861403,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,17.0,1.7000000000000002,0.9940080033249797,0.005991996675020299,0.22809556404103232,1.358375508874864,32.0,32.0,15016.0,240256.0,168.90494277700782,3908.5681533174356,0.3075243075349855,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,18.0,1.8,0.9942498900348822,0.005750109965117827,0.2065912565382982,1.3595370686189006,32.0,32.0,15016.0,240256.0,179.3332544079749,4087.1357518490986,0.25452502127980653,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,19.0,1.9000000000000001,0.9940538944734091,0.005946105526590904,0.18707669972643612,1.3585941300852697,32.0,32.0,15016.0,240256.0,182.03413593000732,4268.586266867758,0.2534610170286874,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,20.0,2.0,0.9937405006187254,0.0062594993812745345,0.16953807444546087,1.3571167981752708,32.0,32.0,15016.0,240256.0,168.2727861329913,4436.386972359673,0.2586978646709681,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,21.0,2.1,0.9936409796532378,0.006359020346762167,0.15204517572443965,1.3566551029232004,32.0,32.0,15016.0,240256.0,173.98692438204307,4609.5918225375935,0.2854510446505326,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,22.0,2.2,0.9929268240502478,0.007073175949752163,0.1373868303629599,1.3534384539726254,32.0,32.0,15016.0,240256.0,167.2295996529865,4776.158188905567,0.2832473262576442,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,23.0,2.3000000000000003,0.9927111514351011,0.007288848564898822,0.1237623233184966,1.3524978715887022,32.0,32.0,15016.0,240256.0,167.97976333100814,4943.509780243796,0.277172634140294,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,24.0,2.4000000000000004,0.9939823193149494,0.006017680685050561,0.11172690455564571,1.3582535026266227,32.0,32.0,15016.0,240256.0,164.9636326470063,5107.857609424973,0.259089892536204,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,25.0,2.5,0.9946445372804761,0.005355462719523886,0.10173979706876544,1.361483729578791,32.0,32.0,15016.0,240256.0,165.36910560098477,5272.4810215652105,0.23445413139962043,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,26.0,2.6,0.9945064312886563,0.005493568711343641,0.09228033173710255,1.360794905598301,32.0,32.0,15016.0,240256.0,158.16710062295897,5430.096201660694,0.24388530521236018,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,27.0,2.7,0.9941650925197785,0.005834907480221495,0.0830204449183697,1.359127244890741,32.0,32.0,15016.0,240256.0,164.49221357499482,5593.995289498474,0.273389721567536,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,28.0,2.8000000000000003,0.9951565213488311,0.004843478651168858,0.07486904637181174,1.364115020751167,32.0,32.0,15016.0,240256.0,157.31092449498829,5750.733541740745,0.2737684360013427,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,29.0,2.9000000000000004,0.996856159212982,0.0031438407870180442,0.06785483512548207,1.373994204265228,32.0,32.0,15016.0,240256.0,110.3034414370195,5860.628717557993,0.2590945211120808,0.0,,,,0.0,
heisenberg,mpo_zipup,32.0,30.0,3.0,0.9979970380718661,0.002002961928133842,0.06064616015683703,1.3822051492729586,32.0,32.0,15016.0,240256.0,104.67209590401035,5964.861484179273,0.3069798983067546,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,32.0,512.0,0.0,0.0,0.0,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,1.0,0.1,0.12831663997927611,0.8716833600207239,0.9281416390973524,0.3643079880562942,32.0,32.0,15016.0,240256.0,26.912406250019558,25.450950475933496,0.5305508841486948,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,2.0,0.2,0.3701561106305089,0.6298438893694911,0.8114564958720364,0.6424530383258988,32.0,32.0,15016.0,240256.0,34.667261904047336,58.69523879874032,0.8710789633280742,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,3.0,0.30000000000000004,0.651162595888606,0.34883740411139397,0.6690915412944601,0.9048485087168061,32.0,32.0,15016.0,240256.0,33.50951043795794,91.2165210567182,0.799479654226657,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,4.0,0.4,0.8247066088927235,0.17529339110727643,0.5815730589331146,1.078257357165611,32.0,32.0,15016.0,240256.0,32.39542903500842,122.6012390627875,0.6040940481943124,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,5.0,0.5,0.9123065646762328,0.08769343532376717,0.5135449375547868,1.186481543030892,32.0,32.0,15016.0,240256.0,33.986706401978154,154.72694287041668,0.5128882744691882,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,6.0,0.6000000000000001,0.9481240058826083,0.05187599411739173,0.45292751878559045,1.242768665649928,32.0,32.0,15016.0,240256.0,40.05226586898789,193.9064711020328,0.45325066223720023,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,7.0,0.7000000000000001,0.9681812949855743,0.03181870501442578,0.39961841141892246,1.2818908038149193,32.0,32.0,15016.0,240256.0,35.58248513395665,228.32359230623115,0.45546696584057994,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,8.0,0.8,0.9763037450040069,0.023696254995993205,0.35044817876275036,1.3008182966922741,32.0,32.0,15016.0,240256.0,35.762100410996936,262.9165650862851,0.46441461216301255,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,9.0,0.9,0.9819329694680953,0.018067030531904674,0.31316198685723035,1.3157403584605936,32.0,32.0,15016.0,240256.0,30.061341502005234,292.06525088782655,0.4295097880708193,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,10.0,1.0,0.9833577660521049,0.016642233947895064,0.28258470832333743,1.3198448525072015,32.0,32.0,15016.0,240256.0,32.49737295199884,323.17761093069566,0.39438782065324485,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,11.0,1.1,0.9812926885258493,0.018707311474150713,0.2577797259628751,1.313944691304542,32.0,32.0,15016.0,240256.0,37.23133603401948,359.21832733839983,0.3448832075832618,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,12.0,1.2000000000000002,0.9818174858689006,0.018182514131099357,0.23557081669342636,1.3154143429984657,32.0,32.0,15016.0,240256.0,30.962295469013043,388.9503294148017,0.350740868172613,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,13.0,1.3,0.9837053970832519,0.016294602916748065,0.21571222945231855,1.320870686336227,32.0,32.0,15016.0,240256.0,31.518008348997682,418.9466197937727,0.3373477761087783,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,14.0,1.4000000000000001,0.9861111862852333,0.013888813714766671,0.19881357750509307,1.328268940192056,32.0,32.0,15016.0,240256.0,33.41207232000306,451.0828674856457,0.29231521828121165,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,15.0,1.5,0.9891848054204686,0.010815194579531404,0.1842830396627158,1.338658935118188,32.0,32.0,15016.0,240256.0,31.24019922601292,481.4325191680109,0.2583842657477731,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,16.0,1.6,0.9922637280736223,0.007736271926377767,0.17283473631219726,1.3505879612002234,32.0,32.0,15016.0,240256.0,29.373082323989365,509.62786595110083,0.18109428193674715,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,17.0,1.7000000000000002,0.9944139217059585,0.005586078294041467,0.16205466246168232,1.3603381406535755,32.0,32.0,15016.0,240256.0,31.718473467975855,540.0405633716146,0.16350973734634022,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,18.0,1.8,0.9952964898203348,0.004703510179665233,0.15130724082597075,1.3648573977949408,32.0,32.0,15016.0,240256.0,34.166151662007906,572.9494044613675,0.16968545160546153,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,19.0,1.9000000000000001,0.9955474107427158,0.004452589257284253,0.14132991019705976,1.3662154114178,32.0,32.0,15016.0,240256.0,28.374841707991436,600.2498357333825,0.16606824240771795,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,20.0,2.0,0.9952000615672543,0.004799938432745715,0.1317776338198412,1.3643448332603128,32.0,32.0,15016.0,240256.0,29.02894839202054,628.387160410115,0.16367185310561108,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,21.0,2.1,0.9944268645298018,0.005573135470198248,0.12210209502585509,1.360401826111569,32.0,32.0,15016.0,240256.0,32.50241468998138,659.888539898966,0.17739062146129375,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,22.0,2.2,0.9936039787326972,0.006396021267302757,0.11271930885427499,1.356484331605332,32.0,32.0,15016.0,240256.0,29.29596949397819,688.1735044369125,0.1886561242404647,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,23.0,2.3000000000000003,0.9937479637337152,0.006252036266284784,0.10395553960241075,1.3571515619604282,32.0,32.0,15016.0,240256.0,33.98232527298387,721.157373889233,0.1960300399963561,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,24.0,2.4000000000000004,0.9943650665369588,0.0056349334630412685,0.095880708758712,1.3600983832972668,32.0,32.0,15016.0,240256.0,35.52910351898754,755.037018933217,0.1967134870618934,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,25.0,2.5,0.9963381314856254,0.0036618685143745967,0.08865565126676543,1.3707564519829967,32.0,32.0,15016.0,240256.0,30.923848006001208,785.0666897631017,0.1852278393349291,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,26.0,2.6,0.9974426327129456,0.002557367287054408,0.08171052060550024,1.377990987567663,32.0,32.0,15016.0,240256.0,30.294727906992193,814.6645117120352,0.1903921262081894,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,27.0,2.7,0.9978826487998146,0.002117351200185464,0.07535225968683273,1.3812931009639862,32.0,32.0,15016.0,240256.0,33.83209341898328,847.6448950392078,0.19041362674388293,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,28.0,2.8000000000000003,0.9978186973885638,0.00218130261143628,0.06959171144966804,1.3807936721520704,32.0,32.0,15016.0,240256.0,31.147119355970062,877.4623694301699,0.18595631985972777,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,29.0,2.9000000000000004,0.9973225850912736,0.0026774149087264052,0.06457017775537836,1.3771392502567166,32.0,32.0,15016.0,240256.0,28.393264757003635,904.6387974289828,0.1747482752857576,0.0,,,,0.0,
heisenberg,tebd_swap,32.0,30.0,3.0,0.9967709770867941,0.003229022913205917,0.059867193800026725,1.3734449445137002,32.0,32.0,15016.0,240256.0,27.906186248990707,931.6807232978754,0.17614792865453407,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,32.0,512.0,0.0,0.0,0.0,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,1.0,0.1,1.9549373617588905e-05,0.9999804506263824,0.9999999999999881,0.00442147816541682,6.0,6.0,248.0,3968.0,0.573191472038161,0.43882564903469756,8.382722745788846e-14,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,2.0,0.2,0.000241548709989714,0.9997584512900103,0.999999999999595,0.015542306720552755,14.0,14.0,2204.0,35264.0,26.57554211403476,26.331026517087594,1.093144334743638e-12,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,3.0,0.30000000000000004,0.00037069010204604513,0.999629309897954,0.9999999986022119,0.01925420632494984,24.0,30.0,8140.0,130240.0,46.42686077597318,71.42690933588892,6.067794595109795e-12,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,4.0,0.4,0.000370716573550256,0.9996292834264497,0.9999999998203849,0.019254893861482693,32.0,32.0,14248.0,227968.0,72.56947181001306,142.48009128001286,8.362352905791301e-07,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,5.0,0.5,0.0003735966218305631,0.9996264033781694,0.9999999827086223,0.01932955048517456,32.0,32.0,15016.0,240256.0,126.42825805599568,267.57401501818094,0.00016013160554262756,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,6.0,0.6000000000000001,0.0004054313867817294,0.9995945686132183,0.9999999307834259,0.02013634745346831,32.0,32.0,15016.0,240256.0,120.57891917298548,387.21103736315854,0.0001835655203542099,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,7.0,0.7000000000000001,0.0004840289215335414,0.9995159710784665,0.9999997513916635,0.022001988698947386,32.0,32.0,15016.0,240256.0,117.10335445799865,502.8582302182331,0.0002053806065818537,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,8.0,0.8,0.0006380338782233652,0.9993619661217766,1.0000000000000009,0.02526134759886081,32.0,32.0,15016.0,240256.0,124.08036460500443,626.2645158281666,0.000267825288369276,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,9.0,0.9,0.0009637382949575501,0.9990362617050424,0.9999999999999997,0.031047876010916933,32.0,32.0,15016.0,240256.0,118.37087573396275,743.7462286945665,0.00039640997062522995,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,10.0,1.0,0.001771088981752711,0.9982289110182473,1.0,0.0420936321312649,32.0,32.0,15016.0,240256.0,122.7589530479745,865.2606900913524,0.0006065362217285837,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,11.0,1.1,0.0034380814670814663,0.9965619185329185,0.9999999999999992,0.058660392591662544,32.0,32.0,15016.0,240256.0,104.86315858905436,969.2826426805696,0.0012265956006465351,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,12.0,1.2000000000000002,0.006826257614964248,0.9931737423850358,1.0000000000000004,0.08269187985975514,32.0,32.0,15016.0,240256.0,106.03744717797963,1074.1389824873768,0.0021266091863314605,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,13.0,1.3,0.013015151933714164,0.9869848480662858,1.0000000000000009,0.11427063633071405,32.0,32.0,15016.0,240256.0,101.47273598698666,1174.7614560021902,0.002857353346873942,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,14.0,1.4000000000000001,0.02242934176076783,0.9775706582392322,0.9999999999999999,0.15018835223780866,32.0,32.0,15016.0,240256.0,105.02738176699495,1278.8559136860422,0.0034868338332724024,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,15.0,1.5,0.034423980514489805,0.9655760194855102,1.0000000000000002,0.18634764458094627,32.0,32.0,15016.0,240256.0,103.46334663196467,1381.4382682249998,0.004025978861248698,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,16.0,1.6,0.047365152386906195,0.9526348476130938,1.0000000000000016,0.21895137872512446,32.0,32.0,15016.0,240256.0,93.35154681198765,1474.2593163717538,0.004436694396738831,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,17.0,1.7000000000000002,0.05963964543717226,0.9403603545628277,1.0000000000000002,0.24608213119919373,32.0,32.0,15016.0,240256.0,87.47393516101874,1560.8444455247372,0.004683610128004898,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,18.0,1.8,0.07101964275212014,0.9289803572478799,1.000000000000001,0.2689376471397761,32.0,32.0,15016.0,240256.0,85.86259556596633,1645.9960849997588,0.004783959963599472,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,19.0,1.9000000000000001,0.08238463264354379,0.9176153673564562,1.000000000000001,0.2900950795504079,32.0,32.0,15016.0,240256.0,91.68202246399596,1736.8429451656411,0.004794778523149411,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,20.0,2.0,0.09337640820003845,0.9066235917999615,0.9999999999999991,0.3092964983922316,32.0,32.0,15016.0,240256.0,94.01591037103208,1830.080643135705,0.0047415356414367334,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,21.0,2.1,0.10248367492472821,0.8975163250752718,0.9999999999999988,0.32442755098532966,32.0,32.0,15016.0,240256.0,85.19828227203107,1914.495355601597,0.0046189142847943825,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,22.0,2.2,0.10958885622580739,0.8904111437741926,0.9999999999999991,0.33580948822186546,32.0,32.0,15016.0,240256.0,85.95404168200912,1999.7351387534873,0.0045125519936454325,0.0,,,,0.0,
ising,hybrid_tdvp,32.0,23.0,2.3000000000000003,0.11532869484869179,0.8846713051513082,1.000000000000001,0.3447617422332171,32.0,32.0,15016.0,240256.0,94.40069487103028,2093.3616618652595,0.004510270380807951,0.0,,,,0.0,
