#time	operator	index_1	index_2	value
0.2	ZZ	14	26	-0.912703062132918
0.2	ZZ	14	27	-0.912703062132918
0.2	ZZ	14	28	-0.912703062132918
0.2	ZZ	14	29	-0.912703062132918
0.2	ZZ	14	30	-0.912703062132918
0.2	ZZ	15	1	0.674249884445625
0.2	ZZ	15	2	0.674249884445625
0.2	ZZ	15	3	0.674249884445625
0.2	ZZ	15	4	0.674249884445625
0.2	ZZ	15	5	0.674249884445625
0.2	ZZ	15	6	0.674249884445625
0.2	ZZ	15	7	0.674249884445625
0.2	ZZ	15	8	0.674249884445625
0.2	ZZ	15	9	0.674249884445642
0.2	ZZ	15	10	0.67424988445656
0.2	ZZ	15	11	0.674249876606883
0.2	ZZ	15	12	0.674248003892264
0.2	ZZ	15	13	0.674063496055127
0.2	ZZ	15	14	0.664221551348909
0.2	ZZ	15	16	-0.903224541757428
0.2	ZZ	15	17	-0.683697493082308
0.2	ZZ	15	18	-0.674417732950921
0.2	ZZ	15	19	-0.674251459726067
0.2	ZZ	15	20	-0.674249889427105
0.2	ZZ	15	21	-0.674249884433572
0.2	ZZ	15	22	-0.67424988444564
0.2	ZZ	15	23	-0.674249884445623
0.2	ZZ	15	24	-0.674249884445623
0.2	ZZ	15	25	-0.674249884445624
0.2	ZZ	15	26	-0.674249884445624
0.2	ZZ	15	27	-0.674249884445624
0.2	ZZ	15	28	-0.674249884445624
0.2	ZZ	15	29	-0.674249884445624
0.2	ZZ	15	30	-0.674249884445624
0.2	ZZ	16	1	-0.674247025443108
0.2	ZZ	16	2	-0.674247025443108
0.2	ZZ	16	3	-0.674247025443108
0.2	ZZ	16	4	-0.674247025443108
0.2	ZZ	16	5	-0.674247025443108
0.2	ZZ	16	6	-0.674247025443108
0.2	ZZ	16	7	-0.674247025443108
0.2	ZZ	16	8	-0.674247025443108
0.2	ZZ	16	9	-0.674247025443125
0.2	ZZ	16	10	-0.67424702542873
0.2	ZZ	16	11	-0.674247031757304
0.2	ZZ	16	12	-0.674248601844762
0.2	ZZ	16	13	-0.674415048492626
0.2	ZZ	16	14	-0.683697360149459
0.2	ZZ	16	15	-0.903224541757428
0.2	ZZ	16	17	0.664221361199513
0.2	ZZ	16	18	0.674060968255768
0.2	ZZ	16	19	0.674245162652925
0.2	ZZ	16	20	0.674247019577647
0.2	ZZ	16	21	0.674247025458326
0.2	ZZ	16	22	0.674247025443123
0.2	ZZ	16	23	0.674247025443107
0.2	ZZ	16	24	0.674247025443107
0.2	ZZ	16	25	0.674247025443108
0.2	ZZ	16	26	0.674247025443108
0.2	ZZ	16	27	0.674247025443108
0.2	ZZ	16	28	0.674247025443108
0.2	ZZ	16	29	0.674247025443108
0.2	ZZ	16	30	0.674247025443108
0.2	ZZ	17	1	-0.912705697198344
0.2	ZZ	17	2	-0.912705697198344
0.2	ZZ	17	3	-0.912705697198344
0.2	ZZ	17	4	-0.912705697198344
0.2	ZZ	17	5	-0.912705697198344
0.2	ZZ	17	6	-0.912705697198344
0.2	ZZ	17	7	-0.912705697198344
0.2	ZZ	17	8	-0.912705697198344
0.2	ZZ	17	9	-0.912705697198368
0.2	ZZ	17	10	-0.912705697210962
0.2	ZZ	17	11	-0.912705690978319
0.2	ZZ	17	12	-0.912704169327738
0.2	ZZ	17	13	-0.9125462097385
0.2	ZZ	17	14	-0.903667546674792
0.2	ZZ	17	15	-0.683697493082308
0.2	ZZ	17	16	0.664221361199513
0.2	ZZ	17	18	0.912517969709885
0.2	ZZ	17	19	0.912703873002558
0.2	ZZ	17	20	0.91270569159155
0.2	ZZ	17	21	0.912705697213311
0.2	ZZ	17	22	0.912705697198365
0.2	ZZ	17	23	0.912705697198343
0.2	ZZ	17	24	0.912705697198343
0.2	ZZ	17	25	0.912705697198343
0.2	ZZ	17	26	0.912705697198343
0.2	ZZ	17	27	0.912705697198343
0.2	ZZ	17	28	0.912705697198343
0.2	ZZ	17	29	0.912705697198343
0.2	ZZ	17	30	0.912705697198343
0.2	ZZ	18	1	-0.922925924893134
0.2	ZZ	18	2	-0.922925924893133
0.2	ZZ	18	3	-0.922925924893133
0.2	ZZ	18	4	-0.922925924893133
0.2	ZZ	18	5	-0.922925924893133
0.2	ZZ	18	6	-0.922925924893133
0.2	ZZ	18	7	-0.922925924893133
0.2	ZZ	18	8	-0.922925924893133
0.2	ZZ	18	9	-0.922925924893158
0.2	ZZ	18	10	-0.922925924906559
0.2	ZZ	18	11	-0.922925917259938
0.2	ZZ	18	12	-0.922924063040532
0.2	ZZ	18	13	-0.922736082930326
0.2	ZZ	18	14	-0.912543754233093
0.2	ZZ	18	15	-0.674417732950921
0.2	ZZ	18	16	0.674060968255768
0.2	ZZ	18	17	0.912517969709885
0.2	ZZ	18	19	0.922924047645441
0.2	ZZ	18	20	0.922925919007978
0.2	ZZ	18	21	0.922925924908801
0.2	ZZ	18	22	0.922925924893154
0.2	ZZ	18	23	0.922925924893132
0.2	ZZ	18	24	0.922925924893132
0.2	ZZ	18	25	0.922925924893133
0.2	ZZ	18	26	0.922925924893133
0.2	ZZ	18	27	0.922925924893133
0.2	ZZ	18	28	0.922925924893132
0.2	ZZ	18	29	0.922925924893133
0.2	ZZ	18	30	0.922925924893133
0.2	ZZ	19	1	-0.923114482826005
0.2	ZZ	19	2	-0.923114482826005
0.2	ZZ	19	3	-0.923114482826005
0.2	ZZ	19	4	-0.923114482826005
0.2	ZZ	19	5	-0.923114482826005
0.2	ZZ	19	6	-0.923114482826005
0.2	ZZ	19	7	-0.923114482826005
0.2	ZZ	19	8	-0.923114482826005
0.2	ZZ	19	9	-0.923114482826028
0.2	ZZ	19	10	-0.923114482839421
0.2	ZZ	19	11	-0.923114475155672
0.2	ZZ	19	12	-0.923112612063789
0.2	ZZ	19	13	-0.922923856732439
0.2	ZZ	19	14	-0.912701539059831
0.2	ZZ	19	15	-0.674251459726067
0.2	ZZ	19	16	0.674245162652925
0.2	ZZ	19	17	0.912703873002558
0.2	ZZ	19	18	0.922924047645441
0.2	ZZ	19	20	0.923114477268297
0.2	ZZ	19	21	0.923114482842645
0.2	ZZ	19	22	0.923114482826026
0.2	ZZ	19	23	0.923114482826003
0.2	ZZ	19	24	0.923114482826003
0.2	ZZ	19	25	0.923114482826004
0.2	ZZ	19	26	0.923114482826004
0.2	ZZ	19	27	0.923114482826004
0.2	ZZ	19	28	0.923114482826004
0.2	ZZ	19	29	0.923114482826004
0.2	ZZ	19	30	0.923114482826004
0.2	ZZ	20	1	-0.923116340611267
0.2	ZZ	20	2	-0.923116340611266
0.2	ZZ	20	3	-0.923116340611266
0.2	ZZ	20	4	-0.923116340611266
0.2	ZZ	20	5	-0.923116340611266
0.2	ZZ	20	6	-0.923116340611266
0.2	ZZ	20	7	-0.923116340611266
0.2	ZZ	20	8	-0.923116340611266
0.2	ZZ	20	9	-0.92311634061129
0.2	ZZ	20	10	-0.923116340624683
0.2	ZZ	20	11	-0.923116332940565
0.2	ZZ	20	12	-0.923114469752328
0.2	ZZ	20	13	-0.922925705567015
0.2	ZZ	20	14	-0.912703057474888
0.2	ZZ	20	15	-0.674249889427105
0.2	ZZ	20	16	0.674247019577647
0.2	ZZ	20	17	0.91270569159155
0.2	ZZ	20	18	0.922925919007978
0.2	ZZ	20	19	0.923114477268297
0.2	ZZ	20	21	0.923116340626285
0.2	ZZ	20	22	0.923116340611287
0.2	ZZ	20	23	0.923116340611265
0.2	ZZ	20	24	0.923116340611265
0.2	ZZ	20	25	0.923116340611265
0.2	ZZ	20	26	0.923116340611265
0.2	ZZ	20	27	0.923116340611265
0.2	ZZ	20	28	0.923116340611265
0.2	ZZ	20	29	0.923116340611265
0.2	ZZ	20	30	0.923116340611265
0.2	ZZ	21	1	-0.923116346404027
0.2	ZZ	21	2	-0.923116346404027
0.2	ZZ	21	3	-0.923116346404027
0.2	ZZ	21	4	-0.923116346404027
0.2	ZZ	21	5	-0.923116346404027
0.2	ZZ	21	6	-0.923116346404027
0.2	ZZ	21	7	-0.923116346404026
0.2	ZZ	21	8	-0.923116346404026
0.2	ZZ	21	9	-0.923116346404051
0.2	ZZ	21	10	-0.923116346417443
0.2	ZZ	21	11	-0.923116338733324
0.2	ZZ	21	12	-0.923114475544779
0.2	ZZ	21	13	-0.92292571133036
0.2	ZZ	21	14	-0.91270306214561
0.2	ZZ	21	15	-0.674249884433572
0.2	ZZ	21	16	0.674247025458326
0.2	ZZ	21	17	0.912705697213311
0.2	ZZ	21	18	0.922925924908801
0.2	ZZ	21	19	0.923114482842645
0.2	ZZ	21	20	0.923116340626285
0.2	ZZ	21	22	0.923116346404048
0.2	ZZ	21	23	0.923116346404025
0.2	ZZ	21	24	0.923116346404025
0.2	ZZ	21	25	0.923116346404026
0.2	ZZ	21	26	0.923116346404026
0.2	ZZ	21	27	0.923116346404026
0.2	ZZ	21	28	0.923116346404026
0.2	ZZ	21	29	0.923116346404026
0.2	ZZ	21	30	0.923116346404026
0.2	ZZ	22	1	-0.923116346388681
0.2	ZZ	22	2	-0.92311634638868
0.2	ZZ	22	3	-0.92311634638868
0.2	ZZ	22	4	-0.92311634638868
0.2	ZZ	22	5	-0.92311634638868
0.2	ZZ	22	6	-0.92311634638868
0.2	ZZ	22	7	-0.92311634638868
0.2	ZZ	22	8	-0.92311634638868
0.2	ZZ	22	9	-0.923116346388704
0.2	ZZ	22	10	-0.923116346402097
0.2	ZZ	22	11	-0.923116338717978
0.2	ZZ	22	12	-0.923114475529434
0.2	ZZ	22	13	-0.922925711315078
0.2	ZZ	22	14	-0.912703062132939
0.2	ZZ	22	15	-0.67424988444564
0.2	ZZ	22	16	0.674247025443123
0.2	ZZ	22	17	0.912705697198365
0.2	ZZ	22	18	0.922925924893154
0.2	ZZ	22	19	0.923114482826026
0.2	ZZ	22	20	0.923116340611287
0.2	ZZ	22	21	0.923116346404048
0.2	ZZ	22	23	0.923116346388679
0.2	ZZ	22	24	0.923116346388679
0.2	ZZ	22	25	0.923116346388679
0.2	ZZ	22	26	0.923116346388679
0.2	ZZ	22	27	0.923116346388679
0.2	ZZ	22	28	0.923116346388679
0.2	ZZ	22	29	0.923116346388679
0.2	ZZ	22	30	0.923116346388679
0.2	ZZ	23	1	-0.923116346388658
0.2	ZZ	23	2	-0.923116346388658
0.2	ZZ	23	3	-0.923116346388658
0.2	ZZ	23	4	-0.923116346388658
0.2	ZZ	23	5	-0.923116346388658
0.2	ZZ	23	6	-0.923116346388658
0.2	ZZ	23	7	-0.923116346388658
0.2	ZZ	23	8	-0.923116346388658
0.2	ZZ	23	9	-0.923116346388682
0.2	ZZ	23	10	-0.923116346402075
0.2	ZZ	23	11	-0.923116338717956
0.2	ZZ	23	12	-0.923114475529411
0.2	ZZ	23	13	-0.922925711315056
0.2	ZZ	23	14	-0.912703062132917
0.2	ZZ	23	15	-0.674249884445623
0.2	ZZ	23	16	0.674247025443107
0.2	ZZ	23	17	0.912705697198343
0.2	ZZ	23	18	0.922925924893132
0.2	ZZ	23	19	0.923114482826003
0.2	ZZ	23	20	0.923116340611265
0.2	ZZ	23	21	0.923116346404025
0.2	ZZ	23	22	0.923116346388679
0.2	ZZ	23	24	0.923116346388657
0.2	ZZ	23	25	0.923116346388657
0.2	ZZ	23	26	0.923116346388657
0.2	ZZ	23	27	0.923116346388657
0.2	ZZ	23	28	0.923116346388657
0.2	ZZ	23	29	0.923116346388657
0.2	ZZ	23	30	0.923116346388657
0.2	ZZ	24	1	-0.923116346388658
0.2	ZZ	24	2	-0.923116346388658
0.2	ZZ	24	3	-0.923116346388658
0.2	ZZ	24	4	-0.923116346388658
0.2	ZZ	24	5	-0.923116346388658
0.2	ZZ	24	6	-0.923116346388658
0.2	ZZ	24	7	-0.923116346388658
0.2	ZZ	24	8	-0.923116346388658
0.2	ZZ	24	9	-0.923116346388682
0.2	ZZ	24	10	-0.923116346402075
0.2	ZZ	24	11	-0.923116338717956
0.2	ZZ	24	12	-0.923114475529411
0.2	ZZ	24	13	-0.922925711315056
0.2	ZZ	24	14	-0.912703062132917
0.2	ZZ	24	15	-0.674249884445623
0.2	ZZ	24	16	0.674247025443107
0.2	ZZ	24	17	0.912705697198343
0.2	ZZ	24	18	0.922925924893132
0.2	ZZ	24	19	0.923114482826003
0.2	ZZ	24	20	0.923116340611265
0.2	ZZ	24	21	0.923116346404025
0.2	ZZ	24	22	0.923116346388679
0.2	ZZ	24	23	0.923116346388657
0.2	ZZ	24	25	0.923116346388657
0.2	ZZ	24	26	0.923116346388657
0.2	ZZ	24	27	0.923116346388657
0.2	ZZ	24	28	0.923116346388657
0.2	ZZ	24	29	0.923116346388657
0.2	ZZ	24	30	0.923116346388657
0.2	ZZ	25	1	-0.923116346388659
0.2	ZZ	25	2	-0.923116346388658
0.2	ZZ	25	3	-0.923116346388658
0.2	ZZ	25	4	-0.923116346388658
0.2	ZZ	25	5	-0.923116346388658
0.2	ZZ	25	6	-0.923116346388658
0.2	ZZ	25	7	-0.923116346388658
0.2	ZZ	25	8	-0.923116346388658
0.2	ZZ	25	9	-0.923116346388682
0.2	ZZ	25	10	-0.923116346402075
0.2	ZZ	25	11	-0.923116338717956
0.2	ZZ	25	12	-0.923114475529411
0.2	ZZ	25	13	-0.922925711315056
0.2	ZZ	25	14	-0.912703062132918
0.2	ZZ	25	15	-0.674249884445624
0.2	ZZ	25	16	0.674247025443108
0.2	ZZ	25	17	0.912705697198343
0.2	ZZ	25	18	0.922925924893133
0.2	ZZ	25	19	0.923114482826004
0.2	ZZ	25	20	0.923116340611265
0.2	ZZ	25	21	0.923116346404026
0.2	ZZ	25	22	0.923116346388679
0.2	ZZ	25	23	0.923116346388657
0.2	ZZ	25	24	0.923116346388657
0.2	ZZ	25	26	0.923116346388657
0.2	ZZ	25	27	0.923116346388657
0.2	ZZ	25	28	0.923116346388657
0.2	ZZ	25	29	0.923116346388658
0.2	ZZ	25	30	0.923116346388658
0.2	ZZ	26	1	-0.923116346388658
0.2	ZZ	26	2	-0.923116346388658
0.2	ZZ	26	3	-0.923116346388658
0.2	ZZ	26	4	-0.923116346388658
0.2	ZZ	26	5	-0.923116346388658
0.2	ZZ	26	6	-0.923116346388658
0.2	ZZ	26	7	-0.923116346388658
0.2	ZZ	26	8	-0.923116346388658
0.2	ZZ	26	9	-0.923116346388682
0.2	ZZ	26	10	-0.923116346402075
0.2	ZZ	26	11	-0.923116338717956
0.2	ZZ	26	12	-0.923114475529412
0.2	ZZ	26	13	-0.922925711315056
0.2	ZZ	26	14	-0.912703062132918
0.2	ZZ	26	15	-0.674249884445624
0.2	ZZ	26	16	0.674247025443108
0.2	ZZ	26	17	0.912705697198343
0.2	ZZ	26	18	0.922925924893133
0.2	ZZ	26	19	0.923114482826004
0.2	ZZ	26	20	0.923116340611265
0.2	ZZ	26	21	0.923116346404026
0.2	ZZ	26	22	0.923116346388679
0.2	ZZ	26	23	0.923116346388657
0.2	ZZ	26	24	0.923116346388657
0.2	ZZ	26	25	0.923116346388657
0.2	ZZ	26	27	0.923116346388658
0.2	ZZ	26	28	0.923116346388658
0.2	ZZ	26	29	0.923116346388658
0.2	ZZ	26	30	0.923116346388658
0.2	ZZ	27	1	-0.923116346388659
0.2	ZZ	27	2	-0.923116346388658
0.2	ZZ	27	3	-0.923116346388658
0.2	ZZ	27	4	-0.923116346388658
0.2	ZZ	27	5	-0.923116346388658
0.2	ZZ	27	6	-0.923116346388658
0.2	ZZ	27	7	-0.923116346388658
0.2	ZZ	27	8	-0.923116346388658
0.2	ZZ	27	9	-0.923116346388682
0.2	ZZ	27	10	-0.923116346402075
0.2	ZZ	27	11	-0.923116338717956
0.2	ZZ	27	12	-0.923114475529412
0.2	ZZ	27	13	-0.922925711315056
0.2	ZZ	27	14	-0.912703062132918
0.2	ZZ	27	15	-0.674249884445624
0.2	ZZ	27	16	0.674247025443108
0.2	ZZ	27	17	0.912705697198343
0.2	ZZ	27	18	0.922925924893133
0.2	ZZ	27	19	0.923114482826004
0.2	ZZ	27	20	0.923116340611265
0.2	ZZ	27	21	0.923116346404026
0.2	ZZ	27	22	0.923116346388679
0.2	ZZ	27	23	0.923116346388657
0.2	ZZ	27	24	0.923116346388657
0.2	ZZ	27	25	0.923116346388657
0.2	ZZ	27	26	0.923116346388658
0.2	ZZ	27	28	0.923116346388657
0.2	ZZ	27	29	0.923116346388657
0.2	ZZ	27	30	0.923116346388657
0.2	ZZ	28	1	-0.923116346388659
0.2	ZZ	28	2	-0.923116346388658
0.2	ZZ	28	3	-0.923116346388658
0.2	ZZ	28	4	-0.923116346388658
0.2	ZZ	28	5	-0.923116346388658
0.2	ZZ	28	6	-0.923116346388658
0.2	ZZ	28	7	-0.923116346388658
0.2	ZZ	28	8	-0.923116346388658
0.2	ZZ	28	9	-0.923116346388682
0.2	ZZ	28	10	-0.923116346402075
0.2	ZZ	28	11	-0.923116338717956
0.2	ZZ	28	12	-0.923114475529412
0.2	ZZ	28	13	-0.922925711315056
0.2	ZZ	28	14	-0.912703062132918
0.2	ZZ	28	15	-0.674249884445624
0.2	ZZ	28	16	0.674247025443108
0.2	ZZ	28	17	0.912705697198343
0.2	ZZ	28	18	0.922925924893132
0.2	ZZ	28	19	0.923114482826004
0.2	ZZ	28	20	0.923116340611265
0.2	ZZ	28	21	0.923116346404026
0.2	ZZ	28	22	0.923116346388679
0.2	ZZ	28	23	0.923116346388657
0.2	ZZ	28	24	0.923116346388657
0.2	ZZ	28	25	0.923116346388657
0.2	ZZ	28	26	0.923116346388658
0.2	ZZ	28	27	0.923116346388657
0.2	ZZ	28	29	0.923116346388657
0.2	ZZ	28	30	0.923116346388657
0.2	ZZ	29	1	-0.923116346388659
0.2	ZZ	29	2	-0.923116346388658
0.2	ZZ	29	3	-0.923116346388658
0.2	ZZ	29	4	-0.923116346388658
0.2	ZZ	29	5	-0.923116346388658
0.2	ZZ	29	6	-0.923116346388658
0.2	ZZ	29	7	-0.923116346388658
0.2	ZZ	29	8	-0.923116346388658
0.2	ZZ	29	9	-0.923116346388682
0.2	ZZ	29	10	-0.923116346402075
0.2	ZZ	29	11	-0.923116338717956
0.2	ZZ	29	12	-0.923114475529412
0.2	ZZ	29	13	-0.922925711315056
0.2	ZZ	29	14	-0.912703062132918
0.2	ZZ	29	15	-0.674249884445624
0.2	ZZ	29	16	0.674247025443108
0.2	ZZ	29	17	0.912705697198343
0.2	ZZ	29	18	0.922925924893133
0.2	ZZ	29	19	0.923114482826004
0.2	ZZ	29	20	0.923116340611265
0.2	ZZ	29	21	0.923116346404026
0.2	ZZ	29	22	0.923116346388679
0.2	ZZ	29	23	0.923116346388657
0.2	ZZ	29	24	0.923116346388657
0.2	ZZ	29	25	0.923116346388658
0.2	ZZ	29	26	0.923116346388658
0.2	ZZ	29	27	0.923116346388657
0.2	ZZ	29	28	0.923116346388657
0.2	ZZ	29	30	0.923116346388658
0.2	ZZ	30	1	-0.923116346388659
0.2	ZZ	30	2	-0.923116346388658
0.2	ZZ	30	3	-0.923116346388658
0.2	ZZ	30	4	-0.923116346388658
0.2	ZZ	30	5	-0.923116346388658
0.2	ZZ	30	6	-0.923116346388658
0.2	ZZ	30	7	-0.923116346388658
0.2	ZZ	30	8	-0.923116346388658
0.2	ZZ	30	9	-0.923116346388682
0.2	ZZ	30	10	-0.923116346402075
0.2	ZZ	30	11	-0.923116338717956
0.2	ZZ	30	12	-0.923114475529412
0.2	ZZ	30	13	-0.922925711315056
0.2	ZZ	30	14	-0.912703062132918
0.2	ZZ	30	15	-0.674249884445624
0.2	ZZ	30	16	0.674247025443108
0.2	ZZ	30	17	0.912705697198343
0.2	ZZ	30	18	0.922925924893133
0.2	ZZ	30	19	0.923114482826004
0.2	ZZ	30	20	0.923116340611265
0.2	ZZ	30	21	0.923116346404026
0.2	ZZ	30	22	0.923116346388679
0.2	ZZ	30	23	0.923116346388657
0.2	ZZ	30	24	0.923116346388657
0.2	ZZ	30	25	0.923116346388658
0.2	ZZ	30	26	0.923116346388658
0.2	ZZ	30	27	0.923116346388657
0.2	ZZ	30	28	0.923116346388657
0.2	ZZ	30	29	0.923116346388658

0.3	ZZ	1	2	0.886920436720072
0.3	ZZ	1	3	0.886920436720072
0.3	ZZ	1	4	0.886920436720072
0.3	ZZ	1	5	0.886920436720072
0.3	ZZ	1	6	0.886920436720072
0.3	ZZ	1	7	0.886920436720072
0.3	ZZ	1	8	0.886920436719999
0.3	ZZ	1	9	0.886920436703574
0.3	ZZ	1	10	0.886920433052966
0.3	ZZ	1	11	0.886919824721878
0.3	ZZ	1	12	0.886877447038908
0.3	ZZ	1	13	0.885075332059107
0.3	ZZ	1	14	0.843660131073545
0.3	ZZ	1	15	0.451039799733733
0.3	ZZ	1	16	-0.451036822580423
0.3	ZZ	1	17	-0.843662382413129
0.3	ZZ	1	18	-0.885075995856084
0.3	ZZ	1	19	-0.886877499756762
0.3	ZZ	1	20	-0.886919825136138
0.3	ZZ	1	21	-0.886920432678396
0.3	ZZ	1	22	-0.886920436708642
0.3	ZZ	1	23	-0.886920436720024
0.3	ZZ	1	24	-0.886920436720071
0.3	ZZ	1	25	-0.886920436720072
0.3	ZZ	1	26	-0.886920436720072
0.3	ZZ	1	27	-0.886920436720072
0.3	ZZ	1	28	-0.886920436720072
0.3	ZZ	1	29	-0.886920436720072
0.3	ZZ	1	30	-0.886920436720072
0.3	ZZ	2	1	0.886920436720072
0.3	ZZ	2	3	0.886920436720072
0.3	ZZ	2	4	0.886920436720072
0.3	ZZ	2	5	0.886920436720072
0.3	ZZ	2	6	0.886920436720072
0.3	ZZ	2	7	0.886920436720072
0.3	ZZ	2	8	0.886920436719999
0.3	ZZ	2	9	0.886920436703574
0.3	ZZ	2	10	0.886920433052966
0.3	ZZ	2	11	0.886919824721878
0.3	ZZ	2	12	0.886877447038908
0.3	ZZ	2	13	0.885075332059107
0.3	ZZ	2	14	0.843660131073545
0.3	ZZ	2	15	0.451039799733733
0.3	ZZ	2	16	-0.451036822580423
0.3	ZZ	2	17	-0.843662382413129
0.3	ZZ	2	18	-0.885075995856084
0.3	ZZ	2	19	-0.886877499756762
0.3	ZZ	2	20	-0.886919825136138
0.3	ZZ	2	21	-0.886920432678396
0.3	ZZ	2	22	-0.886920436708642
0.3	ZZ	2	23	-0.886920436720024
0.3	ZZ	2	24	-0.886920436720071
0.3	ZZ	2	25	-0.886920436720072
0.3	ZZ	2	26	-0.886920436720072
0.3	ZZ	2	27	-0.886920436720072
0.3	ZZ	2	28	-0.886920436720072
0.3	ZZ	2	29	-0.886920436720072
0.3	ZZ	2	30	-0.886920436720072
0.3	ZZ	3	1	0.886920436720072
0.3	ZZ	3	2	0.886920436720072
0.3	ZZ	3	4	0.886920436720072
0.3	ZZ	3	5	0.886920436720072
0.3	ZZ	3	6	0.886920436720072
0.3	ZZ	3	7	0.886920436720072
0.3	ZZ	3	8	0.886920436719999
0.3	ZZ	3	9	0.886920436703574
0.3	ZZ	3	10	0.886920433052966
0.3	ZZ	3	11	0.886919824721878
0.3	ZZ	3	12	0.886877447038908
0.3	ZZ	3	13	0.885075332059107
0.3	ZZ	3	14	0.843660131073545
0.3	ZZ	3	15	0.451039799733733
0.3	ZZ	3	16	-0.451036822580423
0.3	ZZ	3	17	-0.843662382413129
0.3	ZZ	3	18	-0.885075995856084
0.3	ZZ	3	19	-0.886877499756762
0.3	ZZ	3	20	-0.886919825136138
0.3	ZZ	3	21	-0.886920432678396
0.3	ZZ	3	22	-0.886920436708642
0.3	ZZ	3	23	-0.886920436720024
0.3	ZZ	3	24	-0.886920436720071
0.3	ZZ	3	25	-0.886920436720072
0.3	ZZ	3	26	-0.886920436720072
0.3	ZZ	3	27	-0.886920436720072
0.3	ZZ	3	28	-0.886920436720072
0.3	ZZ	3	29	-0.886920436720072
0.3	ZZ	3	30	-0.886920436720072
0.3	ZZ	4	1	0.886920436720072
0.3	ZZ	4	2	0.886920436720072
0.3	ZZ	4	3	0.886920436720072
0.3	ZZ	4	5	0.886920436720072
0.3	ZZ	4	6	0.886920436720072
0.3	ZZ	4	7	0.886920436720072
0.3	ZZ	4	8	0.886920436719999
0.3	ZZ	4	9	0.886920436703574
0.3	ZZ	4	10	0.886920433052966
0.3	ZZ	4	11	0.886919824721878
0.3	ZZ	4	12	0.886877447038908
0.3	ZZ	4	13	0.885075332059107
0.3	ZZ	4	14	0.843660131073545
0.3	ZZ	4	15	0.451039799733733
0.3	ZZ	4	16	-0.451036822580423
0.3	ZZ	4	17	-0.843662382413129
0.3	ZZ	4	18	-0.885075995856084
0.3	ZZ	4	19	-0.886877499756762
0.3	ZZ	4	20	-0.886919825136138
0.3	ZZ	4	21	-0.886920432678396
0.3	ZZ	4	22	-0.886920436708642
0.3	ZZ	4	23	-0.886920436720024
0.3	ZZ	4	24	-0.886920436720071
0.3	ZZ	4	25	-0.886920436720072
0.3	ZZ	4	26	-0.886920436720072
0.3	ZZ	4	27	-0.886920436720072
0.3	ZZ	4	28	-0.886920436720072
0.3	ZZ	4	29	-0.886920436720072
0.3	ZZ	4	30	-0.886920436720072
0.3	ZZ	5	1	0.886920436720072
0.3	ZZ	5	2	0.886920436720072
0.3	ZZ	5	3	0.886920436720072
0.3	ZZ	5	4	0.886920436720072
0.3	ZZ	5	6	0.886920436720072
0.3	ZZ	5	7	0.886920436720072
0.3	ZZ	5	8	0.886920436719999
0.3	ZZ	5	9	0.886920436703574
0.3	ZZ	5	10	0.886920433052966
0.3	ZZ	5	11	0.886919824721878
0.3	ZZ	5	12	0.886877447038908
0.3	ZZ	5	13	0.885075332059107
0.3	ZZ	5	14	0.843660131073545
0.3	ZZ	5	15	0.451039799733733
0.3	ZZ	5	16	-0.451036822580423
0.3	ZZ	5	17	-0.843662382413129
0.3	ZZ	5	18	-0.885075995856084
0.3	ZZ	5	19	-0.886877499756762
0.3	ZZ	5	20	-0.886919825136138
0.3	ZZ	5	21	-0.886920432678396
0.3	ZZ	5	22	-0.886920436708642
0.3	ZZ	5	23	-0.886920436720024
0.3	ZZ	5	24	-0.886920436720071
0.3	ZZ	5	25	-0.886920436720072
0.3	ZZ	5	26	-0.886920436720072
0.3	ZZ	5	27	-0.886920436720072
0.3	ZZ	5	28	-0.886920436720072
0.3	ZZ	5	29	-0.886920436720072
0.3	ZZ	5	30	-0.886920436720072
0.3	ZZ	6	1	0.886920436720072
0.3	ZZ	6	2	0.886920436720072
0.3	ZZ	6	3	0.886920436720072
0.3	ZZ	6	4	0.886920436720072
0.3	ZZ	6	5	0.886920436720072
0.3	ZZ	6	7	0.886920436720072
0.3	ZZ	6	8	0.886920436719999
0.3	ZZ	6	9	0.886920436703574
0.3	ZZ	6	10	0.886920433052966
0.3	ZZ	6	11	0.886919824721878
0.3	ZZ	6	12	0.886877447038908
0.3	ZZ	6	13	0.885075332059107
0.3	ZZ	6	14	0.843660131073545
0.3	ZZ	6	15	0.451039799733733
0.3	ZZ	6	16	-0.451036822580423
0.3	ZZ	6	17	-0.843662382413129
0.3	ZZ	6	18	-0.885075995856084
0.3	ZZ	6	19	-0.886877499756762
0.3	ZZ	6	20	-0.886919825136138
0.3	ZZ	6	21	-0.886920432678396
0.3	ZZ	6	22	-0.886920436708642
0.3	ZZ	6	23	-0.886920436720024
0.3	ZZ	6	24	-0.886920436720071
0.3	ZZ	6	25	-0.886920436720072
0.3	ZZ	6	26	-0.886920436720072
0.3	ZZ	6	27	-0.886920436720072
0.3	ZZ	6	28	-0.886920436720072
0.3	ZZ	6	29	-0.886920436720072
0.3	ZZ	6	30	-0.886920436720072
0.3	ZZ	7	1	0.886920436720072
0.3	ZZ	7	2	0.886920436720072
0.3	ZZ	7	3	0.886920436720072
0.3	ZZ	7	4	0.886920436720072
0.3	ZZ	7	5	0.886920436720072
0.3	ZZ	7	6	0.886920436720072
