#time	operator	index	value
0.2	Z	24	-0.960789439153375
0.2	X	25	5.01288126251288e-24
0.2	Y	25	4.93443987390529e-23
0.2	Z	25	-0.960789439153375
0.2	X	26	-4.17893671444173e-25
0.2	Y	26	6.60803106268576e-25
0.2	Z	26	-0.960789439153375
0.2	X	27	-6.41574966633693e-27
0.2	Y	27	1.19736414444157e-26
0.2	Z	27	-0.960789439153375
0.2	X	28	4.96281772310964e-28
0.2	Y	28	1.12300736792374e-28
0.2	Z	28	-0.960789439153375
0.2	X	29	-2.86808047292615e-31
0.2	Y	29	-2.73777663797238e-30
0.2	Z	29	-0.960789439153375
0.2	X	30	-6.02429991809938e-47
0.2	Y	30	-3.93747924416628e-47
0.2	Z	30	-0.960789439153375

0.3	X	1	3.16808514295166e-32
0.3	Y	1	-1.59246436689124e-31
0.3	Z	1	0.941764533585796
0.3	X	2	8.585860097906e-30
0.3	Y	2	-2.55500145847288e-29
0.3	Z	2	0.941764533585796
0.3	X	3	-2.68634795113755e-27
0.3	Y	3	-2.1306800398594e-28
0.3	Z	3	0.941764533585796
0.3	X	4	3.23497013561677e-26
0.3	Y	4	1.48221242571624e-25
0.3	Z	4	0.941764533585796
0.3	X	5	3.08160704365662e-24
0.3	Y	5	5.15071750371017e-26
0.3	Z	5	0.941764533585796
0.3	X	6	-8.11222958784557e-23
0.3	Y	6	-1.80716197562542e-22
0.3	Z	6	0.941764533585796
0.3	X	7	-1.55900602586299e-20
0.3	Y	7	-8.6001503737927e-19
0.3	Z	7	0.941764533585796
0.3	X	8	-1.50538357030007e-17
0.3	Y	8	-6.9311806452346e-18
0.3	Z	8	0.941764533585717
0.3	X	9	-1.00496291773817e-16
0.3	Y	9	2.15519442733773e-16
0.3	Z	9	0.941764533568278
0.3	X	10	3.89352143031406e-17
0.3	Y	10	-1.96275075698454e-18
0.3	Z	10	0.941764529691928
0.3	X	11	-9.3917411782044e-17
0.3	Y	11	3.91858985981306e-17
0.3	Z	11	0.941763883743747
0.3	X	12	1.09175526597989e-16
0.3	Y	12	1.20776020440246e-16
0.3	Z	12	0.941718885571211
0.3	X	13	3.75739599112288e-17
0.3	Y	13	-1.45609494973217e-16
0.3	Z	13	0.939805334024585
0.3	X	14	-1.77691896055793e-16
0.3	Y	14	-9.19594818893333e-17
0.3	Z	14	0.895829160035666
0.3	X	15	1.66092384568459e-16
0.3	Y	15	-1.582796316422e-16
0.3	Z	15	0.478930543302991
0.3	X	16	-1.13513311262646e-16
0.3	Y	16	1.8047228342202e-16
0.3	Z	16	-0.478927382052801
0.3	X	17	-7.5180011739495e-16
0.3	Y	17	-8.80409666300664e-16
0.3	Z	17	-0.895831550590315
0.3	X	18	-1.83537334147853e-16
0.3	Y	18	-1.85587273432235e-16
0.3	Z	18	-0.939806038868475
0.3	X	19	-2.03622242701311e-16
0.3	Y	19	2.39818165826961e-17
0.3	Z	19	-0.941718941548955
0.3	X	20	1.25609456505597e-16
0.3	Y	20	7.38714810307007e-17
0.3	Z	20	-0.941763884183624
0.3	X	21	-5.14885460257528e-17
0.3	Y	21	1.63512579456703e-16
0.3	Z	21	-0.941764529294198
0.3	X	22	-5.1032030250482e-18
0.3	Y	22	-3.38762350498214e-17
0.3	Z	22	-0.941764533573659
0.3	X	23	-2.44213142343577e-18
0.3	Y	23	5.74254374287972e-19
0.3	Z	23	-0.941764533585744
0.3	X	24	1.80902979891487e-20
0.3	Y	24	8.40259823215897e-20
0.3	Z	24	-0.941764533585796
0.3	X	25	2.54344703115523e-21
0.3	Y	25	2.93057602213423e-22
0.3	Z	25	-0.941764533585796
0.3	X	26	-1.6727593576745e-22
0.3	Y	26	-2.75833055861849e-22
0.3	Z	26	-0.941764533585796
0.3	X	27	-1.4656502221065e-23
0.3	Y	27	3.79021859986016e-24
0.3	Z	27	-0.941764533585796
0.3	X	28	1.0455542955143e-25
0.3	Y	28	4.41591594927249e-25
0.3	Z	28	-0.941764533585796
0.3	X	29	6.47258252576839e-27
0.3	Y	29	-1.09444437391414e-27
0.3	Z	29	-0.941764533585796
0.3	X	30	-8.3799169328011e-29
0.3	Y	30	-6.79678629856527e-29
0.3	Z	30	-0.941764533585796

0.4	X	1	4.14354976708056e-28
0.4	Y	1	-8.65182253242679e-28
0.4	Z	1	0.923116275205731
0.4	X	2	-2.98597410288167e-26
0.4	Y	2	-3.94887885746326e-27
0.4	Z	2	0.923116275205731
0.4	X	3	1.29945737715703e-25
0.4	Y	3	6.38916940641814e-25
0.4	Z	3	0.923116275205731
0.4	X	4	1.33720085559149e-23
0.4	Y	4	-8.84783501668916e-24
0.4	Z	4	0.923116275205731
0.4	X	5	-1.28327611444875e-22
0.4	Y	5	5.00226851085439e-22
0.4	Z	5	0.923116275205731
0.4	X	6	5.34343397048414e-12
0.4	Y	6	-2.86620074553982e-12
0.4	Z	6	0.923116275205731
0.4	X	7	4.66075322569524e-14
0.4	Y	7	2.87224784565301e-13
0.4	Z	7	0.923116275205764
0.4	X	8	-4.48372975246224e-12
0.4	Y	8	-4.40290490863474e-12
0.4	Z	8	0.923116275198362
0.4	X	9	-4.39000390917324e-13
0.4	Y	9	5.22973966031328e-13
0.4	Z	9	0.923116273887459
0.4	X	10	4.81556381154423e-12
0.4	Y	10	3.96693675849959e-12
0.4	Z	10	0.923116115121926
0.4	X	11	2.8887311838348e-12
0.4	Y	11	-3.92325349019115e-13
0.4	Z	11	0.923105872809314
0.4	X	12	-8.4976452990941e-12
0.4	Y	12	-3.05374673213208e-12
0.4	Z	12	0.922725601982942
0.4	X	13	5.81647442849318e-12
0.4	Y	13	-1.5221818148076e-12
0.4	Z	13	0.91402335208663
0.4	X	14	-3.00833486480905e-13
0.4	Y	14	-8.02105094745691e-12
0.4	Z	14	0.809032715691479
0.4	X	15	-3.90519283952264e-12
0.4	Y	15	1.91523738821207e-11
0.4	Z	15	0.317673040083891
0.4	X	16	9.96249287539404e-12
0.4	Y	16	1.0646095211388e-11
0.4	Z	16	-0.317671386585339
0.4	X	17	-9.01541904128167e-12
0.4	Y	17	9.72803012595702e-12
0.4	Z	17	-0.809033235848738
0.4	X	18	1.25017128117007e-11
0.4	Y	18	-8.35344685686449e-12
0.4	Z	18	-0.914024248488291
