variant,k,N,fit_lam,fit_weight_tol,mean_n_sequences,mean_n_observed_cells,mean_mean_sq_residual_constraints,mean_err_fit_U_vs_exhaustive,mean_err_fit_pred_state_frob,mean_err_fit_pred_state_trace,mean_prefactor_fit_pred,mean_err_trunc_r4_pred_state_frob,mean_err_trunc_r4_pred_state_trace,std_n_sequences,std_n_observed_cells,std_mean_sq_residual_constraints,std_err_fit_U_vs_exhaustive,std_err_fit_pred_state_frob,std_err_fit_pred_state_trace,std_prefactor_fit_pred,std_err_trunc_r4_pred_state_frob,std_err_trunc_r4_pred_state_trace
estimate_fit_ls,1,16,1e-08,1e-30,16.0,12.0,6.66666612185495e-17,3.5124867815256036e-08,3.0271494926829214e-08,2.1405179334616206e-08,1.2108597970731685e-07,2.403906595528315e-08,1.699818655191941e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
