cut,J,m,entropy_mean,entropy_std,entropy_sem
2,0.4,4,0.00010799117544547511,0.00010830283101497537,7.658166623238982e-05
2,1.0,4,0.007147535616349162,0.00892535020260837,0.006311175652729104
2,2.0,4,0.02176343519919166,0.02072677212521625,0.01465604112184872
2,0.4,8,0.00024676829188521513,0.0001897505608675609,0.00013417390832340303
2,1.0,8,0.0084632894889069,0.006234111051377779,0.004408182199099225
2,2.0,8,0.023773050071431618,0.007576462034893402,0.005357367682275553
2,0.4,16,0.00018153042517265143,8.99764762273374e-05,6.362297648762045e-05
2,1.0,16,0.005991792993898702,0.0013552851795878627,0.0009583313409282056
2,2.0,16,0.029676775849565795,0.0071924814131023715,0.005085852380762888
