L,k,dt,g,cut,J,n_pasts,n_futures,n_seeds,branch_weight_beta,entropy,entropy_std,delta_norm,rank
6,20,0.1,1.0,13,0.8,32,32,1,1.0,0.032422770758308496,0.0,9.122898681361209,1
6,20,0.1,1.0,13,0.9,32,32,1,1.0,0.05482121319988015,0.0,8.800979755505745,1
6,20,0.1,1.0,13,1.0,32,32,1,1.0,0.08950741136163183,0.0,8.493467976593484,1
6,20,0.1,1.0,13,1.1,32,32,1,1.0,0.13675231172630573,0.0,8.228622817376207,1
6,20,0.1,1.0,13,1.2,32,32,1,1.0,0.19124991112648634,0.0,8.028321709111065,1
6,20,0.1,1.0,13,1.3,32,32,1,1.0,0.24351419767392238,0.0,7.901722627589002,1
6,20,0.1,1.0,13,1.4,32,32,1,1.0,0.2845931337739335,0.0,7.843444516620664,1
6,20,0.1,1.0,13,1.5,32,32,1,1.0,0.31034885425205766,0.0,7.837458876999955,1
6,20,0.1,1.0,13,1.6,32,32,1,1.0,0.3221746864755894,0.0,7.864242357685395,1
6,20,0.1,1.0,13,1.7,32,32,1,1.0,0.32471512597389707,0.0,7.907179140797726,1
6,20,0.1,1.0,13,1.8,32,32,1,1.0,0.3230435360391468,0.0,7.955667801955293,1
6,20,0.1,1.0,13,1.9,32,32,1,1.0,0.3208238823232425,0.0,8.004888153938323,1
6,20,0.1,1.0,13,2.0,32,32,1,1.0,0.3196764833459473,0.0,8.05371807912356,1
6,20,0.1,1.0,14,0.0,32,32,1,1.0,2.141404136484463e-27,0.0,9.442449737717945,1
6,20,0.1,1.0,14,0.1,32,32,1,1.0,1.3926885662020908e-05,0.0,9.457257093049819,1
6,20,0.1,1.0,14,0.2,32,32,1,1.0,0.00018114358981995556,0.0,9.438046905306967,1
6,20,0.1,1.0,14,0.3,32,32,1,1.0,0.0007771528539530302,0.0,9.377495312314265,1
6,20,0.1,1.0,14,0.4,32,32,1,1.0,0.0021006807031272953,0.0,9.26801378906384,1
6,20,0.1,1.0,14,0.5,32,32,1,1.0,0.0044527958613424365,0.0,9.104754744974793,1
6,20,0.1,1.0,14,0.6,32,32,1,1.0,0.00838087300935022,0.0,8.888368209880106,1
6,20,0.1,1.0,14,0.7,32,32,1,1.0,0.015261430570808492,0.0,8.62701323516696,1
6,20,0.1,1.0,14,0.8,32,32,1,1.0,0.027903229401147003,0.0,8.33717233383645,1
6,20,0.1,1.0,14,0.9,32,32,1,1.0,0.05031761572502226,0.0,8.042659151083845,1
6,20,0.1,1.0,14,1.0,32,32,1,1.0,0.08582602039478401,0.0,7.771233264951877,1
6,20,0.1,1.0,14,1.1,32,32,1,1.0,0.13403308760064073,0.0,7.548969802015156,1
6,20,0.1,1.0,14,1.2,32,32,1,1.0,0.18913476644837815,0.0,7.394036750721541,1
6,20,0.1,1.0,14,1.3,32,32,1,1.0,0.24178083109207973,0.0,7.3127486040893155,1
6,20,0.1,1.0,14,1.4,32,32,1,1.0,0.28348930671805816,0.0,7.300039707539573,1
6,20,0.1,1.0,14,1.5,32,32,1,1.0,0.31010876571426843,0.0,7.343710419409205,1
6,20,0.1,1.0,14,1.6,32,32,1,1.0,0.32221380698863883,0.0,7.4293873495855,1
6,20,0.1,1.0,14,1.7,32,32,1,1.0,0.32335241917839336,0.0,7.54338748237183,1
6,20,0.1,1.0,14,1.8,32,32,1,1.0,0.3179888106455827,0.0,7.672960602003934,1
6,20,0.1,1.0,14,1.9,32,32,1,1.0,0.3100644099344113,0.0,7.805372582460835,1
6,20,0.1,1.0,14,2.0,32,32,1,1.0,0.3023870248303526,0.0,7.92761233072032,1
6,20,0.1,1.0,15,0.0,32,32,1,1.0,2.141404136484463e-27,0.0,7.364239000961619,1
6,20,0.1,1.0,15,0.1,32,32,1,1.0,2.735671627348262e-05,0.0,7.292632956409438,1
6,20,0.1,1.0,15,0.2,32,32,1,1.0,0.00038585064653845025,0.0,7.22515613192333,1
6,20,0.1,1.0,15,0.3,32,32,1,1.0,0.001806817633827629,0.0,7.1543045181814495,1
6,20,0.1,1.0,15,0.4,32,32,1,1.0,0.005254763639427097,0.0,7.0688234831828405,1
6,20,0.1,1.0,15,0.5,32,32,1,1.0,0.011582025509425706,0.0,6.957392081506862,1
6,20,0.1,1.0,15,0.6,32,32,1,1.0,0.02141111595704766,0.0,6.8121160426240905,1
6,20,0.1,1.0,15,0.7,32,32,1,1.0,0.035664941998919515,0.0,6.631519059017285,1
6,20,0.1,1.0,15,0.8,32,32,1,1.0,0.05666552006555125,0.0,6.423078148595675,1
6,20,0.1,1.0,15,0.9,32,32,1,1.0,0.08866702413214969,0.0,6.204802495803277,1
6,20,0.1,1.0,15,1.0,32,32,1,1.0,0.13565568274127535,0.0,6.004357822897135,1
6,20,0.1,1.0,15,1.1,32,32,1,1.0,0.1958541697388355,0.0,5.853955171024035,1
6,20,0.1,1.0,15,1.2,32,32,1,1.0,0.2580497698974117,0.0,5.780970566110355,1
6,20,0.1,1.0,15,1.3,32,32,1,1.0,0.3064420390346892,0.0,5.798046353731399,1
6,20,0.1,1.0,15,1.4,32,32,1,1.0,0.33093247472538784,0.0,5.898900004600954,1
6,20,0.1,1.0,15,1.5,32,32,1,1.0,0.3320799705108071,0.0,6.0628544555619115,1
6,20,0.1,1.0,15,1.6,32,32,1,1.0,0.3174706146318576,0.0,6.2643582531403705,1
6,20,0.1,1.0,15,1.7,32,32,1,1.0,0.2958783990709776,0.0,6.48102397757466,1
6,20,0.1,1.0,15,1.8,32,32,1,1.0,0.27405492382885677,0.0,6.696818930502524,1
6,20,0.1,1.0,15,1.9,32,32,1,1.0,0.25588054796456455,0.0,6.901230140097254,1
6,20,0.1,1.0,15,2.0,32,32,1,1.0,0.24250026540845349,0.0,7.08702486869761,1
6,20,0.1,1.0,16,0.0,32,32,1,1.0,2.141404136484463e-27,0.0,8.146104970293878,1
6,20,0.1,1.0,16,0.1,32,32,1,1.0,1.1256736461729293e-05,0.0,8.221258987037231,1
6,20,0.1,1.0,16,0.2,32,32,1,1.0,0.00017453473068092932,0.0,8.269677495425524,1
6,20,0.1,1.0,16,0.3,32,32,1,1.0,0.0008819084302912284,0.0,8.283889101328786,1
6,20,0.1,1.0,16,0.4,32,32,1,1.0,0.002660302163437888,0.0,8.257008373675928,1
6,20,0.1,1.0,16,0.5,32,32,1,1.0,0.005840927608277882,0.0,8.18504197024412,1
6,20,0.1,1.0,16,0.6,32,32,1,1.0,0.01042245388563197,0.0,8.068754614817992,1
6,20,0.1,1.0,16,0.7,32,32,1,1.0,0.016580465593423018,0.0,7.915001405580514,1
6,20,0.1,1.0,16,0.8,32,32,1,1.0,0.025785480488822593,0.0,7.737281205573215,1
6,20,0.1,1.0,16,0.9,32,32,1,1.0,0.041583073724089675,0.0,7.554771633644845,1
6,20,0.1,1.0,16,1.0,32,32,1,1.0,0.06833603728139295,0.0,7.389021173586208,1
6,20,0.1,1.0,16,1.1,32,32,1,1.0,0.10770679859907784,0.0,7.258471658283124,1
6,20,0.1,1.0,16,1.2,32,32,1,1.0,0.15605211571863042,0.0,7.17281098928579,1
6,20,0.1,1.0,16,1.3,32,32,1,1.0,0.20565196867894833,0.0,7.130283235258892,1
6,20,0.1,1.0,16,1.4,32,32,1,1.0,0.24862643175963425,0.0,7.119859670091258,1
6,20,0.1,1.0,16,1.5,32,32,1,1.0,0.28022532475109413,0.0,7.127118081878121,1
6,20,0.1,1.0,16,1.6,32,32,1,1.0,0.299730173204965,0.0,7.140451659164698,1
6,20,0.1,1.0,16,1.7,32,32,1,1.0,0.30956580066365963,0.0,7.154585693190726,1
6,20,0.1,1.0,16,1.8,32,32,1,1.0,0.31383511665144204,0.0,7.170433117481836,1
6,20,0.1,1.0,16,1.9,32,32,1,1.0,0.31688571322157555,0.0,7.192282719730174,1
6,20,0.1,1.0,16,2.0,32,32,1,1.0,0.32207465749918746,0.0,7.2242316229177685,1
6,20,0.1,1.0,17,0.0,32,32,1,1.0,2.141404136484463e-27,0.0,8.746455921997248,1
6,20,0.1,1.0,17,0.1,32,32,1,1.0,1.300599066316166e-05,0.0,8.699022912169825,1
6,20,0.1,1.0,17,0.2,32,32,1,1.0,0.00018633782760174288,0.0,8.618390376855228,1
6,20,0.1,1.0,17,0.3,32,32,1,1.0,0.0008738709537986123,0.0,8.502359174144996,1
6,20,0.1,1.0,17,0.4,32,32,1,1.0,0.0025402610191695946,0.0,8.34642386706635,1
6,20,0.1,1.0,17,0.5,32,32,1,1.0,0.0056992709418379394,0.0,8.146436297296143,1
6,20,0.1,1.0,17,0.6,32,32,1,1.0,0.01118310247039845,0.0,7.901518572602646,1
6,20,0.1,1.0,17,0.7,32,32,1,1.0,0.020823482108333957,0.0,7.616767969029125,1
6,20,0.1,1.0,17,0.8,32,32,1,1.0,0.037980860463157566,0.0,7.305285109878478,1
6,20,0.1,1.0,17,0.9,32,32,1,1.0,0.06672055827767195,0.0,6.98858740982265,1
6,20,0.1,1.0,17,1.0,32,32,1,1.0,0.10885814086872238,0.0,6.694136241495893,1
6,20,0.1,1.0,17,1.1,32,32,1,1.0,0.16031561488893328,0.0,6.449443560632517,1
6,20,0.1,1.0,17,1.2,32,32,1,1.0,0.2105072853472288,0.0,6.274373495569017,1
6,20,0.1,1.0,17,1.3,32,32,1,1.0,0.24691925264197062,0.0,6.175523882185582,1
6,20,0.1,1.0,17,1.4,32,32,1,1.0,0.2617073933815984,0.0,6.146261617114002,1
6,20,0.1,1.0,17,1.5,32,32,1,1.0,0.2550263389155597,0.0,6.17221843117127,1
6,20,0.1,1.0,17,1.6,32,32,1,1.0,0.23391639501371253,0.0,6.238267391910135,1
6,20,0.1,1.0,17,1.7,32,32,1,1.0,0.20907244028001037,0.0,6.332978766272511,1
6,20,0.1,1.0,17,1.8,32,32,1,1.0,0.19091737565443054,0.0,6.44945493676186,1
6,20,0.1,1.0,17,1.9,32,32,1,1.0,0.18552186325059197,0.0,6.583917574648624,1
6,20,0.1,1.0,17,2.0,32,32,1,1.0,0.19249269441086717,0.0,6.733902314766497,1
6,20,0.1,1.0,18,0.0,32,32,1,1.0,2.141404136484463e-27,0.0,9.435226101646824,1
6,20,0.1,1.0,18,0.1,32,32,1,1.0,1.3985947121774035e-05,0.0,9.410489572100502,1
6,20,0.1,1.0,18,0.2,32,32,1,1.0,0.00023501468898212642,0.0,9.356918201712164,1
6,20,0.1,1.0,18,0.3,32,32,1,1.0,0.0012080257676901171,0.0,9.267349892727342,1
6,20,0.1,1.0,18,0.4,32,32,1,1.0,0.0035885000580828633,0.0,9.133460196192921,1
6,20,0.1,1.0,18,0.5,32,32,1,1.0,0.0075776409093874925,0.0,8.948731416636688,1
6,20,0.1,1.0,18,0.6,32,32,1,1.0,0.01263037133613408,0.0,8.710889552148602,1
6,20,0.1,1.0,18,0.7,32,32,1,1.0,0.01810373199957804,0.0,8.424064904703863,1
6,20,0.1,1.0,18,0.8,32,32,1,1.0,0.025060282557944936,0.0,8.101043276542606,1
6,20,0.1,1.0,18,0.9,32,32,1,1.0,0.03825030329515679,0.0,7.7649318031520975,1
6,20,0.1,1.0,18,1.0,32,32,1,1.0,0.0651099197310619,0.0,7.448213509831265,1
6,20,0.1,1.0,18,1.1,32,32,1,1.0,0.10956928479206654,0.0,7.187034268679692,1
6,20,0.1,1.0,18,1.2,32,32,1,1.0,0.16620630914369583,0.0,7.010899173460008,1
6,20,0.1,1.0,18,1.3,32,32,1,1.0,0.22219467094862963,0.0,6.932227802251805,1
6,20,0.1,1.0,18,1.4,32,32,1,1.0,0.2656968325055789,0.0,6.942574287239009,1
6,20,0.1,1.0,18,1.5,32,32,1,1.0,0.29220579625004706,0.0,7.018512128127663,1
6,20,0.1,1.0,18,1.6,32,32,1,1.0,0.3039849832771764,0.0,7.132900711068028,1
6,20,0.1,1.0,18,1.7,32,32,1,1.0,0.30591089476459016,0.0,7.2643339906124105,1
6,20,0.1,1.0,18,1.8,32,32,1,1.0,0.30222071614769486,0.0,7.400881666179944,1
6,20,0.1,1.0,18,1.9,32,32,1,1.0,0.2952891286632839,0.0,7.538762347662342,1
6,20,0.1,1.0,18,2.0,32,32,1,1.0,0.28580078549399557,0.0,7.678650771156095,1
6,20,0.1,1.0,19,0.0,32,32,1,1.0,2.141404136484463e-27,0.0,8.49544489500025,1
6,20,0.1,1.0,19,0.1,32,32,1,1.0,1.0231518561164318e-05,0.0,8.38433623459107,1
6,20,0.1,1.0,19,0.2,32,32,1,1.0,0.00016589263654500017,0.0,8.273421500294749,1
6,20,0.1,1.0,19,0.3,32,32,1,1.0,0.0008610880299353412,0.0,8.16747432737636,1
6,20,0.1,1.0,19,0.4,32,32,1,1.0,0.002649426982504395,0.0,8.065901091644184,1
6,20,0.1,1.0,19,0.5,32,32,1,1.0,0.005934043375828039,0.0,7.965219471296556,1
6,20,0.1,1.0,19,0.6,32,32,1,1.0,0.010833183722629872,0.0,7.8621969080760925,1
6,20,0.1,1.0,19,0.7,32,32,1,1.0,0.01755211376152891,0.0,7.756933065950613,1
6,20,0.1,1.0,19,0.8,32,32,1,1.0,0.027013815814971698,0.0,7.654976925256755,1
6,20,0.1,1.0,19,0.9,32,32,1,1.0,0.04090735814466797,0.0,7.56730565973733,1
6,20,0.1,1.0,19,1.0,32,32,1,1.0,0.060482713844003166,0.0,7.507357876156671,1
6,20,0.1,1.0,19,1.1,32,32,1,1.0,0.08478422500340484,0.0,7.485783300436089,1
6,20,0.1,1.0,19,1.2,32,32,1,1.0,0.11014868290943397,0.0,7.505465808323259,1
6,20,0.1,1.0,19,1.3,32,32,1,1.0,0.13180023403344546,0.0,7.559898462823311,1
6,20,0.1,1.0,19,1.4,32,32,1,1.0,0.1463464146550972,0.0,7.636032843774358,1
6,20,0.1,1.0,19,1.5,32,32,1,1.0,0.1534408785079648,0.0,7.719698464062198,1
6,20,0.1,1.0,19,1.6,32,32,1,1.0,0.15590664904543478,0.0,7.800265827658534,1
6,20,0.1,1.0,19,1.7,32,32,1,1.0,0.15848661347131215,0.0,7.872309323800801,1
6,20,0.1,1.0,19,1.8,32,32,1,1.0,0.1656736513951837,0.0,7.934252975272464,1
6,20,0.1,1.0,19,1.9,32,32,1,1.0,0.17958187526190234,0.0,7.985651237793304,1
6,20,0.1,1.0,19,2.0,32,32,1,1.0,0.19924526484303634,0.0,8.025074627173884,1
6,20,0.1,1.0,20,0.0,32,32,1,1.0,2.141404136484463e-27,0.0,10.025098572589105,1
6,20,0.1,1.0,20,0.1,32,32,1,1.0,6.375637820456537e-06,0.0,9.951164174777581,1
6,20,0.1,1.0,20,0.2,32,32,1,1.0,8.836226683818668e-05,0.0,9.82934477650976,1
6,20,0.1,1.0,20,0.3,32,32,1,1.0,0.0004064527741050828,0.0,9.663071542884841,1
6,20,0.1,1.0,20,0.4,32,32,1,1.0,0.0011669150349492158,0.0,9.456785949793623,1
6,20,0.1,1.0,20,0.5,32,32,1,1.0,0.002542466907856576,0.0,9.216587935995564,1
6,20,0.1,1.0,20,0.6,32,32,1,1.0,0.004613566133402323,0.0,8.95092692597952,1
6,20,0.1,1.0,20,0.7,32,32,1,1.0,0.00739819671664397,0.0,8.671199455126763,1
6,20,0.1,1.0,20,0.8,32,32,1,1.0,0.010955222416700338,0.0,8.391943939141676,1
6,20,0.1,1.0,20,0.9,32,32,1,1.0,0.015445803897810107,0.0,8.130043331012265,1
6,20,0.1,1.0,20,1.0,32,32,1,1.0,0.021060250468220482,0.0,7.902395812899628,1
6,20,0.1,1.0,20,1.1,32,32,1,1.0,0.027899989931833208,0.0,7.722257681606364,1
6,20,0.1,1.0,20,1.2,32,32,1,1.0,0.03602204405456572,0.0,7.595663354877936,1
6,20,0.1,1.0,20,1.3,32,32,1,1.0,0.04565213324267057,0.0,7.519959989758447,1
6,20,0.1,1.0,20,1.4,32,32,1,1.0,0.05726526692303695,0.0,7.4856119337350675,1
6,20,0.1,1.0,20,1.5,32,32,1,1.0,0.07129982473115472,0.0,7.480435629158613,1
6,20,0.1,1.0,20,1.6,32,32,1,1.0,0.08767569610909567,0.0,7.49398402550697,1
6,20,0.1,1.0,20,1.7,32,32,1,1.0,0.10551266868819653,0.0,7.520024548480667,1
6,20,0.1,1.0,20,1.8,32,32,1,1.0,0.12327771201012881,0.0,7.556469782680954,1
6,20,0.1,1.0,20,1.9,32,32,1,1.0,0.13927366739365565,0.0,7.603507662440236,1
6,20,0.1,1.0,20,2.0,32,32,1,1.0,0.15217924476870823,0.0,7.661271882613629,1
