L,k,dt,g,cut,J,n_pasts,n_futures,n_seeds,branch_weight_beta,entropy,entropy_std,delta_norm,rank
6,20,0.1,1.0,12,1.5,32,32,1,1.0,0.2789789983828115,0.0,7.710558528127886,1
6,20,0.1,1.0,12,1.6,32,32,1,1.0,0.30756768867552653,0.0,7.671648697375624,1
6,20,0.1,1.0,12,1.7,32,32,1,1.0,0.3288225853363985,0.0,7.6586945357359975,1
6,20,0.1,1.0,12,1.8,32,32,1,1.0,0.3452593218834477,0.0,7.666512898715648,1
6,20,0.1,1.0,12,1.9,32,32,1,1.0,0.35912798630504134,0.0,7.6909018343161115,1
6,20,0.1,1.0,12,2.0,32,32,1,1.0,0.37130156173140977,0.0,7.7274163261873685,1
6,20,0.1,1.0,13,0.0,32,32,1,1.0,2.141404136484463e-27,0.0,10.342147760648677,1
6,20,0.1,1.0,13,0.1,32,32,1,1.0,9.001010417977052e-06,0.0,10.34307081609702,1
6,20,0.1,1.0,13,0.2,32,32,1,1.0,0.00013247800647913497,0.0,10.307897967957642,1
6,20,0.1,1.0,13,0.3,32,32,1,1.0,0.0006758269584787693,0.0,10.23182626393911,1
6,20,0.1,1.0,13,0.4,32,32,1,1.0,0.0021559541946783523,0.0,10.108780065331269,1
6,20,0.1,1.0,13,0.5,32,32,1,1.0,0.0051819352687259455,0.0,9.9339976179967,1
6,20,0.1,1.0,13,0.6,32,32,1,1.0,0.010394553162776531,0.0,9.706600684043014,1
6,20,0.1,1.0,13,0.7,32,32,1,1.0,0.018785586551586603,0.0,9.431865506216095,1
