task_id,family,gate,control,target,theta,x,seed,chi_max,method,n_sub,svd_threshold,infidelity_normalized,fidelity_normalized,norm_approx,norm_exact,norm_drift,discarded_weight,final_bond_profile,final_max_bond,final_param_count,min_kept_singular,cap_reached,positive_weight_truncated,cap_truncation_occurred,git_commit,git_dirty,git_diff_hash
f2512f6b601b0cd883ade8b6,pauli,rxx,,,0.06283185307179587,0.01,11,16,mpo_zipup,1,1e-13,1.1102230246251565e-16,0.9999999999999999,0.999999999999997,0.9999999999999996,-2.55351295663786e-15,1.8462086452535803e-31,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",16,2728,9.86357096654373e-05,True,False,False,724ef9179e6c47d81d15f4bed538ea5d7163eb8b,true,004ec68aadd3d3108195d617ae178ce96cf96301cf5f90ee80404b345eda37ce
f0c6d3a2ec7469f636eeda8f,pauli,rxx,,,0.06283185307179587,0.01,11,16,tebd_swap,1,1e-13,0.0,1.0,1.0000000000000002,0.9999999999999996,6.661338147750939e-16,6.354801660890349e-31,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",16,2728,9.863570966543375e-05,True,False,False,724ef9179e6c47d81d15f4bed538ea5d7163eb8b,true,004ec68aadd3d3108195d617ae178ce96cf96301cf5f90ee80404b345eda37ce
772791eba2e818103878a3c5,pauli,rxx,,,0.6283185307179586,0.1,11,16,gate_local_2tdvp,1,1e-13,0.0,1.0,1.0000000000000047,0.9999999999999994,5.218048215738236e-15,1.83851991503774e-31,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",16,2728,1.158587925900234e-05,True,False,False,724ef9179e6c47d81d15f4bed538ea5d7163eb8b,true,004ec68aadd3d3108195d617ae178ce96cf96301cf5f90ee80404b345eda37ce
cbd4c79c907b5f7116dfb5be,pauli,rxx,,,0.6283185307179586,0.1,11,16,mpo_zipup,1,1e-13,1.1102230246251565e-16,0.9999999999999999,0.9999999999999978,0.9999999999999994,-1.6653345369377348e-15,1.808532924391313e-31,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",16,2728,0.0009302729204646208,True,False,False,724ef9179e6c47d81d15f4bed538ea5d7163eb8b,true,004ec68aadd3d3108195d617ae178ce96cf96301cf5f90ee80404b345eda37ce
560111e3fad771d2fd2cc350,pauli,rxx,,,0.6283185307179586,0.1,11,16,tebd_swap,1,1e-13,1.1102230246251565e-16,0.9999999999999999,0.9999999999999977,0.9999999999999994,-1.7763568394002505e-15,6.0351786924942815e-31,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",16,2728,0.00015502728930315342,True,False,False,724ef9179e6c47d81d15f4bed538ea5d7163eb8b,true,004ec68aadd3d3108195d617ae178ce96cf96301cf5f90ee80404b345eda37ce
8009240bb8814c304f0d3494,pauli,rxx,,,1.5707963267948966,0.25,11,16,gate_local_2tdvp,1,1e-13,5.551115123125783e-16,0.9999999999999994,0.9999999999999979,0.9999999999999994,-1.5543122344752192e-15,1.5518845059251414e-31,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",16,2728,2.9052492385627126e-05,True,False,False,724ef9179e6c47d81d15f4bed538ea5d7163eb8b,true,004ec68aadd3d3108195d617ae178ce96cf96301cf5f90ee80404b345eda37ce
b33c03abea8d00e7810e1a5c,pauli,rxx,,,1.5707963267948966,0.25,11,16,mpo_zipup,1,1e-13,0.0,1.0,0.9999999999999997,0.9999999999999994,2.220446049250313e-16,1.3651511607725777e-31,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",16,2728,0.0016034908794447691,True,False,False,724ef9179e6c47d81d15f4bed538ea5d7163eb8b,true,004ec68aadd3d3108195d617ae178ce96cf96301cf5f90ee80404b345eda37ce
c5e02196c323a6a1aef41c5c,pauli,rxx,,,1.5707963267948966,0.25,11,16,tebd_swap,1,1e-13,0.0,1.0,0.9999999999999996,0.9999999999999994,1.1102230246251565e-16,6.02070121095818e-31,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",16,2728,0.00015502728930315342,True,False,False,724ef9179e6c47d81d15f4bed538ea5d7163eb8b,true,004ec68aadd3d3108195d617ae178ce96cf96301cf5f90ee80404b345eda37ce
bb68449eec05278915a8799d,pauli,rxx,,,0.0,0.0,22,8,gate_local_2tdvp,1,1e-13,0.0,1.0,1.000000000000002,1.0000000000000013,6.661338147750939e-16,3.7817617024626887e-32,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",8,936,0.005029209334707931,True,False,False,724ef9179e6c47d81d15f4bed538ea5d7163eb8b,true,004ec68aadd3d3108195d617ae178ce96cf96301cf5f90ee80404b345eda37ce
a07f29676a7242cc9395497c,pauli,rxx,,,0.0,0.0,22,8,mpo_zipup,1,1e-13,0.0,1.0,1.0000000000000033,1.0000000000000013,1.9984014443252818e-15,2.2322962670188447e-32,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",8,936,0.005029209334707915,True,False,False,724ef9179e6c47d81d15f4bed538ea5d7163eb8b,true,004ec68aadd3d3108195d617ae178ce96cf96301cf5f90ee80404b345eda37ce
