case_id,family,method,tdvp_chi,tdvp_error,tebd_recovery_chi,recovery_chi_ratio,recovery_status,tdvp_time,tebd_recovery_time,time_ratio
periodic_1d_n12_d4_s0_small,periodic_1d,hybrid_tdvp_unpadded,24,0.0033183470682904056,8.0,0.3333333333333333,recovered,0.025711722002597526,0.0178696660004789,0.6950007470784578
periodic_1d_n12_d4_s0_small,periodic_1d,hybrid_tdvp_padded4,24,4.349218963051987e-12,8.0,0.3333333333333333,recovered,0.025972284012823366,0.0178696660004789,0.688028283983652
periodic_1d_n12_d4_s0_small,periodic_1d,hybrid_tdvp_unpadded,32,0.0033183470682904056,8.0,0.25,recovered,0.020548675005557016,0.0178696660004789,0.8696261922311962
periodic_1d_n12_d4_s0_small,periodic_1d,hybrid_tdvp_padded4,32,4.349218963051987e-12,8.0,0.25,recovered,0.025654148994362913,0.0178696660004789,0.696560466862708
periodic_1d_n12_d4_s0_medium,periodic_1d,hybrid_tdvp_unpadded,16,0.033836681766500766,8.0,0.5,recovered,0.020424697009730153,0.017581057007191703,0.860774433952006
periodic_1d_n12_d4_s0_medium,periodic_1d,hybrid_tdvp_padded4,16,1.5458731511069525e-15,8.0,0.5,recovered,0.0264952599973185,0.017581057007191703,0.6635548022163597
periodic_1d_n12_d4_s0_medium,periodic_1d,hybrid_tdvp_unpadded,24,0.033836681766500766,8.0,0.3333333333333333,recovered,0.020325609992141835,0.017581057007191703,0.864970695294694
periodic_1d_n12_d4_s0_medium,periodic_1d,hybrid_tdvp_padded4,24,1.5458731511069525e-15,8.0,0.3333333333333333,recovered,0.02648474600573536,0.017581057007191703,0.6638182221337696
periodic_1d_n12_d4_s0_medium,periodic_1d,hybrid_tdvp_unpadded,32,0.033836681766500766,8.0,0.25,recovered,0.020178956998279318,0.017581057007191703,0.8712569737222225
periodic_1d_n12_d4_s0_medium,periodic_1d,hybrid_tdvp_padded4,32,1.5458731511069525e-15,8.0,0.25,recovered,0.02642569300951436,0.017581057007191703,0.6653016441560031
periodic_1d_n12_d4_s1_small,periodic_1d,hybrid_tdvp_unpadded,16,0.005114118882958746,8.0,0.5,recovered,0.020418421001522802,0.01738247400498949,0.8513133314125078
periodic_1d_n12_d4_s1_small,periodic_1d,hybrid_tdvp_padded4,16,3.812249900735309e-13,8.0,0.5,recovered,0.026415954998810776,0.01738247400498949,0.658029361640419
periodic_1d_n12_d4_s1_small,periodic_1d,hybrid_tdvp_unpadded,24,0.005114118882958746,8.0,0.3333333333333333,recovered,0.020215433003613725,0.01738247400498949,0.8598615721900286
periodic_1d_n12_d4_s1_small,periodic_1d,hybrid_tdvp_padded4,24,3.812249900735309e-13,8.0,0.3333333333333333,recovered,0.026292841008398682,0.01738247400498949,0.6611105281257751
periodic_1d_n12_d4_s1_small,periodic_1d,hybrid_tdvp_unpadded,32,0.005114118882958746,8.0,0.25,recovered,0.020398068998474628,0.01738247400498949,0.8521627221816612
periodic_1d_n12_d4_s1_small,periodic_1d,hybrid_tdvp_padded4,32,3.812249900735309e-13,8.0,0.25,recovered,0.02640586999768857,0.01738247400498949,0.6582806779898205
periodic_1d_n12_d4_s1_medium,periodic_1d,hybrid_tdvp_unpadded,16,0.057086038442192094,8.0,0.5,recovered,0.020251627007382922,0.017554457008372992,0.8668171205194205
periodic_1d_n12_d4_s1_medium,periodic_1d,hybrid_tdvp_padded4,16,1.0639595908824773e-14,8.0,0.5,recovered,0.026553616000455804,0.017554457008372992,0.6610947830258471
periodic_1d_n12_d4_s1_medium,periodic_1d,hybrid_tdvp_unpadded,24,0.057086038442192094,8.0,0.3333333333333333,recovered,0.0203862280031899,0.017554457008372992,0.8610939211327465
periodic_1d_n12_d4_s1_medium,periodic_1d,hybrid_tdvp_padded4,24,1.0639595908824773e-14,8.0,0.3333333333333333,recovered,0.026496209000470117,0.017554457008372992,0.6625271188063744
periodic_1d_n12_d4_s1_medium,periodic_1d,hybrid_tdvp_unpadded,32,0.057086038442192094,8.0,0.25,recovered,0.020308022008975968,0.017554457008372992,0.8644099854044907
periodic_1d_n12_d4_s1_medium,periodic_1d,hybrid_tdvp_padded4,32,1.0639595908824773e-14,8.0,0.25,recovered,0.03283229700173251,0.017554457008372992,0.5346703889601958
periodic_1d_n12_d4_s2_small,periodic_1d,hybrid_tdvp_unpadded,16,0.005644400432746651,8.0,0.5,recovered,0.021684815001208335,0.022512376992381178,1.0381632027354961
periodic_1d_n12_d4_s2_small,periodic_1d,hybrid_tdvp_padded4,16,2.15341025168909e-12,8.0,0.5,recovered,0.03190105699468404,0.022512376992381178,0.7056937641951054
periodic_1d_n12_d4_s2_small,periodic_1d,hybrid_tdvp_unpadded,24,0.005644400432746651,8.0,0.3333333333333333,recovered,0.021515345011721365,0.022512376992381178,1.0463405062812907
periodic_1d_n12_d4_s2_small,periodic_1d,hybrid_tdvp_padded4,24,2.15341025168909e-12,8.0,0.3333333333333333,recovered,0.025997970995376818,0.022512376992381178,0.8659282294139232
periodic_1d_n12_d4_s2_small,periodic_1d,hybrid_tdvp_unpadded,32,0.005644400432746651,8.0,0.25,recovered,0.020095672996831127,0.022512376992381178,1.1202599184377224
periodic_1d_n12_d4_s2_small,periodic_1d,hybrid_tdvp_padded4,32,2.15341025168909e-12,8.0,0.25,recovered,0.026201464992482215,0.022512376992381178,0.8592029872696233
periodic_1d_n12_d4_s2_medium,periodic_1d,hybrid_tdvp_unpadded,16,0.03481402550744852,8.0,0.5,recovered,0.020552767004119232,0.017708836996462196,0.8616278768164379
periodic_1d_n12_d4_s2_medium,periodic_1d,hybrid_tdvp_padded4,16,5.222488550677286e-15,8.0,0.5,recovered,0.026864730010856874,0.017708836996462196,0.6591853701602624
periodic_1d_n12_d4_s2_medium,periodic_1d,hybrid_tdvp_unpadded,24,0.03481402550744852,8.0,0.3333333333333333,recovered,0.020636059998651035,0.017708836996462196,0.858150102181318
periodic_1d_n12_d4_s2_medium,periodic_1d,hybrid_tdvp_padded4,24,5.222488550677286e-15,8.0,0.3333333333333333,recovered,0.02711588199599646,0.017708836996462196,0.6530798813432227
periodic_1d_n12_d4_s2_medium,periodic_1d,hybrid_tdvp_unpadded,32,0.03481402550744852,8.0,0.25,recovered,0.020422951012733392,0.017708836996462196,0.8671047090805345
periodic_1d_n12_d4_s2_medium,periodic_1d,hybrid_tdvp_padded4,32,5.222488550677286e-15,8.0,0.25,recovered,0.02686162799363956,0.017708836996462196,0.6592614937804734
periodic_1d_n12_d8_s0_small,periodic_1d,hybrid_tdvp_unpadded,16,0.010423669273205816,8.0,0.5,recovered,0.04047662499942817,0.03552407999814022,0.877644319373023
periodic_1d_n12_d8_s0_small,periodic_1d,hybrid_tdvp_padded4,16,1.2033982201633616e-12,8.0,0.5,recovered,0.052126526992651634,0.03552407999814022,0.6814971579278265
periodic_1d_n12_d8_s0_small,periodic_1d,hybrid_tdvp_unpadded,24,0.010423669273205816,8.0,0.3333333333333333,recovered,0.041090361002716236,0.03552407999814022,0.8645356022983576
periodic_1d_n12_d8_s0_small,periodic_1d,hybrid_tdvp_padded4,24,1.2033982201633616e-12,8.0,0.3333333333333333,recovered,0.05248943399055861,0.03552407999814022,0.6767853508294644
periodic_1d_n12_d8_s0_small,periodic_1d,hybrid_tdvp_unpadded,32,0.010423669273205816,8.0,0.25,recovered,0.04090595099842176,0.03552407999814022,0.8684330551197996
periodic_1d_n12_d8_s0_small,periodic_1d,hybrid_tdvp_padded4,32,1.2033982201633616e-12,8.0,0.25,recovered,0.052859143004752696,0.03552407999814022,0.6720517582917711
periodic_1d_n12_d8_s0_medium,periodic_1d,hybrid_tdvp_unpadded,16,0.00012329733422638062,8.0,0.5,recovered,0.041129602992441505,0.03548811899963766,0.8628364102167339
periodic_1d_n12_d8_s0_medium,periodic_1d,hybrid_tdvp_padded4,16,5.036125585114431e-15,nan,,not_recovered,0.053683196994825266,nan,
periodic_1d_n12_d8_s0_medium,periodic_1d,hybrid_tdvp_unpadded,24,0.00012329733422638062,8.0,0.3333333333333333,recovered,0.040712165005970746,0.03548811899963766,0.8716834143905897
periodic_1d_n12_d8_s0_medium,periodic_1d,hybrid_tdvp_padded4,24,5.036125585114431e-15,nan,,not_recovered,0.053397597002913244,nan,
periodic_1d_n12_d8_s0_medium,periodic_1d,hybrid_tdvp_unpadded,32,0.00012329733422638062,8.0,0.25,recovered,0.04073014100140426,0.03548811899963766,0.8712987023151757
periodic_1d_n12_d8_s0_medium,periodic_1d,hybrid_tdvp_padded4,32,5.036125585114431e-15,nan,,not_recovered,0.05314599399571307,nan,
periodic_1d_n12_d8_s1_small,periodic_1d,hybrid_tdvp_unpadded,16,0.010484535975669769,8.0,0.5,recovered,0.04080088599584997,0.03553794100298546,0.8710090512887435
periodic_1d_n12_d8_s1_small,periodic_1d,hybrid_tdvp_padded4,16,3.166200769328101e-13,8.0,0.5,recovered,0.052866506011923775,0.03553794100298546,0.672220346753577
periodic_1d_n12_d8_s1_small,periodic_1d,hybrid_tdvp_unpadded,24,0.010484535975669769,8.0,0.3333333333333333,recovered,0.04069908800011035,0.03553794100298546,0.8731876498777836
periodic_1d_n12_d8_s1_small,periodic_1d,hybrid_tdvp_padded4,24,3.166200769328101e-13,8.0,0.3333333333333333,recovered,0.05262796700117178,0.03553794100298546,0.6752672206052382
periodic_1d_n12_d8_s1_small,periodic_1d,hybrid_tdvp_unpadded,32,0.010484535975669769,8.0,0.25,recovered,0.04067108000162989,0.03553794100298546,0.8737889675307684
periodic_1d_n12_d8_s1_small,periodic_1d,hybrid_tdvp_padded4,32,3.166200769328101e-13,8.0,0.25,recovered,0.0523588270007167,0.03553794100298546,0.6787382956936566
periodic_1d_n12_d8_s1_medium,periodic_1d,hybrid_tdvp_unpadded,16,0.0013540880186399447,8.0,0.5,recovered,0.04103589399892371,0.03544239098846447,0.8636924295933226
periodic_1d_n12_d8_s1_medium,periodic_1d,hybrid_tdvp_padded4,16,1.4958022101515935e-14,nan,,not_recovered,0.053130401007365435,nan,
periodic_1d_n12_d8_s1_medium,periodic_1d,hybrid_tdvp_unpadded,24,0.0013540880186399447,8.0,0.3333333333333333,recovered,0.040958666999358684,0.03544239098846447,0.8653209097117202
periodic_1d_n12_d8_s1_medium,periodic_1d,hybrid_tdvp_padded4,24,1.4958022101515935e-14,nan,,not_recovered,0.05287618200236466,nan,
periodic_1d_n12_d8_s1_medium,periodic_1d,hybrid_tdvp_unpadded,32,0.0013540880186399447,8.0,0.25,recovered,0.04071208600362297,0.03544239098846447,0.8705619010853545
periodic_1d_n12_d8_s1_medium,periodic_1d,hybrid_tdvp_padded4,32,1.4958022101515935e-14,nan,,not_recovered,0.05288342200219631,nan,
periodic_1d_n12_d8_s2_small,periodic_1d,hybrid_tdvp_unpadded,16,0.014460227755728645,8.0,0.5,recovered,0.040584625996416435,0.035102955996990204,0.8649323514793446
periodic_1d_n12_d8_s2_small,periodic_1d,hybrid_tdvp_padded4,16,1.9178740521465424e-13,8.0,0.5,recovered,0.052810784996836446,0.035102955996990204,0.6646929410175023
periodic_1d_n12_d8_s2_small,periodic_1d,hybrid_tdvp_unpadded,24,0.014460227755728645,8.0,0.3333333333333333,recovered,0.040968179993797094,0.035102955996990204,0.8568346458716269
periodic_1d_n12_d8_s2_small,periodic_1d,hybrid_tdvp_padded4,24,1.9178740521465424e-13,8.0,0.3333333333333333,recovered,0.05291595599555876,0.035102955996990204,0.6633718570621004
periodic_1d_n12_d8_s2_small,periodic_1d,hybrid_tdvp_unpadded,32,0.014460227755728645,8.0,0.25,recovered,0.040537542998208664,0.035102955996990204,0.8659369414308457
periodic_1d_n12_d8_s2_small,periodic_1d,hybrid_tdvp_padded4,32,1.9178740521465424e-13,8.0,0.25,recovered,0.05303253400779795,0.035102955996990204,0.6619136093294851
periodic_1d_n12_d8_s2_medium,periodic_1d,hybrid_tdvp_unpadded,16,0.012053128252059092,8.0,0.5,recovered,0.040672465998795815,0.034788899996783584,0.8553427765558541
periodic_1d_n12_d8_s2_medium,periodic_1d,hybrid_tdvp_padded4,16,9.881009200775048e-14,nan,,not_recovered,0.05397161000291817,nan,
periodic_1d_n12_d8_s2_medium,periodic_1d,hybrid_tdvp_unpadded,24,0.012053128252059092,8.0,0.3333333333333333,recovered,0.040755869005806744,0.034788899996783584,0.8535923989702439
periodic_1d_n12_d8_s2_medium,periodic_1d,hybrid_tdvp_padded4,24,9.881009200775048e-14,nan,,not_recovered,0.05320366700470913,nan,
periodic_1d_n12_d8_s2_medium,periodic_1d,hybrid_tdvp_unpadded,32,0.012053128252059092,8.0,0.25,recovered,0.04068463800649624,0.034788899996783584,0.8550868755727588
periodic_1d_n12_d8_s2_medium,periodic_1d,hybrid_tdvp_padded4,32,9.881009200775048e-14,nan,,not_recovered,0.05304133000026923,nan,
periodic_1d_n16_d4_s0_small,periodic_1d,hybrid_tdvp_unpadded,16,0.003430360858177059,8.0,0.5,recovered,0.02739172099973075,0.023673149989917874,0.8642447106609538
periodic_1d_n16_d4_s0_small,periodic_1d,hybrid_tdvp_padded4,16,9.4149794235472e-14,nan,,not_recovered,0.03560211700096261,nan,
periodic_1d_n16_d4_s0_small,periodic_1d,hybrid_tdvp_unpadded,24,0.003430360858177059,8.0,0.3333333333333333,recovered,0.027089433002402075,0.023673149989917874,0.8738887221382127
periodic_1d_n16_d4_s0_small,periodic_1d,hybrid_tdvp_padded4,24,9.4149794235472e-14,nan,,not_recovered,0.035162714004400186,nan,
periodic_1d_n16_d4_s0_small,periodic_1d,hybrid_tdvp_unpadded,32,0.003430360858177059,8.0,0.25,recovered,0.02719894499750808,0.023673149989917874,0.8703701556103286
periodic_1d_n16_d4_s0_small,periodic_1d,hybrid_tdvp_padded4,32,9.4149794235472e-14,nan,,not_recovered,0.03528246899077203,nan,
periodic_1d_n16_d4_s0_medium,periodic_1d,hybrid_tdvp_unpadded,16,0.04097127850112107,8.0,0.5,recovered,0.02748518600128591,0.023988850007299334,0.8727919835134825
periodic_1d_n16_d4_s0_medium,periodic_1d,hybrid_tdvp_padded4,16,4.097821484954729e-15,8.0,0.5,recovered,0.03668939199997112,0.023988850007299334,0.6538361280916897
periodic_1d_n16_d4_s0_medium,periodic_1d,hybrid_tdvp_unpadded,24,0.04097127850112107,8.0,0.3333333333333333,recovered,0.027300304005621,0.023988850007299334,0.8787026694779716
periodic_1d_n16_d4_s0_medium,periodic_1d,hybrid_tdvp_padded4,24,4.097821484954729e-15,8.0,0.3333333333333333,recovered,0.036539972003083676,0.023988850007299334,0.6565098080883826
periodic_1d_n16_d4_s0_medium,periodic_1d,hybrid_tdvp_unpadded,32,0.04097127850112107,8.0,0.25,recovered,0.02738281700294465,0.023988850007299334,0.8760548633370943
periodic_1d_n16_d4_s0_medium,periodic_1d,hybrid_tdvp_padded4,32,4.097821484954729e-15,8.0,0.25,recovered,0.03651735499443021,0.023988850007299334,0.6569164171654334
periodic_1d_n16_d4_s1_small,periodic_1d,hybrid_tdvp_unpadded,16,0.005706862147781234,8.0,0.5,recovered,0.027385952009353787,0.024440270994091406,0.8924382466508277
periodic_1d_n16_d4_s1_small,periodic_1d,hybrid_tdvp_padded4,16,5.2034153183690886e-12,nan,,not_recovered,0.03556269699765835,nan,
periodic_1d_n16_d4_s1_small,periodic_1d,hybrid_tdvp_unpadded,24,0.005706862147781234,8.0,0.3333333333333333,recovered,0.02748203300870955,0.024440270994091406,0.8893181587528785
periodic_1d_n16_d4_s1_small,periodic_1d,hybrid_tdvp_padded4,24,5.2034153183690886e-12,nan,,not_recovered,0.04392337499302812,nan,
periodic_1d_n16_d4_s1_small,periodic_1d,hybrid_tdvp_unpadded,32,0.005706862147781234,8.0,0.25,recovered,0.02745837801194284,0.024440270994091406,0.8900842935245946
periodic_1d_n16_d4_s1_small,periodic_1d,hybrid_tdvp_padded4,32,5.2034153183690886e-12,nan,,not_recovered,0.0438712979957927,nan,
periodic_1d_n16_d4_s1_medium,periodic_1d,hybrid_tdvp_unpadded,16,0.04350329017182506,8.0,0.5,recovered,0.02706377899448853,0.023703493003267795,0.8758382562943243
periodic_1d_n16_d4_s1_medium,periodic_1d,hybrid_tdvp_padded4,16,1.739847679435909e-14,8.0,0.5,recovered,0.06562837700766977,0.023703493003267795,0.3611774979670402
periodic_1d_n16_d4_s1_medium,periodic_1d,hybrid_tdvp_unpadded,24,0.04350329017182506,8.0,0.3333333333333333,recovered,0.02747404799447395,0.023703493003267795,0.862759394175749
periodic_1d_n16_d4_s1_medium,periodic_1d,hybrid_tdvp_padded4,24,1.739847679435909e-14,8.0,0.3333333333333333,recovered,0.03633910100325011,0.023703493003267795,0.6522861696866908
periodic_1d_n16_d4_s1_medium,periodic_1d,hybrid_tdvp_unpadded,32,0.04350329017182506,8.0,0.25,recovered,0.02758852699480485,0.023703493003267795,0.8591793613240518
periodic_1d_n16_d4_s1_medium,periodic_1d,hybrid_tdvp_padded4,32,1.739847679435909e-14,8.0,0.25,recovered,0.03655313700437546,0.023703493003267795,0.6484667239484933
periodic_1d_n16_d4_s2_small,periodic_1d,hybrid_tdvp_unpadded,16,0.003789710253550505,8.0,0.5,recovered,0.027224516990827397,0.023594553989823908,0.8666656601391124
periodic_1d_n16_d4_s2_small,periodic_1d,hybrid_tdvp_padded4,16,3.4707996220481182e-12,nan,,not_recovered,0.0435474219993921,nan,
periodic_1d_n16_d4_s2_small,periodic_1d,hybrid_tdvp_unpadded,24,0.003789710253550505,8.0,0.3333333333333333,recovered,0.027226806996623054,0.023594553989823908,0.8665927661936393
periodic_1d_n16_d4_s2_small,periodic_1d,hybrid_tdvp_padded4,24,3.4707996220481182e-12,nan,,not_recovered,0.035003994998987764,nan,
periodic_1d_n16_d4_s2_small,periodic_1d,hybrid_tdvp_unpadded,32,0.003789710253550505,8.0,0.25,recovered,0.02713085499999579,0.023594553989823908,0.8696575905856107
periodic_1d_n16_d4_s2_small,periodic_1d,hybrid_tdvp_padded4,32,3.4707996220481182e-12,nan,,not_recovered,0.034938217999297194,nan,
periodic_1d_n16_d4_s2_medium,periodic_1d,hybrid_tdvp_unpadded,16,0.050605765764702194,8.0,0.5,recovered,0.027594143990427256,0.024177972009056248,0.8761993855451317
periodic_1d_n16_d4_s2_medium,periodic_1d,hybrid_tdvp_padded4,16,8.116621166324257e-15,8.0,0.5,recovered,0.03651667399390135,0.024177972009056248,0.6621077268180068
periodic_1d_n16_d4_s2_medium,periodic_1d,hybrid_tdvp_unpadded,24,0.050605765764702194,8.0,0.3333333333333333,recovered,0.02744740700291004,0.024177972009056248,0.880883648006999
periodic_1d_n16_d4_s2_medium,periodic_1d,hybrid_tdvp_padded4,24,8.116621166324257e-15,8.0,0.3333333333333333,recovered,0.03670098299335223,0.024177972009056248,0.6587826820179635
periodic_1d_n16_d4_s2_medium,periodic_1d,hybrid_tdvp_unpadded,32,0.050605765764702194,8.0,0.25,recovered,0.027546216995688155,0.024177972009056248,0.8777238636013379
periodic_1d_n16_d4_s2_medium,periodic_1d,hybrid_tdvp_padded4,32,8.116621166324257e-15,8.0,0.25,recovered,0.037354393003624864,0.024177972009056248,0.6472591324589325
periodic_1d_n16_d8_s0_small,periodic_1d,hybrid_tdvp_unpadded,16,0.008470652695169228,8.0,0.5,recovered,0.05403063099947758,0.04773285600822419,0.8834406544074178
periodic_1d_n16_d8_s0_small,periodic_1d,hybrid_tdvp_padded4,16,4.248415477411632e-13,nan,,not_recovered,0.0711412439995911,nan,
periodic_1d_n16_d8_s0_small,periodic_1d,hybrid_tdvp_unpadded,24,0.008470652695169228,8.0,0.3333333333333333,recovered,0.05420013800903689,0.04773285600822419,0.8806777576888384
periodic_1d_n16_d8_s0_small,periodic_1d,hybrid_tdvp_padded4,24,4.248415477411632e-13,nan,,not_recovered,0.07017347399960272,nan,
periodic_1d_n16_d8_s0_small,periodic_1d,hybrid_tdvp_unpadded,32,0.008470652695169228,8.0,0.25,recovered,0.05398833799699787,0.04773285600822419,0.8841327179006413
periodic_1d_n16_d8_s0_small,periodic_1d,hybrid_tdvp_padded4,32,4.248415477411632e-13,nan,,not_recovered,0.07226375199388713,nan,
periodic_1d_n16_d8_s0_medium,periodic_1d,hybrid_tdvp_unpadded,16,0.04273532307697315,8.0,0.5,recovered,0.09478991301148199,0.08519474700733554,0.8987743980418658
periodic_1d_n16_d8_s0_medium,periodic_1d,hybrid_tdvp_padded4,16,8.370863981733707e-15,nan,,not_recovered,0.09189231500204187,nan,
periodic_1d_n16_d8_s0_medium,periodic_1d,hybrid_tdvp_unpadded,24,0.04273532307697315,8.0,0.3333333333333333,recovered,0.09448420199623797,0.08519474700733554,0.9016824528054721
periodic_1d_n16_d8_s0_medium,periodic_1d,hybrid_tdvp_padded4,24,8.370863981733707e-15,nan,,not_recovered,0.0913806690077763,nan,
periodic_1d_n16_d8_s0_medium,periodic_1d,hybrid_tdvp_unpadded,32,0.04273532307697315,8.0,0.25,recovered,0.0906162679893896,0.08519474700733554,0.9401705554383581
periodic_1d_n16_d8_s0_medium,periodic_1d,hybrid_tdvp_padded4,32,8.370863981733707e-15,nan,,not_recovered,0.0726870150101604,nan,
periodic_1d_n16_d8_s1_small,periodic_1d,hybrid_tdvp_unpadded,16,0.011022948941321277,8.0,0.5,recovered,0.05445108799904119,0.04801779398985673,0.8818518739368854
periodic_1d_n16_d8_s1_small,periodic_1d,hybrid_tdvp_padded4,16,1.1045102347704947e-12,nan,,not_recovered,0.09053726299316622,nan,
periodic_1d_n16_d8_s1_small,periodic_1d,hybrid_tdvp_unpadded,24,0.011022948941321277,8.0,0.3333333333333333,recovered,0.05466869700467214,0.04801779398985673,0.8783416584037661
periodic_1d_n16_d8_s1_small,periodic_1d,hybrid_tdvp_padded4,24,1.1045102347704947e-12,nan,,not_recovered,0.09025315199687611,nan,
periodic_1d_n16_d8_s1_small,periodic_1d,hybrid_tdvp_unpadded,32,0.011022948941321277,8.0,0.25,recovered,0.08914619400457013,0.04801779398985673,0.5386409877172667
periodic_1d_n16_d8_s1_small,periodic_1d,hybrid_tdvp_padded4,32,1.1045102347704947e-12,nan,,not_recovered,0.09067102700646501,nan,
periodic_1d_n16_d8_s1_medium,periodic_1d,hybrid_tdvp_unpadded,16,0.0009157596682421369,8.0,0.5,recovered,0.05413754700566642,0.0474491650093114,0.8764557619196347
periodic_1d_n16_d8_s1_medium,periodic_1d,hybrid_tdvp_padded4,16,5.8829033001659e-14,nan,,not_recovered,0.09071831099572591,nan,
periodic_1d_n16_d8_s1_medium,periodic_1d,hybrid_tdvp_unpadded,24,0.0009157596682421369,8.0,0.3333333333333333,recovered,0.05397765099769458,0.0474491650093114,0.8790520545500948
periodic_1d_n16_d8_s1_medium,periodic_1d,hybrid_tdvp_padded4,24,5.8829033001659e-14,nan,,not_recovered,0.09063573200546671,nan,
periodic_1d_n16_d8_s1_medium,periodic_1d,hybrid_tdvp_unpadded,32,0.0009157596682421369,8.0,0.25,recovered,0.05431422099354677,0.0474491650093114,0.8736048154855977
periodic_1d_n16_d8_s1_medium,periodic_1d,hybrid_tdvp_padded4,32,5.8829033001659e-14,nan,,not_recovered,0.0910093610000331,nan,
periodic_1d_n16_d8_s2_small,periodic_1d,hybrid_tdvp_unpadded,16,0.014961721595679107,8.0,0.5,recovered,0.05437107900797855,0.047613254995667376,0.8757092164509093
periodic_1d_n16_d8_s2_small,periodic_1d,hybrid_tdvp_padded4,16,6.036260417681816e-13,nan,,not_recovered,0.09040670200192835,nan,
periodic_1d_n16_d8_s2_small,periodic_1d,hybrid_tdvp_unpadded,24,0.014961721595679107,8.0,0.3333333333333333,recovered,0.05421950800518971,0.047613254995667376,0.8781572675117228
periodic_1d_n16_d8_s2_small,periodic_1d,hybrid_tdvp_padded4,24,6.036260417681816e-13,nan,,not_recovered,0.09018742800981272,nan,
periodic_1d_n16_d8_s2_small,periodic_1d,hybrid_tdvp_unpadded,32,0.014961721595679107,8.0,0.25,recovered,0.05375400600314606,0.047613254995667376,0.8857619838209029
periodic_1d_n16_d8_s2_small,periodic_1d,hybrid_tdvp_padded4,32,6.036260417681816e-13,nan,,not_recovered,0.07164254000235815,nan,
periodic_1d_n16_d8_s2_medium,periodic_1d,hybrid_tdvp_unpadded,16,0.0033757029041101357,8.0,0.5,recovered,0.05441782200068701,0.04830120599945076,0.8875990295760269
periodic_1d_n16_d8_s2_medium,periodic_1d,hybrid_tdvp_padded4,16,8.920775541136571e-15,nan,,not_recovered,0.07641175799653865,nan,
periodic_1d_n16_d8_s2_medium,periodic_1d,hybrid_tdvp_unpadded,24,0.0033757029041101357,8.0,0.3333333333333333,recovered,0.05431589300860651,0.04830120599945076,0.8892646944384638
periodic_1d_n16_d8_s2_medium,periodic_1d,hybrid_tdvp_padded4,24,8.920775541136571e-15,nan,,not_recovered,0.09260356800223235,nan,
periodic_1d_n16_d8_s2_medium,periodic_1d,hybrid_tdvp_unpadded,32,0.0033757029041101357,8.0,0.25,recovered,0.05418508000730071,0.04830120599945076,0.8914115471074846
periodic_1d_n16_d8_s2_medium,periodic_1d,hybrid_tdvp_padded4,32,8.920775541136571e-15,nan,,not_recovered,0.09138895399519242,nan,
sparse_long_range_n8_d4_s0_small,sparse_long_range,hybrid_tdvp_unpadded,16,0.0006647753857269202,16.0,1.0,recovered,0.029868172001442872,0.016314057997078635,0.5462020908507736
sparse_long_range_n8_d4_s0_small,sparse_long_range,hybrid_tdvp_padded4,16,0.0006647658372667752,16.0,1.0,recovered,0.03140286800044123,0.016314057997078635,0.5195085365084938
sparse_long_range_n8_d4_s0_small,sparse_long_range,hybrid_tdvp_unpadded,24,0.0006647753857269202,16.0,0.6666666666666666,recovered,0.029831149004166946,0.016314057997078635,0.546879974177321
sparse_long_range_n8_d4_s0_small,sparse_long_range,hybrid_tdvp_padded4,24,0.0006647658372667752,16.0,0.6666666666666666,recovered,0.030694686007336713,0.016314057997078635,0.5314945392560527
sparse_long_range_n8_d4_s0_small,sparse_long_range,hybrid_tdvp_unpadded,32,0.0006647753857269202,16.0,0.5,recovered,0.030153601997881196,0.016314057997078635,0.5410318143160798
sparse_long_range_n8_d4_s0_small,sparse_long_range,hybrid_tdvp_padded4,32,0.0006647658372667752,16.0,0.5,recovered,0.03068946900020819,0.016314057997078635,0.5315848898189788
sparse_long_range_n8_d4_s0_medium,sparse_long_range,hybrid_tdvp_unpadded,16,0.0016374239829363478,16.0,1.0,recovered,0.030890847003320232,0.014733267991687171,0.47694606723161714
sparse_long_range_n8_d4_s0_medium,sparse_long_range,hybrid_tdvp_padded4,16,0.0016374239829406421,16.0,1.0,recovered,0.031173665993264876,0.014733267991687171,0.472619036685333
sparse_long_range_n8_d4_s0_medium,sparse_long_range,hybrid_tdvp_unpadded,24,0.0016374239829363478,16.0,0.6666666666666666,recovered,0.03115071399952285,0.014733267991687171,0.47296726463197114
sparse_long_range_n8_d4_s0_medium,sparse_long_range,hybrid_tdvp_padded4,24,0.0016374239829406421,16.0,0.6666666666666666,recovered,0.03139311399718281,0.014733267991687171,0.46931527700658565
sparse_long_range_n8_d4_s0_medium,sparse_long_range,hybrid_tdvp_unpadded,32,0.0016374239829363478,16.0,0.5,recovered,0.030893650007783435,0.014733267991687171,0.4769027935506238
sparse_long_range_n8_d4_s0_medium,sparse_long_range,hybrid_tdvp_padded4,32,0.0016374239829406421,16.0,0.5,recovered,0.04218201800540555,0.014733267991687171,0.3492784055471013
sparse_long_range_n8_d4_s1_small,sparse_long_range,hybrid_tdvp_unpadded,16,0.00038375950401045334,8.0,0.5,recovered,0.030952930988860317,0.012407691989210434,0.4008567716471132
sparse_long_range_n8_d4_s1_small,sparse_long_range,hybrid_tdvp_padded4,16,0.00040724233487332155,8.0,0.5,recovered,0.03186761699907947,0.012407691989210434,0.38935110804076883
