case_id,family,n_qubits,depth_or_cycles,seed,angle_regime,chi_max,tdvp_variant,tebd_error,tdvp_error,tdvp_error_over_tebd_error,tdvp_infidelity_over_tebd_infidelity,tdvp_time_over_tebd_time,tdvp_peak_chi_over_tebd_peak_chi,outcome
periodic_1d_n12_d4_s1_medium,periodic_1d,12,4,1,medium,8,padded4,1.6091148897034845e-15,1.0639595908824773e-14,6.61207970723915,0.0,1.5270510491670999,1.0,both_good
periodic_1d_n12_d4_s1_medium,periodic_1d,12,4,1,medium,16,unpadded,1.6091148897034845e-15,0.057086038442192094,35476670315760.66,643646828655677.2,1.1260855985558567,0.5,tebd_win
periodic_1d_n12_d4_s1_medium,periodic_1d,12,4,1,medium,16,padded4,1.6091148897034845e-15,1.0639595908824773e-14,6.61207970723915,0.0,1.4765057916973643,1.0,both_good
periodic_1d_n12_d4_s1_medium,periodic_1d,12,4,1,medium,24,unpadded,1.6091148897034845e-15,0.057086038442192094,35476670315760.66,643646828655677.2,1.1565338526638278,0.5,tebd_win
periodic_1d_n12_d4_s1_medium,periodic_1d,12,4,1,medium,24,padded4,1.6091148897034845e-15,1.0639595908824773e-14,6.61207970723915,0.0,1.5031600093702848,1.0,both_good
periodic_1d_n12_d4_s1_medium,periodic_1d,12,4,1,medium,32,unpadded,1.6091148897034845e-15,0.057086038442192094,35476670315760.66,643646828655677.2,1.1536690247170065,0.5,tebd_win
periodic_1d_n12_d4_s1_medium,periodic_1d,12,4,1,medium,32,padded4,1.6091148897034845e-15,1.0639595908824773e-14,6.61207970723915,0.0,1.8651547671391275,1.0,both_good
periodic_1d_n12_d4_s1_medium,periodic_1d,12,4,1,medium,48,unpadded,1.6091148897034845e-15,0.057086038442192094,35476670315760.66,643646828655677.2,0.9649798984144834,0.5,tebd_win
periodic_1d_n12_d4_s1_medium,periodic_1d,12,4,1,medium,48,padded4,1.6091148897034845e-15,1.0639595908824773e-14,6.61207970723915,0.0,1.4723051063964974,1.0,both_good
periodic_1d_n12_d4_s1_medium,periodic_1d,12,4,1,medium,64,unpadded,1.6091148897034845e-15,0.057086038442192094,35476670315760.66,643646828655677.2,0.9568604097757181,0.5,tebd_win
periodic_1d_n12_d4_s1_medium,periodic_1d,12,4,1,medium,64,padded4,1.6091148897034845e-15,1.0639595908824773e-14,6.61207970723915,0.0,1.456370844759234,1.0,both_good
periodic_1d_n12_d4_s2_small,periodic_1d,12,4,2,small,8,unpadded,3.016991917673745e-14,0.005644400432746651,187087025314.23325,74724197377195.6,0.945502778729009,0.5,tebd_win
periodic_1d_n12_d4_s2_small,periodic_1d,12,4,2,small,8,padded4,3.016991917673745e-14,2.15341025168909e-12,71.37606962333128,0.0,1.418864520930263,1.0,both_good
periodic_1d_n12_d4_s2_small,periodic_1d,12,4,2,small,16,unpadded,3.016991917673745e-14,0.005644400432746651,187087025314.23325,74724197377195.6,0.9577833243334737,0.5,tebd_win
periodic_1d_n12_d4_s2_small,periodic_1d,12,4,2,small,16,padded4,3.016991917673745e-14,2.15341025168909e-12,71.37606962333128,0.0,1.4090182653814445,1.0,both_good
periodic_1d_n12_d4_s2_small,periodic_1d,12,4,2,small,24,unpadded,3.016991917673745e-14,0.005644400432746651,187087025314.23325,74724197377195.6,0.9530671041990451,0.5,tebd_win
periodic_1d_n12_d4_s2_small,periodic_1d,12,4,2,small,24,padded4,3.016991917673745e-14,2.15341025168909e-12,71.37606962333128,0.0,1.1516343762145491,1.0,both_good
periodic_1d_n12_d4_s2_small,periodic_1d,12,4,2,small,32,unpadded,3.016991917673745e-14,0.005644400432746651,187087025314.23325,74724197377195.6,1.1416956810407324,0.5,tebd_win
periodic_1d_n12_d4_s2_small,periodic_1d,12,4,2,small,32,padded4,3.016991917673745e-14,2.15341025168909e-12,71.37606962333128,0.0,1.488584105820891,1.0,both_good
periodic_1d_n12_d4_s2_small,periodic_1d,12,4,2,small,48,unpadded,3.016991917673745e-14,0.005644400432746651,187087025314.23325,74724197377195.6,1.1572619729915972,0.5,tebd_win
periodic_1d_n12_d4_s2_small,periodic_1d,12,4,2,small,48,padded4,3.016991917673745e-14,2.15341025168909e-12,71.37606962333128,0.0,1.4699978620573717,1.0,both_good
periodic_1d_n12_d4_s2_small,periodic_1d,12,4,2,small,64,unpadded,3.016991917673745e-14,0.005644400432746651,187087025314.23325,74724197377195.6,1.1629723023210379,0.5,tebd_win
periodic_1d_n12_d4_s2_small,periodic_1d,12,4,2,small,64,padded4,3.016991917673745e-14,2.15341025168909e-12,71.37606962333128,0.0,1.5198935406517484,1.0,both_good
periodic_1d_n12_d4_s2_medium,periodic_1d,12,4,2,medium,8,unpadded,1.2885430358947454e-15,0.03481402550744852,27018131748524.93,861596276333661.4,1.1585887315064607,0.5,tebd_win
periodic_1d_n12_d4_s2_medium,periodic_1d,12,4,2,medium,8,padded4,1.2885430358947454e-15,5.222488550677286e-15,4.053018335589285,18.4297022087776,1.5260113355343672,1.0,both_good
periodic_1d_n12_d4_s2_medium,periodic_1d,12,4,2,medium,16,unpadded,1.2885430358947454e-15,0.03481402550744852,27018131748524.93,861596276333661.4,1.1405250690009097,0.5,tebd_win
periodic_1d_n12_d4_s2_medium,periodic_1d,12,4,2,medium,16,padded4,1.2885430358947454e-15,5.222488550677286e-15,4.053018335589285,18.4297022087776,1.4907918745530675,1.0,both_good
periodic_1d_n12_d4_s2_medium,periodic_1d,12,4,2,medium,24,unpadded,1.2885430358947454e-15,0.03481402550744852,27018131748524.93,861596276333661.4,1.1406487196151383,0.5,tebd_win
periodic_1d_n12_d4_s2_medium,periodic_1d,12,4,2,medium,24,padded4,1.2885430358947454e-15,5.222488550677286e-15,4.053018335589285,18.4297022087776,1.49881789847434,1.0,both_good
periodic_1d_n12_d4_s2_medium,periodic_1d,12,4,2,medium,32,unpadded,1.2885430358947454e-15,0.03481402550744852,27018131748524.93,861596276333661.4,1.1182807446327447,0.5,tebd_win
periodic_1d_n12_d4_s2_medium,periodic_1d,12,4,2,medium,32,padded4,1.2885430358947454e-15,5.222488550677286e-15,4.053018335589285,18.4297022087776,1.4708374581149548,1.0,both_good
periodic_1d_n12_d4_s2_medium,periodic_1d,12,4,2,medium,48,unpadded,1.2885430358947454e-15,0.03481402550744852,27018131748524.93,861596276333661.4,1.1378957513977626,0.5,tebd_win
periodic_1d_n12_d4_s2_medium,periodic_1d,12,4,2,medium,48,padded4,1.2885430358947454e-15,5.222488550677286e-15,4.053018335589285,18.4297022087776,1.4963078475051015,1.0,both_good
periodic_1d_n12_d4_s2_medium,periodic_1d,12,4,2,medium,64,unpadded,1.2885430358947454e-15,0.03481402550744852,27018131748524.93,861596276333661.4,1.1488517424826192,0.5,tebd_win
periodic_1d_n12_d4_s2_medium,periodic_1d,12,4,2,medium,64,padded4,1.2885430358947454e-15,5.222488550677286e-15,4.053018335589285,18.4297022087776,1.5129811163333982,1.0,both_good
periodic_1d_n12_d8_s0_small,periodic_1d,12,8,0,small,8,unpadded,2.5310538705122305e-13,0.010423669273205816,41183118994.99907,271931024044125.38,1.1488026995277274,0.5,tebd_win
periodic_1d_n12_d8_s0_small,periodic_1d,12,8,0,small,8,padded4,2.5310538705122305e-13,1.2033982201633616e-12,4.754534204836264,0.0,1.474582255297794,1.0,both_good
periodic_1d_n12_d8_s0_small,periodic_1d,12,8,0,small,16,unpadded,2.5310538705122305e-13,0.010423669273205816,41183118994.99907,271931024044125.38,1.1305957596657301,0.5,tebd_win
periodic_1d_n12_d8_s0_small,periodic_1d,12,8,0,small,16,padded4,2.5310538705122305e-13,1.2033982201633616e-12,4.754534204836264,0.0,1.4560015906668542,1.0,both_good
periodic_1d_n12_d8_s0_small,periodic_1d,12,8,0,small,24,unpadded,2.5310538705122305e-13,0.010423669273205816,41183118994.99907,271931024044125.38,1.1330177637740229,0.5,tebd_win
periodic_1d_n12_d8_s0_small,periodic_1d,12,8,0,small,24,padded4,2.5310538705122305e-13,1.2033982201633616e-12,4.754534204836264,0.0,1.4473336244920214,1.0,both_good
periodic_1d_n12_d8_s0_small,periodic_1d,12,8,0,small,32,unpadded,2.5310538705122305e-13,0.010423669273205816,41183118994.99907,271931024044125.38,1.1566813353168972,0.5,tebd_win
periodic_1d_n12_d8_s0_small,periodic_1d,12,8,0,small,32,padded4,2.5310538705122305e-13,1.2033982201633616e-12,4.754534204836264,0.0,1.4946769998527387,1.0,both_good
periodic_1d_n12_d8_s0_small,periodic_1d,12,8,0,small,48,unpadded,2.5310538705122305e-13,0.010423669273205816,41183118994.99907,271931024044125.38,1.1443304679527264,0.5,tebd_win
periodic_1d_n12_d8_s0_small,periodic_1d,12,8,0,small,48,padded4,2.5310538705122305e-13,1.2033982201633616e-12,4.754534204836264,0.0,1.4757149427456768,1.0,both_good
periodic_1d_n12_d8_s0_small,periodic_1d,12,8,0,small,64,unpadded,2.5310538705122305e-13,0.010423669273205816,41183118994.99907,271931024044125.38,1.0013278941780686,0.5,tebd_win
periodic_1d_n12_d8_s0_small,periodic_1d,12,8,0,small,64,padded4,2.5310538705122305e-13,1.2033982201633616e-12,4.754534204836264,0.0,1.283864099845249,1.0,both_good
periodic_1d_n12_d8_s0_medium,periodic_1d,12,8,0,medium,8,unpadded,5.047122246769259e-11,0.00012329733422638062,2442923.475953156,37101024772803.16,1.1523426191452353,0.5,tebd_win
periodic_1d_n12_d8_s0_medium,periodic_1d,12,8,0,medium,8,padded4,5.047122246769259e-11,5.036125585114431e-15,9.978212016437947e-05,2.4,1.517058060890776,1.0,both_good
periodic_1d_n12_d8_s0_medium,periodic_1d,12,8,0,medium,16,unpadded,5.047122246769259e-11,0.00012329733422638062,2442923.475953156,37101024772803.16,1.14282664527373,0.5,tebd_win
periodic_1d_n12_d8_s0_medium,periodic_1d,12,8,0,medium,16,padded4,5.047122246769259e-11,5.036125585114431e-15,9.978212016437947e-05,2.4,1.4916406545533518,1.0,both_good
periodic_1d_n12_d8_s0_medium,periodic_1d,12,8,0,medium,24,unpadded,5.047122246769259e-11,0.00012329733422638062,2442923.475953156,37101024772803.16,1.0056526482017292,0.5,tebd_win
periodic_1d_n12_d8_s0_medium,periodic_1d,12,8,0,medium,24,padded4,5.047122246769259e-11,5.036125585114431e-15,9.978212016437947e-05,2.4,1.3190021907632028,1.0,both_good
periodic_1d_n12_d8_s0_medium,periodic_1d,12,8,0,medium,32,unpadded,5.047122246769259e-11,0.00012329733422638062,2442923.475953156,37101024772803.16,1.1529068156287077,0.5,tebd_win
periodic_1d_n12_d8_s0_medium,periodic_1d,12,8,0,medium,32,padded4,5.047122246769259e-11,5.036125585114431e-15,9.978212016437947e-05,2.4,1.5043497811340125,1.0,both_good
periodic_1d_n12_d8_s0_medium,periodic_1d,12,8,0,medium,48,unpadded,5.047122246769259e-11,0.00012329733422638062,2442923.475953156,37101024772803.16,1.1424995005814909,0.5,tebd_win
periodic_1d_n12_d8_s0_medium,periodic_1d,12,8,0,medium,48,padded4,5.047122246769259e-11,5.036125585114431e-15,9.978212016437947e-05,2.4,1.4867582982699394,1.0,both_good
periodic_1d_n12_d8_s0_medium,periodic_1d,12,8,0,medium,64,unpadded,5.047122246769259e-11,0.00012329733422638062,2442923.475953156,37101024772803.16,1.138529242728647,0.5,tebd_win
periodic_1d_n12_d8_s0_medium,periodic_1d,12,8,0,medium,64,padded4,5.047122246769259e-11,5.036125585114431e-15,9.978212016437947e-05,2.4,1.4909669405801012,1.0,both_good
periodic_1d_n12_d8_s1_small,periodic_1d,12,8,1,small,8,unpadded,2.130041394579869e-14,0.010484535975669769,492222170064.34033,28842968782546.465,1.1494272836480952,0.5,tebd_win
periodic_1d_n12_d8_s1_small,periodic_1d,12,8,1,small,8,padded4,2.130041394579869e-14,3.166200769328101e-13,14.864503466387353,0.0,1.485829496845014,1.0,both_good
periodic_1d_n12_d8_s1_small,periodic_1d,12,8,1,small,16,unpadded,2.130041394579869e-14,0.010484535975669769,492222170064.34033,28842968782546.465,1.1450273310624681,0.5,tebd_win
periodic_1d_n12_d8_s1_small,periodic_1d,12,8,1,small,16,padded4,2.130041394579869e-14,3.166200769328101e-13,14.864503466387353,0.0,1.4836343085193822,1.0,both_good
periodic_1d_n12_d8_s1_small,periodic_1d,12,8,1,small,24,unpadded,2.130041394579869e-14,0.010484535975669769,492222170064.34033,28842968782546.465,1.1460648769485453,0.5,tebd_win
periodic_1d_n12_d8_s1_small,periodic_1d,12,8,1,small,24,padded4,2.130041394579869e-14,3.166200769328101e-13,14.864503466387353,0.0,1.4819758252343764,1.0,both_good
periodic_1d_n12_d8_s1_small,periodic_1d,12,8,1,small,32,unpadded,2.130041394579869e-14,0.010484535975669769,492222170064.34033,28842968782546.465,1.1428573358621028,0.5,tebd_win
periodic_1d_n12_d8_s1_small,periodic_1d,12,8,1,small,32,padded4,2.130041394579869e-14,3.166200769328101e-13,14.864503466387353,0.0,1.4712830230351837,1.0,both_good
periodic_1d_n12_d8_s1_small,periodic_1d,12,8,1,small,48,unpadded,2.130041394579869e-14,0.010484535975669769,492222170064.34033,28842968782546.465,1.144071598452252,0.5,tebd_win
periodic_1d_n12_d8_s1_small,periodic_1d,12,8,1,small,48,padded4,2.130041394579869e-14,3.166200769328101e-13,14.864503466387353,0.0,1.488054280159317,1.0,both_good
periodic_1d_n12_d8_s1_small,periodic_1d,12,8,1,small,64,unpadded,2.130041394579869e-14,0.010484535975669769,492222170064.34033,28842968782546.465,1.0131686810650657,0.5,tebd_win
periodic_1d_n12_d8_s1_small,periodic_1d,12,8,1,small,64,padded4,2.130041394579869e-14,3.166200769328101e-13,14.864503466387353,0.0,1.3157112120115304,1.0,both_good
periodic_1d_n12_d8_s1_medium,periodic_1d,12,8,1,medium,8,unpadded,1.6255723054348487e-12,0.0013540880186399447,832991564.9477797,151721834380857.8,1.1523111126001275,0.5,tebd_win
periodic_1d_n12_d8_s1_medium,periodic_1d,12,8,1,medium,8,padded4,1.6255723054348487e-12,1.4958022101515935e-14,0.009201695951331176,0.0,1.5052304182553797,1.0,both_good
periodic_1d_n12_d8_s1_medium,periodic_1d,12,8,1,medium,16,unpadded,1.6255723054348487e-12,0.0013540880186399447,832991564.9477797,151721834380857.8,1.1393861969842067,0.5,tebd_win
periodic_1d_n12_d8_s1_medium,periodic_1d,12,8,1,medium,16,padded4,1.6255723054348487e-12,1.4958022101515935e-14,0.009201695951331176,0.0,1.4751974344610528,1.0,both_good
periodic_1d_n12_d8_s1_medium,periodic_1d,12,8,1,medium,24,unpadded,1.6255723054348487e-12,0.0013540880186399447,832991564.9477797,151721834380857.8,1.1564247842770012,0.5,tebd_win
periodic_1d_n12_d8_s1_medium,periodic_1d,12,8,1,medium,24,padded4,1.6255723054348487e-12,1.4958022101515935e-14,0.009201695951331176,0.0,1.4929032569940186,1.0,both_good
periodic_1d_n12_d8_s1_medium,periodic_1d,12,8,1,medium,32,unpadded,1.6255723054348487e-12,0.0013540880186399447,832991564.9477797,151721834380857.8,1.1423334290411247,0.5,tebd_win
periodic_1d_n12_d8_s1_medium,periodic_1d,12,8,1,medium,32,padded4,1.6255723054348487e-12,1.4958022101515935e-14,0.009201695951331176,0.0,1.4838468554478352,1.0,both_good
periodic_1d_n12_d8_s1_medium,periodic_1d,12,8,1,medium,48,unpadded,1.6255723054348487e-12,0.0013540880186399447,832991564.9477797,151721834380857.8,1.1448838646252857,0.5,tebd_win
periodic_1d_n12_d8_s1_medium,periodic_1d,12,8,1,medium,48,padded4,1.6255723054348487e-12,1.4958022101515935e-14,0.009201695951331176,0.0,1.481030445197547,1.0,both_good
periodic_1d_n12_d8_s1_medium,periodic_1d,12,8,1,medium,64,unpadded,1.6255723054348487e-12,0.0013540880186399447,832991564.9477797,151721834380857.8,1.1427067785388594,0.5,tebd_win
periodic_1d_n12_d8_s1_medium,periodic_1d,12,8,1,medium,64,padded4,1.6255723054348487e-12,1.4958022101515935e-14,0.009201695951331176,0.0,1.4778002860856945,1.0,both_good
periodic_1d_n12_d8_s2_small,periodic_1d,12,8,2,small,8,unpadded,2.390756742846118e-14,0.014460227755728645,604838940598.9594,35521055594363.92,1.1530523242374835,0.5,tebd_win
periodic_1d_n12_d8_s2_small,periodic_1d,12,8,2,small,8,padded4,2.390756742846118e-14,1.9178740521465424e-13,8.022037615852861,0.0,1.5062828896165004,1.0,both_good
periodic_1d_n12_d8_s2_small,periodic_1d,12,8,2,small,16,unpadded,2.390756742846118e-14,0.014460227755728645,604838940598.9594,35521055594363.92,1.145021165829345,0.5,tebd_win
periodic_1d_n12_d8_s2_small,periodic_1d,12,8,2,small,16,padded4,2.390756742846118e-14,1.9178740521465424e-13,8.022037615852861,0.0,1.4899599323837531,1.0,both_good
periodic_1d_n12_d8_s2_small,periodic_1d,12,8,2,small,24,unpadded,2.390756742846118e-14,0.014460227755728645,604838940598.9594,35521055594363.92,1.1209449955215345,0.5,tebd_win
periodic_1d_n12_d8_s2_small,periodic_1d,12,8,2,small,24,padded4,2.390756742846118e-14,1.9178740521465424e-13,8.022037615852861,0.0,1.447852359207566,1.0,both_good
periodic_1d_n12_d8_s2_small,periodic_1d,12,8,2,small,32,unpadded,2.390756742846118e-14,0.014460227755728645,604838940598.9594,35521055594363.92,1.1445324648323731,0.5,tebd_win
periodic_1d_n12_d8_s2_small,periodic_1d,12,8,2,small,32,padded4,2.390756742846118e-14,1.9178740521465424e-13,8.022037615852861,0.0,1.4973146464977867,1.0,both_good
periodic_1d_n12_d8_s2_small,periodic_1d,12,8,2,small,48,unpadded,2.390756742846118e-14,0.014460227755728645,604838940598.9594,35521055594363.92,1.151180848641935,0.5,tebd_win
periodic_1d_n12_d8_s2_small,periodic_1d,12,8,2,small,48,padded4,2.390756742846118e-14,1.9178740521465424e-13,8.022037615852861,0.0,1.5652439546289802,1.0,both_good
periodic_1d_n12_d8_s2_small,periodic_1d,12,8,2,small,64,unpadded,2.390756742846118e-14,0.014460227755728645,604838940598.9594,35521055594363.92,1.132563788987023,0.5,tebd_win
periodic_1d_n12_d8_s2_small,periodic_1d,12,8,2,small,64,padded4,2.390756742846118e-14,1.9178740521465424e-13,8.022037615852861,0.0,1.4786761593658402,1.0,both_good
periodic_1d_n12_d8_s2_medium,periodic_1d,12,8,2,medium,8,unpadded,2.3382859279111437e-13,0.012053128252059092,51546853651.155014,43243559552232.29,1.2123490249199929,0.5,tebd_win
periodic_1d_n12_d8_s2_medium,periodic_1d,12,8,2,medium,8,padded4,2.3382859279111437e-13,9.881009200775048e-14,0.42257489055677766,0.0,1.5297953945562732,1.0,both_good
periodic_1d_n12_d8_s2_medium,periodic_1d,12,8,2,medium,16,unpadded,2.3382859279111437e-13,0.012053128252059092,51546853651.155014,43243559552232.29,1.1600167968508033,0.5,tebd_win
periodic_1d_n12_d8_s2_medium,periodic_1d,12,8,2,medium,16,padded4,2.3382859279111437e-13,9.881009200775048e-14,0.42257489055677766,0.0,1.5393208309110034,1.0,both_good
periodic_1d_n12_d8_s2_medium,periodic_1d,12,8,2,medium,24,unpadded,2.3382859279111437e-13,0.012053128252059092,51546853651.155014,43243559552232.29,1.159007192360941,0.5,tebd_win
periodic_1d_n12_d8_s2_medium,periodic_1d,12,8,2,medium,24,padded4,2.3382859279111437e-13,9.881009200775048e-14,0.42257489055677766,0.0,1.512995164197058,1.0,both_good
periodic_1d_n12_d8_s2_medium,periodic_1d,12,8,2,medium,32,unpadded,2.3382859279111437e-13,0.012053128252059092,51546853651.155014,43243559552232.29,1.1579550396142662,0.5,tebd_win
periodic_1d_n12_d8_s2_medium,periodic_1d,12,8,2,medium,32,padded4,2.3382859279111437e-13,9.881009200775048e-14,0.42257489055677766,0.0,1.5096478275620413,1.0,both_good
periodic_1d_n12_d8_s2_medium,periodic_1d,12,8,2,medium,48,unpadded,2.3382859279111437e-13,0.012053128252059092,51546853651.155014,43243559552232.29,1.1528092985289653,0.5,tebd_win
periodic_1d_n12_d8_s2_medium,periodic_1d,12,8,2,medium,48,padded4,2.3382859279111437e-13,9.881009200775048e-14,0.42257489055677766,0.0,1.5367218410974504,1.0,both_good
periodic_1d_n12_d8_s2_medium,periodic_1d,12,8,2,medium,64,unpadded,2.3382859279111437e-13,0.012053128252059092,51546853651.155014,43243559552232.29,1.1527537528299237,0.5,tebd_win
periodic_1d_n12_d8_s2_medium,periodic_1d,12,8,2,medium,64,padded4,2.3382859279111437e-13,9.881009200775048e-14,0.42257489055677766,0.0,1.4925945018127773,1.0,both_good
periodic_1d_n16_d4_s0_small,periodic_1d,16,4,0,small,8,unpadded,1.3134182592508059e-11,0.003430360858177059,261178100.27506316,48004849109707.586,1.1415771462872462,0.5,tebd_win
periodic_1d_n16_d4_s0_small,periodic_1d,16,4,0,small,8,padded4,1.3134182592508059e-11,9.4149794235472e-14,0.00716830252452684,0.0,1.5061391075845727,1.0,both_good
periodic_1d_n16_d4_s0_small,periodic_1d,16,4,0,small,16,unpadded,1.3134182592508059e-11,0.003430360858177059,261178100.27506316,48004849109707.586,1.1620516446840403,0.5,tebd_win
periodic_1d_n16_d4_s0_small,periodic_1d,16,4,0,small,16,padded4,1.3134182592508059e-11,9.4149794235472e-14,0.00716830252452684,0.0,1.5103650703659288,1.0,both_good
periodic_1d_n16_d4_s0_small,periodic_1d,16,4,0,small,24,unpadded,1.3134182592508059e-11,0.003430360858177059,261178100.27506316,48004849109707.586,1.1431874099305936,0.5,tebd_win
periodic_1d_n16_d4_s0_small,periodic_1d,16,4,0,small,24,padded4,1.3134182592508059e-11,9.4149794235472e-14,0.00716830252452684,0.0,1.483883843019382,1.0,both_good
periodic_1d_n16_d4_s0_small,periodic_1d,16,4,0,small,32,unpadded,1.3134182592508059e-11,0.003430360858177059,261178100.27506316,48004849109707.586,1.1288448775598645,0.5,tebd_win
periodic_1d_n16_d4_s0_small,periodic_1d,16,4,0,small,32,padded4,1.3134182592508059e-11,9.4149794235472e-14,0.00716830252452684,0.0,1.4643374730728265,1.0,both_good
periodic_1d_n16_d4_s0_small,periodic_1d,16,4,0,small,48,unpadded,1.3134182592508059e-11,0.003430360858177059,261178100.27506316,48004849109707.586,1.142284635051227,0.5,tebd_win
periodic_1d_n16_d4_s0_small,periodic_1d,16,4,0,small,48,padded4,1.3134182592508059e-11,9.4149794235472e-14,0.00716830252452684,0.0,1.4855055813598128,1.0,both_good
periodic_1d_n16_d4_s0_small,periodic_1d,16,4,0,small,64,unpadded,1.3134182592508059e-11,0.003430360858177059,261178100.27506316,48004849109707.586,1.1432836608426982,0.5,tebd_win
periodic_1d_n16_d4_s0_small,periodic_1d,16,4,0,small,64,padded4,1.3134182592508059e-11,9.4149794235472e-14,0.00716830252452684,0.0,1.4817996148281014,1.0,both_good
periodic_1d_n16_d4_s0_medium,periodic_1d,16,4,0,medium,8,unpadded,3.95904796556696e-15,0.04097127850112107,10348770425986.424,710773530553312.6,1.1400663640394515,0.5,tebd_win
periodic_1d_n16_d4_s0_medium,periodic_1d,16,4,0,medium,8,padded4,3.95904796556696e-15,4.097821484954729e-15,1.0350522450333326,0.0,1.5252580668396472,1.0,both_good
periodic_1d_n16_d4_s0_medium,periodic_1d,16,4,0,medium,16,unpadded,3.95904796556696e-15,0.04097127850112107,10348770425986.424,710773530553312.6,1.1360190623900464,0.5,tebd_win
periodic_1d_n16_d4_s0_medium,periodic_1d,16,4,0,medium,16,padded4,3.95904796556696e-15,4.097821484954729e-15,1.0350522450333326,0.0,1.5164477583494629,1.0,both_good
periodic_1d_n16_d4_s0_medium,periodic_1d,16,4,0,medium,24,unpadded,3.95904796556696e-15,0.04097127850112107,10348770425986.424,710773530553312.6,1.1425310916168696,0.5,tebd_win
periodic_1d_n16_d4_s0_medium,periodic_1d,16,4,0,medium,24,padded4,3.95904796556696e-15,4.097821484954729e-15,1.0350522450333326,0.0,1.5292157219838036,1.0,both_good
periodic_1d_n16_d4_s0_medium,periodic_1d,16,4,0,medium,32,unpadded,3.95904796556696e-15,0.04097127850112107,10348770425986.424,710773530553312.6,1.1428056244525524,0.5,tebd_win
periodic_1d_n16_d4_s0_medium,periodic_1d,16,4,0,medium,32,padded4,3.95904796556696e-15,4.097821484954729e-15,1.0350522450333326,0.0,1.5240301490265817,1.0,both_good
periodic_1d_n16_d4_s0_medium,periodic_1d,16,4,0,medium,48,unpadded,3.95904796556696e-15,0.04097127850112107,10348770425986.424,710773530553312.6,1.1302373562458012,0.5,tebd_win
periodic_1d_n16_d4_s0_medium,periodic_1d,16,4,0,medium,48,padded4,3.95904796556696e-15,4.097821484954729e-15,1.0350522450333326,0.0,1.887650697359056,1.0,both_good
periodic_1d_n16_d4_s0_medium,periodic_1d,16,4,0,medium,64,unpadded,3.95904796556696e-15,0.04097127850112107,10348770425986.424,710773530553312.6,1.1417447734153963,0.5,tebd_win
periodic_1d_n16_d4_s0_medium,periodic_1d,16,4,0,medium,64,padded4,3.95904796556696e-15,4.097821484954729e-15,1.0350522450333326,0.0,1.5425434574976413,1.0,both_good
periodic_1d_n16_d4_s1_small,periodic_1d,16,4,1,small,8,unpadded,3.225614557220606e-11,0.005706862147781234,176923251.2609513,8584573589006.024,1.1245676043684685,0.5,tebd_win
periodic_1d_n16_d4_s1_small,periodic_1d,16,4,1,small,8,padded4,3.225614557220606e-11,5.2034153183690886e-12,0.16131547108507227,0.0,1.4491707564567422,1.0,both_good
periodic_1d_n16_d4_s1_small,periodic_1d,16,4,1,small,16,unpadded,3.225614557220606e-11,0.005706862147781234,176923251.2609513,8584573589006.024,1.133993167656493,0.5,tebd_win
periodic_1d_n16_d4_s1_small,periodic_1d,16,4,1,small,16,padded4,3.225614557220606e-11,5.2034153183690886e-12,0.16131547108507227,0.0,1.4725745303653675,1.0,both_good
periodic_1d_n16_d4_s1_small,periodic_1d,16,4,1,small,24,unpadded,3.225614557220606e-11,0.005706862147781234,176923251.2609513,8584573589006.024,1.144771899769368,0.5,tebd_win
periodic_1d_n16_d4_s1_small,periodic_1d,16,4,1,small,24,padded4,3.225614557220606e-11,5.2034153183690886e-12,0.16131547108507227,0.0,1.8296406753865628,1.0,both_good
periodic_1d_n16_d4_s1_small,periodic_1d,16,4,1,small,32,unpadded,3.225614557220606e-11,0.005706862147781234,176923251.2609513,8584573589006.024,1.1449254336849486,0.5,tebd_win
periodic_1d_n16_d4_s1_small,periodic_1d,16,4,1,small,32,padded4,3.225614557220606e-11,5.2034153183690886e-12,0.16131547108507227,0.0,1.8292910405089347,1.0,both_good
periodic_1d_n16_d4_s1_small,periodic_1d,16,4,1,small,48,unpadded,3.225614557220606e-11,0.005706862147781234,176923251.2609513,8584573589006.024,1.1346649460642424,0.5,tebd_win
periodic_1d_n16_d4_s1_small,periodic_1d,16,4,1,small,48,padded4,3.225614557220606e-11,5.2034153183690886e-12,0.16131547108507227,0.0,1.8252844344419854,1.0,both_good
periodic_1d_n16_d4_s1_small,periodic_1d,16,4,1,small,64,unpadded,3.225614557220606e-11,0.005706862147781234,176923251.2609513,8584573589006.024,1.1357895062466152,0.5,tebd_win
periodic_1d_n16_d4_s1_small,periodic_1d,16,4,1,small,64,padded4,3.225614557220606e-11,5.2034153183690886e-12,0.16131547108507227,0.0,1.8232594821788344,1.0,both_good
periodic_1d_n16_d4_s1_medium,periodic_1d,16,4,1,medium,8,unpadded,4.354219381586751e-15,0.04350329017182506,9991065299969.273,127279054051000.86,1.147992787655274,0.5,tebd_win
periodic_1d_n16_d4_s1_medium,periodic_1d,16,4,1,medium,8,padded4,4.354219381586751e-15,1.739847679435909e-14,3.99577404573005,0.0,1.9043834171912957,1.0,both_good
periodic_1d_n16_d4_s1_medium,periodic_1d,16,4,1,medium,16,unpadded,4.354219381586751e-15,0.04350329017182506,9991065299969.273,127279054051000.86,1.152425580706138,0.5,tebd_win
