family,n_qubits,depth,seed,angle_regime,method,chi_max,tdvp_sweeps,svd_threshold,lanczos_tol,reference_type,reference_available,reference_chi,reference_sweeps,wall_time_s,peak_bond_dim,mean_bond_dim,final_max_bond_dim,num_truncations,hit_chi_max,norm_error_or_norm_drift,fidelity_to_reference,infidelity_to_reference,fidelity_direct,fidelity_bit_reversed,observable_error_direct,observable_error_bit_reversed,reference_convention_used,mean_abs_observable_error,max_abs_observable_error,rms_observable_error,energy_error,status,error_message,case_id,num_swaps_inserted,tdvp_lr_count,enriched_lr_count,total_gates,nn_gate_count,lr_gate_count,tebd_direct_gate_count,tebd_swap_gate_count,tdvp_lr_gate_count,skipped_or_exact_lr_gate_count,lr_gate_pairs,mean_abs_error_z_single,max_abs_error_z_single,mean_abs_error_x_single,max_abs_error_x_single,mean_abs_error_y_single,max_abs_error_y_single,mean_abs_error_zz_nn,max_abs_error_zz_nn,mean_abs_error_zz_lr,max_abs_error_zz_lr,fidelity_observable_consistency_warning,tdvp_padding_dim,tdvp_padding_noise,padding_applied,padded_bonds_count,max_bond_dim_before_padding,max_bond_dim_after_padding,mean_bond_dim_after_padding,peak_bond_dim_before_first_lr,peak_bond_dim_after_first_lr,sweep_scan_enabled,lattice_shape,depth_or_cycles,J_over_pi
nn_brickwork,8,8,0,small,tebd_nn,24,1,1e-10,1e-08,exact_statevector,True,,,0.010857364992261864,14,6.0,14,0,False,,0.9999999999802949,1.970512641946698e-11,0.9999999999802949,0.9563040257182263,2.1069196174516164e-06,0.09720492532669696,direct,1.1544193589766602e-07,2.1069196174516164e-06,3.6034314232982465e-07,,ok,,nn_brickwork_n8_d8_s0_small,0,0,0,56,56,0,56,0,0,0,[],4.818194454525582e-16,1.1206313654810174e-15,2.692476436805258e-07,5.480801209545305e-07,6.328488080797889e-16,1.0850695342234928e-15,3.0796203406028723e-07,2.1069196174516164e-06,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,0,small,tdvp_all,24,1,1e-10,1e-08,exact_statevector,True,,,0.12634530599461868,14,6.0,14,0,False,,0.9999999708548781,2.9145121871465562e-08,0.9999999708548781,0.9563038120330029,3.082652481545267e-05,0.09720499480384642,direct,1.658989931079326e-06,3.082652481545267e-05,5.25433991056195e-06,,ok,,nn_brickwork_n8_d8_s0_small,0,56,0,56,56,0,0,0,56,0,[],3.1010350537430398e-15,7.552986014403018e-15,1.094571151966095e-06,2.069058949172309e-06,1.8653698377613104e-15,2.609457788738112e-15,7.20037849659876e-06,3.082652481545267e-05,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,0,small,tebd_nn,32,1,1e-10,1e-08,exact_statevector,True,,,0.016191324990359135,14,6.0,14,0,False,,0.9999999999802949,1.970512641946698e-11,0.9999999999802949,0.9563040257182263,2.1069196174516164e-06,0.09720492532669696,direct,1.1544193589766602e-07,2.1069196174516164e-06,3.6034314232982465e-07,,ok,,nn_brickwork_n8_d8_s0_small,0,0,0,56,56,0,56,0,0,0,[],4.818194454525582e-16,1.1206313654810174e-15,2.692476436805258e-07,5.480801209545305e-07,6.328488080797889e-16,1.0850695342234928e-15,3.0796203406028723e-07,2.1069196174516164e-06,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,0,small,tdvp_all,32,1,1e-10,1e-08,exact_statevector,True,,,0.0943590750102885,14,6.0,14,0,False,,0.9999999708548781,2.9145121871465562e-08,0.9999999708548781,0.9563038120330029,3.082652481545267e-05,0.09720499480384642,direct,1.658989931079326e-06,3.082652481545267e-05,5.25433991056195e-06,,ok,,nn_brickwork_n8_d8_s0_small,0,56,0,56,56,0,0,0,56,0,[],3.1010350537430398e-15,7.552986014403018e-15,1.094571151966095e-06,2.069058949172309e-06,1.8653698377613104e-15,2.609457788738112e-15,7.20037849659876e-06,3.082652481545267e-05,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,0,small,tebd_nn,48,1,1e-10,1e-08,exact_statevector,True,,,0.010540153001784347,14,6.0,14,0,False,,0.9999999999802949,1.970512641946698e-11,0.9999999999802949,0.9563040257182263,2.1069196174516164e-06,0.09720492532669696,direct,1.1544193589766602e-07,2.1069196174516164e-06,3.6034314232982465e-07,,ok,,nn_brickwork_n8_d8_s0_small,0,0,0,56,56,0,56,0,0,0,[],4.818194454525582e-16,1.1206313654810174e-15,2.692476436805258e-07,5.480801209545305e-07,6.328488080797889e-16,1.0850695342234928e-15,3.0796203406028723e-07,2.1069196174516164e-06,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,0,small,tdvp_all,48,1,1e-10,1e-08,exact_statevector,True,,,0.08224010201229248,14,6.0,14,0,False,,0.9999999708548781,2.9145121871465562e-08,0.9999999708548781,0.9563038120330029,3.082652481545267e-05,0.09720499480384642,direct,1.658989931079326e-06,3.082652481545267e-05,5.25433991056195e-06,,ok,,nn_brickwork_n8_d8_s0_small,0,56,0,56,56,0,0,0,56,0,[],3.1010350537430398e-15,7.552986014403018e-15,1.094571151966095e-06,2.069058949172309e-06,1.8653698377613104e-15,2.609457788738112e-15,7.20037849659876e-06,3.082652481545267e-05,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,0,small,tebd_nn,64,1,1e-10,1e-08,exact_statevector,True,,,0.010912190991803072,14,6.0,14,0,False,,0.9999999999802949,1.970512641946698e-11,0.9999999999802949,0.9563040257182263,2.1069196174516164e-06,0.09720492532669696,direct,1.1544193589766602e-07,2.1069196174516164e-06,3.6034314232982465e-07,,ok,,nn_brickwork_n8_d8_s0_small,0,0,0,56,56,0,56,0,0,0,[],4.818194454525582e-16,1.1206313654810174e-15,2.692476436805258e-07,5.480801209545305e-07,6.328488080797889e-16,1.0850695342234928e-15,3.0796203406028723e-07,2.1069196174516164e-06,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,0,small,tdvp_all,64,1,1e-10,1e-08,exact_statevector,True,,,0.08954253900446929,14,6.0,14,0,False,,0.9999999708548781,2.9145121871465562e-08,0.9999999708548781,0.9563038120330029,3.082652481545267e-05,0.09720499480384642,direct,1.658989931079326e-06,3.082652481545267e-05,5.25433991056195e-06,,ok,,nn_brickwork_n8_d8_s0_small,0,56,0,56,56,0,0,0,56,0,[],3.1010350537430398e-15,7.552986014403018e-15,1.094571151966095e-06,2.069058949172309e-06,1.8653698377613104e-15,2.609457788738112e-15,7.20037849659876e-06,3.082652481545267e-05,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,0,medium,tebd_nn,8,1,1e-10,1e-08,exact_statevector,True,,,0.010734262003097683,8,5.142857142857143,8,0,True,,0.9843449892186589,0.015655010781341128,0.9843449892186589,0.624809469139694,0.017633965987381983,0.27471658042915004,direct,0.002751549399728297,0.017633965987381983,0.005204801109520638,,ok,,nn_brickwork_n8_d8_s0_medium,0,0,0,56,56,0,56,0,0,0,[],1.1080546202801855e-15,2.2343238370581275e-15,0.008469541001415143,0.017633965987381983,9.050919735908991e-16,1.2559397966072083e-15,0.0052882059972234234,0.014739432064924396,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,0,medium,tdvp_all,8,1,1e-10,1e-08,exact_statevector,True,,,0.08967856800882146,8,5.142857142857143,8,0,True,,0.9781401741539952,0.021859825846004766,0.9781401741539952,0.6266013495022367,0.021639231294476535,0.28329139040408297,direct,0.003379309846616353,0.021639231294476535,0.006193503541843087,,ok,,nn_brickwork_n8_d8_s0_medium,0,56,0,56,56,0,0,0,56,0,[],6.556821058323337e-15,2.904967932870761e-14,0.008344655909541532,0.014310436467089294,4.0397372946809895e-15,1.1457848558826811e-14,0.0085518933235256,0.021639231294476535,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,0,medium,tebd_nn,16,1,1e-10,1e-08,exact_statevector,True,,,0.01073179199011065,16,6.285714285714286,16,0,True,,0.9999999999999907,9.325873406851315e-15,0.9999999999999907,0.6212201888066816,7.993605777301127e-15,0.2616521591096081,direct,2.472705819862269e-15,7.993605777301127e-15,3.1210748752154028e-15,,ok,,nn_brickwork_n8_d8_s0_medium,0,0,0,56,56,0,56,0,0,0,[],1.0224026486538307e-15,2.546574062733953e-15,6.522560269672795e-15,7.993605777301127e-15,1.1653004949874202e-15,1.8388068845354155e-15,2.4879651910098794e-15,5.051514762044462e-15,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,0,medium,tdvp_all,16,1,1e-10,1e-08,exact_statevector,True,,,0.09383383201202378,16,6.285714285714286,16,0,True,,0.9933903889207147,0.00660961107928526,0.9933903889207147,0.6230358666693401,0.02057651216385603,0.28222867127346246,direct,0.001798809605471486,0.02057651216385603,0.0040439408272787795,,ok,,nn_brickwork_n8_d8_s0_medium,0,56,0,56,56,0,0,0,56,0,[],2.587773745288402e-15,6.022959908591474e-15,0.00230511409268791,0.004756819801992829,9.124645483638005e-16,1.970645868709653e-15,0.006688933934665108,0.02057651216385603,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,0,medium,tebd_nn,24,1,1e-10,1e-08,exact_statevector,True,,,0.01086213999951724,16,6.285714285714286,16,0,False,,0.9999999999999907,9.325873406851315e-15,0.9999999999999907,0.6212201888066816,7.993605777301127e-15,0.2616521591096081,direct,2.472705819862269e-15,7.993605777301127e-15,3.1210748752154028e-15,,ok,,nn_brickwork_n8_d8_s0_medium,0,0,0,56,56,0,56,0,0,0,[],1.0224026486538307e-15,2.546574062733953e-15,6.522560269672795e-15,7.993605777301127e-15,1.1653004949874202e-15,1.8388068845354155e-15,2.4879651910098794e-15,5.051514762044462e-15,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,0,medium,tdvp_all,24,1,1e-10,1e-08,exact_statevector,True,,,0.08650402899365872,16,6.285714285714286,16,0,False,,0.9933903889207147,0.00660961107928526,0.9933903889207147,0.6230358666693401,0.02057651216385603,0.28222867127346246,direct,0.001798809605471486,0.02057651216385603,0.0040439408272787795,,ok,,nn_brickwork_n8_d8_s0_medium,0,56,0,56,56,0,0,0,56,0,[],2.587773745288402e-15,6.022959908591474e-15,0.00230511409268791,0.004756819801992829,9.124645483638005e-16,1.970645868709653e-15,0.006688933934665108,0.02057651216385603,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,0,medium,tebd_nn,32,1,1e-10,1e-08,exact_statevector,True,,,0.010652703989762813,16,6.285714285714286,16,0,False,,0.9999999999999907,9.325873406851315e-15,0.9999999999999907,0.6212201888066816,7.993605777301127e-15,0.2616521591096081,direct,2.472705819862269e-15,7.993605777301127e-15,3.1210748752154028e-15,,ok,,nn_brickwork_n8_d8_s0_medium,0,0,0,56,56,0,56,0,0,0,[],1.0224026486538307e-15,2.546574062733953e-15,6.522560269672795e-15,7.993605777301127e-15,1.1653004949874202e-15,1.8388068845354155e-15,2.4879651910098794e-15,5.051514762044462e-15,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,0,medium,tdvp_all,32,1,1e-10,1e-08,exact_statevector,True,,,0.08641820900083985,16,6.285714285714286,16,0,False,,0.9933903889207147,0.00660961107928526,0.9933903889207147,0.6230358666693401,0.02057651216385603,0.28222867127346246,direct,0.001798809605471486,0.02057651216385603,0.0040439408272787795,,ok,,nn_brickwork_n8_d8_s0_medium,0,56,0,56,56,0,0,0,56,0,[],2.587773745288402e-15,6.022959908591474e-15,0.00230511409268791,0.004756819801992829,9.124645483638005e-16,1.970645868709653e-15,0.006688933934665108,0.02057651216385603,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,0,medium,tebd_nn,48,1,1e-10,1e-08,exact_statevector,True,,,0.010675080004148185,16,6.285714285714286,16,0,False,,0.9999999999999907,9.325873406851315e-15,0.9999999999999907,0.6212201888066816,7.993605777301127e-15,0.2616521591096081,direct,2.472705819862269e-15,7.993605777301127e-15,3.1210748752154028e-15,,ok,,nn_brickwork_n8_d8_s0_medium,0,0,0,56,56,0,56,0,0,0,[],1.0224026486538307e-15,2.546574062733953e-15,6.522560269672795e-15,7.993605777301127e-15,1.1653004949874202e-15,1.8388068845354155e-15,2.4879651910098794e-15,5.051514762044462e-15,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,0,medium,tdvp_all,48,1,1e-10,1e-08,exact_statevector,True,,,0.08637483000347856,16,6.285714285714286,16,0,False,,0.9933903889207147,0.00660961107928526,0.9933903889207147,0.6230358666693401,0.02057651216385603,0.28222867127346246,direct,0.001798809605471486,0.02057651216385603,0.0040439408272787795,,ok,,nn_brickwork_n8_d8_s0_medium,0,56,0,56,56,0,0,0,56,0,[],2.587773745288402e-15,6.022959908591474e-15,0.00230511409268791,0.004756819801992829,9.124645483638005e-16,1.970645868709653e-15,0.006688933934665108,0.02057651216385603,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,0,medium,tebd_nn,64,1,1e-10,1e-08,exact_statevector,True,,,0.010658569008228369,16,6.285714285714286,16,0,False,,0.9999999999999907,9.325873406851315e-15,0.9999999999999907,0.6212201888066816,7.993605777301127e-15,0.2616521591096081,direct,2.472705819862269e-15,7.993605777301127e-15,3.1210748752154028e-15,,ok,,nn_brickwork_n8_d8_s0_medium,0,0,0,56,56,0,56,0,0,0,[],1.0224026486538307e-15,2.546574062733953e-15,6.522560269672795e-15,7.993605777301127e-15,1.1653004949874202e-15,1.8388068845354155e-15,2.4879651910098794e-15,5.051514762044462e-15,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,0,medium,tdvp_all,64,1,1e-10,1e-08,exact_statevector,True,,,0.10070490300131496,16,6.285714285714286,16,0,False,,0.9933903889207147,0.00660961107928526,0.9933903889207147,0.6230358666693401,0.02057651216385603,0.28222867127346246,direct,0.001798809605471486,0.02057651216385603,0.0040439408272787795,,ok,,nn_brickwork_n8_d8_s0_medium,0,56,0,56,56,0,0,0,56,0,[],2.587773745288402e-15,6.022959908591474e-15,0.00230511409268791,0.004756819801992829,9.124645483638005e-16,1.970645868709653e-15,0.006688933934665108,0.02057651216385603,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,1,small,tebd_nn,8,1,1e-10,1e-08,exact_statevector,True,,,0.010143246996449307,8,5.142857142857143,8,0,True,,0.9999990783081422,9.216918578358602e-07,0.9999990783081422,0.9908128003482607,0.00014134183657601995,0.021215920273151525,direct,7.67639098803493e-06,0.00014134183657601995,2.608192210383626e-05,,ok,,nn_brickwork_n8_d8_s1_small,0,0,0,56,56,0,56,0,0,0,[],7.587040804640788e-14,3.8932312235173683e-13,4.210397895387796e-06,8.416529753363378e-06,1.7541258159545214e-13,5.176594829875425e-13,3.417155661809128e-05,0.00014134183657601995,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,1,small,tdvp_all,8,1,1e-10,1e-08,exact_statevector,True,,,0.08263082899793517,8,5.142857142857143,8,0,True,,0.9999992049716203,7.950283796853697e-07,0.9999992049716203,0.990811744616369,7.418296025575588e-05,0.021235934153784507,direct,4.334813763494945e-06,7.418296025575588e-05,1.2234771587940213e-05,,ok,,nn_brickwork_n8_d8_s1_small,0,56,0,56,56,0,0,0,56,0,[],3.3136470997674472e-15,1.1475195793586579e-14,4.413683452691997e-06,7.2137218420920135e-06,9.593671343455235e-15,1.657029548296496e-14,1.726038534228174e-05,7.418296025575588e-05,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,1,small,tebd_nn,16,1,1e-10,1e-08,exact_statevector,True,,,0.010483741003554314,14,6.0,14,0,False,,0.9999999999148961,8.510392390803645e-11,0.9999999999148961,0.9908130576249572,2.333516603224804e-06,0.02121826023693263,direct,1.4784476223961415e-07,2.333516603224804e-06,4.117916050658415e-07,,ok,,nn_brickwork_n8_d8_s1_small,0,0,0,56,56,0,56,0,0,0,[],2.628539746973857e-15,6.040307143351242e-15,3.7085681153792294e-07,7.317566378395313e-07,4.401074773716096e-15,1.1761967268208995e-14,3.683669882294585e-07,2.333516603224804e-06,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,1,small,tdvp_all,16,1,1e-10,1e-08,exact_statevector,True,,,0.08880652599327732,13,5.857142857142857,13,0,False,,0.9999998621495277,1.3785047225933766e-07,0.9999998621495277,0.9908121893755749,1.0338037543564105e-05,0.02122056432346494,direct,1.0640784686943929e-06,1.0338037543564105e-05,2.383842032564725e-06,,ok,,nn_brickwork_n8_d8_s1_small,0,56,0,56,56,0,0,0,56,0,[],4.098338422103831e-15,8.118939548440451e-15,9.802237946054948e-07,2.6752034529842206e-06,9.419033478522132e-15,1.7948858545280277e-14,4.340168525930065e-06,1.0338037543564105e-05,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,1,small,tebd_nn,24,1,1e-10,1e-08,exact_statevector,True,,,0.010517232993151993,14,6.0,14,0,False,,0.9999999999148961,8.510392390803645e-11,0.9999999999148961,0.9908130576249572,2.333516603224804e-06,0.02121826023693263,direct,1.4784476223961415e-07,2.333516603224804e-06,4.117916050658415e-07,,ok,,nn_brickwork_n8_d8_s1_small,0,0,0,56,56,0,56,0,0,0,[],2.628539746973857e-15,6.040307143351242e-15,3.7085681153792294e-07,7.317566378395313e-07,4.401074773716096e-15,1.1761967268208995e-14,3.683669882294585e-07,2.333516603224804e-06,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,1,small,tdvp_all,24,1,1e-10,1e-08,exact_statevector,True,,,0.08600166100950446,13,5.857142857142857,13,0,False,,0.9999998621495277,1.3785047225933766e-07,0.9999998621495277,0.9908121893755749,1.0338037543564105e-05,0.02122056432346494,direct,1.0640784686943929e-06,1.0338037543564105e-05,2.383842032564725e-06,,ok,,nn_brickwork_n8_d8_s1_small,0,56,0,56,56,0,0,0,56,0,[],4.098338422103831e-15,8.118939548440451e-15,9.802237946054948e-07,2.6752034529842206e-06,9.419033478522132e-15,1.7948858545280277e-14,4.340168525930065e-06,1.0338037543564105e-05,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,1,small,tebd_nn,32,1,1e-10,1e-08,exact_statevector,True,,,0.01087028298934456,14,6.0,14,0,False,,0.9999999999148961,8.510392390803645e-11,0.9999999999148961,0.9908130576249572,2.333516603224804e-06,0.02121826023693263,direct,1.4784476223961415e-07,2.333516603224804e-06,4.117916050658415e-07,,ok,,nn_brickwork_n8_d8_s1_small,0,0,0,56,56,0,56,0,0,0,[],2.628539746973857e-15,6.040307143351242e-15,3.7085681153792294e-07,7.317566378395313e-07,4.401074773716096e-15,1.1761967268208995e-14,3.683669882294585e-07,2.333516603224804e-06,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,1,small,tdvp_all,32,1,1e-10,1e-08,exact_statevector,True,,,0.08583375300804619,13,5.857142857142857,13,0,False,,0.9999998621495277,1.3785047225933766e-07,0.9999998621495277,0.9908121893755749,1.0338037543564105e-05,0.02122056432346494,direct,1.0640784686943929e-06,1.0338037543564105e-05,2.383842032564725e-06,,ok,,nn_brickwork_n8_d8_s1_small,0,56,0,56,56,0,0,0,56,0,[],4.098338422103831e-15,8.118939548440451e-15,9.802237946054948e-07,2.6752034529842206e-06,9.419033478522132e-15,1.7948858545280277e-14,4.340168525930065e-06,1.0338037543564105e-05,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,1,small,tebd_nn,48,1,1e-10,1e-08,exact_statevector,True,,,0.010615478997351602,14,6.0,14,0,False,,0.9999999999148961,8.510392390803645e-11,0.9999999999148961,0.9908130576249572,2.333516603224804e-06,0.02121826023693263,direct,1.4784476223961415e-07,2.333516603224804e-06,4.117916050658415e-07,,ok,,nn_brickwork_n8_d8_s1_small,0,0,0,56,56,0,56,0,0,0,[],2.628539746973857e-15,6.040307143351242e-15,3.7085681153792294e-07,7.317566378395313e-07,4.401074773716096e-15,1.1761967268208995e-14,3.683669882294585e-07,2.333516603224804e-06,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,1,small,tdvp_all,48,1,1e-10,1e-08,exact_statevector,True,,,0.09986337900045328,13,5.857142857142857,13,0,False,,0.9999998621495277,1.3785047225933766e-07,0.9999998621495277,0.9908121893755749,1.0338037543564105e-05,0.02122056432346494,direct,1.0640784686943929e-06,1.0338037543564105e-05,2.383842032564725e-06,,ok,,nn_brickwork_n8_d8_s1_small,0,56,0,56,56,0,0,0,56,0,[],4.098338422103831e-15,8.118939548440451e-15,9.802237946054948e-07,2.6752034529842206e-06,9.419033478522132e-15,1.7948858545280277e-14,4.340168525930065e-06,1.0338037543564105e-05,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,1,small,tebd_nn,64,1,1e-10,1e-08,exact_statevector,True,,,0.010681660001864657,14,6.0,14,0,False,,0.9999999999148961,8.510392390803645e-11,0.9999999999148961,0.9908130576249572,2.333516603224804e-06,0.02121826023693263,direct,1.4784476223961415e-07,2.333516603224804e-06,4.117916050658415e-07,,ok,,nn_brickwork_n8_d8_s1_small,0,0,0,56,56,0,56,0,0,0,[],2.628539746973857e-15,6.040307143351242e-15,3.7085681153792294e-07,7.317566378395313e-07,4.401074773716096e-15,1.1761967268208995e-14,3.683669882294585e-07,2.333516603224804e-06,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,1,small,tdvp_all,64,1,1e-10,1e-08,exact_statevector,True,,,0.0858214119944023,13,5.857142857142857,13,0,False,,0.9999998621495277,1.3785047225933766e-07,0.9999998621495277,0.9908121893755749,1.0338037543564105e-05,0.02122056432346494,direct,1.0640784686943929e-06,1.0338037543564105e-05,2.383842032564725e-06,,ok,,nn_brickwork_n8_d8_s1_small,0,56,0,56,56,0,0,0,56,0,[],4.098338422103831e-15,8.118939548440451e-15,9.802237946054948e-07,2.6752034529842206e-06,9.419033478522132e-15,1.7948858545280277e-14,4.340168525930065e-06,1.0338037543564105e-05,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,1,medium,tebd_nn,8,1,1e-10,1e-08,exact_statevector,True,,,0.01092734000121709,8,5.142857142857143,8,0,True,,0.9715916207069939,0.028408379293006103,0.9715916207069939,0.8699521793506971,0.04656449185600364,0.16955988829487476,direct,0.0063825338203662456,0.04656449185600364,0.01331648738322217,,ok,,nn_brickwork_n8_d8_s1_medium,0,0,0,56,56,0,56,0,0,0,[],8.287641406479196e-16,2.345346139520643e-15,0.024526675808223652,0.04656449185600364,1.1063198968042087e-15,2.3869795029440866e-15,0.007385993293604539,0.03153792065447236,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,1,medium,tdvp_all,8,1,1e-10,1e-08,exact_statevector,True,,,0.09314263999112882,8,5.142857142857143,8,0,True,,0.9826544262441663,0.017345573755833676,0.9826544262441663,0.87653430085043,0.04608313858665339,0.15315267142459985,direct,0.004484206396989146,0.04608313858665339,0.010003660401988163,,ok,,nn_brickwork_n8_d8_s1_medium,0,56,0,56,56,0,0,0,56,0,[],3.0765320846448674e-15,5.648259637780484e-15,0.007743506699105229,0.016481462059029006,1.6516735895644175e-15,4.517219931443606e-15,0.01467752528583412,0.04608313858665339,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,1,medium,tebd_nn,16,1,1e-10,1e-08,exact_statevector,True,,,0.010808622988406569,16,6.285714285714286,16,0,True,,1.0,0.0,1.0,0.8907978037295611,3.1086244689504383e-15,0.1380219676404029,direct,1.207144503404375e-15,3.1086244689504383e-15,1.285750860655786e-15,,ok,,nn_brickwork_n8_d8_s1_medium,0,0,0,56,56,0,56,0,0,0,[],6.153931531027723e-16,1.1796119636642288e-15,2.220446049250313e-15,3.1086244689504383e-15,1.1013325668107754e-15,1.7390602846667491e-15,9.972181810472389e-16,2.3314683517128287e-15,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,1,medium,tdvp_all,16,1,1e-10,1e-08,exact_statevector,True,,,0.09589841600973159,16,6.285714285714286,16,0,True,,0.9910792250470749,0.008920774952925092,0.9910792250470749,0.882242853861317,0.010461281425921787,0.14228437464198532,direct,0.0015053703553232494,0.010461281425921787,0.002526302033921363,,ok,,nn_brickwork_n8_d8_s1_medium,0,56,0,56,56,0,0,0,56,0,[],2.9954337621429517e-15,5.1035564663237665e-15,0.0029581849085189016,0.0037543931920931417,2.308049584787142e-15,5.065392549852277e-15,0.004568666868089734,0.010461281425921787,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,1,medium,tebd_nn,24,1,1e-10,1e-08,exact_statevector,True,,,0.010820133000379428,16,6.285714285714286,16,0,False,,1.0,0.0,1.0,0.8907978037295611,3.1086244689504383e-15,0.1380219676404029,direct,1.207144503404375e-15,3.1086244689504383e-15,1.285750860655786e-15,,ok,,nn_brickwork_n8_d8_s1_medium,0,0,0,56,56,0,56,0,0,0,[],6.153931531027723e-16,1.1796119636642288e-15,2.220446049250313e-15,3.1086244689504383e-15,1.1013325668107754e-15,1.7390602846667491e-15,9.972181810472389e-16,2.3314683517128287e-15,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,1,medium,tdvp_all,24,1,1e-10,1e-08,exact_statevector,True,,,0.11020958400331438,16,6.285714285714286,16,0,False,,0.9910792250470749,0.008920774952925092,0.9910792250470749,0.882242853861317,0.010461281425921787,0.14228437464198532,direct,0.0015053703553232494,0.010461281425921787,0.002526302033921363,,ok,,nn_brickwork_n8_d8_s1_medium,0,56,0,56,56,0,0,0,56,0,[],2.9954337621429517e-15,5.1035564663237665e-15,0.0029581849085189016,0.0037543931920931417,2.308049584787142e-15,5.065392549852277e-15,0.004568666868089734,0.010461281425921787,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,1,medium,tebd_nn,32,1,1e-10,1e-08,exact_statevector,True,,,0.01113115600310266,16,6.285714285714286,16,0,False,,1.0,0.0,1.0,0.8907978037295611,3.1086244689504383e-15,0.1380219676404029,direct,1.207144503404375e-15,3.1086244689504383e-15,1.285750860655786e-15,,ok,,nn_brickwork_n8_d8_s1_medium,0,0,0,56,56,0,56,0,0,0,[],6.153931531027723e-16,1.1796119636642288e-15,2.220446049250313e-15,3.1086244689504383e-15,1.1013325668107754e-15,1.7390602846667491e-15,9.972181810472389e-16,2.3314683517128287e-15,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
nn_brickwork,8,8,1,medium,tdvp_all,32,1,1e-10,1e-08,exact_statevector,True,,,0.08759030999499373,16,6.285714285714286,16,0,False,,0.9910792250470749,0.008920774952925092,0.9910792250470749,0.882242853861317,0.010461281425921787,0.14228437464198532,direct,0.0015053703553232494,0.010461281425921787,0.002526302033921363,,ok,,nn_brickwork_n8_d8_s1_medium,0,56,0,56,56,0,0,0,56,0,[],2.9954337621429517e-15,5.1035564663237665e-15,0.0029581849085189016,0.0037543931920931417,2.308049584787142e-15,5.065392549852277e-15,0.004568666868089734,0.010461281425921787,0.0,0.0,,,0.0,False,0,,,,,,False,,8,
