case_id,family,n_qubits,depth_or_cycles,seed,angle_regime,chi_max,tdvp_variant,tebd_error,tdvp_error,tdvp_error_over_tebd_error,tdvp_infidelity_over_tebd_infidelity,tdvp_time_over_tebd_time,tdvp_peak_chi_over_tebd_peak_chi,outcome,tebd_accuracy_limited,tebd_bond_limited,tebd_hit_chi_max,tdvp_hit_chi_max
sparse_long_range_n12_d8_s1_medium,sparse_long_range,12,8,1,medium,8,padded4,0.03400953702841691,0.009483332714995957,0.27884333465263267,0.09164212465142864,2.0445610654063167,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s1_medium,sparse_long_range,12,8,1,medium,16,unpadded,0.019736696261117053,0.004870935844800914,0.24679590648598398,0.07165044847653608,1.8398900970121983,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s1_medium,sparse_long_range,12,8,1,medium,16,padded4,0.019736696261117053,0.007929658597638183,0.4017723378182738,0.08213778272441749,1.7478523440676976,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s1_medium,sparse_long_range,12,8,1,medium,24,unpadded,0.018045633278703423,0.00436215566869973,0.24172915415762844,0.06318525890070319,1.870720444514626,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s1_medium,sparse_long_range,12,8,1,medium,24,padded4,0.018045633278703423,0.007278154776895533,0.4033194437950181,0.06310693781146912,1.7127944440817757,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s1_medium,sparse_long_range,12,8,1,medium,32,unpadded,0.01621688237511463,0.0049165589089634485,0.303175345003925,0.10217283137085995,9.212456883697248,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s1_medium,sparse_long_range,12,8,1,medium,32,padded4,0.01621688237511463,0.007390978419608136,0.45575828008408387,0.12132441951300259,9.007083469269665,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s1_medium,sparse_long_range,12,8,1,medium,48,unpadded,0.0031355626497128184,0.0046333442324721814,1.4776755402723472,0.9870751678377268,7.406467356647238,1.0,similar,True,True,True,True
sparse_long_range_n12_d8_s1_medium,sparse_long_range,12,8,1,medium,48,padded4,0.0031355626497128184,0.007239796625781215,2.308930624123966,1.2997054055467177,8.706644014801618,1.0,tebd_win,True,True,True,True
sparse_long_range_n12_d8_s2_small,sparse_long_range,12,8,2,small,8,unpadded,0.03862981829719848,0.0045486130685755705,0.11774875650671766,0.041084661903648394,2.190262347194707,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s2_small,sparse_long_range,12,8,2,small,8,padded4,0.03862981829719848,0.002354407605968528,0.06094793374006823,0.0491965224254944,2.76876220720981,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s2_small,sparse_long_range,12,8,2,small,16,unpadded,0.032815682192969264,0.0012688677827831173,0.03866650631614696,0.028969188485573043,1.66741051333303,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s2_small,sparse_long_range,12,8,2,small,16,padded4,0.032815682192969264,0.0016908198802613105,0.05152475180368389,0.02903997165159211,1.653100140896057,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s2_small,sparse_long_range,12,8,2,small,24,unpadded,0.048520955412091615,0.0008078057428340301,0.016648595147669365,0.0190003580498634,1.6340803750144806,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s2_small,sparse_long_range,12,8,2,small,24,padded4,0.048520955412091615,0.0010912672452757302,0.022490638034793974,0.01839042474283989,1.5902136393280857,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s2_small,sparse_long_range,12,8,2,small,32,unpadded,0.008186126192959737,0.0009043774914403481,0.11047685683347201,0.1521599754349562,5.446936469121682,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s2_small,sparse_long_range,12,8,2,small,32,padded4,0.008186126192959737,0.0008954745865934421,0.10938929665701605,0.15079435271022246,4.969965251524036,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s2_small,sparse_long_range,12,8,2,small,48,unpadded,0.0007955668761904579,0.0009349519784793581,1.1752022444126138,1.938517812172167,4.7326489649912595,1.0,similar,True,True,True,True
sparse_long_range_n12_d8_s2_small,sparse_long_range,12,8,2,small,48,padded4,0.0007955668761904579,0.0009703672822248595,1.21971805421491,1.9357256524971034,5.958013609304522,1.0,similar,True,True,True,True
sparse_long_range_n12_d8_s2_medium,sparse_long_range,12,8,2,medium,8,unpadded,0.028745219769755855,0.004211132951700843,0.14649854777355248,0.10218726715153739,2.2416251681728223,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s2_medium,sparse_long_range,12,8,2,medium,8,padded4,0.028745219769755855,0.005727295045705499,0.19924339043430953,0.10326479252025698,2.6908437524387088,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s2_medium,sparse_long_range,12,8,2,medium,16,unpadded,0.021340371901141273,0.004771848727522873,0.22360663392504782,0.20320707583788736,1.837299740059026,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s2_medium,sparse_long_range,12,8,2,medium,16,padded4,0.021340371901141273,0.006022554334380762,0.2822141227097677,0.20150985654011108,2.0295547613814935,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s2_medium,sparse_long_range,12,8,2,medium,24,unpadded,0.009613553362491844,0.003779412859128901,0.39313380980175605,0.3295533709476786,1.8324476022558425,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s2_medium,sparse_long_range,12,8,2,medium,24,padded4,0.009613553362491844,0.003075580516481985,0.3199213028224967,0.31375991240524015,2.081601824310937,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s2_medium,sparse_long_range,12,8,2,medium,32,unpadded,0.008830876556054431,0.001982951296404504,0.22454750486179048,0.7758905922880484,5.036838542430216,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s2_medium,sparse_long_range,12,8,2,medium,32,padded4,0.008830876556054431,0.003222476249478202,0.36491012291060493,0.8285587922933716,4.87974550257273,1.0,tdvp_win,True,True,True,True
sparse_long_range_n12_d8_s2_medium,sparse_long_range,12,8,2,medium,48,unpadded,0.0005493271847953675,0.002536843635598914,4.618092287830113,11.353854682433266,6.647896237505797,1.0,tebd_win,True,True,True,True
sparse_long_range_n12_d8_s2_medium,sparse_long_range,12,8,2,medium,48,padded4,0.0005493271847953675,0.002731559009015312,4.972553852460184,11.707233264288494,7.940329267023352,1.0,tebd_win,True,True,True,True
sparse_long_range_n16_d4_s0_small,sparse_long_range,16,4,0,small,8,unpadded,0.05023562554115015,0.0014646111196634512,0.029154829941626298,0.020922960484281366,2.434278596848113,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s0_small,sparse_long_range,16,4,0,small,8,padded4,0.05023562554115015,0.001323372396608816,0.02634330482308387,0.029853287667912853,1.7934978971036302,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s0_small,sparse_long_range,16,4,0,small,16,unpadded,0.018781090645939604,0.0005707893091838942,0.03039170194875219,0.04897224854955768,1.7443695376947315,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s0_small,sparse_long_range,16,4,0,small,16,padded4,0.018781090645939604,0.0010445281002630132,0.05561594477948149,0.06801692775983467,2.0561111495014743,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s0_small,sparse_long_range,16,4,0,small,24,unpadded,0.0306200380238911,0.00038150829662748025,0.012459432490900589,0.03159625555790538,1.4347746168499138,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s0_small,sparse_long_range,16,4,0,small,24,padded4,0.0306200380238911,0.0010445281002630132,0.034112567053248805,0.04407911673483109,1.310443381285221,0.6666666666666666,tdvp_win,True,True,True,False
sparse_long_range_n16_d4_s0_small,sparse_long_range,16,4,0,small,32,unpadded,0.011847443154357628,0.00038150829662748025,0.03220174105559283,0.06445569498110988,1.5844517669776175,0.75,tdvp_win,True,True,True,False
sparse_long_range_n16_d4_s0_small,sparse_long_range,16,4,0,small,32,padded4,0.011847443154357628,0.0010445281002630132,0.0881648543617467,0.0899204685216617,0.6484146076874179,0.5,tdvp_win,True,True,True,False
sparse_long_range_n16_d4_s0_small,sparse_long_range,16,4,0,small,48,unpadded,0.01038954202592513,0.00038150829662748025,0.03672041517089961,0.10147616010942727,0.01733753230950129,0.5,tdvp_win,True,True,True,False
sparse_long_range_n16_d4_s0_small,sparse_long_range,16,4,0,small,48,padded4,0.01038954202592513,0.0010445281002630132,0.10053649118090015,0.14156675936072166,0.015893088847358128,0.3333333333333333,tdvp_win,True,True,True,False
sparse_long_range_n16_d4_s0_small,sparse_long_range,16,4,0,small,64,unpadded,0.003670368382906478,0.00038150829662748025,0.10394278089475391,0.3291914078280547,0.011636321293817484,0.375,tdvp_win,True,True,True,False
sparse_long_range_n16_d4_s0_small,sparse_long_range,16,4,0,small,64,padded4,0.003670368382906478,0.0010445281002630132,0.28458399574482934,0.4592463960535887,0.011859698973317883,0.25,tdvp_win,True,True,True,False
sparse_long_range_n16_d4_s0_medium,sparse_long_range,16,4,0,medium,8,unpadded,0.054102520536009426,0.003842046950040969,0.07101419512393677,0.05099240076221391,28.09347160557636,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s0_medium,sparse_long_range,16,4,0,medium,8,padded4,0.054102520536009426,0.00605927036911066,0.11199608279022315,0.06652502009697019,5.553245563149064,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s0_medium,sparse_long_range,16,4,0,medium,16,unpadded,0.0340451959046895,0.003590872946901183,0.1054737049231244,0.08566425093099694,2.5721932361372746,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s0_medium,sparse_long_range,16,4,0,medium,16,padded4,0.0340451959046895,0.0029382599024004043,0.08630468482619831,0.08981733543624465,2.0805498710217645,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s0_medium,sparse_long_range,16,4,0,medium,24,unpadded,0.026915782395254384,0.0035225266065533607,0.13087216098070512,0.10866828851716205,1.531785623273178,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s0_medium,sparse_long_range,16,4,0,medium,24,padded4,0.026915782395254384,0.0036663690501577625,0.13621632826115407,0.11708021172838966,1.4869886373013959,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s0_medium,sparse_long_range,16,4,0,medium,32,unpadded,0.019277583722111743,0.0027950010087518166,0.14498710258723446,0.1338381818618104,5.282240725328665,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s0_medium,sparse_long_range,16,4,0,medium,32,padded4,0.019277583722111743,0.003899134426425031,0.2022626114678808,0.1415992035309775,4.600046061674986,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s0_medium,sparse_long_range,16,4,0,medium,48,unpadded,0.00941154375362013,0.0024546231155689146,0.26080982884712717,0.44100511985816704,0.5180560725668485,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s0_medium,sparse_long_range,16,4,0,medium,48,padded4,0.00941154375362013,0.0031330488033517647,0.3328942504407573,0.4618476752463727,0.4644346797863736,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s0_medium,sparse_long_range,16,4,0,medium,64,unpadded,0.004984399298404764,0.0025133256834333766,0.5042384313467334,1.069183727301913,0.3307695043049742,1.0,similar,True,True,True,True
sparse_long_range_n16_d4_s0_medium,sparse_long_range,16,4,0,medium,64,padded4,0.004984399298404764,0.0031518877619139407,0.6323505749073292,1.0934709444465385,0.2749437057579387,1.0,similar,True,True,True,True
sparse_long_range_n16_d4_s1_small,sparse_long_range,16,4,1,small,8,unpadded,0.011866082021254928,0.0005041890959750956,0.04248993855528514,0.04415843415289072,17.771492563311863,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s1_small,sparse_long_range,16,4,1,small,8,padded4,0.011866082021254928,0.0004537753542356636,0.03824138021487175,0.04386467462845785,15.77466831275546,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s1_small,sparse_long_range,16,4,1,small,16,unpadded,0.01079190147387797,0.00044799907510380656,0.041512524571151614,0.06005045599589221,1.7009636211100279,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s1_small,sparse_long_range,16,4,1,small,16,padded4,0.01079190147387797,0.000443015228335791,0.04105071098064775,0.06004216599913604,1.7493958579125057,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s1_small,sparse_long_range,16,4,1,small,24,unpadded,0.04442376931468415,0.00044806328208731077,0.010086115811411004,0.031124700671145755,1.1330575350333396,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s1_small,sparse_long_range,16,4,1,small,24,padded4,0.04442376931468415,0.00044301436253486675,0.009972462250933525,0.03112059914182788,1.5080397937487526,0.875,tdvp_win,True,True,True,False
sparse_long_range_n16_d4_s1_small,sparse_long_range,16,4,1,small,32,unpadded,0.019765501987649432,0.00044806328208731077,0.022668955352982446,0.061857086887646115,0.6606094683071422,0.75,tdvp_win,True,True,True,False
sparse_long_range_n16_d4_s1_small,sparse_long_range,16,4,1,small,32,padded4,0.019765501987649432,0.00044301436253486675,0.022413514355045794,0.06184893552715373,0.8158575270177929,0.65625,tdvp_win,True,True,True,False
sparse_long_range_n16_d4_s1_small,sparse_long_range,16,4,1,small,48,unpadded,0.007176866690401571,0.00044806328208731077,0.062431601618928786,0.16404160801834997,0.01417481554396229,0.5,tdvp_win,True,True,True,False
sparse_long_range_n16_d4_s1_small,sparse_long_range,16,4,1,small,48,padded4,0.007176866690401571,0.00044301436253486675,0.06172810247783473,0.16401999105657586,0.01410891321121538,0.4375,tdvp_win,True,True,True,False
sparse_long_range_n16_d4_s1_small,sparse_long_range,16,4,1,small,64,unpadded,0.002909384142435045,0.00044806328208731077,0.15400622954942575,0.3129954659218461,0.010792284700358321,0.375,tdvp_win,True,True,True,False
sparse_long_range_n16_d4_s1_small,sparse_long_range,16,4,1,small,64,padded4,0.002909384142435045,0.00044301436253486675,0.15227083837890185,0.3129542202214166,0.012608719891007975,0.328125,tdvp_win,True,True,True,False
sparse_long_range_n16_d4_s1_medium,sparse_long_range,16,4,1,medium,8,unpadded,0.03318434669117425,0.004587034250707827,0.1382288551104066,0.08842725116921063,19.08833112713126,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s1_medium,sparse_long_range,16,4,1,medium,8,padded4,0.03318434669117425,0.004658768745401867,0.1403905518694728,0.09265743377438154,23.02063849679108,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s1_medium,sparse_long_range,16,4,1,medium,16,unpadded,0.04932963985561544,0.004362775381470659,0.08844125751252616,0.07015468391742591,1.8318402065634443,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s1_medium,sparse_long_range,16,4,1,medium,16,padded4,0.04932963985561544,0.004103685875632637,0.0831890499838201,0.07222139680494015,1.1450607526004026,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s1_medium,sparse_long_range,16,4,1,medium,24,unpadded,0.04900622233582588,0.005555211074498392,0.11335725974612142,0.07573890391382425,1.1801993499026142,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s1_medium,sparse_long_range,16,4,1,medium,24,padded4,0.04900622233582588,0.005204133914889385,0.10619332947614114,0.07845042163058205,1.1758830464812153,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s1_medium,sparse_long_range,16,4,1,medium,32,unpadded,0.03574472860068293,0.00510607477923007,0.1428483297851229,0.10658329551638937,0.22374561390232103,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s1_medium,sparse_long_range,16,4,1,medium,32,padded4,0.03574472860068293,0.00459010627907638,0.12841351602789014,0.1104267135251545,0.5722661329432186,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s1_medium,sparse_long_range,16,4,1,medium,48,unpadded,0.017241016291347406,0.00510607477923007,0.29615857284425917,0.2666038717306669,0.01888823140583003,0.6666666666666666,tdvp_win,True,True,True,False
sparse_long_range_n16_d4_s1_medium,sparse_long_range,16,4,1,medium,48,padded4,0.017241016291347406,0.0045900079120513,0.2662260643158748,0.27621748589291734,0.019271948050383254,0.7083333333333334,tdvp_win,True,True,True,False
sparse_long_range_n16_d4_s1_medium,sparse_long_range,16,4,1,medium,64,unpadded,0.005156450281933536,0.00510607477923007,0.9902305850053543,1.8864767378238407,0.0098713421219887,0.5,similar,True,True,True,False
sparse_long_range_n16_d4_s1_medium,sparse_long_range,16,4,1,medium,64,padded4,0.005156450281933536,0.0045900079120513,0.8901487769858153,1.9545022295984718,0.009810061069504243,0.53125,similar,True,True,True,False
sparse_long_range_n16_d4_s2_small,sparse_long_range,16,4,2,small,8,unpadded,0.01833539634557819,0.0005156238124638175,0.028121770740350892,0.03165397682106559,2.6515736333257225,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s2_small,sparse_long_range,16,4,2,small,8,padded4,0.01833539634557819,0.000495964497488364,0.027049565122052678,0.02361269397436712,2.244915063112865,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s2_small,sparse_long_range,16,4,2,small,16,unpadded,0.028450432222992914,0.0005354854807690426,0.018821699318025714,0.01814215575169046,1.2059591918670391,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s2_small,sparse_long_range,16,4,2,small,16,padded4,0.028450432222992914,0.0005913759026981923,0.02078618342466718,0.019732571803315755,1.075253182296805,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s2_small,sparse_long_range,16,4,2,small,24,unpadded,0.01635271014495678,0.00017672724989896153,0.010807214726634453,0.026231950149291368,2.0444505250113956,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s2_small,sparse_long_range,16,4,2,small,24,padded4,0.01635271014495678,0.00030630145831670304,0.01873092934452625,0.034433908911230895,1.3271616318054762,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s2_small,sparse_long_range,16,4,2,small,32,unpadded,0.004842891202718522,0.0001821369460213959,0.03760913437806628,0.06556820356677641,1.143487546805606,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s2_small,sparse_long_range,16,4,2,small,32,padded4,0.004842891202718522,0.00030139288005074695,0.062234080311687,0.08716597092706964,0.3855496595952817,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s2_small,sparse_long_range,16,4,2,small,48,unpadded,0.0036429327980512737,0.00016729446554787262,0.045923017201240715,0.13341796634612402,0.3443223946666343,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s2_small,sparse_long_range,16,4,2,small,48,padded4,0.0036429327980512737,0.0003013936733255761,0.08273379994459454,0.17933733855235967,0.01741079848898796,0.7083333333333334,tdvp_win,True,True,True,False
sparse_long_range_n16_d4_s2_small,sparse_long_range,16,4,2,small,64,unpadded,0.0021192678519796324,0.00020668743860474207,0.09752775630115512,0.26672448385964453,0.369102487137254,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s2_small,sparse_long_range,16,4,2,small,64,padded4,0.0021192678519796324,0.0003013936733255761,0.14221594171970323,0.3592923559466133,0.006776642711785542,0.53125,tdvp_win,True,True,True,False
sparse_long_range_n16_d4_s2_medium,sparse_long_range,16,4,2,medium,8,unpadded,0.04883238344410152,0.0049897787201469285,0.10218175661769066,0.07477037784292002,4.802057923868191,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s2_medium,sparse_long_range,16,4,2,medium,8,padded4,0.04883238344410152,0.004401372585757761,0.0901322498582527,0.07847083909878941,2.1889974071878546,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s2_medium,sparse_long_range,16,4,2,medium,16,unpadded,0.055554018961480885,0.004567957898956364,0.08222551643155859,0.0770041856557127,1.4642602751865317,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s2_medium,sparse_long_range,16,4,2,medium,16,padded4,0.055554018961480885,0.004697301478066274,0.08455376525185712,0.07440680828463825,1.3959421842246627,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s2_medium,sparse_long_range,16,4,2,medium,24,unpadded,0.041192087197592105,0.004968648623131062,0.12062143390057463,0.08598794460119194,1.5558119836729816,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s2_medium,sparse_long_range,16,4,2,medium,24,padded4,0.041192087197592105,0.004905786995679913,0.11909537315134355,0.08871762704554742,1.1982697489149718,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s2_medium,sparse_long_range,16,4,2,medium,32,unpadded,0.05379955712355101,0.003445057252654371,0.0640350485551912,0.07063783488957218,2.718117199340973,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s2_medium,sparse_long_range,16,4,2,medium,32,padded4,0.05379955712355101,0.005234170879936994,0.0972902224439634,0.07307077414458363,1.1591302417799034,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s2_medium,sparse_long_range,16,4,2,medium,48,unpadded,0.03043574509628381,0.003570091308319494,0.11729929058826953,0.15160620507227274,0.10841727598574659,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d4_s2_medium,sparse_long_range,16,4,2,medium,48,padded4,0.03043574509628381,0.005168811951463546,0.1698270219806334,0.15545338168093492,0.08770364881366131,0.9791666666666666,tdvp_win,True,True,True,False
sparse_long_range_n16_d4_s2_medium,sparse_long_range,16,4,2,medium,64,unpadded,0.020305154779246538,0.0035698701188018444,0.175811027180671,0.24839257803121195,0.07909684626083797,0.921875,tdvp_win,True,True,True,False
sparse_long_range_n16_d4_s2_medium,sparse_long_range,16,4,2,medium,64,padded4,0.020305154779246538,0.005168811951463546,0.25455663882683016,0.25469534305866715,0.03707091127212654,0.734375,tdvp_win,True,True,True,False
sparse_long_range_n16_d8_s0_small,sparse_long_range,16,8,0,small,8,unpadded,0.030798656556127523,0.002716549922544531,0.08820352009815383,0.04268197033683118,11.691548923127138,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_small,sparse_long_range,16,8,0,small,8,padded4,0.030798656556127523,0.0025952002846684323,0.08426342493020547,0.042333123277343045,12.53257633085919,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_small,sparse_long_range,16,8,0,small,16,unpadded,0.05075480786598887,0.002835454711725105,0.0558657362906729,0.03696191314113024,1.4006935165183456,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_small,sparse_long_range,16,8,0,small,16,padded4,0.05075480786598887,0.0027895210228710797,0.0549607247107787,0.037983295349190566,1.383615704196622,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_small,sparse_long_range,16,8,0,small,24,unpadded,0.059903144103875615,0.002339496535767925,0.03905465348715418,0.03659678165329836,1.3657686670295157,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_small,sparse_long_range,16,8,0,small,24,padded4,0.059903144103875615,0.0025316022012718807,0.042261591426352045,0.03897226429172263,1.4747454660570216,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_small,sparse_long_range,16,8,0,small,32,unpadded,0.03406935733781532,0.0025056507906043705,0.0735455842550696,0.05094359489223167,7.784657911071498,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_small,sparse_long_range,16,8,0,small,32,padded4,0.03406935733781532,0.0023528653486054965,0.06906104289774587,0.053856689032752945,6.903744560670101,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_small,sparse_long_range,16,8,0,small,48,unpadded,0.04280301723325109,0.002262387132557712,0.0528557863159282,0.04755129012541111,0.558256858320392,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_small,sparse_long_range,16,8,0,small,48,padded4,0.04280301723325109,0.0021428442949306997,0.05006292624777986,0.04764472031441163,0.5410592316678581,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_small,sparse_long_range,16,8,0,small,64,unpadded,0.020113376433236418,0.002234799477204273,0.11111011045919525,0.07643046839122522,0.5372434172979172,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_small,sparse_long_range,16,8,0,small,64,padded4,0.020113376433236418,0.002111390578342653,0.10497444749523399,0.07623846779026346,0.5869784445833642,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_medium,sparse_long_range,16,8,0,medium,8,unpadded,0.04044277840414248,0.009319874732540562,0.2304459559975717,0.1235674920656441,2.1841404047539075,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_medium,sparse_long_range,16,8,0,medium,8,padded4,0.04044277840414248,0.011549741602475993,0.2855822982056291,0.13169214455390885,2.173201555632395,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_medium,sparse_long_range,16,8,0,medium,16,unpadded,0.04096375883454676,0.009679661015356405,0.2362981642981715,0.12925695552665795,1.8483528805301457,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_medium,sparse_long_range,16,8,0,medium,16,padded4,0.04096375883454676,0.00874287909963987,0.2134296106700679,0.13457178121125166,1.8845474423079,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_medium,sparse_long_range,16,8,0,medium,24,unpadded,0.04803904151690269,0.011289134513837945,0.23499916229314916,0.13142975750915725,1.6931926079855177,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_medium,sparse_long_range,16,8,0,medium,24,padded4,0.04803904151690269,0.008851815666064215,0.18426295335117532,0.13874064705990116,1.5884391942517204,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_medium,sparse_long_range,16,8,0,medium,32,unpadded,0.03649541212866253,0.00911575339764982,0.2497780643088162,0.11436883029285816,10.264076267817652,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_medium,sparse_long_range,16,8,0,medium,32,padded4,0.03649541212866253,0.01047948315668039,0.28714522032894324,0.1526027333265038,8.147093068569792,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_medium,sparse_long_range,16,8,0,medium,48,unpadded,0.03536476714734611,0.008838235481138742,0.24991640533965714,0.14010148471819445,0.8993995589221111,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_medium,sparse_long_range,16,8,0,medium,48,padded4,0.03536476714734611,0.0073423821564613774,0.20761856357966643,0.14507687397016714,0.6581961672945038,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_medium,sparse_long_range,16,8,0,medium,64,unpadded,0.02666679669328392,0.007940294711357399,0.2977595998006456,0.14392492882281543,0.9467112296781973,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s0_medium,sparse_long_range,16,8,0,medium,64,padded4,0.02666679669328392,0.008128601287771367,0.3048210619844929,0.14674310310699895,0.8509920153042798,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s1_small,sparse_long_range,16,8,1,small,8,unpadded,0.01885391118441503,0.0022651326318763997,0.1201412592708508,0.04044401000768396,12.99468962976323,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s1_small,sparse_long_range,16,8,1,small,8,padded4,0.01885391118441503,0.0022782295044049858,0.12083590943656349,0.04051291482940267,12.522256997212924,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s1_small,sparse_long_range,16,8,1,small,16,unpadded,0.023716534305481058,0.0021194845784785177,0.08936738189393423,0.03765765453442217,1.871879463423654,1.0,tdvp_win,True,True,True,True
sparse_long_range_n16_d8_s1_small,sparse_long_range,16,8,1,small,16,padded4,0.023716534305481058,0.0021311391747251157,0.08985879417603584,0.03705294496910684,1.8552182188931612,1.0,tdvp_win,True,True,True,True
