model,method,chi_max,trotter_step,time,infidelity,fidelity,state_norm,norm_drift,phase_aligned_distance,current_max_bond,peak_max_bond,param_count,memory_bytes,peak_param_count,peak_memory_bytes,step_runtime_s,cumulative_runtime_s,discarded_weight_step,compression_residual_step,tdvp_substeps,variational_init,variational_converged,variational_sweeps,failed,failure_message
ising,mpo_zipup,4,2,0.2,0.00184574295433515,0.9981542570456648,0.9995138491904009,0.0004861508095991285,0.042972030822473015,4,4,424,6784,424,6784,0.08531698491424322,0.16468159045325592,0.0009288834299459883,0.0,2,,,,0,
ising,mpo_zipup,4,3,0.30000000000000004,0.008061419056663799,0.9919385809433362,0.9987452967525704,0.0012547032474296005,0.08987620092762615,4,4,424,6784,424,6784,0.08686242095427588,0.2515440114075318,0.0020722410144073575,0.0,2,,,,0,
ising,mpo_zipup,4,4,0.4,0.02092793856476083,0.9790720614352392,0.9974565944302403,0.002543405569759738,0.14504686889411078,4,4,424,6784,424,6784,0.08356079098302871,0.3351048023905605,0.003776549458851364,0.0,2,,,,0,
ising,hybrid_tdvp,8,0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,32,512,0,0,0.0,0.0,0.0,0.0,2,,,,0,
ising,hybrid_tdvp,8,1,0.1,1.950831794639285e-05,0.9999804916820536,1.0000000000000253,2.531308496145357e-14,0.0044168329253232285,7,7,264,4224,264,4224,0.1848362636519596,0.1848362636519596,1.7264563646089748e-18,0.0,2,,,,0,
ising,hybrid_tdvp,8,2,0.2,0.0002952666165108031,0.9997047333834892,0.9999999990058398,9.941601986085402e-10,0.017183958080907117,8,8,1212,19392,1212,19392,0.46015237201936543,0.644988635671325,1.987259280061308e-09,0.0,2,,,,0,
ising,hybrid_tdvp,8,3,0.30000000000000004,0.0004031054253974542,0.9995968945746025,1.0000000000000002,2.220446049250313e-16,0.02007849738107845,8,8,1448,23168,1448,23168,0.8106157450238243,1.4556043806951493,0.0004224492340384542,0.0,2,,,,0,
ising,hybrid_tdvp,8,4,0.4,0.001303303329239891,0.9986966966707601,1.0000000000000002,2.220446049250313e-16,0.036107177348575235,8,8,1448,23168,1448,23168,0.7978998149046674,2.2535041955998167,0.0014809680340956163,0.0,2,,,,0,
ising,hybrid_tdvp,8,5,0.5,0.004327664730153669,0.9956723352698463,0.9999999999999992,7.771561172376096e-16,0.06582064311122984,8,8,1448,23168,1448,23168,0.6777071660617366,2.9312113616615534,0.0028700244262573173,0.0,2,,,,0,
ising,hybrid_tdvp,8,6,0.6000000000000001,0.010845277521803642,0.9891547224781964,0.9999999999999999,1.1102230246251565e-16,0.10428251567151245,8,8,1448,23168,1448,23168,0.7013461880851537,3.632557549746707,0.003512458764982765,0.0,2,,,,0,
ising,tebd_swap,8,0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,32,512,0,0,0.0,0.0,0.0,0.0,2,,,,0,
ising,tebd_swap,8,1,0.1,0.00033700567320482655,0.9996629943267952,0.9998310752288653,0.00016892477113472637,0.01835848771538074,8,8,1448,23168,1448,23168,0.03388441487913951,0.03388441487913951,0.00028063679882244,0.0,2,,,,0,
ising,tebd_swap,8,2,0.2,0.012984480758533423,0.9870155192414666,0.9920464701228048,0.00795352987719522,0.11413547138114001,8,8,1448,23168,1448,23168,0.061915101832710207,0.09579951671184972,0.03401254932965223,0.0,2,,,,0,
ising,mpo_zipup,8,0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,32,512,0,0,0.0,0.0,0.0,0.0,2,,,,0,
ising,mpo_zipup,8,1,0.1,5.386621415925941e-05,0.9999461337858407,0.9999730665302162,2.69334697837742e-05,0.007339410028841596,8,8,1348,21568,1348,21568,0.08125170698622242,0.08125170698622242,7.605614888263638e-05,0.0,2,,,,0,
ising,mpo_zipup,8,2,0.2,0.00011601532123728386,0.9998839846787627,0.9999561388434332,4.386115656684897e-05,0.010771197069936251,8,8,1448,23168,1448,23168,0.09898746880935505,0.18023917579557747,0.0004368713698979592,0.0,2,,,,0,
ising,mpo_zipup,8,3,0.30000000000000004,0.0007142078073165692,0.9992857921926834,0.9998399134133364,0.0001600865866635548,0.02672705326204665,8,8,1448,23168,1448,23168,0.09159528888994828,0.27183446468552575,0.0011258884399450086,0.0,2,,,,0,
ising,mpo_zipup,8,4,0.4,0.002068061623753281,0.9979319383762467,0.9997121052167123,0.0002878947832877232,0.04548771208259182,8,8,1448,23168,1448,23168,0.09012500010430813,0.3619594647898339,0.002139299916578432,0.0,2,,,,0,
ising,mpo_zipup,8,5,0.5,0.004442717809337138,0.9955572821906629,0.9995305577861853,0.0004694422138147303,0.06669080323704157,8,8,1448,23168,1448,23168,0.11549442575778812,0.477453890547622,0.0033386477237358617,0.0,2,,,,0,
ising,mpo_zipup,8,6,0.6000000000000001,0.009071678197806743,0.9909283218021933,0.999209923010961,0.0007900769890389903,0.09535379324513157,8,8,1448,23168,1448,23168,0.12426449108170345,0.6017183816293254,0.00444206976697526,0.0,2,,,,0,
ising,mpo_zipup,8,7,0.7000000000000001,0.01687235487671035,0.9831276451232897,0.9986950793734314,0.0013049206265686175,0.1301696230638449,8,8,1448,23168,1448,23168,0.08995653787860647,0.6916749195079319,0.005063979721620269,0.0,2,,,,0,
ising,hybrid_tdvp,12,0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,32,512,0,0,0.0,0.0,0.0,0.0,2,,,,0,
ising,hybrid_tdvp,12,1,0.1,1.950831794639285e-05,0.9999804916820536,1.0000000000000253,2.531308496145357e-14,0.0044168329253232285,7,7,264,4224,264,4224,0.1860748070757836,0.1860748070757836,1.7264563646089748e-18,0.0,2,,,,0,
ising,hybrid_tdvp,12,2,0.2,0.00029515997907403335,0.999704840020926,0.9999999999989286,1.071365218763276e-12,0.01718085452311119,12,12,1452,23232,1452,23232,0.5458089167950675,0.7318837238708511,2.2233796088793747e-12,0.0,2,,,,0,
ising,hybrid_tdvp,12,3,0.30000000000000004,0.00046725784360546196,0.9995327421563945,0.999999794470969,2.0552903101656028e-07,0.02161741054874647,12,12,2856,45696,2856,45696,0.47830457118107006,1.2101882950519212,0.00010771077865585054,0.0,2,,,,0,
ising,hybrid_tdvp,12,4,0.4,0.0005516798563208747,0.9994483201436791,0.9999999999999991,8.881784197001252e-16,0.02348948626473014,12,12,2856,45696,2856,45696,0.5312340208911337,1.7414223159430549,0.0003037582806208912,0.0,2,,,,0,
ising,hybrid_tdvp,12,5,0.5,0.0009667158060597814,0.9990332841939402,1.0000000000000002,2.220446049250313e-16,0.03109581248204662,12,12,2856,45696,2856,45696,0.6949941657949239,2.4364164817379788,0.0005756430742413464,0.0,2,,,,0,
ising,hybrid_tdvp,12,6,0.6000000000000001,0.0019286127958111354,0.9980713872041889,1.0000000000000013,1.3322676295501878e-15,0.043926570323864864,12,12,2856,45696,2856,45696,0.607164338871371,3.0435808206093498,0.0011670621742456196,0.0,2,,,,0,
ising,hybrid_tdvp,12,7,0.7000000000000001,0.004031148513592875,0.9959688514864071,0.9999999999999991,8.881784197001252e-16,0.06352337571489008,12,12,2856,45696,2856,45696,0.7094624187448062,3.753043239354156,0.0015508306906529179,0.0,2,,,,0,
ising,hybrid_tdvp,12,8,0.8,0.007825575338880397,0.9921744246611196,1.000000000000001,1.1102230246251565e-15,0.08854911318160576,12,12,2856,45696,2856,45696,0.6227189694764093,4.375762208830565,0.0021678482275344396,0.0,2,,,,0,
ising,hybrid_tdvp,12,9,0.9,0.013840305293991495,0.9861596947060085,0.9999999999999994,5.551115123125783e-16,0.11784959947818603,12,12,2856,45696,2856,45696,0.6787198167294264,5.054482025559992,0.002774219609275465,0.0,2,,,,0,
ising,tebd_swap,12,0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,32,512,0,0,0.0,0.0,0.0,0.0,2,,,,0,
ising,tebd_swap,12,1,0.1,2.5569450116336156e-05,0.9999744305498837,0.9999871656762678,1.2834323732224817e-05,0.0050566405417463815,12,12,2856,45696,2856,45696,0.04060562083031982,0.04060562083031982,0.00018362967946913762,0.0,2,,,,0,
ising,tebd_swap,12,2,0.2,0.014476543346934712,0.9855234566530653,0.9916620653610914,0.00833793463890864,0.12053762326278529,12,12,2856,45696,2856,45696,0.05083867703797296,0.09144429786829278,0.08245517656068017,0.0,2,,,,0,
ising,mpo_zipup,12,0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,32,512,0,0,0.0,0.0,0.0,0.0,2,,,,0,
ising,mpo_zipup,12,1,0.1,5.1682916391015965e-08,0.9999999483170836,0.9999999741585439,2.5841456086084236e-08,0.00022733877950846244,11,12,2396,38336,2396,38336,0.09515212394762784,0.09515212394762784,2.190147398982941e-08,0.0,2,,,,0,
ising,mpo_zipup,12,2,0.2,2.655152596975352e-05,0.9999734484740302,0.9999867411524527,1.3258847547326091e-05,0.005152834386759675,12,12,2856,45696,2856,45696,0.10195983195444569,0.19711195590207353,5.98043050698696e-05,0.0,2,,,,0,
ising,mpo_zipup,12,3,0.30000000000000004,0.00031662045250357984,0.9996833795474964,0.9999269285667481,7.307143325185894e-05,0.01779453620072627,12,12,2856,45696,2856,45696,0.10310208221198991,0.30021403811406344,0.0003608079327959385,0.0,2,,,,0,
ising,mpo_zipup,12,4,0.4,0.0008005404205886357,0.9991994595794114,0.999879143075862,0.00012085692413799087,0.028296655296894725,12,12,2856,45696,2856,45696,0.10316282097483054,0.403376859088894,0.0008471280596045977,0.0,2,,,,0,
ising,mpo_zipup,12,5,0.5,0.0013723339285233171,0.9986276660714767,0.9998339135277762,0.00016608647222382533,0.037051384278705614,12,12,2856,45696,2856,45696,0.10797028033994138,0.5113471394288354,0.0014262190482503567,0.0,2,,,,0,
ising,mpo_zipup,12,6,0.6000000000000001,0.002171717224639158,0.9978282827753608,0.9997653823739036,0.000234617626096445,0.0466143496750712,12,12,2856,45696,2856,45696,0.10835705831414089,0.6197041977429762,0.0020586636205782286,0.0,2,,,,0,
ising,mpo_zipup,12,7,0.7000000000000001,0.0036521856863316327,0.9963478143136684,0.9996467297170132,0.0003532702829868173,0.06046094941905533,12,12,2856,45696,2856,45696,0.10564558807527646,0.7253497858182527,0.0026494203962856783,0.0,2,,,,0,
ising,mpo_zipup,12,8,0.8,0.006520673576952407,0.9934793264230476,0.9994088285474472,0.00059117145255283,0.08081669488125134,12,12,2856,45696,2856,45696,0.10724012210266665,0.8325899079209194,0.0031101790080341456,0.0,2,,,,0,
ising,mpo_zipup,12,9,0.9,0.011356017493173498,0.9886439825068265,0.9989636498115637,0.0010363501884362858,0.10671664183220315,12,12,2856,45696,2856,45696,0.10249338112771511,0.9350832890486345,0.0034083706751630977,0.0,2,,,,0,
ising,hybrid_tdvp,16,0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,32,512,0,0,0.0,0.0,0.0,0.0,2,,,,0,
ising,hybrid_tdvp,16,1,0.1,1.950831794639285e-05,0.9999804916820536,1.0000000000000253,2.531308496145357e-14,0.0044168329253232285,7,7,264,4224,264,4224,0.18220187118276954,0.18220187118276954,1.7264563646089748e-18,0.0,2,,,,0,
ising,hybrid_tdvp,16,2,0.2,0.0002951599765399493,0.99970484002346,0.9999999999992146,7.853717676198357e-13,0.01718085444940196,13,13,1488,23808,1488,23808,0.46831740089692175,0.6505192720796913,1.6495566627329093e-12,0.0,2,,,,0,
ising,hybrid_tdvp,16,3,0.30000000000000004,0.0004477108916088879,0.9995522891083911,0.9999999995209242,4.790757790473776e-10,0.02116036422394964,16,16,4680,74880,4728,75648,0.6712235829909332,1.3217428550706245,8.525708211545102e-07,0.0,2,,,,0,
ising,hybrid_tdvp,16,4,0.4,0.00044799063330447364,0.9995520093666955,0.9999999534423987,4.6557601329766385e-08,0.02116697471174851,16,16,4776,76416,4776,76416,0.8839107429957949,2.2056535980664194,0.00011893646350324556,0.0,2,,,,0,
ising,hybrid_tdvp,16,5,0.5,0.0005424539001808171,0.9994575460998192,0.9999998261204814,1.738795185612929e-07,0.023292219391833964,16,16,4776,76416,4776,76416,0.8333128087688237,3.038966406835243,0.00013213599046462006,0.0,2,,,,0,
ising,hybrid_tdvp,16,6,0.6000000000000001,0.0008496750333492065,0.9991503249666508,0.9999999999999993,6.661338147750939e-16,0.029152282877752168,16,16,4776,76416,4776,76416,0.8405037290649489,3.879470135900192,0.0001362519544891629,0.0,2,,,,0,
ising,hybrid_tdvp,16,7,0.7000000000000001,0.0015553891277076959,0.9984446108722923,1.0000000000000009,8.881784197001252e-16,0.03944609495696123,16,16,4776,76416,4776,76416,0.7659351071924902,4.645405243092682,0.00026834801944963387,0.0,2,,,,0,
ising,hybrid_tdvp,16,8,0.8,0.002983269754815998,0.997016730245184,1.0000000000000009,8.881784197001252e-16,0.05463971133227144,16,16,4776,76416,4776,76416,0.8315856219851412,5.476990865077823,0.0005845254977850803,0.0,2,,,,0,
ising,hybrid_tdvp,16,9,0.9,0.0060993428007432016,0.9939006571992568,1.0000000000000002,2.220446049250313e-16,0.07815799235161731,16,16,4776,76416,4776,76416,0.9101683422341011,6.3871592073119245,0.0014613922858010345,0.0,2,,,,0,
ising,hybrid_tdvp,16,10,1.0,0.013049022266562127,0.9869509777334379,1.0000000000000009,8.881784197001252e-16,0.11441971657752038,16,16,4776,76416,4776,76416,0.9861725997179747,7.373331807029899,0.002904187444097558,0.0,2,,,,0,
ising,tebd_swap,16,0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,32,512,0,0,0.0,0.0,0.0,0.0,2,,,,0,
ising,tebd_swap,16,1,0.1,-9.325873406851315e-15,1.0000000000000093,1.000000000000001,1.1102230246251565e-15,1.0321174407473645e-14,16,16,4776,76416,4776,76416,0.036303558154031634,0.036303558154031634,3.435604010133862e-30,0.0,2,,,,0,
ising,tebd_swap,16,2,0.2,0.0032408087688564624,0.9967591912311435,0.9981391451443498,0.0018608548556502402,0.056951196146980715,16,16,4776,76416,4776,76416,0.0556037628557533,0.09190732100978494,0.0107942914475651,0.0,2,,,,0,
ising,tebd_swap,16,3,0.30000000000000004,0.04338924112007547,0.9566107588799245,0.9750662724132385,0.02493372758676149,0.2094526055870947,16,16,4776,76416,4776,76416,0.0579921220196411,0.14989944302942604,0.35407638548786696,0.0,2,,,,0,
ising,mpo_zipup,16,0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,32,512,0,0,0.0,0.0,0.0,0.0,2,,,,0,
ising,mpo_zipup,16,1,0.1,-1.7763568394002505e-15,1.0000000000000018,0.9999999999999998,2.220446049250313e-16,4.5872861104482045e-08,11,14,2396,38336,2396,38336,0.08134389785118401,0.08134389785118401,2.104320561700768e-15,0.0,2,,,,0,
ising,mpo_zipup,16,2,0.2,5.955031401327915e-08,0.999999940449686,0.9999999702280322,2.9771967779979036e-08,0.0002440293296250608,16,16,4680,74880,4680,74880,0.11976722104009241,0.20111111889127642,4.093605961989658e-08,0.0,2,,,,0,
ising,mpo_zipup,16,3,0.30000000000000004,3.339385185230359e-05,0.9999666061481477,0.9999833006331987,1.6699366801264937e-05,0.005778765494772212,16,16,4776,76416,4776,76416,0.12229576107347384,0.32340687996475026,1.2997440246012156e-05,0.0,2,,,,0,
ising,mpo_zipup,16,4,0.4,6.366058045970124e-05,0.9999363394195403,0.9999755817552756,2.4418244724433436e-05,0.007978821570848251,16,16,4776,76416,4776,76416,0.12737155077047646,0.4507784307352267,3.4052396860361196e-05,0.0,2,,,,0,
ising,mpo_zipup,16,5,0.5,0.00016011502930979304,0.9998398849706902,0.9999599037541355,4.0096245864540414e-05,0.01265391002923338,16,16,4776,76416,4776,76416,0.13874123618006706,0.5895196669152938,2.5347772779884693e-05,0.0,2,,,,0,
ising,mpo_zipup,16,6,0.6000000000000001,0.00037688221098042263,0.9996231177890196,0.9999322173589917,6.77826410082627e-05,0.01941436910445027,16,16,4776,76416,4776,76416,0.12946654902771115,0.7189862159430049,5.9773212826232236e-05,0.0,2,,,,0,
ising,mpo_zipup,16,7,0.7000000000000001,0.0009126678379913766,0.9990873321620086,0.9998668318392264,0.00013316816077357796,0.030213840764072287,16,16,4776,76416,4776,76416,0.1124566551297903,0.8314428710727952,0.00016888758240895144,0.0,2,,,,0,
