model,method,chi_max,trotter_step,time,infidelity,fidelity,state_norm,norm_drift,phase_aligned_distance,current_max_bond,peak_max_bond,param_count,memory_bytes,peak_param_count,peak_memory_bytes,step_runtime_s,cumulative_runtime_s,discarded_weight_step,compression_residual_step,tdvp_substeps,variational_init,variational_converged,variational_sweeps,failed,failure_message
ising,hybrid_tdvp,256,0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,32,512,0,0,0.0,0.0,0.0,0.0,2,,,,0,
ising,hybrid_tdvp,256,1,0.1,1.950831794639285e-05,0.9999804916820536,1.0000000000000253,2.531308496145357e-14,0.0044168329253232285,7,7,264,4224,264,4224,0.17874356504762545,0.17874356504762545,1.7264563646089748e-18,0.0,2,,,,0,
ising,hybrid_tdvp,256,2,0.2,0.0002951599765399493,0.99970484002346,0.9999999999992146,7.853717676198357e-13,0.01718085444940196,13,13,1488,23808,1488,23808,0.6614778630901128,0.8402214281377383,1.6495566627329093e-12,0.0,2,,,,0,
ising,tebd_swap,256,0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,32,512,0,0,0.0,0.0,0.0,0.0,2,,,,0,
ising,tebd_swap,256,1,0.1,-9.325873406851315e-15,1.0000000000000093,1.000000000000001,1.1102230246251565e-15,1.0321174407473645e-14,16,16,4776,76416,4776,76416,0.034630999027285725,0.034630999027285725,3.435604010133862e-30,0.0,2,,,,0,
ising,tebd_swap,256,2,0.2,1.021405182655144e-14,0.9999999999999898,0.9999999999999699,3.008704396734174e-14,1.1307749444321197e-07,165,165,112968,1807488,112968,1807488,2.915300459950231,2.9499314589775167,3.024989820645103e-14,0.0,2,,,,0,
ising,mpo_zipup,256,0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,32,512,0,0,0.0,0.0,0.0,0.0,2,,,,0,
ising,mpo_zipup,256,1,0.1,-1.7763568394002505e-15,1.0000000000000018,0.9999999999999998,2.220446049250313e-16,4.5872861104482045e-08,11,14,2396,38336,2396,38336,0.08161892206408083,0.08161892206408083,2.104320561700768e-15,0.0,2,,,,0,
ising,mpo_zipup,256,2,0.2,3.433031636745909e-12,0.999999999996567,0.9999999999991346,8.654188476953095e-13,1.8521913196014798e-06,19,22,5704,91264,5704,91264,0.1017797829117626,0.18339870497584343,1.7325077480309725e-12,0.0,2,,,,0,
