J,entropy_mean,entropy_std,modes_mean,modes_std,entropy_old_raw_xyz_mean,modes_old_raw_xyz_mean,entropy_old_centered_xyz_mean,modes_old_centered_xyz_mean,resolved_rank_mean,resolved_rank_std,rank_tol,spectrum_discarded_weight_threshold,cut,m_spectrum,basis,orientation,weight_scope,centered,probability_power,raw_file,raw_sha256
1.65,0.022794680117571325,0.0,1.0230564641486906,0.0,0.04853644616292005,1.0497336298860385,0.21056667327759632,1.234377350462386,64.0,0.0,1e-16,1e-12,5,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_05_J_1p65.npz,d859df7c85a1207ae764f8521d7c908aca41ae079fca2f4ab5921689668483d2
1.7,0.028521781065917403,0.0,1.0289324218353597,0.0,0.06059122820348608,1.06246451987865,0.24490531841765156,1.2775003517238128,64.0,0.0,1e-16,1e-12,5,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_05_J_1p7.npz,7cde111f0ad86f8e8c8889a006ae51ae78a9c8b4b1f36321c246c72bcb65c2dd
1.75,0.031384780623619345,0.0,1.0318824758906322,0.0,0.06412078650862008,1.066221176117345,0.19606159050077127,1.2166018341430451,64.0,0.0,1e-16,1e-12,5,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_05_J_1p75.npz,0ec8606f3452ae5d2ff5b4a5fc0579d0430847cb3eb6c28b84f302f1e448a4c2
1.8,0.029965258723009144,0.0,1.030418735268976,0.0,0.06275777842151667,1.0647688979899081,0.18132821940956978,1.1988085869742533,64.0,0.0,1e-16,1e-12,5,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_05_J_1p8.npz,7d987ae9166c84955f6434821aeadbf77b13c0b46e3172cd58b0c44734ceb3a8
1.85,0.03639210984694525,0.0,1.0370624091596299,0.0,0.070979936786854,1.0735596865954675,0.21266876731716491,1.2369748568782606,64.0,0.0,1e-16,1e-12,5,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_05_J_1p85.npz,e848b159c2e833bd78a8c2539c13fb15f417bd828411d915edd8e44d55612fc8
1.9,0.029026777675095365,0.0,1.0294521604415314,0.0,0.05974950343050218,1.0615705934446429,0.18399767471834594,1.2020130280742096,64.0,0.0,1e-16,1e-12,5,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_05_J_1p9.npz,ae09b034a1d41d2e1d6162e1d0467df364aac0e81b67fbe1bb0d4039d0c8a88e
1.95,0.029113317437987295,0.0,1.0295412528423666,0.0,0.05726974898164068,1.058941420242013,0.1934656732653595,1.2134477321382726,64.0,0.0,1e-16,1e-12,5,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_05_J_1p95.npz,5b902e7b8f47a304ee9795aaf3b5a39278fdd6f2dc118c95b6f3fc5d0d8ba3b6
2.0,0.025244227948500564,0.0,1.0255655617140054,0.0,0.05036565206944701,1.051655566114758,0.1362002496463214,1.145911338961261,64.0,0.0,1e-16,1e-12,5,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_05_J_2.npz,0768976b7d97e6af825a1b8c13376f980cfc5b6ba2bc874491c7ae8390d6aafc
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,38.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_0.npz,94f428e1d606c8adcd53836a33c6f451b9dbf5f5a745e8c08ae62448e1488c23
0.05,1.891449480162381e-07,0.0,1.000000189144966,0.0,3.648753683637227e-07,1.000000364875435,1.4151815056870898e-06,1.000001415182507,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_0p05.npz,d0e359367975973e9e3439fe80d44ec8d6af3e42cb7ee3ee85d838ba9f9b611a
0.1,4.234307006936354e-06,0.0,1.0000042343159716,0.0,8.110374090314464e-06,1.0000081104069796,2.8678437577202546e-05,1.0000286788488075,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_0p1.npz,38b5d3c8d348be329b9138a191becf0876f37e909141e191cff00f88991e22f2
0.15,9.613615519632999e-06,0.0,1.0000096136617307,0.0,1.839048743416228e-05,1.0000183906565403,7.234098194823998e-05,1.00007234359862,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_0p15.npz,b73c1a8d621f470be4fc4229d021efdfb4097c7722d973b1a1107801d787076f
0.2,4.224978773373913e-05,0.0,1.0000422506802686,0.0,8.048097651095565e-05,1.0000804842151916,0.00031569995276754245,1.0003157497912423,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_0p2.npz,8b7934623f72c60b0c0dd373b7380b0761c87cd271844d9d685c10b1e4fc56a2
0.25,6.264443467155308e-05,0.0,1.0000626463968751,0.0,0.00011926330850232528,1.0001192704206534,0.0005612372220697706,1.0005613947451475,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_0p25.npz,326a8b1c21c7fa737548b0894b80338508d264ccccfea967141c53816d51ceb3
0.3,0.00023302296276642026,0.0,1.000233050114726,0.0,0.0004417858802226737,1.000441883481977,0.0018624874767746334,1.0018642229838615,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_0p3.npz,7777f700eb79249fa68a5fa9c8caf902f0d79604ae2b31f58dfbc0c8ec453d64
0.35,0.00034888162183848017,0.0,1.0003489424881096,0.0,0.0006615162571021017,1.0006617351072362,0.0022578945500862555,1.0022604455135602,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_0p35.npz,4a09c9cd7f016ccd3c5a2e8bcf45015c799b4af12a75b123bc925ccbb2021ce5
0.4,0.00096842354555465,0.0,1.0009688926190448,0.0,0.0018292641263195593,1.001830938250591,0.006408480394759729,1.0064290586401865,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_0p4.npz,56e272f8cc09d5bb0b0132cd0b44b32c8ed05c2bf56e515e668dd7a2d219ff5f
0.45,0.0008009638614845768,0.0,1.0008012847186976,0.0,0.00152618892041104,1.0015273541394274,0.006201941799213564,1.006221213660642,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_0p45.npz,abd1797ec6471cf258107649067308a46e91dd1dc405db597e1a71aabe8acd89
0.5,0.0017988120594154883,0.0,1.0018004308923412,0.0,0.0034196952727875794,1.0034255491015351,0.013710487792249051,1.0138049075501738,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_0p5.npz,4b1000ad1f82a85f4512f5264b51461ced4c29a25c13b5b44a16b1c550a8b89d
0.55,0.0020651903571254704,0.0,1.0020673243314993,0.0,0.003951053944009763,1.0039588696476762,0.011844185316038333,1.0119146054272583,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_0p55.npz,68f2272e3249cf1f6efcddb1fdf0acfd2862a78ff68ac75cb394e03359cc7c98
0.6,0.002631499959381277,0.0,1.0026349653944968,0.0,0.005064257291326806,1.0050771023166336,0.017859170880413368,1.0180195994902914,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_0p6.npz,221ebf87b9be6a34c757c594ca776798386816ee22a2a625c855a68cdb501735
0.65,0.0037814516858412704,0.0,1.0037886103948608,0.0,0.0072781403055433205,1.00730469034124,0.024094531367205574,1.0243871500315525,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_0p65.npz,b005c7b746defaada505f21fb34cc2da7d97862410e37fb07111542e04a74b99
0.7,0.004212810205607294,0.0,1.004221696564988,0.0,0.008137929803668856,1.008171132761079,0.02692774134801788,1.0272935692330116,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_0p7.npz,0d380af164216b051f001ce45a9aa78e4737a9bdf1900501d4910f5c0bc458a4
0.75,0.004116376403767832,0.0,1.0041248603181172,0.0,0.008076265297493633,1.0081089663027887,0.03672127779340485,1.0374038330530215,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_0p75.npz,6c317bae2e95d0f4b961272c5b7723565220e994e39971f545e3e89885973479
0.8,0.00966664574764343,0.0,1.009713518680583,0.0,0.0191597274676688,1.0193444529230498,0.059285892377451924,1.061078551650749,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_0p8.npz,8cf6127f99bb11dbcb5b2bff6dd1479c4a331220a14ad9fc686330167b16d2fc
0.85,0.009142015273678245,0.0,1.0091839311297393,0.0,0.018209132612808227,1.01837592974028,0.04897468575117289,1.0501937655372398,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_0p85.npz,78023da4d1d938c8ee905b30715a85f04f4836c429db199c505bd989014d9b88
0.9,0.011763120359216481,0.0,1.0118325779382844,0.0,0.02363981473652287,1.0239214500469636,0.07842439410966197,1.0815815781327152,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_0p9.npz,b75a6a991deb246bb75f31a5e40e004aac44e4953002f9b9f3b50287ea109387
0.95,0.010244094376011842,0.0,1.0102967447423286,0.0,0.0208255233023492,1.0210438877295678,0.07151174494796914,1.0741307662371908,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_0p95.npz,fd1ca8c995c1b2f9df635c4416e29e80556f577e714575474454f67cf1114822
1.0,0.014834359225622346,0.0,1.0149449344266068,0.0,0.03041642181599679,1.030883727058332,0.10985159486760503,1.1161124213559277,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_1.npz,51685a370772c7273608733d607632d82a8dcd3d26cd1a3bbc326c52c1b7d82f
1.05,0.019405911576361123,0.0,1.0195954302206867,0.0,0.0403725521686965,1.0411986027422142,0.1255993287528247,1.133827785067234,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_1p05.npz,3472d66cdb6e55772f6261e11bd41f566c72f1b1dcf00b28278b5b809b54f9cb
1.1,0.020864853575948927,0.0,1.0210840464547513,0.0,0.04322522154305581,1.044173038632874,0.15069508825386668,1.1626421007971446,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_1p1.npz,cf3e94144ef39f41e600faac9365ecb0534e8ef1db8ceeabd377500107f97a86
1.15,0.024376473064482117,0.0,1.0246760082019686,0.0,0.050429138251711796,1.0517223338310993,0.15022880030381613,1.1621001011690895,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_1p15.npz,7372dbb3044935006c4bbc14399087574d5e8eefb6988824f551e1076b5b575e
1.2,0.018717526364675777,0.0,1.0188937973291812,0.0,0.03941267973510511,1.0401996644089306,0.14859512466764158,1.1602031564650823,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_1p2.npz,994822ccb509e45fd5b9210b173a20de7181e7038b76c1dd56dbd0cb57b179e8
1.25,0.030603225543453023,0.0,1.0310763179689102,0.0,0.06376713483171102,1.0658441718784752,0.19617888786390839,1.2167445466999176,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_1p25.npz,66071e7de4934654fceaa04d5788e6598dd5407d1b01f03b6517a93c269a11b5
1.3,0.03783405519905848,0.0,1.0385588751321575,0.0,0.07858931957695364,1.0817599731904426,0.23513180386292679,1.2650754995825044,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_1p3.npz,58045dc6e0236c2b11a93a07e85bcae1e5342d35e9b9fd96fcf0ac812aa92d44
1.35,0.04212335641274249,0.0,1.043023134407618,0.0,0.0892538605541453,1.0933581816123417,0.2645158201533224,1.3028000335254493,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_1p35.npz,bc45edbbccd67838e53b8cbdc1b7149211726f87481f6c98cf645c1a96b745ed
1.4,0.04889948178671604,0.0,1.0501147897723062,0.0,0.10095395224407996,1.1062257013794978,0.31468608006887655,1.3698292267580128,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_1p4.npz,ee7e75b4319c0376fa04ab6420ab2cac19fb1c68e0ff434cfef37ea4da72f943
1.45,0.04570830697571407,0.0,1.046769031196091,0.0,0.09454971780782585,1.099163809789587,0.33302081065660827,1.3951763327032598,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_1p45.npz,ace70e412a2d199bbfc55f8282ad5f5111f336fce5ee86dd27825b724b7eec8f
1.5,0.05167797416182261,0.0,1.0530365829189734,0.0,0.10529258759993346,1.1110356380546282,0.33377769812881836,1.3962327239252157,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_1p5.npz,7e7f0f3144100e0ae550c817f3284906b75d23671627986cab5e50eb8d09ce5b
1.55,0.06773180513697638,0.0,1.0700782804929179,0.0,0.13389111905736412,1.14326833273389,0.40817030443517666,1.5040632880084588,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_1p55.npz,52286c2a47c5dacf011328ba99b1f6e13bf163c1c34aa4fa940480833a69f75d
1.6,0.05383028555839288,0.0,1.0553054863748976,0.0,0.10604599653556285,1.1118730176371616,0.25926871218456854,1.2959820041987562,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_1p6.npz,fd4bb8eca9acac35184849348e5c6ee840c676cd961536805d99c835a6b9521b
1.65,0.05610951354235244,0.0,1.0577135113475713,0.0,0.11150323561745445,1.1179573612820302,0.27050033818559643,1.3106200399642096,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_1p65.npz,d437f9b9c58471d3a3ac691541a15b1571c3e5bfaa165416d70094b382eea159
1.7,0.057238281366290174,0.0,1.0589080984050043,0.0,0.11300790413547405,1.11964078270604,0.3359129262136861,1.3992171843683348,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_1p7.npz,e77450b533fe98dacdf62fab50db2fcb675a981a2275f7084c886d2c0e2c2461
1.75,0.07696433763082407,0.0,1.0800035602201394,0.0,0.14542303026130315,1.156528713443397,0.2992733697335388,1.3488783155816897,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_1p75.npz,024f5f877ae7f21cbcd1036c4563692f536614c553aae734c79300b1dad550f0
1.8,0.0767891257845579,0.0,1.079814347379029,0.0,0.14748142760246566,1.1589117608599457,0.43895953815637223,1.5510925260547617,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_1p8.npz,8dc65ae737c52e441fbb809d3d063140cc8f4bfcce2fc8a89924784de6c0d610
1.85,0.07844692933111888,0.0,1.0816059520877372,0.0,0.15224826480554862,1.1644492923265557,0.36170920012991586,1.4357813562144979,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_1p85.npz,f31dd0895c42e688dcb704192132c2012791213fde3c6dd456ef22893db3678e
1.9,0.07482297049547335,0.0,1.0776933504766124,0.0,0.14026212537342211,1.150575354327234,0.35192327994101347,1.421799438997311,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_1p9.npz,00dff0bd2a67f575695b5c6208f0271d68494d6ba8e6ed2d3c338fa8fd177a5e
1.95,0.09442343927277558,0.0,1.0990250177573182,0.0,0.17961474795592058,1.1967562215190362,0.49710504092761454,1.6439551922293583,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_1p95.npz,d7320e61537f33cb8eb4565052cc24a0c932f855b3576600b351282542d23f14
2.0,0.09016412537693332,0.0,1.094353880209723,0.0,0.16686892686876814,1.1815993792273844,0.4150271432031752,1.5144118461226095,64.0,0.0,1e-16,1e-12,10,64,IXYZ,future_rows_history_columns,complete_retained_record,0,1,raw/cut_10_J_2.npz,d4e92378af300cc938e095341e624094718c856e682da9bee6f989b680a35a24
