representation,u_minus_i_l2,u_minus_i_fro,max_bond,bond_dims,max_coeff,frobenius_norm,near_zero_branch_count,mpo_vs_identity_fro,notes,section,chi_max,input_max_bond,input_norm,copy_infidelity,canonical_infidelity,copy_max_bond,canonical_max_bond,identical_across_methods,method,x_fraction,theta,input_output_infidelity,exact_infidelity,phase_aligned_distance,norm_before,norm_after,norm_change,output_max_bond,peak_bond,bond_profile,discarded_weight,compression_residual,variational_objective_initial,variational_objective_final,variational_converged,variational_sweeps,variational_worse_than_input,unchanged_input_baseline_infidelity,pass_check,failure_message
dense_gate_matrix,0.0,0.0,1,[1],1.0,2.0,0,,4×4 dense gate matrix at θ=0 via normal benchmark construction,gate_construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dense_make_gate,0.0,0.0,1,[1],1.0,2.0,0,,4×4 dense gate matrix at θ=0 via normal benchmark construction,gate_construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpo_from_gate_theta0,0.0,0.0,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.4142135623730951,17.142135623730955,0,0.0,MPO.from_gate(RZZ(0)); tensor Frobenius diff vs I_MPO=4.182e+00; operator-action infidelity=0.000e+00; bond>1 on support is allowed if action matches identity,gate_construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpo_identity_reference,0.0,0.0,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,16.970562748477146,0,0.0,Minimal bond-dimension-one identity MPO reference,gate_construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,continuity,12,8,,,,,,,hybrid_tdvp,1e-06,6.283185307179586e-06,3.560707284577802e-12,6.1879390500507725e-12,2.499292969120441e-06,0.9999999999999996,1.0000000000000295,2.9976021664879227e-14,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",2.970755539481589e-14,,,,,,,9.867884287473316e-12,True,
,,,,,,,,,,continuity,12,8,,,,,,,tebd_swap,1e-06,6.283185307179586e-06,0.4203275363762129,0.4203275350532265,0.4940411521643568,0.9999999999999996,0.8756718254433578,0.1243281745566418,12,12,"[1, 2, 4, 8, 12, 12, 12, 12, 12, 8, 4, 2, 1]",0.47164430449401096,,,,,,,9.867884287473316e-12,True,
,,,,,,,,,,continuity,12,8,,,,,,,mpo_zipup,1e-06,6.283185307179586e-06,0.012509004504064225,0.012509004494321796,0.07920975284347985,0.9999999999999996,0.9968579713552344,0.0031420286447652046,12,12,"[1, 2, 4, 8, 12, 12, 12, 12, 12, 8, 4, 2, 1]",0.012576972145545305,0.012509004494322462,,,,,,9.867884287473316e-12,True,
,,,,,,,,,,continuity,12,8,,,,,,,variational_mpo,1e-06,6.283185307179586e-06,0.012509004504064225,0.012509004494321796,0.07920975284347985,0.9999999999999996,0.9968579713552344,0.0031420286447652046,12,12,"[1, 2, 4, 8, 12, 12, 12, 12, 12, 8, 4, 2, 1]",0.0,0.012509004494322462,0.006274184945525452,0.006274184945525452,True,1,True,9.867884287473316e-12,True,
,,,,,,,,,,continuity,12,8,,,,,,,hybrid_tdvp,0.0001,0.0006283185307179586,9.32735109149263e-08,5.125414315187982e-09,7.137839138102147e-05,0.9999999999999996,0.9999999999847309,1.5268675213064853e-11,11,11,"[1, 2, 4, 8, 10, 11, 11, 10, 9, 8, 4, 2, 1]",6.169160088600737e-11,,,,,,,9.866031991379032e-08,True,
,,,,,,,,,,continuity,12,8,,,,,,,tebd_swap,0.0001,0.0006283185307179586,0.42033143030464537,0.4203312721406042,0.494043564152243,0.9999999999999996,0.8756703835881974,0.12432961641180218,12,12,"[1, 2, 4, 8, 12, 12, 12, 12, 12, 8, 4, 2, 1]",0.47164549931204724,,,,,,,9.866031991379032e-08,True,
,,,,,,,,,,continuity,12,8,,,,,,,mpo_zipup,0.0001,0.0006283185307179586,0.01250910192030763,0.012509004494321574,0.07920975284347988,0.9999999999999996,0.9968579713552342,0.0031420286447653156,12,12,"[1, 2, 4, 8, 12, 12, 12, 12, 12, 8, 4, 2, 1]",0.012576972145545314,0.012509004494321574,,,,,,9.866031991379032e-08,True,
,,,,,,,,,,continuity,12,8,,,,,,,variational_mpo,0.0001,0.0006283185307179586,0.01250910192030763,0.012509004494321574,0.07920975284347988,0.9999999999999996,0.9968579713552342,0.0031420286447653156,12,12,"[1, 2, 4, 8, 12, 12, 12, 12, 12, 8, 4, 2, 1]",0.0,0.012509004494321574,0.0062741849455243415,0.0062741849455243415,True,1,True,9.866031991379032e-08,True,
,,,,,,,,,,continuity,16,8,,,,,,,hybrid_tdvp,0.0,0.0,0.0,0.0,1.0309696585041134e-13,0.9999999999999996,1.0000000000000204,2.0872192862952943e-14,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",2.02595136062951e-30,,,,,,,2.6645352591003757e-15,True,
,,,,,,,,,,continuity,16,8,,,,,,,tebd_swap,0.0,0.0,0.0,0.0,5.054547363989847e-15,0.9999999999999996,1.0000000000000022,2.6645352591003757e-15,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",3.0429404458180792e-30,,,,,,,2.6645352591003757e-15,True,
,,,,,,,,,,continuity,16,8,,,,,,,mpo_zipup,0.0,0.0,2.6645352591003757e-15,2.6645352591003757e-15,1.970766025569129e-15,0.9999999999999996,0.9999999999999994,1.1102230246251565e-16,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",1.6779613264519288e-32,3.3306690738754696e-15,,,,,,2.6645352591003757e-15,True,
,,,,,,,,,,continuity,16,8,,,,,,,variational_mpo,0.0,0.0,2.6645352591003757e-15,2.6645352591003757e-15,1.970766025569129e-15,0.9999999999999996,0.9999999999999994,1.1102230246251565e-16,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",0.0,3.3306690738754696e-15,0.0,0.0,True,0,False,2.6645352591003757e-15,True,
,,,,,,,,,,continuity,16,8,,,,,,,hybrid_tdvp,1e-12,6.283185307179586e-12,0.0,0.0,3.140911308994738e-12,0.9999999999999996,1.0000000000000318,3.219646771412954e-14,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",1.973921089137276e-23,,,,,,,1.7763568394002505e-15,True,
,,,,,,,,,,continuity,16,8,,,,,,,tebd_swap,1e-12,6.283185307179586e-12,0.0,0.0,3.1009627592266954e-12,0.9999999999999996,1.0000000000000158,1.6209256159527285e-14,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",5.767731133481463e-23,,,,,,,1.7763568394002505e-15,True,
,,,,,,,,,,continuity,16,8,,,,,,,mpo_zipup,1e-12,6.283185307179586e-12,2.6645352591003757e-15,1.5543122344752192e-15,3.141092390566715e-12,0.9999999999999996,0.9999999999999994,1.1102230246251565e-16,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",1.9739208818958328e-23,3.3306690738754696e-15,,,,,,1.7763568394002505e-15,True,
,,,,,,,,,,continuity,16,8,,,,,,,variational_mpo,1e-12,6.283185307179586e-12,2.6645352591003757e-15,1.5543122344752192e-15,3.141092390566715e-12,0.9999999999999996,0.9999999999999994,1.1102230246251565e-16,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",0.0,3.3306690738754696e-15,0.0,0.0,True,0,False,1.7763568394002505e-15,True,
,,,,,,,,,,continuity,16,8,,,,,,,hybrid_tdvp,1e-10,6.283185307179587e-10,0.0,0.0,2.499292117259056e-10,0.9999999999999996,1.0000000000000224,2.2870594307278225e-14,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",1.9768916308013294e-19,,,,,,,1.7763568394002505e-15,True,
,,,,,,,,,,continuity,16,8,,,,,,,tebd_swap,1e-10,6.283185307179587e-10,0.0,0.0,3.101041645778001e-10,0.9999999999999996,1.0000000000016038,1.6042722705833512e-12,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",5.767733655545683e-19,,,,,,,1.7763568394002505e-15,True,
,,,,,,,,,,continuity,16,8,,,,,,,mpo_zipup,1e-10,6.283185307179587e-10,2.6645352591003757e-15,1.7763568394002505e-15,3.141024721090605e-10,0.9999999999999996,0.9999999999999994,1.1102230246251565e-16,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",1.9739208802180394e-19,3.3306690738754696e-15,,,,,,1.7763568394002505e-15,True,
,,,,,,,,,,continuity,16,8,,,,,,,variational_mpo,1e-10,6.283185307179587e-10,2.6645352591003757e-15,1.7763568394002505e-15,3.141024721090605e-10,0.9999999999999996,0.9999999999999994,1.1102230246251565e-16,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",0.0,3.3306690738754696e-15,0.0,0.0,True,0,False,1.7763568394002505e-15,True,
,,,,,,,,,,continuity,16,8,,,,,,,hybrid_tdvp,1e-08,6.283185307179586e-08,0.0,0.0,2.499291934051559e-08,0.9999999999999996,1.000000000000013,1.354472090042691e-14,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",1.976891631691396e-15,,,,,,,3.1086244689504383e-15,True,
,,,,,,,,,,continuity,16,8,,,,,,,tebd_swap,1e-08,6.283185307179586e-08,0.0,0.0,3.101042902268489e-08,0.9999999999999996,1.000000000160052,1.6005241576522167e-10,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",5.767733657073651e-15,,,,,,,3.1086244689504383e-15,True,
,,,,,,,,,,continuity,16,8,,,,,,,mpo_zipup,1e-08,6.283185307179586e-08,4.440892098500626e-15,5.329070518200751e-15,3.1410240658854e-08,0.9999999999999996,0.9999999999999984,1.1102230246251565e-15,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",1.9739208802178694e-15,4.884981308350689e-15,,,,,,3.1086244689504383e-15,True,
,,,,,,,,,,continuity,16,8,,,,,,,variational_mpo,1e-08,6.283185307179586e-08,4.440892098500626e-15,5.329070518200751e-15,3.1410240658854e-08,0.9999999999999996,0.9999999999999984,1.1102230246251565e-15,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",0.0,4.884981308350689e-15,0.0,0.0,True,0,False,3.1086244689504383e-15,True,
,,,,,,,,,,continuity,16,8,,,,,,,hybrid_tdvp,1e-06,6.283185307179586e-06,3.560707284577802e-12,6.1879390500507725e-12,2.499292969120441e-06,0.9999999999999996,1.0000000000000295,2.9976021664879227e-14,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",2.970755539481589e-14,,,,,,,9.867884287473316e-12,True,
,,,,,,,,,,continuity,16,8,,,,,,,tebd_swap,1e-06,6.283185307179586e-06,3.1080620299661632e-09,3.0982634235954265e-09,1.7012632863989082e-07,0.9999999999999996,0.9999999984508836,1.5491159466307636e-09,16,16,"[1, 2, 4, 8, 14, 16, 15, 15, 12, 8, 4, 2, 1]",9.218118078485168e-14,,,,,,,9.867884287473316e-12,True,
,,,,,,,,,,continuity,16,8,,,,,,,mpo_zipup,1e-06,6.283185307179586e-06,9.868106332078241e-12,2.220446049250313e-15,4.9229319567129296e-15,0.9999999999999996,0.9999999999999994,1.1102230246251565e-16,16,16,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",2.3695246157661654e-31,2.6645352591003757e-15,,,,,,9.867884287473316e-12,True,
,,,,,,,,,,continuity,16,8,,,,,,,variational_mpo,1e-06,6.283185307179586e-06,9.868106332078241e-12,2.220446049250313e-15,4.9229319567129296e-15,0.9999999999999996,0.9999999999999994,1.1102230246251565e-16,16,16,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",0.0,2.6645352591003757e-15,0.0,0.0,True,0,True,9.867884287473316e-12,True,
,,,,,,,,,,continuity,16,8,,,,,,,hybrid_tdvp,0.0001,0.0006283185307179586,9.32735109149263e-08,5.125414315187982e-09,7.137839138102147e-05,0.9999999999999996,0.9999999999847309,1.5268675213064853e-11,11,11,"[1, 2, 4, 8, 10, 11, 11, 10, 9, 8, 4, 2, 1]",6.169160088600737e-11,,,,,,,9.866031991379032e-08,True,
,,,,,,,,,,continuity,16,8,,,,,,,tebd_swap,0.0001,0.0006283185307179586,9.866031724925506e-08,0.0,3.423537238085865e-15,0.9999999999999996,1.0000000000000009,1.3322676295501878e-15,16,16,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",1.610698746794469e-30,,,,,,,9.866031991379032e-08,True,
,,,,,,,,,,continuity,16,8,,,,,,,mpo_zipup,0.0001,0.0006283185307179586,9.866031236427375e-08,0.0,8.7134837778135e-15,0.9999999999999996,1.0000000000000033,3.774758283725532e-15,16,16,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",2.369295378725494e-31,0.0,,,,,,9.866031991379032e-08,True,
,,,,,,,,,,continuity,16,8,,,,,,,variational_mpo,0.0001,0.0006283185307179586,9.866031236427375e-08,0.0,8.7134837778135e-15,0.9999999999999996,1.0000000000000033,3.774758283725532e-15,16,16,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",0.0,0.0,0.0,0.0,True,0,True,9.866031991379032e-08,True,
