task_type,method,chi_max,theta,x_fraction,special_angle,substeps,infidelity,fidelity,max_bond,param_count,runtime_s,peak_memory_mb,norm_before,norm_after,discarded_weight,variational_converged,variational_failed,failure_message
chi_scan,mpo_zipup,24,0.6283185307179586,0.1,0,64,2.886579864025407e-15,0.9999999999999971,16,2728,0.003181845007929951,259.58984375,0.9999999999999996,0.9999999999999989,2.3786830794505395e-31,,,
chi_scan,tebd_swap,24,0.6283185307179586,0.1,0,64,1.9984014443252818e-15,0.999999999999998,16,2728,0.0034083520295098424,259.58984375,0.9999999999999996,0.9999999999999993,1.6775062946441064e-30,,,
chi_scan,variational_mpo,24,0.6283185307179586,0.1,0,64,2.886579864025407e-15,0.9999999999999971,16,2728,0.06398188299499452,259.58984375,0.9999999999999996,0.9999999999999989,0.0,1,0,
chi_scan,hybrid_tdvp,24,1.8849555921538759,0.3,0,64,8.075917712346836e-11,0.9999999999192408,16,2728,0.8906091440003365,259.58984375,0.9999999999999996,1.0000000000000353,8.528966031616107e-14,,,
chi_scan,mpo_zipup,24,1.8849555921538759,0.3,0,64,0.0,1.0000000000000018,16,2728,0.006328547955490649,259.58984375,0.9999999999999996,1.000000000000001,2.362418849462314e-31,,,
chi_scan,tebd_swap,24,1.8849555921538759,0.3,0,64,0.0,1.0000000000000018,16,2728,0.00574604602297768,259.58984375,0.9999999999999996,1.0000000000000013,1.6406027247546618e-30,,,
chi_scan,variational_mpo,24,1.8849555921538759,0.3,0,64,0.0,1.0000000000000018,16,2728,0.013903863029554486,259.58984375,0.9999999999999996,1.000000000000001,0.0,1,0,
chi_scan,hybrid_tdvp,32,0.006283185307179587,0.001,0,64,2.229595841285459e-09,0.9999999977704042,16,2376,0.6004303150111809,259.58984375,0.9999999999999996,0.9999999999914526,3.4820080319844884e-11,,,
chi_scan,mpo_zipup,32,0.006283185307179587,0.001,0,64,0.0,1.0000000000000036,16,2728,0.00791066000238061,259.58984375,0.9999999999999996,1.0000000000000022,2.3723037474384163e-31,,,
chi_scan,tebd_swap,32,0.006283185307179587,0.001,0,64,0.0,1.0000000000000062,16,2728,0.007151343976147473,259.58984375,0.9999999999999996,1.0000000000000033,1.685581168132305e-30,,,
