task_type,method,chi_max,theta,x_fraction,special_angle,substeps,infidelity,fidelity,overlap_squared_raw,norm_squared_exact,norm_squared_approx,fidelity_normalized,infidelity_normalized,norm_loss,fidelity_definition,max_bond,param_count,runtime_s,peak_memory_mb,norm_before,norm_after,discarded_weight,variational_converged,variational_failed,failure_message
tdvp_substep_angle,hybrid_tdvp,8,0.0006283185307179586,0.0001,0,1,6.246974970647301e-08,0.9999999375302503,0.9999999280225456,0.9999999999999993,0.9999999904922954,0.9999999375302503,6.246974970647301e-08,4.753851978733792e-09,normalized_state_fidelity_v2,8,936,0.13563758903183043,254.80859375,0.9999999999999996,0.9999999952461477,1.901541688085715e-08,,,
tdvp_substep_angle,hybrid_tdvp,8,0.0006283185307179586,0.0001,0,2,6.246975703394497e-08,0.999999937530243,0.9999999327763998,0.9999999999999993,0.9999999952461571,0.999999937530243,6.246975703394497e-08,2.3769211043855876e-09,normalized_state_fidelity_v2,8,936,0.15934270998695865,254.96484375,0.9999999999999996,0.9999999976230785,9.507711044189006e-09,,,
tdvp_substep_angle,hybrid_tdvp,8,0.0006283185307179586,0.0001,0,4,6.246975936541332e-08,0.9999999375302406,0.9999999351533418,0.9999999999999993,0.9999999976231018,0.9999999375302406,6.246975936541332e-08,1.1884487838287328e-09,normalized_state_fidelity_v2,8,936,0.14800368796568364,254.96484375,0.9999999999999996,0.9999999988115509,4.7538558724721095e-09,,,
tdvp_substep_angle,hybrid_tdvp,8,0.0006283185307179586,0.0001,0,8,6.24697628071047e-08,0.9999999375302372,0.999999936341814,0.9999999999999993,0.9999999988115774,0.9999999375302372,6.24697628071047e-08,5.942110137269196e-10,normalized_state_fidelity_v2,8,936,0.425832117034588,254.96484375,0.9999999999999996,0.999999999405789,2.3769279862820406e-09,,,
tdvp_substep_angle,hybrid_tdvp,8,0.0006283185307179586,0.0001,0,16,6.246976391732773e-08,0.9999999375302361,0.9999999369361025,0.9999999999999993,0.999999999405867,0.9999999375302361,6.246976391732773e-08,2.9706614945723686e-10,normalized_state_fidelity_v2,8,936,0.9400134400348179,254.96484375,0.9999999999999996,0.9999999997029334,1.1884640009600286e-09,,,
tdvp_substep_angle,hybrid_tdvp,8,0.0006283185307179586,0.0001,0,32,6.246976524959535e-08,0.9999999375302348,0.9999999372332825,0.9999999999999993,0.9999999997030484,0.9999999375302348,6.246976524959535e-08,1.4847545415364038e-10,normalized_state_fidelity_v2,8,936,1.6770015529473312,254.96484375,0.9999999999999996,0.9999999998515242,5.942320018482643e-10,,,
tdvp_substep_angle,hybrid_tdvp,8,0.0006283185307179586,0.0001,0,64,6.246976436141694e-08,0.9999999375302356,0.9999999373819318,0.9999999999999993,0.9999999998516969,0.9999999375302356,6.246976436141694e-08,7.415124070320189e-11,normalized_state_fidelity_v2,8,936,5.417059673985932,254.96484375,0.9999999999999996,0.9999999999258481,2.9711600119300524e-10,,,
tdvp_substep_angle,hybrid_tdvp,8,0.0006283185307179586,0.0001,0,128,6.246976480550614e-08,0.9999999375302352,0.9999999374566558,0.9999999999999993,0.9999999999264213,0.9999999375302352,6.246976480550614e-08,3.678901627779396e-11,normalized_state_fidelity_v2,8,936,11.971103906980716,254.96484375,0.9999999999999996,0.9999999999632103,1.4855800065465318e-10,,,
tdvp_substep_angle,hybrid_tdvp,8,0.006283185307179587,0.001,0,1,6.2508908404979024e-06,0.9999937491091595,0.999993749109158,0.9999999999999989,0.9999999999999996,0.9999937491091595,6.2508908404979024e-06,-4.440892098500626e-16,normalized_state_fidelity_v2,8,936,0.34196983894798905,254.96484375,0.9999999999999996,0.9999999999999999,1.9039124345029094e-06,,,
tdvp_substep_angle,hybrid_tdvp,8,0.006283185307179587,0.001,0,2,6.250954542652565e-06,0.9999937490454573,0.9999932730569967,0.9999999999999989,0.9999995240085651,0.9999937490454573,6.250954542652565e-06,2.379957452225412e-07,normalized_state_fidelity_v2,8,936,0.7439489900134504,254.96484375,0.9999999999999996,0.9999997620042544,9.519830721023516e-07,,,
