section,target_label,theta,plain_tdvp_error,plain_tdvp_l2,enrichment_error,tebd_error,dense_exact_error,circuit,target_gate_index,gate,sites,window_size,tdvp_sweeps,substeps,tdvp_circuit_full_sweep,fidelity_error_after_gate,phase_aligned_l2_error_after_gate,max_bond_before,max_bond_after,mean_bond_after,wall_time_s,policy,repair_name,fidelity_error,pauli_obs_max_error,max_bond,mean_bond
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",full,2,4,True,0.005965105166128359,0.07812411253364404,15,15,7.125,0.3377854999853298,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",1,2,8,False,0.013112588075404608,0.11544552003351205,15,16,7.375,0.25860639999154955,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",1,2,8,True,0.0061533011326625475,0.07931943011157296,15,15,7.125,0.5273911000113003,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",2,2,8,False,0.01311258807540261,0.11544552003350951,15,16,7.375,0.25382600000011735,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",2,2,8,True,0.006153301132701516,0.07931943011157135,15,15,7.125,0.7442162999941502,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",4,2,8,False,0.013112588075331555,0.11544552003351631,15,16,7.375,0.4558151999954134,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",4,2,8,True,0.00615330113263024,0.0793194301115741,15,15,7.125,0.8660240999888629,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",full,2,8,False,0.013112588075331555,0.11544552003351631,15,16,7.375,0.6374652999802493,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",full,2,8,True,0.00615330113263024,0.0793194301115741,15,15,7.125,0.6882245000160765,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",1,4,1,False,0.11167497989320219,0.33702523358551495,15,16,7.375,0.24484699999447912,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",1,4,1,True,0.0026230581972366274,0.05197034680214165,15,15,7.25,0.12420439999550581,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",2,4,1,False,0.111674979893156,0.3370252335855259,15,16,7.375,0.07428689999505877,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",2,4,1,True,0.002623058197234185,0.05197034680214146,15,15,7.25,0.15093599999090657,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",4,4,1,False,0.11167497989317399,0.337025233585521,15,16,7.375,0.14360210002632812,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",4,4,1,True,0.002623058197240624,0.051970346802141285,15,15,7.25,0.19829860000754707,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",full,4,1,False,0.11167497989317399,0.337025233585521,15,16,7.375,0.14138630000525154,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",full,4,1,True,0.002623058197240624,0.051970346802141285,15,15,7.25,0.19996890000766143,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",1,4,2,False,0.10657366644415966,0.3293375913675627,15,16,7.375,0.10768210000242107,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",1,4,2,True,0.0030343946043478454,0.05578751680842681,15,15,7.125,0.18741370001225732,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",2,4,2,False,0.1065736664441368,0.3293375913675582,15,16,7.375,0.20630130000063218,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",2,4,2,True,0.0030343946043100978,0.05578751680842858,15,15,7.125,0.3690368999959901,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",4,4,2,False,0.10657366644415134,0.32933759136755714,15,16,7.375,0.25885360001120716,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",4,4,2,True,0.0030343946043371872,0.05578751680842839,15,15,7.125,0.42166729999007657,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",full,4,2,False,0.10657366644415134,0.32933759136755714,15,16,7.375,0.25556130000040866,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",full,4,2,True,0.0030343946043371872,0.05578751680842839,15,15,7.125,0.3951849000004586,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",1,4,4,False,0.1002864027557,0.31964095550759086,15,16,7.375,0.3341399999917485,,,,,,
grid,h1_L4_plus_rzz_4_7,0.2,0.009648514321641377,0.0982269604315414,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,ising2d_3x3_h1_dt0.1_L4_plus,47,rzz,"(4, 7)",1,4,4,True,0.003287997668836362,0.058015930527676306,15,15,7.125,0.5259475000202656,,,,,,
