section,circuit,target_label,target_gate,sites,theta,theta_relative_to_original,method,tdvp_config,fidelity_error,phase_aligned_l2_error,state_delta_norm,tebd_error,enrichment_error,dense_exact_error,max_bond_before,max_bond_after,wall_time_s,window_size,tdvp_sweeps,tdvp_circuit_full_sweep,tdvp_error,estimated_order_p,error_at_original_theta,error_at_smallest_theta,monotonic_decrease,m,theta_per_substep
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.1,0.5,2tdvp,full_chain_many_sweeps,5.1649843279877317e-05,0.008697993517126084,0.008697993517136396,9.170442183403793e-13,1.6402434965812063e-12,9.161560399206792e-13,15,15,0.22513060001074336,full,8,True,5.1649843279877317e-05,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.05,0.25,tebd,,9.14823772291129e-13,9.597316235159658e-07,9.59731623516088e-07,9.14823772291129e-13,1.220357148667972e-12,9.161560399206792e-13,15,16,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.05,0.25,enrichment,,1.220357148667972e-12,1.1066739717201917e-06,1.106673971719675e-06,9.14823772291129e-13,1.220357148667972e-12,9.161560399206792e-13,15,15,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.05,0.25,dense_exact,,9.161560399206792e-13,9.59731623513138e-07,9.59731623510789e-07,9.14823772291129e-13,1.220357148667972e-12,9.161560399206792e-13,15,15,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.05,0.25,2tdvp,current_local,0.0016094623312401524,0.04011810479909955,0.040118104799104826,9.14823772291129e-13,1.220357148667972e-12,9.161560399206792e-13,15,15,0.009140999987721443,1,1,False,0.0016094623312401524,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.05,0.25,2tdvp,local_full_sweep,0.0004043133450267744,0.022930832408500725,0.02293083240850417,9.14823772291129e-13,1.220357148667972e-12,9.161560399206792e-13,15,15,0.019940199999837205,1,1,True,0.0004043133450267744,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.05,0.25,2tdvp,local_many_sweeps,1.2665296589831065e-05,0.004320501211391813,0.004320501211393439,9.14823772291129e-13,1.220357148667972e-12,9.161560399206792e-13,15,15,0.15634779998799786,1,8,True,1.2665296589831065e-05,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.05,0.25,2tdvp,full_chain_many_sweeps,1.2665296035385687e-05,0.004320501211384337,0.0043205012113849564,9.14823772291129e-13,1.220357148667972e-12,9.161560399206792e-13,15,15,0.20034129999112338,full,8,True,1.2665296035385687e-05,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.025,0.125,tebd,,9.174883075502294e-13,9.597316235085007e-07,9.597316235082148e-07,9.174883075502294e-13,1.4657164371101317e-12,9.161560399206792e-13,15,16,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.025,0.125,enrichment,,1.4657164371101317e-12,1.21231518181878e-06,1.212315181819124e-06,9.174883075502294e-13,1.4657164371101317e-12,9.161560399206792e-13,15,15,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.025,0.125,dense_exact,,9.161560399206792e-13,9.59731623508609e-07,9.597316235073915e-07,9.174883075502294e-13,1.4657164371101317e-12,9.161560399206792e-13,15,15,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.025,0.125,2tdvp,current_local,0.0005207956442081496,0.022820947485754344,0.0228209474857607,9.174883075502294e-13,1.4657164371101317e-12,9.161560399206792e-13,15,15,0.008102499996311963,1,1,False,0.0005207956442081496,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.025,0.125,2tdvp,local_full_sweep,0.00010088514509276614,0.011457152911220014,0.011457152911220476,9.174883075502294e-13,1.4657164371101317e-12,9.161560399206792e-13,15,15,0.022978799999691546,1,1,True,0.00010088514509276614,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.025,0.125,2tdvp,local_many_sweeps,3.135403421894445e-06,0.0021530836543348776,0.002153083654335232,9.174883075502294e-13,1.4657164371101317e-12,9.161560399206792e-13,15,15,0.1879381999897305,1,8,True,3.135403421894445e-06,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.025,0.125,2tdvp,full_chain_many_sweeps,3.135403080611887e-06,0.0021530836543312104,0.0021530836543312594,9.174883075502294e-13,1.4657164371101317e-12,9.161560399206792e-13,15,15,0.44981089999782853,full,8,True,3.135403080611887e-06,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.0125,0.0625,tebd,,9.161560399206792e-13,9.59731623514893e-07,9.597316235142421e-07,9.161560399206792e-13,1.0720313525780512e-12,9.163780845256042e-13,15,16,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.0125,0.0625,enrichment,,1.0720313525780512e-12,1.037290805040963e-06,1.0372908050402936e-06,9.161560399206792e-13,1.0720313525780512e-12,9.163780845256042e-13,15,15,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.0125,0.0625,dense_exact,,9.163780845256042e-13,9.597316235119598e-07,9.597316235112229e-07,9.161560399206792e-13,1.0720313525780512e-12,9.163780845256042e-13,15,15,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.0125,0.0625,2tdvp,current_local,0.0001477127944617962,0.012153715248313726,0.0121537152483147,9.161560399206792e-13,1.0720313525780512e-12,9.163780845256042e-13,15,15,0.027048999996623024,1,1,False,0.0001477127944617962,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.0125,0.0625,2tdvp,local_full_sweep,2.5196467172250436e-05,0.005726430375172905,0.005726430375172958,9.161560399206792e-13,1.0720313525780512e-12,9.163780845256042e-13,15,15,0.026109600003110245,1,1,True,2.5196467172250436e-05,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.0125,0.0625,2tdvp,local_many_sweeps,7.799886252435329e-07,0.0010747467079271183,0.001074746707927182,9.161560399206792e-13,1.0720313525780512e-12,9.163780845256042e-13,15,15,0.16322040001978166,1,8,True,7.799886252435329e-07,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.0125,0.0625,2tdvp,full_chain_many_sweeps,7.79988629684425e-07,0.0010747467079194324,0.001074746707919497,9.161560399206792e-13,1.0720313525780512e-12,9.163780845256042e-13,15,15,0.1973250999872107,full,8,True,7.79988629684425e-07,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.00625,0.03125,tebd,,9.174883075502294e-13,9.597316235112322e-07,9.597316235089282e-07,9.174883075502294e-13,9.596767824859853e-13,9.161560399206792e-13,15,16,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.00625,0.03125,enrichment,,9.596767824859853e-13,9.821209674085443e-07,9.821209674048797e-07,9.174883075502294e-13,9.596767824859853e-13,9.161560399206792e-13,15,15,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.00625,0.03125,dense_exact,,9.161560399206792e-13,9.597316235090265e-07,9.597316235055647e-07,9.174883075502294e-13,9.596767824859853e-13,9.161560399206792e-13,15,15,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.00625,0.03125,2tdvp,current_local,3.92247295223358e-05,0.00626296491188889,0.006262964911889015,9.174883075502294e-13,9.596767824859853e-13,9.161560399206792e-13,15,15,0.011050100001739338,1,1,False,3.92247295223358e-05,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.00625,0.03125,2tdvp,local_full_sweep,6.2959740814161336e-06,0.0028626688995840393,0.00286266889958404,9.174883075502294e-13,9.596767824859853e-13,9.161560399206792e-13,15,15,0.012396799982525408,1,1,True,6.2959740814161336e-06,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.00625,0.03125,2tdvp,local_many_sweeps,1.9451514277069037e-07,0.0005369246991641821,0.0005369246991641864,9.174883075502294e-13,9.596767824859853e-13,9.161560399206792e-13,15,15,0.12255909998202696,1,8,True,1.9451514277069037e-07,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.00625,0.03125,2tdvp,full_chain_many_sweeps,1.9451513300072776e-07,0.0005369246991577934,0.0005369246991577979,9.174883075502294e-13,9.596767824859853e-13,9.161560399206792e-13,15,15,0.22642390002147295,full,8,True,1.9451513300072776e-07,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.003125,0.015625,tebd,,9.188205751797796e-13,9.597316235134673e-07,9.59731623511058e-07,9.188205751797796e-13,1.1599610161283636e-12,9.166001291305292e-13,15,16,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.003125,0.015625,enrichment,,1.1599610161283636e-12,1.0788323156067341e-06,1.0788323156052486e-06,9.188205751797796e-13,1.1599610161283636e-12,9.166001291305292e-13,15,15,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.003125,0.015625,dense_exact,,9.166001291305292e-13,9.59731623513411e-07,9.59731623509007e-07,9.188205751797796e-13,1.1599610161283636e-12,9.166001291305292e-13,15,15,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.003125,0.015625,2tdvp,current_local,1.0094390097137307e-05,0.003177166948001693,0.0031771669480021437,9.188205751797796e-13,1.1599610161283636e-12,9.166001291305292e-13,15,15,0.007541500002844259,1,1,False,1.0094390097137307e-05,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.003125,0.015625,2tdvp,local_full_sweep,1.5735987610732138e-06,0.0014311968667325423,0.00143119686673254,9.188205751797796e-13,1.1599610161283636e-12,9.166001291305292e-13,15,15,0.011191300000064075,1,1,True,1.5735987610732138e-06,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.003125,0.015625,2tdvp,local_many_sweeps,4.856912638739885e-08,0.0002683512305554241,0.0002683512305554236,9.188205751797796e-13,1.1599610161283636e-12,9.166001291305292e-13,15,15,0.0941506999952253,1,8,True,4.856912638739885e-08,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.003125,0.015625,2tdvp,full_chain_many_sweeps,4.8569118393793076e-08,0.0002683512305497308,0.0002683512305497306,9.188205751797796e-13,1.1599610161283636e-12,9.166001291305292e-13,15,15,0.16007700000773184,full,8,True,4.8569118393793076e-08,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.0015625,0.0078125,tebd,,9.183764859699295e-13,9.597316235103955e-07,9.597316235095678e-07,9.183764859699295e-13,9.685585666829866e-13,9.161560399206792e-13,15,16,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.0015625,0.0078125,enrichment,,9.685585666829866e-13,9.861186866687274e-07,9.861186866694933e-07,9.183764859699295e-13,9.685585666829866e-13,9.161560399206792e-13,15,15,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.0015625,0.0078125,dense_exact,,9.161560399206792e-13,9.597316235113364e-07,9.597316235101728e-07,9.183764859699295e-13,9.685585666829866e-13,9.161560399206792e-13,15,15,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.0015625,0.0078125,2tdvp,current_local,2.5598533923698596e-06,0.001599954163472134,0.0015999541634721857,9.183764859699295e-13,9.685585666829866e-13,9.161560399206792e-13,15,15,0.007486699993023649,1,1,False,2.5598533923698596e-06,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.0015625,0.0078125,2tdvp,local_full_sweep,3.933507921605184e-07,0.0007155643095307383,0.00071556430953074,9.183764859699295e-13,9.685585666829866e-13,9.161560399206792e-13,15,15,0.025073800003156066,1,1,True,3.933507921605184e-07,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.0015625,0.0078125,2tdvp,local_many_sweeps,1.2135414007019563e-08,0.0001341500536762271,0.000134150053676227,9.183764859699295e-13,9.685585666829866e-13,9.161560399206792e-13,15,15,0.1848562000086531,1,8,True,1.2135414007019563e-08,,,,,,
angle_sweep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.0015625,0.0078125,2tdvp,full_chain_many_sweeps,1.2135394689138934e-08,0.0001341500536713781,0.00013415005367137462,9.183764859699295e-13,9.685585666829866e-13,9.161560399206792e-13,15,15,0.2724710999755189,full,8,True,1.2135394689138934e-08,,,,,,
scaling_summary,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,,,,,,current_local,,,,,,,,,,,,,,1.7004266267696007,0.008392737011417295,2.5598533923698596e-06,True,,
scaling_summary,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,,,,,,local_full_sweep,,,,,,,,,,,,,,2.0024374921706474,0.006532290107252314,3.933507921605184e-07,True,,
scaling_summary,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,,,,,,local_many_sweeps,,,,,,,,,,,,,,2.0132679049394624,0.00021437267925161763,1.2135414007019563e-08,True,,
scaling_summary,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,,,,,,full_chain_many_sweeps,,,,,,,,,,,,,,2.0132681110235464,0.0002143726800509782,1.2135394689138934e-08,True,,
substep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.2,,,,0.0002143726800509782,,,,9.166001291305292e-13,,15,15,0.21768780000275,,,,,,,,,1,0.2
substep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.2,,,,0.00026587624761120754,,,,9.166001291305292e-13,,15,15,0.41270990000339225,,,,,,,,,2,0.1
substep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.2,,,,0.0003131291932580993,,,,9.166001291305292e-13,,15,15,0.9461049999808893,,,,,,,,,4,0.05
substep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.2,,,,0.0003425357549571295,,,,9.166001291305292e-13,,15,15,2.1934438000025693,,,,,,,,,8,0.025
substep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.2,,,,0.0003587328103488163,,,,9.166001291305292e-13,,15,15,3.8034256000246387,,,,,,,,,16,0.0125
substep,ising2d_3x3_h1_dt0.1_L4_random_product,random_rzz_4_7,rzz,"(4, 7)",0.2,,,,0.0003672108010698283,,,,9.166001291305292e-13,,15,15,8.100945599988336,,,,,,,,,32,0.00625
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.2,1.0,tebd,,1.7830181775480014e-12,1.337466164862083e-06,1.337466164862083e-06,1.7830181775480014e-12,1.787459069646502e-12,1.787903158856352e-12,15,16,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.2,1.0,enrichment,,1.787459069646502e-12,1.3374661648624917e-06,1.3374661648631376e-06,1.7830181775480014e-12,1.787459069646502e-12,1.787903158856352e-12,15,16,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.2,1.0,dense_exact,,1.787903158856352e-12,1.3374661648615132e-06,1.3374661648605437e-06,1.7830181775480014e-12,1.787459069646502e-12,1.787903158856352e-12,15,15,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.2,1.0,2tdvp,current_local,0.008496535092884505,0.09217722922083989,0.09217722922084247,1.7830181775480014e-12,1.787459069646502e-12,1.787903158856352e-12,15,16,0.015772300015669316,1,1,False,0.008496535092884505,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.2,1.0,2tdvp,local_full_sweep,0.006404733821560704,0.09298557070859656,0.09298557070862871,1.7830181775480014e-12,1.787459069646502e-12,1.787903158856352e-12,15,15,0.023384500003885478,1,1,True,0.006404733821560704,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.2,1.0,2tdvp,local_many_sweeps,0.0002025877564750811,0.01770778584040712,0.017707785840421916,1.7830181775480014e-12,1.787459069646502e-12,1.787903158856352e-12,15,15,0.1771086000080686,1,8,True,0.0002025877564750811,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.2,1.0,2tdvp,full_chain_many_sweeps,0.0002025877565368095,0.017707785840407126,0.01770778584042237,1.7830181775480014e-12,1.787459069646502e-12,1.787903158856352e-12,15,15,0.30791139998473227,full,8,True,0.0002025877565368095,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.1,0.5,tebd,,1.787459069646502e-12,1.3374661648618215e-06,1.3374661648627018e-06,1.787459069646502e-12,1.7854606682021767e-12,1.787903158856352e-12,15,16,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.1,0.5,enrichment,,1.7854606682021767e-12,1.3374661648628813e-06,1.3374661648631532e-06,1.787459069646502e-12,1.7854606682021767e-12,1.787903158856352e-12,15,16,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.1,0.5,dense_exact,,1.787903158856352e-12,1.3374661648619011e-06,1.3374661648627814e-06,1.787459069646502e-12,1.7854606682021767e-12,1.787903158856352e-12,15,15,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.1,0.5,2tdvp,current_local,0.004151341103660666,0.06443092004654079,0.0644309200465403,1.787459069646502e-12,1.7854606682021767e-12,1.787903158856352e-12,15,16,0.015508300013607368,1,1,False,0.004151341103660666,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.1,0.5,2tdvp,local_full_sweep,0.0015908869577112572,0.04639398912858277,0.04639398912858859,1.787459069646502e-12,1.7854606682021767e-12,1.787903158856352e-12,15,15,0.022607099992455915,1,1,True,0.0015908869577112572,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.1,0.5,2tdvp,local_many_sweeps,4.8662607254557066e-05,0.008741246915526218,0.008741246915529449,1.787459069646502e-12,1.7854606682021767e-12,1.787903158856352e-12,15,15,0.16930739997769706,1,8,True,4.8662607254557066e-05,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.1,0.5,2tdvp,full_chain_many_sweeps,4.866260740088446e-05,0.008741246915525414,0.008741246915529154,1.787459069646502e-12,1.7854606682021767e-12,1.787903158856352e-12,15,15,0.3124736000027042,full,8,True,4.866260740088446e-05,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.05,0.25,tebd,,1.7856827128071018e-12,1.3374661648651256e-06,1.3374661648652812e-06,1.7856827128071018e-12,1.7854606682021767e-12,1.787459069646502e-12,15,16,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.05,0.25,enrichment,,1.7854606682021767e-12,1.3374661648626977e-06,1.3374661648619826e-06,1.7856827128071018e-12,1.7854606682021767e-12,1.787459069646502e-12,15,16,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.05,0.25,dense_exact,,1.787459069646502e-12,1.337466164861628e-06,1.3374661648619502e-06,1.7856827128071018e-12,1.7854606682021767e-12,1.787459069646502e-12,15,15,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.05,0.25,2tdvp,current_local,0.0016835094763633096,0.04103059198035611,0.04103059198035599,1.7856827128071018e-12,1.7854606682021767e-12,1.787459069646502e-12,15,16,0.014752100018085912,1,1,False,0.0016835094763633096,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.05,0.25,2tdvp,local_full_sweep,0.00039635705861740256,0.02316906641011802,0.023169066410124707,1.7856827128071018e-12,1.7854606682021767e-12,1.787459069646502e-12,15,15,0.024404299998423085,1,1,True,0.00039635705861740256,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.05,0.25,2tdvp,local_many_sweeps,1.1936585563199209e-05,0.004344354760300433,0.00434435476030324,1.7856827128071018e-12,1.7854606682021767e-12,1.787459069646502e-12,15,15,0.19331549998605624,1,8,True,1.1936585563199209e-05,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.05,0.25,2tdvp,full_chain_many_sweeps,1.1936585645355713e-05,0.004344354760298334,0.004344354760301285,1.7856827128071018e-12,1.7854606682021767e-12,1.787459069646502e-12,15,15,0.3942265000077896,full,8,True,1.1936585645355713e-05,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.025,0.125,tebd,,1.7907897387203775e-12,1.3374661648599508e-06,1.3374661648601012e-06,1.7907897387203775e-12,1.7854606682021767e-12,1.787459069646502e-12,15,16,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.025,0.125,enrichment,,1.7854606682021767e-12,1.337466164867082e-06,1.337466164866576e-06,1.7907897387203775e-12,1.7854606682021767e-12,1.787459069646502e-12,15,16,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.025,0.125,dense_exact,,1.787459069646502e-12,1.3374661648614443e-06,1.3374661648613486e-06,1.7907897387203775e-12,1.7854606682021767e-12,1.787459069646502e-12,15,15,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.025,0.125,2tdvp,current_local,0.0005466122535262574,0.023379740253663597,0.023379740253663683,1.7907897387203775e-12,1.7854606682021767e-12,1.787459069646502e-12,15,16,0.021014800004195422,1,1,False,0.0005466122535262574,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.025,0.125,2tdvp,local_full_sweep,9.890770622000833e-05,0.011576882271145075,0.011576882271146442,1.7907897387203775e-12,1.7854606682021767e-12,1.787459069646502e-12,15,15,0.02730890002567321,1,1,True,9.890770622000833e-05,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.025,0.125,2tdvp,local_many_sweeps,2.9554193463621203e-06,0.0021655566515494966,0.002165556651550011,1.7907897387203775e-12,1.7854606682021767e-12,1.787459069646502e-12,15,15,0.20904539999901317,1,8,True,2.9554193463621203e-06,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.025,0.125,2tdvp,full_chain_many_sweeps,2.9554192180203387e-06,0.0021655566515491,0.0021655566515494957,1.7907897387203775e-12,1.7854606682021767e-12,1.787459069646502e-12,15,15,0.33933829999295995,full,8,True,2.9554192180203387e-06,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.0125,0.0625,tebd,,1.7852386235972517e-12,1.33746616486383e-06,1.3374661648649587e-06,1.7852386235972517e-12,2.679856336840203e-12,1.787903158856352e-12,15,16,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.0125,0.0625,enrichment,,2.679856336840203e-12,1.6378294651066858e-06,1.637829465108062e-06,1.7852386235972517e-12,2.679856336840203e-12,1.787903158856352e-12,15,15,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.0125,0.0625,dense_exact,,1.787903158856352e-12,1.3374661648611667e-06,1.3374661648620237e-06,1.7852386235972517e-12,2.679856336840203e-12,1.787903158856352e-12,15,15,0.0,,,,,,,,,,
angle_sweep,ising2d_3x3_h2_dt0.1_L2_random_product,h2_L2_random_rzz_4_7,rzz,"(4, 7)",0.0125,0.0625,2tdvp,current_local,0.00015480339070372828,0.012442001044095628,0.012442001044100443,1.7852386235972517e-12,2.679856336840203e-12,1.787903158856352e-12,15,15,0.023060800012899563,1,1,False,0.00015480339070372828,,,,,,
