section,circuit_name,method,fidelity_error,statevector_norm_error,phase_aligned_l2_error,pauli_obs_max_error,max_bond,mean_bond,wall_time,defect_tol,svd_threshold,tdvp_lr_pauli_count,enriched_lr_pauli_count,tebd_fidelity_error,gate_order,prefix_index,gate_index_1based,gate_name,sites,is_nearest_neighbor,is_long_range,route_used,route_reason,projected_ratio,projection_defect,tdvp_projection_defect_tol,fidelity_error_after_gate,phase_aligned_l2_error_after_gate,max_bond_after_gate,mean_bond_after_gate,first_exceeds_1e_6,first_exceeds_1e_4,fid_before,fid_after,input_fidelity_to_qiskit_before_gate,projected_ratio_before_gate,projection_defect_before_gate,route_chosen_by_current_router,tdvp_fidelity_error_after_gate,enrichment_fidelity_error_after_gate,tebd_fidelity_error_after_gate,dense_exact_fidelity_error_after_gate,tdvp_sweeps,window_size,nontrivial_mpo_sites_in_window,max_bond_before,max_bond_after,gate,route,reason,fidelity_error_before,fidelity_error_after,delta_fidelity_error,first_bad_gate,index,qiskit_gate_name,qiskit_qargs,internal_gate_name,internal_sites,parameters,dag_matches_data
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,57,58,rzz,"(0, 1)",True,False,,,nan,nan,0.0001,0.009648514321596524,0.09822696043154366,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,58,59,rzz,"(1, 2)",True,False,,,nan,nan,0.0001,0.00964851432159719,0.09822696043154366,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,59,60,rzz,"(2, 0)",False,True,tdvp,projection-complete: projection defect 0 below defect tol 0.0001,5.656854249492381,0.0,0.0001,0.009648514321596968,0.09822696043154366,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,60,61,rzz,"(3, 4)",True,False,,,nan,nan,0.0001,0.009648514321596524,0.09822696043154366,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,61,62,rzz,"(4, 5)",True,False,,,nan,nan,0.0001,0.009648514321596746,0.09822696043154408,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,62,63,rzz,"(1, 4)",False,True,tdvp,projection-complete: projection defect 0 below defect tol 0.0001,3.846192100815603,0.0,0.0001,0.009648514321783486,0.09822696043153505,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,63,64,rx,[1],True,False,,,nan,nan,0.0001,0.009648514321783708,0.09822696043153505,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,64,65,rzz,"(5, 3)",False,True,tdvp,projection-complete: projection defect 0 below defect tol 0.0001,2.1455783670559456,0.0,0.0001,0.009653064633605268,0.09824721803817928,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,65,66,rzz,"(0, 3)",False,True,tdvp,projection-complete: projection defect 0 below defect tol 0.0001,5.19842406953424,0.0,0.0001,0.009653064633608599,0.0982472180381791,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,66,67,rx,[0],True,False,,,nan,nan,0.0001,0.009653064633607933,0.09824721803817908,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,67,68,rzz,"(2, 5)",False,True,tdvp,projection-complete: projection defect 0 below defect tol 0.0001,2.145578367059072,0.0,0.0001,0.009655748610529091,0.098254318603899,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,68,69,rx,[2],True,False,,,nan,nan,0.0001,0.009655748610528647,0.09825431860389898,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,69,70,rzz,"(6, 7)",True,False,,,nan,nan,0.0001,0.009655748610528425,0.09825431860389906,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,70,71,rzz,"(7, 8)",True,False,,,nan,nan,0.0001,0.009655748610528203,0.09825431860389901,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,71,72,rzz,"(4, 7)",False,True,pauli_enriched,projection-incomplete: projection defect 0.137869 above defect tol 0.0001,0.8621314289221367,0.13786857107786332,0.0001,0.009653907832410602,0.0982544099177604,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,72,73,rx,[4],True,False,,,nan,nan,0.0001,0.009653907832410824,0.09825440991776038,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,73,74,rx,[7],True,False,,,nan,nan,0.0001,0.009653907832410602,0.09825440991776047,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,74,75,rzz,"(8, 6)",False,True,tdvp,projection-complete: projection defect 2.22045e-16 below defect tol 0.0001,0.9999999999999998,2.220446049250313e-16,0.0001,0.009653907832410824,0.09825440991776034,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,75,76,rzz,"(3, 6)",False,True,tdvp,projection-complete: projection defect 0 below defect tol 0.0001,1.4076555911281918,0.0,0.0001,0.009681085435723435,0.09839073430348931,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,76,77,rx,[3],True,False,,,nan,nan,0.0001,0.009681085435723213,0.09839073430348934,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,77,78,rzz,"(5, 8)",False,True,pauli_enriched,projection-incomplete: projection defect 0.44858 above defect tol 0.0001,0.5514198048214047,0.44858019517859526,0.0001,0.009680720324840575,0.09839075244084085,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,78,79,rx,[5],True,False,,,nan,nan,0.0001,0.009680720324840575,0.09839075244084079,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,79,80,rx,[6],True,False,,,nan,nan,0.0001,0.00968072032484013,0.09839075244084079,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,80,81,rx,[8],True,False,,,nan,nan,0.0001,0.00968072032484013,0.09839075244084075,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,81,82,rzz,"(0, 1)",True,False,,,nan,nan,0.0001,0.00968072032484013,0.09839075244084072,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,82,83,rzz,"(1, 2)",True,False,,,nan,nan,0.0001,0.009680720324839909,0.09839075244084072,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,83,84,rzz,"(2, 0)",False,True,tdvp,projection-complete: projection defect 0 below defect tol 0.0001,1.0000000000000002,0.0,0.0001,0.009680720324838576,0.09839075244084085,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,84,85,rzz,"(3, 4)",True,False,,,nan,nan,0.0001,0.009680720324839243,0.09839075244084082,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,85,86,rzz,"(4, 5)",True,False,,,nan,nan,0.0001,0.009680720324837688,0.09839075244084089,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,86,87,rzz,"(1, 4)",False,True,tdvp,projection-complete: projection defect 0 below defect tol 0.0001,1.0000000000000018,0.0,0.0001,0.009680720324822034,0.09839075244084719,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,87,88,rx,[1],True,False,,,nan,nan,0.0001,0.00968072032482159,0.09839075244084715,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,88,89,rzz,"(5, 3)",False,True,tdvp,projection-complete: projection defect 0 below defect tol 0.0001,1.0000000000000104,0.0,0.0001,0.009680720324824033,0.09839075244084663,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,89,90,rzz,"(0, 3)",False,True,tdvp,projection-complete: projection defect 0 below defect tol 0.0001,4.839349372979412,0.0,0.0001,0.009680720324826475,0.0983907524408465,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,90,91,rx,[0],True,False,,,nan,nan,0.0001,0.009680720324826697,0.09839075244084651,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,91,92,rzz,"(2, 5)",False,True,pauli_enriched,projection-incomplete: projection defect 0.0114324 above defect tol 0.0001,0.9885676253660248,0.011432374633975173,0.0001,0.009680720324841241,0.09839075244084572,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,92,93,rx,[2],True,False,,,nan,nan,0.0001,0.009680720324841241,0.09839075244084572,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,93,94,rzz,"(6, 7)",True,False,,,nan,nan,0.0001,0.009680720324841019,0.09839075244084577,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,94,95,rzz,"(7, 8)",True,False,,,nan,nan,0.0001,0.00968072032484013,0.09839075244084584,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,95,96,rzz,"(4, 7)",False,True,tdvp,projection-complete: projection defect 1.11022e-16 below defect tol 0.0001,0.9999999999999999,1.1102230246251565e-16,0.0001,0.04489426420042186,0.21203881890016837,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,96,97,rx,[4],True,False,,,nan,nan,0.0001,0.04489426420042164,0.21203881890016837,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,97,98,rx,[7],True,False,,,nan,nan,0.0001,0.0448942642004212,0.21203881890016824,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,98,99,rzz,"(8, 6)",False,True,pauli_enriched,projection-incomplete: projection defect 0.343338 above defect tol 0.0001,0.6566616642272097,0.34333833577279027,0.0001,0.04489426420040843,0.21203881890017007,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,99,100,rzz,"(3, 6)",False,True,pauli_enriched,projection-incomplete: projection defect 0.0104746 above defect tol 0.0001,0.9895253551449349,0.010474644855065107,0.0001,0.04489426420040932,0.21203881890016987,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,100,101,rx,[3],True,False,,,nan,nan,0.0001,0.04489426420040887,0.21203881890016987,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,101,102,rzz,"(5, 8)",False,True,tdvp,projection-complete: projection defect 2.22045e-16 below defect tol 0.0001,0.9999999999999998,2.220446049250313e-16,0.0001,0.044894264200433964,0.21203881890016768,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,102,103,rx,[5],True,False,,,nan,nan,0.0001,0.044894264200433964,0.21203881890016765,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,103,104,rx,[6],True,False,,,nan,nan,0.0001,0.044894264200433964,0.21203881890016762,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix_divergence,ising2d_3x3_h1_dt0.1_L4_plus,current_enriched_tdvp,,,,,,,,,,,,,dag_topo,104,105,rx,[8],True,False,,,nan,nan,0.0001,0.04489426420043363,0.2120388189001677,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
first_bad_gate,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,,,,,,,,48,rzz,"(4, 7)",,,tdvp,,0.999968608961189,3.139103881100169e-05,,,,,,,,9.168221737354543e-13,0.009648514321641377,,,,,,,,,,,,,,,,,,,,,,,,,,,
route_ab,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,,,,,,,47,,rzz,"(4, 7)",,True,,,,,,,,,,,,,,9.168221737354543e-13,0.999968608961189,3.139103881100169e-05,tdvp,0.009648514321641377,9.166001291305292e-13,9.159339953157541e-13,9.168221737354543e-13,,,,,,,,,,,,,,,,,,,
tdvp_sweep_window,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,,,,,,,47,,rzz,"(4, 7)",,,,,0.999968608961189,3.139103881100169e-05,,0.009648514321625279,,,,,,,,,,,,,,,,1,1,6,15,16,,,,,,,,,,,,,,
tdvp_sweep_window,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,,,,,,,47,,rzz,"(4, 7)",,,,,0.999968608961189,3.139103881100169e-05,,0.009648514321596302,,,,,,,,,,,,,,,,1,2,6,15,16,,,,,,,,,,,,,,
tdvp_sweep_window,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,,,,,,,47,,rzz,"(4, 7)",,,,,0.999968608961189,3.139103881100169e-05,,0.009648514321646484,,,,,,,,,,,,,,,,1,4,6,15,16,,,,,,,,,,,,,,
tdvp_sweep_window,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,,,,,,,47,,rzz,"(4, 7)",,,,,0.999968608961189,3.139103881100169e-05,,0.009648514321646484,,,,,,,,,,,,,,,,1,4,6,15,16,,,,,,,,,,,,,,
tdvp_sweep_window,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,,,,,,,47,,rzz,"(4, 7)",,,,,0.999968608961189,3.139103881100169e-05,,0.0251911652757717,,,,,,,,,,,,,,,,2,1,6,15,16,,,,,,,,,,,,,,
tdvp_sweep_window,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,,,,,,,47,,rzz,"(4, 7)",,,,,0.999968608961189,3.139103881100169e-05,,0.02519116527573706,,,,,,,,,,,,,,,,2,2,6,15,16,,,,,,,,,,,,,,
tdvp_sweep_window,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,,,,,,,47,,rzz,"(4, 7)",,,,,0.999968608961189,3.139103881100169e-05,,0.025191165275784022,,,,,,,,,,,,,,,,2,4,6,15,16,,,,,,,,,,,,,,
tdvp_sweep_window,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,,,,,,,47,,rzz,"(4, 7)",,,,,0.999968608961189,3.139103881100169e-05,,0.025191165275784022,,,,,,,,,,,,,,,,2,4,6,15,16,,,,,,,,,,,,,,
tdvp_sweep_window,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,,,,,,,47,,rzz,"(4, 7)",,,,,0.999968608961189,3.139103881100169e-05,,0.11167497989320918,,,,,,,,,,,,,,,,4,1,6,15,16,,,,,,,,,,,,,,
tdvp_sweep_window,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,,,,,,,47,,rzz,"(4, 7)",,,,,0.999968608961189,3.139103881100169e-05,,0.11167497989317465,,,,,,,,,,,,,,,,4,2,6,15,16,,,,,,,,,,,,,,
tdvp_sweep_window,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,,,,,,,47,,rzz,"(4, 7)",,,,,0.999968608961189,3.139103881100169e-05,,0.1116749798932144,,,,,,,,,,,,,,,,4,4,6,15,16,,,,,,,,,,,,,,
tdvp_sweep_window,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,,,,,,,47,,rzz,"(4, 7)",,,,,0.999968608961189,3.139103881100169e-05,,0.1116749798932144,,,,,,,,,,,,,,,,4,4,6,15,16,,,,,,,,,,,,,,
tdvp_sweep_window,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,,,,,,,47,,rzz,"(4, 7)",,,,,0.999968608961189,3.139103881100169e-05,,0.44525655523373575,,,,,,,,,,,,,,,,8,1,6,15,16,,,,,,,,,,,,,,
tdvp_sweep_window,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,,,,,,,47,,rzz,"(4, 7)",,,,,0.999968608961189,3.139103881100169e-05,,0.445256555233716,,,,,,,,,,,,,,,,8,2,6,15,16,,,,,,,,,,,,,,
tdvp_sweep_window,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,,,,,,,47,,rzz,"(4, 7)",,,,,0.999968608961189,3.139103881100169e-05,,0.4452565552337343,,,,,,,,,,,,,,,,8,4,6,15,16,,,,,,,,,,,,,,
tdvp_sweep_window,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,,,,,,,47,,rzz,"(4, 7)",,,,,0.999968608961189,3.139103881100169e-05,,0.4452565552337343,,,,,,,,,,,,,,,,8,4,6,15,16,,,,,,,,,,,,,,
lr_route_audit,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,0.0001,,,,,,95,,,"(4, 7)",,,,,0.9999999999999999,1.1102230246251565e-16,,,,,,,,,,,,,,,,,,,,,16,16,rzz,tdvp,projection-complete: projection defect 1.11022e-16 below defect tol 0.0001,0.00968072032484013,0.04489426420042186,0.03521354387558173,,,,,,,,
lr_route_audit,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,0.0001,,,,,,47,,,"(4, 7)",,,,,0.999968608961189,3.139103881100169e-05,,,,,,,,,,,,,,,,,,,,,15,16,rzz,tdvp,projection-complete: projection defect 3.1391e-05 below defect tol 0.0001,9.168221737354543e-13,0.009648514321641377,0.009648514320724555,,,,,,,,
lr_route_audit,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,0.0001,,,,,,75,,,"(3, 6)",,,,,1.4076555911281918,0.0,,,,,,,,,,,,,,,,,,,,,16,16,rzz,tdvp,projection-complete: projection defect 0 below defect tol 0.0001,0.009653907832410824,0.009681085435723435,2.717760331261143e-05,,,,,,,,
lr_route_audit,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,0.0001,,,,,,64,,,"(5, 3)",,,,,2.1455783670559456,0.0,,,,,,,,,,,,,,,,,,,,,16,16,rzz,tdvp,projection-complete: projection defect 0 below defect tol 0.0001,0.009648514321783708,0.009653064633605268,4.550311821560626e-06,,,,,,,,
lr_route_audit,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,0.0001,,,,,,67,,,"(2, 5)",,,,,2.145578367059072,0.0,,,,,,,,,,,,,,,,,,,,,16,16,rzz,tdvp,projection-complete: projection defect 0 below defect tol 0.0001,0.009653064633607933,0.009655748610529091,2.683976921158404e-06,,,,,,,,
lr_route_audit,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,0.0001,,,,,,41,,,"(0, 3)",,,,,4.7431114509445,0.0,,,,,,,,,,,,,,,,,,,,,16,16,rzz,tdvp,projection-complete: projection defect 0 below defect tol 0.0001,3.4270364324129332e-12,3.870237463843296e-12,4.432010314303625e-13,,,,,,,,
lr_route_audit,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,0.0001,,,,,,62,,,"(1, 4)",,,,,3.846192100815603,0.0,,,,,,,,,,,,,,,,,,,,,16,16,rzz,tdvp,projection-complete: projection defect 0 below defect tol 0.0001,0.009648514321596746,0.009648514321783486,1.8673951274195133e-13,,,,,,,,
lr_route_audit,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,0.0001,,,,,,101,,,"(5, 8)",,,,,0.9999999999999998,2.220446049250313e-16,,,,,,,,,,,,,,,,,,,,,16,16,rzz,tdvp,projection-complete: projection defect 2.22045e-16 below defect tol 0.0001,0.04489426420040887,0.044894264200433964,2.5091040356528538e-14,,,,,,,,
lr_route_audit,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,0.0001,,,,,,91,,,"(2, 5)",,,,,0.9885676253660248,0.011432374633975173,,,,,,,,,,,,,,,,,,,,,16,16,rzz,pauli_enriched,projection-incomplete: projection defect 0.0114324 above defect tol 0.0001,0.009680720324826697,0.009680720324841241,1.454392162258955e-14,,,,,,,,
lr_route_audit,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,0.0001,,,,,,40,,,"(5, 3)",,,,,0.9999999999991456,8.544276397515205e-13,,,,,,,,,,,,,,,,,,,,,16,16,rzz,tdvp,projection-complete: projection defect 8.54428e-13 below defect tol 0.0001,3.4141578453272814e-12,3.4270364324129332e-12,1.2878587085651816e-14,,,,,,,,
lr_route_audit,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,0.0001,,,,,,65,,,"(0, 3)",,,,,5.19842406953424,0.0,,,,,,,,,,,,,,,,,,,,,16,16,rzz,tdvp,projection-complete: projection defect 0 below defect tol 0.0001,0.009653064633605268,0.009653064633608599,3.3306690738754696e-15,,,,,,,,
lr_route_audit,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,0.0001,,,,,,88,,,"(5, 3)",,,,,1.0000000000000104,0.0,,,,,,,,,,,,,,,,,,,,,16,16,rzz,tdvp,projection-complete: projection defect 0 below defect tol 0.0001,0.00968072032482159,0.009680720324824033,2.4424906541753444e-15,,,,,,,,
lr_route_audit,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,0.0001,,,,,,89,,,"(0, 3)",,,,,4.839349372979412,0.0,,,,,,,,,,,,,,,,,,,,,16,16,rzz,tdvp,projection-complete: projection defect 0 below defect tol 0.0001,0.009680720324824033,0.009680720324826475,2.4424906541753444e-15,,,,,,,,
lr_route_audit,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,0.0001,,,,,,99,,,"(3, 6)",,,,,0.9895253551449349,0.010474644855065107,,,,,,,,,,,,,,,,,,,,,16,16,rzz,pauli_enriched,projection-incomplete: projection defect 0.0104746 above defect tol 0.0001,0.04489426420040843,0.04489426420040932,8.881784197001252e-16,,,,,,,,
lr_route_audit,ising2d_3x3_h1_dt0.1_L4_plus,,,,,,,,,0.0001,,,,,,51,,,"(3, 6)",,,,,0.9997355807339993,0.0002644192660007372,,,,,,,,,,,,,,,,,,,,,16,16,rzz,pauli_enriched,projection-incomplete: projection defect 0.000264419 above defect tol 0.0001,0.009648514321597412,0.009648514321598078,6.661338147750939e-16,,,,,,,,
tolerance_sweep,ising2d_3x3_h1_dt0.1_L4_plus,,0.044894264200435297,,,,,,,0.0001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tolerance_sweep,ising2d_3x3_h1_dt0.1_L4_plus,,0.018368659483235406,,,,,,,1e-06,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tolerance_sweep,ising2d_3x3_h1_dt0.1_L4_plus,,0.018368659483235406,,,,,,,1e-08,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tolerance_sweep,ising2d_3x3_h1_dt0.1_L4_plus,,0.018368659483235406,,,,,,,1e-10,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
