stage,family,model,n_qubits,alpha,max_range,initial_state,dt,theta_max,theta_mean,theta_min_nonzero,layers,method,circuit_name,circuit_key,svd_threshold,max_bond_dim_setting,reference_method,fidelity_error,observable_error_max,observable_error_mean,energy_error,energy_density_error,magnetization_x_error,magnetization_z_error,long_range_corr_error_max,practical_pass_1e3,practical_pass_1e2,max_bond_observed,mean_bond_observed,sum_chi_cubed,wall_time_s,num_swaps_inserted,num_lr_pauli_gates,num_nn_2q_gates,tdvp_lr_pauli_count,enriched_lr_pauli_count,tdvp_lr_pauli_fraction,status
0,power_law_ising,ising,12,1.5,5,plus,0.00125,0.0025,0.0009940935415111978,0.00022360679774997898,20,tebd_swaps,pl_s0_n12_a1.5_R5_h0.5_dt0.00125_L20_plus,pl_n12_a1.5_R5_h0.5_dt0.00125_plus,1e-09,48,qiskit_statevector,0.019085532625314983,0.03105665136269125,0.011729998542835388,0.03105665136269125,0.0006901478080598056,0.01596915464015003,0.0007381297224299512,0.010195909180845893,False,False,48,15.636363636363637,185488.0,7.185733399994206,3200,680,0,0,0,0.0,ok
0,power_law_ising,ising,12,1.5,5,plus,0.00125,0.0025,0.0009940935415111978,0.00022360679774997898,20,local_generator_tdvp,pl_s0_n12_a1.5_R5_h0.5_dt0.00125_L20_plus,pl_n12_a1.5_R5_h0.5_dt0.00125_plus,1e-09,64,qiskit_statevector,9.435085171149993e-06,0.007451395255855784,0.001975637877740733,0.007451395255855784,0.00016558656124123964,1.6098973859568488e-06,1.4601589068526042e-05,0.0022449960851521596,False,True,30,12.090909090909092,65071.0,12.450725300004706,3200,680,0,680,0,1.0,ok
0,power_law_ising,ising,12,1.5,5,plus,0.00125,0.0025,0.0009940935415111978,0.00022360679774997898,20,tebd_swaps,pl_s0_n12_a1.5_R5_h0.5_dt0.00125_L20_plus,pl_n12_a1.5_R5_h0.5_dt0.00125_plus,1e-09,64,qiskit_statevector,4.92535218166168e-07,0.007206265851545133,0.001927443098427676,0.007206265851545133,0.00016013924114544742,5.7415471698130105e-06,2.9771296963194174e-06,0.002262091722581668,False,True,40,13.545454545454545,114239.0,6.189987499994459,3200,680,0,0,0,0.0,ok
0,power_law_ising,ising,12,1.5,5,random_product,0.00125,0.0025,0.0009940935415111978,0.00022360679774997898,20,local_generator_tdvp,pl_s0_n12_a1.5_R5_h0.5_dt0.00125_L20_random_product,pl_n12_a1.5_R5_h0.5_dt0.00125_random_product,1e-09,8,qiskit_statevector,1.9905570981859633e-05,0.9423674800885524,0.2643733641147231,0.9423674800885524,0.020941499557523387,7.21824793093323e-05,3.969252212837615e-05,0.35844596592610206,False,False,8,6.090909090909091,3559.0,12.099419299978763,3200,680,0,680,0,1.0,ok
0,power_law_ising,ising,12,1.5,5,random_product,0.00125,0.0025,0.0009940935415111978,0.00022360679774997898,20,tebd_swaps,pl_s0_n12_a1.5_R5_h0.5_dt0.00125_L20_random_product,pl_n12_a1.5_R5_h0.5_dt0.00125_random_product,1e-09,8,qiskit_statevector,0.37185273019367304,0.6878206120780568,0.20177491868597558,0.6878206120780568,0.015284902490623486,0.02636073302963926,0.07887514921530307,0.20053319661625532,False,False,8,6.090909090909091,3559.0,3.4580301999812946,3200,680,0,0,0,0.0,ok
0,power_law_ising,ising,12,1.5,5,random_product,0.00125,0.0025,0.0009940935415111978,0.00022360679774997898,20,local_generator_tdvp,pl_s0_n12_a1.5_R5_h0.5_dt0.00125_L20_random_product,pl_n12_a1.5_R5_h0.5_dt0.00125_random_product,1e-09,12,qiskit_statevector,7.946031015837463e-06,0.9411746159671555,0.26405868922603115,0.9411746159671555,0.020914991465936787,1.3981502855475725e-06,1.694435078453127e-05,0.3581854961959933,False,False,12,7.909090909090909,9639.0,10.793879100005142,3200,680,0,680,0,1.0,ok
0,power_law_ising,ising,12,1.5,5,random_product,0.00125,0.0025,0.0009940935415111978,0.00022360679774997898,20,tebd_swaps,pl_s0_n12_a1.5_R5_h0.5_dt0.00125_L20_random_product,pl_n12_a1.5_R5_h0.5_dt0.00125_random_product,1e-09,12,qiskit_statevector,0.49143510276933355,0.2908579455996594,0.12218129521873648,0.2908579455996594,0.006463509902214653,0.04471867791667746,0.09274906985167672,0.1761172728234542,False,False,12,8.0,9808.0,4.089925499982201,3200,680,0,0,0,0.0,ok
0,power_law_ising,ising,12,1.5,5,random_product,0.00125,0.0025,0.0009940935415111978,0.00022360679774997898,20,local_generator_tdvp,pl_s0_n12_a1.5_R5_h0.5_dt0.00125_L20_random_product,pl_n12_a1.5_R5_h0.5_dt0.00125_random_product,1e-09,16,qiskit_statevector,7.414717190901143e-06,0.9415847011883958,0.26414116836493545,0.9415847011883958,0.02092410447085324,6.213817839356706e-06,1.1766027087078967e-05,0.35817905632050195,False,False,16,9.272727272727273,18390.0,11.755555399984587,3200,680,0,680,0,1.0,ok
0,power_law_ising,ising,12,1.5,5,random_product,0.00125,0.0025,0.0009940935415111978,0.00022360679774997898,20,tebd_swaps,pl_s0_n12_a1.5_R5_h0.5_dt0.00125_L20_random_product,pl_n12_a1.5_R5_h0.5_dt0.00125_random_product,1e-09,16,qiskit_statevector,0.1949450708202144,0.5862571389482403,0.1910786090596816,0.5862571389482403,0.013027936421072008,0.018471337439755653,0.043482054212097415,0.29415457827724273,False,False,16,9.636363636363637,20296.0,4.466564700007439,3200,680,0,0,0,0.0,ok
0,power_law_ising,ising,12,1.5,5,random_product,0.00125,0.0025,0.0009940935415111978,0.00022360679774997898,20,local_generator_tdvp,pl_s0_n12_a1.5_R5_h0.5_dt0.00125_L20_random_product,pl_n12_a1.5_R5_h0.5_dt0.00125_random_product,1e-09,24,qiskit_statevector,5.982032272422444e-06,0.9415611807534836,0.26415259364437016,0.9415611807534836,0.020923581794521858,3.548394666928745e-05,9.582049644796253e-06,0.35823313967753134,False,False,24,11.272727272727273,43732.0,12.523972299997695,3200,680,0,680,0,1.0,ok
0,power_law_ising,ising,12,1.5,5,random_product,0.00125,0.0025,0.0009940935415111978,0.00022360679774997898,20,tebd_swaps,pl_s0_n12_a1.5_R5_h0.5_dt0.00125_L20_random_product,pl_n12_a1.5_R5_h0.5_dt0.00125_random_product,1e-09,24,qiskit_statevector,0.4834530039922921,0.44493216244182054,0.1619202704379287,0.44493216244182054,0.009887381387596011,0.05981571709747831,0.09914495381727592,0.19582113744547264,False,False,24,12.0,50832.0,5.292427400010638,3200,680,0,0,0,0.0,ok
0,power_law_ising,ising,12,1.5,5,random_product,0.00125,0.0025,0.0009940935415111978,0.00022360679774997898,20,local_generator_tdvp,pl_s0_n12_a1.5_R5_h0.5_dt0.00125_L20_random_product,pl_n12_a1.5_R5_h0.5_dt0.00125_random_product,1e-09,32,qiskit_statevector,5.728130137883092e-06,0.9416113316159349,0.26416009946500896,0.9416113316159349,0.020924696258131887,3.3551432944256554e-05,1.2051123839285083e-05,0.35821886689419463,False,False,31,12.454545454545455,72875.0,14.056180199986557,3200,680,0,680,0,1.0,ok
0,power_law_ising,ising,12,1.5,5,random_product,0.00125,0.0025,0.0009940935415111978,0.00022360679774997898,20,tebd_swaps,pl_s0_n12_a1.5_R5_h0.5_dt0.00125_L20_random_product,pl_n12_a1.5_R5_h0.5_dt0.00125_random_product,1e-09,32,qiskit_statevector,0.021408348679051392,0.8265854607334413,0.23957491362992656,0.8265854607334413,0.018368565794076475,0.0031832741332808584,0.006184101635127781,0.3435531658537064,False,False,32,13.909090909090908,99285.0,6.421794800000498,3200,680,0,0,0,0.0,ok
0,power_law_ising,ising,12,1.5,5,random_product,0.00125,0.0025,0.0009940935415111978,0.00022360679774997898,20,local_generator_tdvp,pl_s0_n12_a1.5_R5_h0.5_dt0.00125_L20_random_product,pl_n12_a1.5_R5_h0.5_dt0.00125_random_product,1e-09,48,qiskit_statevector,5.728130137883092e-06,0.9416113316159349,0.26416009946500896,0.9416113316159349,0.020924696258131887,3.3551432944256554e-05,1.2051123839285083e-05,0.35821886689419463,False,False,31,12.454545454545455,72875.0,14.078693500021473,3200,680,0,680,0,1.0,ok
0,power_law_ising,ising,12,1.5,5,random_product,0.00125,0.0025,0.0009940935415111978,0.00022360679774997898,20,tebd_swaps,pl_s0_n12_a1.5_R5_h0.5_dt0.00125_L20_random_product,pl_n12_a1.5_R5_h0.5_dt0.00125_random_product,1e-09,48,qiskit_statevector,0.02192127969866997,0.7918175150402438,0.23420433430111282,0.7918175150402438,0.017595944778672084,0.0015714944384313673,0.0074746098444633535,0.3525621074037535,False,False,48,15.636363636363637,185488.0,7.4136255999910645,3200,680,0,0,0,0.0,ok
0,power_law_ising,ising,12,1.5,5,random_product,0.00125,0.0025,0.0009940935415111978,0.00022360679774997898,20,local_generator_tdvp,pl_s0_n12_a1.5_R5_h0.5_dt0.00125_L20_random_product,pl_n12_a1.5_R5_h0.5_dt0.00125_random_product,1e-09,64,qiskit_statevector,5.728130137883092e-06,0.9416113316159349,0.26416009946500896,0.9416113316159349,0.020924696258131887,3.3551432944256554e-05,1.2051123839285083e-05,0.35821886689419463,False,False,31,12.454545454545455,72875.0,13.62097079999512,3200,680,0,680,0,1.0,ok
0,power_law_ising,ising,12,1.5,5,random_product,0.00125,0.0025,0.0009940935415111978,0.00022360679774997898,20,tebd_swaps,pl_s0_n12_a1.5_R5_h0.5_dt0.00125_L20_random_product,pl_n12_a1.5_R5_h0.5_dt0.00125_random_product,1e-09,64,qiskit_statevector,7.720963730584174e-07,0.9416654474289425,0.2641486674169626,0.9416654474289425,0.02092589883175428,4.283170121965885e-06,8.01969228367283e-06,0.3581396879617103,False,False,42,13.909090909090908,126315.0,5.8802165999950375,3200,680,0,0,0,0.0,ok
