circuit_name,method,n_qubits,depth,fidelity_error,pauli_obs_max_error,pauli_obs_mean_error,pauli_obs_l2_error,worst_observable,max_bond_before,max_bond_after_expansion,max_bond_final,mean_bond_final,sum_chi_cubed,wall_time_s,projected_ratio_before_expansion,projection_defect_before_expansion,projected_ratio_after_expansion,projection_defect_after_expansion,state_delta_from_expansion,route_summary
rand_n12_d4_s2,plain_tdvp,12,4,0.039122352271830696,0.0779862643934004,0.006094243528996223,0.12700783723517642,Z(4),2,,4,2.272727272727273,163.0,0.02041510000708513,,,,,,
rand_n12_d4_s2,current_projection_defect_router,12,4,0.0,2.9976021664879227e-15,6.287216118098608e-16,6.62849865313705e-15,Y(11),2,,8,4.909090909090909,2328.0,0.022826400003395975,,,,,,
rand_n12_d4_s2,exact_pauli_enrichment,12,4,0.0,2.9976021664879227e-15,6.287216118098608e-16,6.62849865313705e-15,Y(11),2,,8,4.909090909090909,2328.0,0.022339200018905103,,,,,,
rand_n12_d4_s2,subspace_expanded_tdvp,12,4,0.03908332690135552,0.077986450762761,0.006085357794064815,0.1270078557190146,Z(4),2,2,4,2.1818181818181817,144.0,0.04135320000932552,0.9926293891457025,0.007370610854297466,0.9926293891457023,0.007370610854297688,0.0,
rand_n12_d4_s3,plain_tdvp,12,4,0.08085136017345118,0.1297988890449362,0.012663087837625106,0.20289689349090015,Z(9),2,,4,2.5454545454545454,220.0,0.02432490000501275,,,,,,
rand_n12_d4_s3,current_projection_defect_router,12,4,0.0,7.254613576535007e-15,1.7668929591035326e-15,1.593840945136518e-14,Y(10),2,,8,4.7272727272727275,2272.0,0.02774429999408312,,,,,,
rand_n12_d4_s3,exact_pauli_enrichment,12,4,1.1102230246251565e-15,4.045375145977914e-15,6.59965909082732e-16,6.538528322864247e-15,Y(10),2,,8,4.7272727272727275,2272.0,0.016366299998480827,,,,,,
rand_n12_d4_s3,subspace_expanded_tdvp,12,4,0.07235885494124628,0.12979888904493864,0.01016453752576107,0.19786008520246642,Z(9),2,2,2,2.0,88.0,0.043885999999474734,0.7643014029750218,0.2356985970249782,0.7643014029750219,0.23569859702497808,0.0,
rand_n12_d4_s4,plain_tdvp,12,4,0.029234799400283507,0.0404043162988017,0.0048510195898048775,0.07477726969666007,Z(2),2,,2,2.0,88.0,0.021892799995839596,,,,,,
rand_n12_d4_s4,current_projection_defect_router,12,4,0.0,7.854827899222983e-15,6.712700885028079e-16,9.368581295766318e-15,X(7),2,,8,4.909090909090909,2328.0,0.02313089999370277,,,,,,
rand_n12_d4_s4,exact_pauli_enrichment,12,4,0.0,7.854827899222983e-15,6.712700885028079e-16,9.368581295766318e-15,X(7),2,,8,4.909090909090909,2328.0,0.017892200005007908,,,,,,
rand_n12_d4_s4,subspace_expanded_tdvp,12,4,0.02049355732230096,0.04040431629880237,0.0031911392082120855,0.06833436601548534,Z(2),2,2,4,2.909090909090909,368.0,0.07658349999110214,1.5743144792387154e-17,1.0,1.1085876114767694e-17,1.0,1.1102230246251565e-15,
rand_n12_d8_s0,plain_tdvp,12,8,0.18418935275236015,0.2332437648080673,0.027620720025831463,0.39869667202004555,Z(0),2,,5,2.727272727272727,336.0,0.04296089999843389,,,,,,
rand_n12_d8_s0,current_projection_defect_router,12,8,0.0,1.4432899320127035e-14,2.404283369616955e-15,2.6028790932340502e-14,Z(9),2,,8,5.2727272727272725,2776.0,0.05338249998749234,,,,,,
rand_n12_d8_s0,exact_pauli_enrichment,12,8,1.1102230246251565e-15,1.687538997430238e-14,1.7267967534268575e-15,2.2814429122856838e-14,X(9),2,,8,5.2727272727272725,2776.0,0.03305189998354763,,,,,,
rand_n12_d8_s0,subspace_expanded_tdvp,12,8,0.17181522250058567,0.22214275941178152,0.025751211589063974,0.36831426876266427,Z(0),2,2,8,5.2727272727272725,2536.0,0.09426669997628778,4.187378745342772e-18,1.0,4.187378745342772e-18,1.0,0.0,
rand_n12_d8_s1,plain_tdvp,12,8,0.09728668258308037,0.10339476099540224,0.017464601898179267,0.21337793082207712,Z(0),2,,7,3.090909090909091,610.0,0.04704409997793846,,,,,,
rand_n12_d8_s1,current_projection_defect_router,12,8,8.881784197001252e-16,2.0095036745715333e-14,2.7733216957494103e-15,3.8985706710651155e-14,Z(5),2,,16,7.2727272727272725,10448.0,0.04848279998986982,,,,,,
rand_n12_d8_s1,exact_pauli_enrichment,12,8,6.661338147750939e-16,2.0650148258027912e-14,2.418204525511669e-15,3.707862365927183e-14,Z(5),2,,16,7.2727272727272725,10448.0,0.03388329999870621,,,,,,
rand_n12_d8_s1,subspace_expanded_tdvp,12,8,0.052523642602593235,0.10345078178634692,0.010968100421374225,0.18445571488921508,Z(0),2,2,16,7.090909090909091,10152.0,0.08907550000003539,0.3324630654880334,0.6675369345119666,0.33246306548803345,0.6675369345119666,2.220446049250313e-16,
rand_n12_d8_s2,plain_tdvp,12,8,0.06529981954033748,0.19759119277153603,0.01499596926332783,0.24616448085352968,"XX(4,5)",2,,6,4.0,992.0,0.05075540000689216,,,,,,
rand_n12_d8_s2,current_projection_defect_router,12,8,0.0,1.5487611193520934e-14,1.5962268881289685e-15,2.1168550813087794e-14,Y(9),2,,32,11.454545454545455,74904.0,0.06638470001053065,,,,,,
rand_n12_d8_s2,exact_pauli_enrichment,12,8,0.0,1.6014967130217883e-14,1.7344355600665582e-15,2.2377498688626946e-14,Y(9),2,,32,11.454545454545455,74904.0,0.03981849999399856,,,,,,
rand_n12_d8_s2,subspace_expanded_tdvp,12,8,0.1162932296281185,0.23308404246926817,0.02681258948172073,0.4390231043528801,Z(9),2,2,8,4.545454545454546,1880.0,0.08983559999614954,0.9926293891457026,0.007370610854297355,0.9926293891457023,0.007370610854297688,4.440892098500626e-16,
rand_n12_d8_s3,plain_tdvp,12,8,0.11128776179288202,0.12073107533813121,0.0183030619034099,0.2200939709642934,Z(2),2,,4,3.3636363636363638,499.0,0.04970599999069236,,,,,,
rand_n12_d8_s3,current_projection_defect_router,12,8,0.0,1.9872992140790302e-14,7.684516603292637e-15,6.412094209198724e-14,"ZZ(6,7)",2,,16,7.818181818181818,13976.0,0.06044390000170097,,,,,,
rand_n12_d8_s3,exact_pauli_enrichment,12,8,4.440892098500626e-16,3.569367024169878e-14,5.169398859589731e-15,6.259300053798582e-14,Y(8),2,,16,7.818181818181818,13976.0,0.035170899995137006,,,,,,
rand_n12_d8_s3,subspace_expanded_tdvp,12,8,0.09340603107150525,0.12072498739452697,0.01487211005202124,0.21423739783397358,Z(2),2,2,4,2.5454545454545454,256.0,0.09144570000353269,0.7643014029750216,0.23569859702497842,0.7643014029750216,0.23569859702497842,2.220446049250313e-16,
rand_n12_d8_s4,plain_tdvp,12,8,0.06564401644182227,0.07626407479108654,0.012730290174001641,0.14519777351722102,"ZZ(6,7)",2,,7,4.090909090909091,1251.0,0.05481820000568405,,,,,,
rand_n12_d8_s4,current_projection_defect_router,12,8,0.014070930221358746,0.03767063695803641,0.002152595959208454,0.05271825796240786,Z(3),2,,16,8.363636363636363,14480.0,0.06375560001470149,,,,,,
rand_n12_d8_s4,exact_pauli_enrichment,12,8,0.0,9.992007221626409e-15,1.3784594607743924e-15,1.6161736792773034e-14,X(10),2,,32,12.727272727272727,78992.0,0.03551420001895167,,,,,,
rand_n12_d8_s4,subspace_expanded_tdvp,12,8,0.062025931859886696,0.08804499184405779,0.011404361417312362,0.15297969637571274,"ZZ(6,7)",2,2,4,3.272727272727273,480.0,0.08428410001215525,0.42407153030570105,0.575928469694299,0.4240715303057012,0.5759284696942988,1.3322676295501878e-15,
