case_id,family,n_qubits,depth,seed,angle_regime,chi_max,tdvp_sweeps,tdvp_padding_dim,tdvp_mean_obs_error,tebd_mean_obs_error,tdvp_error_over_tebd_error,tebd_error_over_tdvp_error,tdvp_peak_chi,tebd_peak_chi,tdvp_peak_chi_over_tebd_peak_chi,tdvp_time_over_tebd_time,tdvp_hit_chi_max,tebd_hit_chi_max,outcome
nn_brickwork_n16_d4_s0_medium,nn_brickwork,16,4,0,medium,64,1,,2.0643724360155933e-15,2.0643724360155933e-15,1.0,1.0,8,8,1.0,1.5987104319189476,False,False,similar
nn_brickwork_n16_d4_s1_small,nn_brickwork,16,4,1,small,16,1,,2.8303114568023254e-08,2.8303114568023254e-08,1.0,1.0,8,8,1.0,1.380894286319784,False,False,similar
nn_brickwork_n16_d4_s1_small,nn_brickwork,16,4,1,small,32,1,,2.8303114568023254e-08,2.8303114568023254e-08,1.0,1.0,8,8,1.0,1.809194901316751,False,False,similar
nn_brickwork_n16_d4_s1_small,nn_brickwork,16,4,1,small,64,1,,2.8303114568023254e-08,2.8303114568023254e-08,1.0,1.0,8,8,1.0,1.8412654097789183,False,False,similar
nn_brickwork_n16_d4_s1_medium,nn_brickwork,16,4,1,medium,16,1,,1.6976808193692452e-15,1.6976808193692452e-15,1.0,1.0,8,8,1.0,1.3242613237129515,False,False,similar
nn_brickwork_n16_d4_s1_medium,nn_brickwork,16,4,1,medium,32,1,,1.6976808193692452e-15,1.6976808193692452e-15,1.0,1.0,8,8,1.0,1.2518156272023093,False,False,similar
nn_brickwork_n16_d4_s1_medium,nn_brickwork,16,4,1,medium,64,1,,1.6976808193692452e-15,1.6976808193692452e-15,1.0,1.0,8,8,1.0,1.2603509900948238,False,False,similar
nn_brickwork_n16_d4_s2_small,nn_brickwork,16,4,2,small,16,1,,2.9256094131933e-08,2.9256094131933e-08,1.0,1.0,8,8,1.0,1.4169579080818484,False,False,similar
nn_brickwork_n16_d4_s2_small,nn_brickwork,16,4,2,small,32,1,,2.9256094131933e-08,2.9256094131933e-08,1.0,1.0,8,8,1.0,0.9569678041149706,False,False,similar
nn_brickwork_n16_d4_s2_small,nn_brickwork,16,4,2,small,64,1,,2.9256094131933e-08,2.9256094131933e-08,1.0,1.0,8,8,1.0,1.0037193849482,False,False,similar
nn_brickwork_n16_d4_s2_medium,nn_brickwork,16,4,2,medium,16,1,,2.5072293399823434e-15,2.5072293399823434e-15,1.0,1.0,8,8,1.0,0.6452820849621479,False,False,similar
nn_brickwork_n16_d4_s2_medium,nn_brickwork,16,4,2,medium,32,1,,2.5072293399823434e-15,2.5072293399823434e-15,1.0,1.0,8,8,1.0,1.3513428631648525,False,False,similar
nn_brickwork_n16_d4_s2_medium,nn_brickwork,16,4,2,medium,64,1,,2.5072293399823434e-15,2.5072293399823434e-15,1.0,1.0,8,8,1.0,0.6983987505066009,False,False,similar
nn_brickwork_n16_d8_s0_small,nn_brickwork,16,8,0,small,16,1,,3.8180628465694305e-07,3.8180628465694305e-07,1.0,1.0,16,16,1.0,0.9772782195922973,True,True,similar
nn_brickwork_n16_d8_s0_small,nn_brickwork,16,8,0,small,32,1,,1.4903712255167211e-07,1.4903712255167211e-07,1.0,1.0,32,32,1.0,1.3079601005705865,True,True,similar
nn_brickwork_n16_d8_s0_small,nn_brickwork,16,8,0,small,64,1,,1.4903712255167211e-07,1.4903712255167211e-07,1.0,1.0,32,32,1.0,1.4395717060010205,False,False,similar
nn_brickwork_n16_d8_s0_medium,nn_brickwork,16,8,0,medium,16,1,,0.0023684906294736976,0.0023684906294736976,1.0,1.0,16,16,1.0,1.1341323222825102,True,True,similar
nn_brickwork_n16_d8_s0_medium,nn_brickwork,16,8,0,medium,32,1,,0.0004204361410055428,0.0004204361410055428,1.0,1.0,32,32,1.0,1.1594730359659318,True,True,similar
nn_brickwork_n16_d8_s0_medium,nn_brickwork,16,8,0,medium,64,1,,9.244414696468833e-05,9.244414696468833e-05,1.0,1.0,64,64,1.0,0.7703872638647058,True,True,similar
nn_brickwork_n16_d8_s1_small,nn_brickwork,16,8,1,small,16,1,,5.483938213461415e-07,5.483938213461415e-07,1.0,1.0,16,16,1.0,1.0362323844922947,True,True,similar
nn_brickwork_n16_d8_s1_small,nn_brickwork,16,8,1,small,32,1,,1.2388530467845906e-07,1.2388530467845906e-07,1.0,1.0,31,31,1.0,1.048124334017239,False,False,similar
nn_brickwork_n16_d8_s1_small,nn_brickwork,16,8,1,small,64,1,,1.2388530467845906e-07,1.2388530467845906e-07,1.0,1.0,31,31,1.0,0.911707117803474,False,False,similar
nn_brickwork_n16_d8_s1_medium,nn_brickwork,16,8,1,medium,16,1,,0.002216467873447099,0.002216467873447099,1.0,1.0,16,16,1.0,1.3606956369584586,True,True,similar
nn_brickwork_n16_d8_s1_medium,nn_brickwork,16,8,1,medium,32,1,,0.0002595111286010797,0.0002595111286010797,1.0,1.0,32,32,1.0,0.7186744122482295,True,True,similar
nn_brickwork_n16_d8_s1_medium,nn_brickwork,16,8,1,medium,64,1,,5.0170039390455554e-05,5.0170039390455554e-05,1.0,1.0,64,64,1.0,0.9849082995875004,True,True,similar
nn_brickwork_n16_d8_s2_small,nn_brickwork,16,8,2,small,16,1,,7.558465332069314e-07,7.558465332069314e-07,1.0,1.0,16,16,1.0,4.570245560041983,True,True,similar
nn_brickwork_n16_d8_s2_small,nn_brickwork,16,8,2,small,32,1,,5.043961865025471e-08,5.043961865025471e-08,1.0,1.0,32,32,1.0,1.031461407533457,True,True,similar
nn_brickwork_n16_d8_s2_small,nn_brickwork,16,8,2,small,64,1,,5.043961865025471e-08,5.043961865025471e-08,1.0,1.0,32,32,1.0,2.6581305417087826,False,False,similar
nn_brickwork_n16_d8_s2_medium,nn_brickwork,16,8,2,medium,16,1,,0.002484483711346939,0.002484483711346939,1.0,1.0,16,16,1.0,3.420969939320508,True,True,similar
nn_brickwork_n16_d8_s2_medium,nn_brickwork,16,8,2,medium,32,1,,0.00032300989855812333,0.00032300989855812333,1.0,1.0,32,32,1.0,1.4046239259723645,True,True,similar
nn_brickwork_n16_d8_s2_medium,nn_brickwork,16,8,2,medium,64,1,,7.139337933738813e-05,7.139337933738813e-05,1.0,1.0,64,64,1.0,1.8608464746998776,True,True,similar
periodic_1d_n8_d4_s0_small,periodic_1d,8,4,0,small,16,1,,0.0033295487368825614,4.764215384221395e-15,1.430889216741757e-12,698866123456.4865,2,4,0.5,1.181941595913982,False,False,tebd_wins
periodic_1d_n8_d4_s0_small,periodic_1d,8,4,0,small,32,1,,0.0033295487368825614,4.764215384221395e-15,1.430889216741757e-12,698866123456.4865,2,4,0.5,0.8149642584048392,False,False,tebd_wins
periodic_1d_n8_d4_s0_small,periodic_1d,8,4,0,small,64,1,,0.0033295487368825614,4.764215384221395e-15,1.430889216741757e-12,698866123456.4865,2,4,0.5,1.0467461572127872,False,False,tebd_wins
periodic_1d_n8_d4_s0_medium,periodic_1d,8,4,0,medium,16,1,,0.00688008475015348,9.274755855852366e-16,1.3480583732119674e-13,6880084750153.4795,2,4,0.5,0.9232932564751826,False,False,tebd_wins
periodic_1d_n8_d4_s0_medium,periodic_1d,8,4,0,medium,32,1,,0.00688008475015348,9.274755855852366e-16,1.3480583732119674e-13,6880084750153.4795,2,4,0.5,0.8280091323073824,False,False,tebd_wins
periodic_1d_n8_d4_s0_medium,periodic_1d,8,4,0,medium,64,1,,0.00688008475015348,9.274755855852366e-16,1.3480583732119674e-13,6880084750153.4795,2,4,0.5,0.5585287919501734,False,False,tebd_wins
periodic_1d_n8_d4_s1_small,periodic_1d,8,4,1,small,16,1,,0.0055742245027066845,2.1894236692316358e-15,3.9277637062671483e-13,2545978003728.681,2,4,0.5,0.624530180206574,False,False,tebd_wins
periodic_1d_n8_d4_s1_small,periodic_1d,8,4,1,small,32,1,,0.0055742245027066845,2.1894236692316358e-15,3.9277637062671483e-13,2545978003728.681,2,4,0.5,0.6905590514851158,False,False,tebd_wins
periodic_1d_n8_d4_s1_small,periodic_1d,8,4,1,small,64,1,,0.0055742245027066845,2.1894236692316358e-15,3.9277637062671483e-13,2545978003728.681,2,4,0.5,3.481776333604212,False,False,tebd_wins
periodic_1d_n8_d4_s1_medium,periodic_1d,8,4,1,medium,16,1,,0.00788115653373146,8.267299708576373e-16,1.0489957499501773e-13,7881156533731.46,2,4,0.5,0.735506091255716,False,False,tebd_wins
periodic_1d_n8_d4_s1_medium,periodic_1d,8,4,1,medium,32,1,,0.00788115653373146,8.267299708576373e-16,1.0489957499501773e-13,7881156533731.46,2,4,0.5,0.8596775032404763,False,False,tebd_wins
periodic_1d_n8_d4_s1_medium,periodic_1d,8,4,1,medium,64,1,,0.00788115653373146,8.267299708576373e-16,1.0489957499501773e-13,7881156533731.46,2,4,0.5,0.7015547961417506,False,False,tebd_wins
periodic_1d_n8_d4_s2_small,periodic_1d,8,4,2,small,16,1,,0.004744644025979937,1.7760264158810169e-15,3.7432237406139327e-13,2671494063125.354,2,4,0.5,1.1447725727886529,False,False,tebd_wins
periodic_1d_n8_d4_s2_small,periodic_1d,8,4,2,small,32,1,,0.004744644025979937,1.7760264158810169e-15,3.7432237406139327e-13,2671494063125.354,2,4,0.5,0.8381930518929056,False,False,tebd_wins
periodic_1d_n8_d4_s2_small,periodic_1d,8,4,2,small,64,1,,0.004744644025979937,1.7760264158810169e-15,3.7432237406139327e-13,2671494063125.354,2,4,0.5,0.48302520266187426,False,False,tebd_wins
periodic_1d_n8_d4_s2_medium,periodic_1d,8,4,2,medium,16,1,,0.05401258767248048,1.499509686806693e-15,2.776222638877004e-14,36020165890027.64,2,4,0.5,1.91652327236289,False,False,tebd_wins
periodic_1d_n8_d4_s2_medium,periodic_1d,8,4,2,medium,32,1,,0.05401258767248048,1.499509686806693e-15,2.776222638877004e-14,36020165890027.64,2,4,0.5,1.3421847177202095,False,False,tebd_wins
periodic_1d_n8_d4_s2_medium,periodic_1d,8,4,2,medium,64,1,,0.05401258767248048,1.499509686806693e-15,2.776222638877004e-14,36020165890027.64,2,4,0.5,1.1478283464825294,False,False,tebd_wins
periodic_1d_n8_d8_s0_small,periodic_1d,8,8,0,small,16,1,,0.011144880544939985,3.042861153604832e-15,2.730277046339771e-13,3662631971142.2954,2,4,0.5,1.2906070879188902,False,False,tebd_wins
periodic_1d_n8_d8_s0_small,periodic_1d,8,8,0,small,32,1,,0.011144880544939985,3.042861153604832e-15,2.730277046339771e-13,3662631971142.2954,2,4,0.5,1.0215095984174793,False,False,tebd_wins
periodic_1d_n8_d8_s0_small,periodic_1d,8,8,0,small,64,1,,0.011144880544939985,3.042861153604832e-15,2.730277046339771e-13,3662631971142.2954,2,4,0.5,1.358094609516041,False,False,tebd_wins
periodic_1d_n8_d8_s0_medium,periodic_1d,8,8,0,medium,16,1,,0.005915586910640295,6.03115854216246e-15,1.019536798844809e-12,980837573624.6644,2,4,0.5,1.748388985773915,False,False,tebd_wins
periodic_1d_n8_d8_s0_medium,periodic_1d,8,8,0,medium,32,1,,0.005915586910640295,6.03115854216246e-15,1.019536798844809e-12,980837573624.6644,2,4,0.5,1.3032522651733702,False,False,tebd_wins
periodic_1d_n8_d8_s0_medium,periodic_1d,8,8,0,medium,64,1,,0.005915586910640295,6.03115854216246e-15,1.019536798844809e-12,980837573624.6644,2,4,0.5,1.0310272340992597,False,False,tebd_wins
periodic_1d_n8_d8_s1_small,periodic_1d,8,8,1,small,16,1,,0.00935070979476922,1.0396166814324076e-14,1.111805097420485e-12,899438221969.0433,2,4,0.5,1.3872907749533054,False,False,tebd_wins
periodic_1d_n8_d8_s1_small,periodic_1d,8,8,1,small,32,1,,0.00935070979476922,1.0396166814324076e-14,1.111805097420485e-12,899438221969.0433,2,4,0.5,1.2080053528705017,False,False,tebd_wins
periodic_1d_n8_d8_s1_small,periodic_1d,8,8,1,small,64,1,,0.00935070979476922,1.0396166814324076e-14,1.111805097420485e-12,899438221969.0433,2,4,0.5,0.9375325897569036,False,False,tebd_wins
periodic_1d_n8_d8_s1_medium,periodic_1d,8,8,1,medium,16,1,,0.04449754543107523,6.515412279635622e-15,1.464218355533276e-13,6829582460983.387,2,4,0.5,0.8490163804871795,False,False,tebd_wins
periodic_1d_n8_d8_s1_medium,periodic_1d,8,8,1,medium,32,1,,0.04449754543107523,6.515412279635622e-15,1.464218355533276e-13,6829582460983.387,2,4,0.5,0.6870555900188041,False,False,tebd_wins
periodic_1d_n8_d8_s1_medium,periodic_1d,8,8,1,medium,64,1,,0.04449754543107523,6.515412279635622e-15,1.464218355533276e-13,6829582460983.387,2,4,0.5,1.3028266695560642,False,False,tebd_wins
periodic_1d_n8_d8_s2_small,periodic_1d,8,8,2,small,16,1,,0.010090530425849736,3.156184804250136e-15,3.127868081309858e-13,3197065777726.885,2,4,0.5,1.7792435051804014,False,False,tebd_wins
periodic_1d_n8_d8_s2_small,periodic_1d,8,8,2,small,32,1,,0.010090530425849736,3.156184804250136e-15,3.127868081309858e-13,3197065777726.885,2,4,0.5,1.1410225660822437,False,False,tebd_wins
periodic_1d_n8_d8_s2_small,periodic_1d,8,8,2,small,64,1,,0.010090530425849736,3.156184804250136e-15,3.127868081309858e-13,3197065777726.885,2,4,0.5,0.8547771676959944,False,False,tebd_wins
periodic_1d_n8_d8_s2_medium,periodic_1d,8,8,2,medium,16,1,,0.012848136093703569,8.39109752663801e-15,6.530984311996974e-13,1531162765408.9873,2,4,0.5,1.5233262527562432,False,False,tebd_wins
periodic_1d_n8_d8_s2_medium,periodic_1d,8,8,2,medium,32,1,,0.012848136093703569,8.39109752663801e-15,6.530984311996974e-13,1531162765408.9873,2,4,0.5,1.7825131027465257,False,False,tebd_wins
periodic_1d_n8_d8_s2_medium,periodic_1d,8,8,2,medium,64,1,,0.012848136093703569,8.39109752663801e-15,6.530984311996974e-13,1531162765408.9873,2,4,0.5,2.3690487437208065,False,False,tebd_wins
periodic_1d_n12_d4_s0_small,periodic_1d,12,4,0,small,16,1,,0.002687567981701709,1.5411910390834374e-13,5.734519273843965e-11,17438253360.855473,2,4,0.5,1.1283025015402615,False,False,tebd_wins
periodic_1d_n12_d4_s0_small,periodic_1d,12,4,0,small,32,1,,0.002687567981701709,1.5411910390834374e-13,5.734519273843965e-11,17438253360.855473,2,4,0.5,0.5150992440514149,False,False,tebd_wins
periodic_1d_n12_d4_s0_small,periodic_1d,12,4,0,small,64,1,,0.002687567981701709,1.5411910390834374e-13,5.734519273843965e-11,17438253360.855473,2,4,0.5,1.528605822773762,False,False,tebd_wins
periodic_1d_n12_d4_s0_medium,periodic_1d,12,4,0,medium,16,1,,0.03358331970206226,6.982243167852264e-16,2.079080695355886e-14,33583319702062.26,2,4,0.5,1.0022578492520937,False,False,tebd_wins
periodic_1d_n12_d4_s0_medium,periodic_1d,12,4,0,medium,32,1,,0.03358331970206226,6.982243167852264e-16,2.079080695355886e-14,33583319702062.26,2,4,0.5,1.2536273300615768,False,False,tebd_wins
periodic_1d_n12_d4_s0_medium,periodic_1d,12,4,0,medium,64,1,,0.03358331970206226,6.982243167852264e-16,2.079080695355886e-14,33583319702062.26,2,4,0.5,0.9534273679229016,False,False,tebd_wins
periodic_1d_n12_d4_s1_small,periodic_1d,12,4,1,small,16,1,,0.005544450430953804,4.9088776512749915e-14,8.853677586996705e-12,112947415373.32335,2,4,0.5,1.044764351844159,False,False,tebd_wins
periodic_1d_n12_d4_s1_small,periodic_1d,12,4,1,small,32,1,,0.005544450430953804,4.9088776512749915e-14,8.853677586996705e-12,112947415373.32335,2,4,0.5,1.0161207878352625,False,False,tebd_wins
periodic_1d_n12_d4_s1_small,periodic_1d,12,4,1,small,64,1,,0.005544450430953804,4.9088776512749915e-14,8.853677586996705e-12,112947415373.32335,2,4,0.5,2.0694977432666137,False,False,tebd_wins
periodic_1d_n12_d4_s1_medium,periodic_1d,12,4,1,medium,16,1,,0.05300759161668428,1.3658590739428552e-15,2.576723507492741e-14,38808975704694.12,2,4,0.5,0.8051405482945164,False,False,tebd_wins
periodic_1d_n12_d4_s1_medium,periodic_1d,12,4,1,medium,32,1,,0.05300759161668428,1.3658590739428552e-15,2.576723507492741e-14,38808975704694.12,2,4,0.5,0.5706118743410873,False,False,tebd_wins
periodic_1d_n12_d4_s1_medium,periodic_1d,12,4,1,medium,64,1,,0.05300759161668428,1.3658590739428552e-15,2.576723507492741e-14,38808975704694.12,2,4,0.5,1.086678558664168,False,False,tebd_wins
periodic_1d_n12_d4_s2_small,periodic_1d,12,4,2,small,16,1,,0.0034282100300667647,1.7995448670219237e-13,5.249225838671493e-11,19050428210.440384,2,4,0.5,0.5541752793554667,False,False,tebd_wins
periodic_1d_n12_d4_s2_small,periodic_1d,12,4,2,small,32,1,,0.0034282100300667647,1.7995448670219237e-13,5.249225838671493e-11,19050428210.440384,2,4,0.5,1.4790648476046093,False,False,tebd_wins
periodic_1d_n12_d4_s2_small,periodic_1d,12,4,2,small,64,1,,0.0034282100300667647,1.7995448670219237e-13,5.249225838671493e-11,19050428210.440384,2,4,0.5,1.763522780081766,False,False,tebd_wins
periodic_1d_n12_d4_s2_medium,periodic_1d,12,4,2,medium,16,1,,0.01486551086915229,7.122733934779302e-16,4.791449145255966e-14,14865510869152.29,2,4,0.5,1.7182581762120777,False,False,tebd_wins
periodic_1d_n12_d4_s2_medium,periodic_1d,12,4,2,medium,32,1,,0.01486551086915229,7.122733934779302e-16,4.791449145255966e-14,14865510869152.29,2,4,0.5,0.8206702516029394,False,False,tebd_wins
periodic_1d_n12_d4_s2_medium,periodic_1d,12,4,2,medium,64,1,,0.01486551086915229,7.122733934779302e-16,4.791449145255966e-14,14865510869152.29,2,4,0.5,0.8904854325936354,False,False,tebd_wins
periodic_1d_n12_d8_s0_small,periodic_1d,12,8,0,small,16,1,,0.013898355515215713,4.507602335372211e-13,3.243263082770731e-11,30833144721.201477,2,4,0.5,2.0651170541014197,False,False,tebd_wins
periodic_1d_n12_d8_s0_small,periodic_1d,12,8,0,small,32,1,,0.013898355515215713,4.507602335372211e-13,3.243263082770731e-11,30833144721.201477,2,4,0.5,1.2631591311805261,False,False,tebd_wins
periodic_1d_n12_d8_s0_small,periodic_1d,12,8,0,small,64,1,,0.013898355515215713,4.507602335372211e-13,3.243263082770731e-11,30833144721.201477,2,4,0.5,1.2496844952925221,False,False,tebd_wins
periodic_1d_n12_d8_s0_medium,periodic_1d,12,8,0,medium,16,1,,0.011940568362530801,3.1100476014182475e-11,2.6046060011494073e-09,383935228.4217659,2,4,0.5,1.1600931606435958,False,False,tebd_wins
periodic_1d_n12_d8_s0_medium,periodic_1d,12,8,0,medium,32,1,,0.011940568362530801,3.1100476014182475e-11,2.6046060011494073e-09,383935228.4217659,2,4,0.5,0.8738456976258983,False,False,tebd_wins
periodic_1d_n12_d8_s0_medium,periodic_1d,12,8,0,medium,64,1,,0.011940568362530801,3.1100476014182475e-11,2.6046060011494073e-09,383935228.4217659,2,4,0.5,1.0017147753974072,False,False,tebd_wins
periodic_1d_n12_d8_s1_small,periodic_1d,12,8,1,small,16,1,,0.008174402233398206,3.0001259293886983e-13,3.67014717862924e-11,27246863717.696716,2,4,0.5,0.9366118134479395,False,False,tebd_wins
periodic_1d_n12_d8_s1_small,periodic_1d,12,8,1,small,32,1,,0.008174402233398206,3.0001259293886983e-13,3.67014717862924e-11,27246863717.696716,2,4,0.5,1.055839256710927,False,False,tebd_wins
periodic_1d_n12_d8_s1_small,periodic_1d,12,8,1,small,64,1,,0.008174402233398206,3.0001259293886983e-13,3.67014717862924e-11,27246863717.696716,2,4,0.5,0.8160322527817013,False,False,tebd_wins
periodic_1d_n12_d8_s1_medium,periodic_1d,12,8,1,medium,16,1,,0.013164447922725015,3.6649138464565136e-13,2.7839479999233295e-11,35920211154.3585,2,4,0.5,2.6545610333280436,False,False,tebd_wins
periodic_1d_n12_d8_s1_medium,periodic_1d,12,8,1,medium,32,1,,0.013164447922725015,3.6649138464565136e-13,2.7839479999233295e-11,35920211154.3585,2,4,0.5,1.3002416951707112,False,False,tebd_wins
periodic_1d_n12_d8_s1_medium,periodic_1d,12,8,1,medium,64,1,,0.013164447922725015,3.6649138464565136e-13,2.7839479999233295e-11,35920211154.3585,2,4,0.5,0.9021249127546557,False,False,tebd_wins
periodic_1d_n12_d8_s2_small,periodic_1d,12,8,2,small,16,1,,0.013142804377019325,1.5740977006310447e-13,1.1976878415564125e-11,83494209868.61531,2,4,0.5,1.1146784669719325,False,False,tebd_wins
periodic_1d_n12_d8_s2_small,periodic_1d,12,8,2,small,32,1,,0.013142804377019325,1.5740977006310447e-13,1.1976878415564125e-11,83494209868.61531,2,4,0.5,1.3013077215341762,False,False,tebd_wins
periodic_1d_n12_d8_s2_small,periodic_1d,12,8,2,small,64,1,,0.013142804377019325,1.5740977006310447e-13,1.1976878415564125e-11,83494209868.61531,2,4,0.5,0.6693835232023938,False,False,tebd_wins
periodic_1d_n12_d8_s2_medium,periodic_1d,12,8,2,medium,16,1,,0.015235287471234702,5.55518196359248e-12,3.646260022386224e-10,2742536170.927189,2,4,0.5,1.2226285214076076,False,False,tebd_wins
periodic_1d_n12_d8_s2_medium,periodic_1d,12,8,2,medium,32,1,,0.015235287471234702,5.55518196359248e-12,3.646260022386224e-10,2742536170.927189,2,4,0.5,0.7641479744921671,False,False,tebd_wins
periodic_1d_n12_d8_s2_medium,periodic_1d,12,8,2,medium,64,1,,0.015235287471234702,5.55518196359248e-12,3.646260022386224e-10,2742536170.927189,2,4,0.5,2.0883664626672394,False,False,tebd_wins
periodic_1d_n16_d4_s0_small,periodic_1d,16,4,0,small,16,1,,0.002386321147949688,2.37520046598558e-12,9.953398217278246e-10,1004681997.2138618,2,4,0.5,1.41858465933285,False,False,tebd_wins
periodic_1d_n16_d4_s0_small,periodic_1d,16,4,0,small,32,1,,0.002386321147949688,2.37520046598558e-12,9.953398217278246e-10,1004681997.2138618,2,4,0.5,1.2900103632622741,False,False,tebd_wins
periodic_1d_n16_d4_s0_small,periodic_1d,16,4,0,small,64,1,,0.002386321147949688,2.37520046598558e-12,9.953398217278246e-10,1004681997.2138618,2,4,0.5,0.9002704302634996,False,False,tebd_wins
periodic_1d_n16_d4_s0_medium,periodic_1d,16,4,0,medium,16,1,,0.0378165058074885,5.628083418856005e-16,1.4882610909391634e-14,37816505807488.5,2,4,0.5,1.6784267200255183,False,False,tebd_wins
periodic_1d_n16_d4_s0_medium,periodic_1d,16,4,0,medium,32,1,,0.0378165058074885,5.628083418856005e-16,1.4882610909391634e-14,37816505807488.5,2,4,0.5,0.4549056337070073,False,False,tebd_wins
periodic_1d_n16_d4_s0_medium,periodic_1d,16,4,0,medium,64,1,,0.0378165058074885,5.628083418856005e-16,1.4882610909391634e-14,37816505807488.5,2,4,0.5,1.328530694388812,False,False,tebd_wins
periodic_1d_n16_d4_s1_small,periodic_1d,16,4,1,small,16,1,,0.006134686638928442,2.9373173919052287e-12,4.788047971784091e-10,2088533794.7593424,2,4,0.5,1.0991911866853716,False,False,tebd_wins
periodic_1d_n16_d4_s1_small,periodic_1d,16,4,1,small,32,1,,0.006134686638928442,2.9373173919052287e-12,4.788047971784091e-10,2088533794.7593424,2,4,0.5,0.8310606259193964,False,False,tebd_wins
periodic_1d_n16_d4_s1_small,periodic_1d,16,4,1,small,64,1,,0.006134686638928442,2.9373173919052287e-12,4.788047971784091e-10,2088533794.7593424,2,4,0.5,0.9635389883307741,False,False,tebd_wins
periodic_1d_n16_d4_s1_medium,periodic_1d,16,4,1,medium,16,1,,0.023346353414430716,6.661573905254592e-16,2.853368055816793e-14,23346353414430.715,2,4,0.5,1.5636082435321865,False,False,tebd_wins
periodic_1d_n16_d4_s1_medium,periodic_1d,16,4,1,medium,32,1,,0.023346353414430716,6.661573905254592e-16,2.853368055816793e-14,23346353414430.715,2,4,0.5,1.08114879217563,False,False,tebd_wins
periodic_1d_n16_d4_s1_medium,periodic_1d,16,4,1,medium,64,1,,0.023346353414430716,6.661573905254592e-16,2.853368055816793e-14,23346353414430.715,2,4,0.5,1.7004564551069514,False,False,tebd_wins
periodic_1d_n16_d4_s2_small,periodic_1d,16,4,2,small,16,1,,0.003693933206323578,2.9702005877520497e-12,8.040753370059363e-10,1243664559.7458704,2,4,0.5,1.3702106442561872,False,False,tebd_wins
periodic_1d_n16_d4_s2_small,periodic_1d,16,4,2,small,32,1,,0.003693933206323578,2.9702005877520497e-12,8.040753370059363e-10,1243664559.7458704,2,4,0.5,0.8241990260356556,False,False,tebd_wins
periodic_1d_n16_d4_s2_small,periodic_1d,16,4,2,small,64,1,,0.003693933206323578,2.9702005877520497e-12,8.040753370059363e-10,1243664559.7458704,2,4,0.5,0.8241715149255553,False,False,tebd_wins
periodic_1d_n16_d4_s2_medium,periodic_1d,16,4,2,medium,16,1,,0.06609486397617945,1.0792699172801623e-15,1.6329104144448057e-14,61240346754724.016,2,4,0.5,1.4177935765308998,False,False,tebd_wins
periodic_1d_n16_d4_s2_medium,periodic_1d,16,4,2,medium,32,1,,0.06609486397617945,1.0792699172801623e-15,1.6329104144448057e-14,61240346754724.016,2,4,0.5,0.9532065386963698,False,False,tebd_wins
periodic_1d_n16_d4_s2_medium,periodic_1d,16,4,2,medium,64,1,,0.06609486397617945,1.0792699172801623e-15,1.6329104144448057e-14,61240346754724.016,2,4,0.5,1.20816541001956,False,False,tebd_wins
periodic_1d_n16_d8_s0_small,periodic_1d,16,8,0,small,16,1,,0.009458847518649744,1.2377090607613215e-11,1.3085199421187045e-09,764222208.475355,2,4,0.5,0.7905579190436489,False,False,tebd_wins
periodic_1d_n16_d8_s0_small,periodic_1d,16,8,0,small,32,1,,0.009458847518649744,1.2377090607613215e-11,1.3085199421187045e-09,764222208.475355,2,4,0.5,1.3318084305940872,False,False,tebd_wins
periodic_1d_n16_d8_s0_small,periodic_1d,16,8,0,small,64,1,,0.009458847518649744,1.2377090607613215e-11,1.3085199421187045e-09,764222208.475355,2,4,0.5,0.7596978063847054,False,False,tebd_wins
periodic_1d_n16_d8_s0_medium,periodic_1d,16,8,0,medium,16,1,,0.013310334000552574,5.185255173751059e-09,3.895661200940408e-07,2566958.3375438326,2,4,0.5,1.0133357472684128,False,False,tebd_wins
periodic_1d_n16_d8_s0_medium,periodic_1d,16,8,0,medium,32,1,,0.013310334000552574,5.185255173751059e-09,3.895661200940408e-07,2566958.3375438326,2,4,0.5,0.9563095869404579,False,False,tebd_wins
periodic_1d_n16_d8_s0_medium,periodic_1d,16,8,0,medium,64,1,,0.013310334000552574,5.185255173751059e-09,3.895661200940408e-07,2566958.3375438326,2,4,0.5,1.2191533908054268,False,False,tebd_wins
periodic_1d_n16_d8_s1_small,periodic_1d,16,8,1,small,16,1,,0.00927025381723285,1.6632078975268737e-11,1.7941341524382745e-09,557371921.5148847,2,4,0.5,1.0907743631227598,False,False,tebd_wins
periodic_1d_n16_d8_s1_small,periodic_1d,16,8,1,small,32,1,,0.00927025381723285,1.6632078975268737e-11,1.7941341524382745e-09,557371921.5148847,2,4,0.5,1.3319101037090755,False,False,tebd_wins
periodic_1d_n16_d8_s1_small,periodic_1d,16,8,1,small,64,1,,0.00927025381723285,1.6632078975268737e-11,1.7941341524382745e-09,557371921.5148847,2,4,0.5,1.0002169340358533,False,False,tebd_wins
periodic_1d_n16_d8_s1_medium,periodic_1d,16,8,1,medium,16,1,,0.012014438376157293,6.215100355009197e-13,5.173026121090347e-11,19331044858.30867,2,4,0.5,0.8802143809201792,False,False,tebd_wins
periodic_1d_n16_d8_s1_medium,periodic_1d,16,8,1,medium,32,1,,0.012014438376157293,6.215100355009197e-13,5.173026121090347e-11,19331044858.30867,2,4,0.5,1.2865742021277382,False,False,tebd_wins
