case_id,family,n_qubits,depth,seed,angle_regime,chi_max,tebd_error,unpadded_tdvp_error,padded4_tdvp_error,tebd_fidelity,unpadded_tdvp_fidelity,padded4_tdvp_fidelity,tebd_peak_chi,unpadded_tdvp_peak_chi,padded4_tdvp_peak_chi,tebd_wall_time,unpadded_tdvp_wall_time,padded4_tdvp_wall_time,tebd_hit_chi_max,unpadded_tdvp_hit_chi_max,padded4_tdvp_hit_chi_max,padded4_error_over_tebd_error,padded4_peak_chi_over_tebd_peak_chi,padded4_time_over_tebd_time,unpadded_error_over_padded4_error,outcome
nn_brickwork_n8_d4_s1_medium,nn_brickwork,8,4,1,medium,32,7.028263140124962e-16,7.028263140124962e-16,7.028263140124962e-16,1.0,1.0,1.0,8,8,8,0.02933729998767376,0.04460959997959435,0.04478480003308505,False,False,False,0.7028263140124962,1.0,1.5265481162854675,0.7028263140124962,similar
nn_brickwork_n8_d4_s1_medium,nn_brickwork,8,4,1,medium,64,7.028263140124962e-16,7.028263140124962e-16,7.028263140124962e-16,1.0,1.0,1.0,8,8,8,0.023633599979802966,0.026374700013548136,0.03511870000511408,False,False,False,0.7028263140124962,1.0,1.4859648989204421,0.7028263140124962,similar
nn_brickwork_n8_d4_s2_small,nn_brickwork,8,4,2,small,16,9.76720313200644e-09,9.76720313200644e-09,9.76720313200644e-09,0.9999999999668727,0.9999999999668727,0.9999999999668727,6,6,6,0.05260029999772087,0.028030000044964254,0.021061300009023398,False,False,False,1.0,1.0,0.4004026594893179,1.0,similar
nn_brickwork_n8_d4_s2_small,nn_brickwork,8,4,2,small,32,9.76720313200644e-09,9.76720313200644e-09,9.76720313200644e-09,0.9999999999668727,0.9999999999668727,0.9999999999668727,6,6,6,0.04714939999394119,0.03974360000574961,0.06808250001631677,False,False,False,1.0,1.0,1.4439738368900885,1.0,similar
nn_brickwork_n8_d4_s2_small,nn_brickwork,8,4,2,small,64,9.76720313200644e-09,9.76720313200644e-09,9.76720313200644e-09,0.9999999999668727,0.9999999999668727,0.9999999999668727,6,6,6,0.04263019998325035,0.03211400000145659,0.04557379998732358,False,False,False,1.0,1.0,1.0690496409876047,1.0,similar
nn_brickwork_n8_d4_s2_medium,nn_brickwork,8,4,2,medium,16,1.3814857616002906e-15,1.3814857616002906e-15,1.3814857616002906e-15,0.9999999999999964,0.9999999999999964,0.9999999999999964,8,8,8,0.040916800033301115,0.06881179998163134,0.03863750002346933,False,False,False,1.0,1.0,0.944294275017188,1.0,similar
nn_brickwork_n8_d4_s2_medium,nn_brickwork,8,4,2,medium,32,1.3814857616002906e-15,1.3814857616002906e-15,1.3814857616002906e-15,0.9999999999999964,0.9999999999999964,0.9999999999999964,8,8,8,0.04275500000221655,0.043690299964509904,0.03443729999708012,False,False,False,1.0,1.0,0.8054566716242494,1.0,similar
nn_brickwork_n8_d4_s2_medium,nn_brickwork,8,4,2,medium,64,1.3814857616002906e-15,1.3814857616002906e-15,1.3814857616002906e-15,0.9999999999999964,0.9999999999999964,0.9999999999999964,8,8,8,0.03236259997356683,0.039424700022209436,0.04188350000185892,False,False,False,1.0,1.0,1.2941945343102403,1.0,similar
nn_brickwork_n8_d8_s0_small,nn_brickwork,8,8,0,small,16,4.937768299658312e-08,4.937768299658312e-08,4.937768299658312e-08,0.9999999999651266,0.9999999999651266,0.9999999999651266,14,14,14,0.08226219995412976,0.07440859999042004,0.07195100001990795,False,False,False,1.0,1.0,0.87465445927812,1.0,similar
nn_brickwork_n8_d8_s0_small,nn_brickwork,8,8,0,small,32,4.937768299658312e-08,4.937768299658312e-08,4.937768299658312e-08,0.9999999999651266,0.9999999999651266,0.9999999999651266,14,14,14,0.08570110000437126,0.07615999999688938,0.10937710001599044,False,False,False,1.0,1.0,1.276262498502488,1.0,similar
nn_brickwork_n8_d8_s0_small,nn_brickwork,8,8,0,small,64,4.937768299658312e-08,4.937768299658312e-08,4.937768299658312e-08,0.9999999999651266,0.9999999999651266,0.9999999999651266,14,14,14,0.07018600002629682,0.09339250001357868,0.0885322000249289,False,False,False,1.0,1.0,1.2613940100840373,1.0,similar
nn_brickwork_n8_d8_s0_medium,nn_brickwork,8,8,0,medium,16,1.6925511091876137e-15,1.6925511091876137e-15,1.6925511091876137e-15,0.9999999999999949,0.9999999999999949,0.9999999999999949,16,16,16,0.07626479997998103,0.08961860003182665,0.09422470000572503,True,True,True,1.0,1.0,1.235493963538334,1.0,similar
