case_id,family,n_qubits,depth,seed,angle_regime,chi_max,tebd_error,unpadded_tdvp_error,padded4_tdvp_error,tebd_fidelity,unpadded_tdvp_fidelity,padded4_tdvp_fidelity,tebd_peak_chi,unpadded_tdvp_peak_chi,padded4_tdvp_peak_chi,tebd_wall_time,unpadded_tdvp_wall_time,padded4_tdvp_wall_time,tebd_hit_chi_max,unpadded_tdvp_hit_chi_max,padded4_tdvp_hit_chi_max,padded4_error_over_tebd_error,padded4_peak_chi_over_tebd_peak_chi,padded4_time_over_tebd_time,unpadded_error_over_padded4_error,outcome
periodic_1d_n12_d8_s1_small,periodic_1d,12,8,1,small,16,3.0001259293886983e-13,0.008174402233398206,2.2232749759108984e-12,1.0,0.8083399952835084,1.0,4,2,4,0.4452612000168301,0.417036900005769,0.9261546999914572,False,False,False,7.4106055153621835,1.0,2.0800256118351435,3676739189.6942797,tebd_wins
periodic_1d_n12_d8_s1_small,periodic_1d,12,8,1,small,32,3.0001259293886983e-13,0.008174402233398206,2.2232749759108984e-12,1.0,0.8083399952835084,1.0,4,2,4,0.36484009999549016,0.38521249999757856,1.030723300005775,False,False,False,7.4106055153621835,1.0,2.8251370943558998,3676739189.6942797,tebd_wins
periodic_1d_n12_d8_s1_small,periodic_1d,12,8,1,small,64,3.0001259293886983e-13,0.008174402233398206,2.2232749759108984e-12,1.0,0.8083399952835084,1.0,4,2,4,0.713611499988474,0.5823299999465235,1.1010607000207528,False,False,False,7.4106055153621835,1.0,1.5429413624059265,3676739189.6942797,tebd_wins
periodic_1d_n12_d8_s1_medium,periodic_1d,12,8,1,medium,16,3.6649138464565136e-13,0.013164447922725015,7.075342027275428e-14,0.9999999999999987,0.2075342891412878,1.0,4,2,4,0.3782509000157006,1.0040901000029407,0.8547135000117123,False,False,False,0.19305616240109838,1.0,2.2596469697130517,186060940545.00967,padded4_tdvp_wins
periodic_1d_n12_d8_s1_medium,periodic_1d,12,8,1,medium,32,3.6649138464565136e-13,0.013164447922725015,7.075342027275428e-14,0.9999999999999987,0.2075342891412878,1.0,4,2,4,0.4628973999642767,0.6018785000196658,0.8352063000202179,False,False,False,0.19305616240109838,1.0,1.8043011260911672,186060940545.00967,padded4_tdvp_wins
periodic_1d_n12_d8_s1_medium,periodic_1d,12,8,1,medium,64,3.6649138464565136e-13,0.013164447922725015,7.075342027275428e-14,0.9999999999999987,0.2075342891412878,1.0,4,2,4,0.4446064999792725,0.401090600003954,0.8677828999934718,False,False,False,0.19305616240109838,1.0,1.9517998500560108,186060940545.00967,padded4_tdvp_wins
periodic_1d_n12_d8_s2_small,periodic_1d,12,8,2,small,16,1.5740977006310447e-13,0.013142804377019325,6.373847026407355e-13,1.0,0.7200536773813767,1.0,4,2,4,0.4171654999954626,0.465005400008522,0.7740004999795929,False,False,False,4.049206744824114,1.0,1.8553799391081274,20619893013.697445,tebd_wins
periodic_1d_n12_d8_s2_small,periodic_1d,12,8,2,small,32,1.5740977006310447e-13,0.013142804377019325,6.373847026407355e-13,1.0,0.7200536773813767,1.0,4,2,4,0.3516727000242099,0.45763439999427646,0.8392919999896549,False,False,False,4.049206744824114,1.0,2.3865713771125145,20619893013.697445,tebd_wins
periodic_1d_n12_d8_s2_small,periodic_1d,12,8,2,small,64,1.5740977006310447e-13,0.013142804377019325,6.373847026407355e-13,1.0,0.7200536773813767,1.0,4,2,4,0.41800760000478476,0.2798074000165798,0.6338852999615483,False,False,False,4.049206744824114,1.0,1.51644443774298,20619893013.697445,tebd_wins
periodic_1d_n12_d8_s2_medium,periodic_1d,12,8,2,medium,16,5.55518196359248e-12,0.015235287471234702,2.0326659975667007e-14,0.9999999999999789,0.5355722675912576,1.0,4,2,4,0.3016935999621637,0.3688592000398785,1.0068613999756053,False,False,False,0.0036590448537750435,1.0,3.3373641340150364,749522424710.8392,padded4_tdvp_wins
periodic_1d_n12_d8_s2_medium,periodic_1d,12,8,2,medium,32,5.55518196359248e-12,0.015235287471234702,2.0326659975667007e-14,0.9999999999999789,0.5355722675912576,1.0,4,2,4,0.4089436999638565,0.31249350000871345,0.771640999999363,False,False,False,0.0036590448537750435,1.0,1.8869125507192375,749522424710.8392,padded4_tdvp_wins
periodic_1d_n12_d8_s2_medium,periodic_1d,12,8,2,medium,64,5.55518196359248e-12,0.015235287471234702,2.0326659975667007e-14,0.9999999999999789,0.5355722675912576,1.0,4,2,4,0.2849949999945238,0.5951740000164136,0.7933136000065133,False,False,False,0.0036590448537750435,1.0,2.7836053264855765,749522424710.8392,padded4_tdvp_wins
periodic_1d_n16_d4_s0_small,periodic_1d,16,4,0,small,16,2.37520046598558e-12,0.002386321147949688,2.0896363293974633e-12,1.0,0.9660027476319571,1.0,4,2,4,0.1913588999886997,0.2714587999507785,0.7045985999866389,False,False,False,0.879772616805368,1.0,3.682079067282721,1141979163.7321756,padding_required
periodic_1d_n16_d4_s0_small,periodic_1d,16,4,0,small,32,2.37520046598558e-12,0.002386321147949688,2.0896363293974633e-12,1.0,0.9660027476319571,1.0,4,2,4,0.27500500000314787,0.3547592999530025,0.561275799991563,False,False,False,0.879772616805368,1.0,2.0409658005677653,1141979163.7321756,padding_required
periodic_1d_n16_d4_s0_small,periodic_1d,16,4,0,small,64,2.37520046598558e-12,0.002386321147949688,2.0896363293974633e-12,1.0,0.9660027476319571,1.0,4,2,4,0.32640570000512525,0.2938533999840729,0.5892763000447303,False,False,False,0.879772616805368,1.0,1.8053492939476161,1141979163.7321756,padding_required
periodic_1d_n16_d4_s0_medium,periodic_1d,16,4,0,medium,16,5.628083418856005e-16,0.0378165058074885,1.5045542651352624e-14,1.0,0.4012369146364215,1.0,4,2,4,0.16849130002083257,0.28280030004680157,0.6798733999603428,False,False,False,15.045542651352623,1.0,4.0350653112432635,2513469050854.6543,tebd_wins
periodic_1d_n16_d4_s0_medium,periodic_1d,16,4,0,medium,32,5.628083418856005e-16,0.0378165058074885,1.5045542651352624e-14,1.0,0.4012369146364215,1.0,4,2,4,0.5922558000311255,0.2694205000298098,0.5699585999827832,False,False,False,15.045542651352623,1.0,0.9623520781946406,2513469050854.6543,tebd_wins
periodic_1d_n16_d4_s0_medium,periodic_1d,16,4,0,medium,64,5.628083418856005e-16,0.0378165058074885,1.5045542651352624e-14,1.0,0.4012369146364215,1.0,4,2,4,0.20344369998201728,0.27028120000613853,0.4617378000402823,False,False,False,15.045542651352623,1.0,2.2696097253495493,2513469050854.6543,tebd_wins
periodic_1d_n16_d4_s1_small,periodic_1d,16,4,1,small,16,2.9373173919052287e-12,0.006134686638928442,4.562173813698066e-12,1.0,0.9198025070465539,1.0,4,2,4,0.20191310002701357,0.2219411000260152,0.40860959998099133,False,False,False,1.5531769996224034,1.0,2.0236903892135985,1344684987.7812324,padding_required
periodic_1d_n16_d4_s1_small,periodic_1d,16,4,1,small,32,2.9373173919052287e-12,0.006134686638928442,4.562173813698066e-12,1.0,0.9198025070465539,1.0,4,2,4,0.2612522999988869,0.21711649995995685,0.37877560005290434,False,False,False,1.5531769996224034,1.0,1.449845991995164,1344684987.7812324,padding_required
periodic_1d_n16_d4_s1_small,periodic_1d,16,4,1,small,64,2.9373173919052287e-12,0.006134686638928442,4.562173813698066e-12,1.0,0.9198025070465539,1.0,4,2,4,0.2887604999705218,0.27823200001148507,0.3893732000142336,False,False,False,1.5531769996224034,1.0,1.3484295811026192,1344684987.7812324,padding_required
periodic_1d_n16_d4_s1_medium,periodic_1d,16,4,1,medium,16,6.661573905254592e-16,0.023346353414430716,6.307242676889219e-15,1.0,0.11569273585934159,0.9999999999999734,4,2,4,0.2810697000240907,0.43948289996478707,0.5672204999718815,False,False,False,6.307242676889219,1.0,2.018077722085535,3701515005911.4766,tebd_wins
periodic_1d_n16_d4_s1_medium,periodic_1d,16,4,1,medium,32,6.661573905254592e-16,0.023346353414430716,6.307242676889219e-15,1.0,0.11569273585934159,0.9999999999999734,4,2,4,0.3467433000332676,0.3748811000259593,0.5729239999782294,False,False,False,6.307242676889219,1.0,1.6523001307401222,3701515005911.4766,tebd_wins
periodic_1d_n16_d4_s1_medium,periodic_1d,16,4,1,medium,64,6.661573905254592e-16,0.023346353414430716,6.307242676889219e-15,1.0,0.11569273585934159,0.9999999999999734,4,2,4,0.24293730000499636,0.41310429997975007,0.4458930999971926,False,False,False,6.307242676889219,1.0,1.835424613626735,3701515005911.4766,tebd_wins
periodic_1d_n16_d4_s2_small,periodic_1d,16,4,2,small,16,2.9702005877520497e-12,0.003693933206323578,1.5833816448364515e-12,0.9999999999999956,0.93868386162598,1.0,4,2,4,0.18009989999700338,0.2467748000053689,0.3958746999851428,False,False,False,0.5330891291873352,1.0,2.1980839522494438,2332939262.223876,padding_required
periodic_1d_n16_d4_s2_small,periodic_1d,16,4,2,small,32,2.9702005877520497e-12,0.003693933206323578,1.5833816448364515e-12,0.9999999999999956,0.93868386162598,1.0,4,2,4,0.3220642000087537,0.2654449999681674,0.39351839997107163,False,False,False,0.5330891291873352,1.0,1.2218632184526435,2332939262.223876,padding_required
periodic_1d_n16_d4_s2_small,periodic_1d,16,4,2,small,64,2.9702005877520497e-12,0.003693933206323578,1.5833816448364515e-12,0.9999999999999956,0.93868386162598,1.0,4,2,4,0.28816150000784546,0.23749450000468642,0.5849017000291497,False,False,False,0.5330891291873352,1.0,2.0297704586255456,2332939262.223876,padding_required
periodic_1d_n16_d4_s2_medium,periodic_1d,16,4,2,medium,16,1.0792699172801623e-15,0.06609486397617945,2.9766312012541624e-15,1.0,0.2051461823231575,1.0,4,2,4,0.19594149995828047,0.2778046000166796,0.4360045999637805,False,False,False,2.75800441909424,1.0,2.2251774129350537,22204586160465.996,tebd_wins
periodic_1d_n16_d4_s2_medium,periodic_1d,16,4,2,medium,32,1.0792699172801623e-15,0.06609486397617945,2.9766312012541624e-15,1.0,0.2051461823231575,1.0,4,2,4,0.30257860000710934,0.2884198999963701,0.4656894999789074,False,False,False,2.75800441909424,1.0,1.5390695176987588,22204586160465.996,tebd_wins
periodic_1d_n16_d4_s2_medium,periodic_1d,16,4,2,medium,64,1.0792699172801623e-15,0.06609486397617945,2.9766312012541624e-15,1.0,0.2051461823231575,1.0,4,2,4,0.28867380000883713,0.3487656999495812,0.4250298999832012,False,False,False,2.75800441909424,1.0,1.4723535699124402,22204586160465.996,tebd_wins
periodic_1d_n16_d8_s0_small,periodic_1d,16,8,0,small,16,1.2377090607613215e-11,0.009458847518649744,5.745271242377849e-13,1.0,0.781591776720895,1.0,4,2,4,0.5386821000138298,0.42585940001299605,0.7419250999810174,False,False,False,0.04641859241818834,1.0,1.3772967395092017,16463709230.78459,padded4_tdvp_wins
periodic_1d_n16_d8_s0_small,periodic_1d,16,8,0,small,32,1.2377090607613215e-11,0.009458847518649744,5.745271242377849e-13,1.0,0.781591776720895,1.0,4,2,4,0.5326679000281729,0.7094115999643691,0.8187902999925427,False,False,False,0.04641859241818834,1.0,1.5371496948647305,16463709230.78459,padded4_tdvp_wins
periodic_1d_n16_d8_s0_small,periodic_1d,16,8,0,small,64,1.2377090607613215e-11,0.009458847518649744,5.745271242377849e-13,1.0,0.781591776720895,1.0,4,2,4,0.7284997999668121,0.5534396999864839,0.8794205000158399,False,False,False,0.04641859241818834,1.0,1.2071664262034159,16463709230.78459,padded4_tdvp_wins
periodic_1d_n16_d8_s0_medium,periodic_1d,16,8,0,medium,16,5.185255173751059e-09,0.013310334000552574,6.801410045121212e-15,0.9999999999999307,0.30352112624429894,1.0,4,2,4,0.5109050000319257,0.5177182999905199,0.9089391999877989,False,False,False,1.311682803876557e-06,1.0,1.7790767362445083,1956996256989.4377,padded4_tdvp_wins
periodic_1d_n16_d8_s0_medium,periodic_1d,16,8,0,medium,32,5.185255173751059e-09,0.013310334000552574,6.801410045121212e-15,0.9999999999999307,0.30352112624429894,1.0,4,2,4,0.5432930999668315,0.5195564000168815,0.7874485999927856,False,False,False,1.311682803876557e-06,1.0,1.4493992285947677,1956996256989.4377,padded4_tdvp_wins
periodic_1d_n16_d8_s0_medium,periodic_1d,16,8,0,medium,64,5.185255173751059e-09,0.013310334000552574,6.801410045121212e-15,0.9999999999999307,0.30352112624429894,1.0,4,2,4,0.4617574000149034,0.5629530999576673,0.7972035999991931,False,False,False,1.311682803876557e-06,1.0,1.7264554936714887,1956996256989.4377,padded4_tdvp_wins
periodic_1d_n16_d8_s1_small,periodic_1d,16,8,1,small,16,1.6632078975268737e-11,0.00927025381723285,2.618730376466922e-12,1.0,0.7832926060891359,1.0,4,2,4,0.47199560003355145,0.5148407000233419,0.648914799967315,False,False,False,0.15745057369922746,1.0,1.3748323075918238,3539980251.7049794,padded4_tdvp_wins
periodic_1d_n16_d8_s1_small,periodic_1d,16,8,1,small,32,1.6632078975268737e-11,0.00927025381723285,2.618730376466922e-12,1.0,0.7832926060891359,1.0,4,2,4,0.4581599000375718,0.6102277999743819,0.9147450000164099,False,False,False,0.15745057369922746,1.0,1.9965627719523151,3539980251.7049794,padded4_tdvp_wins
periodic_1d_n16_d8_s1_small,periodic_1d,16,8,1,small,64,1.6632078975268737e-11,0.00927025381723285,2.618730376466922e-12,1.0,0.7832926060891359,1.0,4,2,4,0.43423320003785193,0.4343273999984376,0.92670300003374,False,False,False,0.15745057369922746,1.0,2.134113651266093,3539980251.7049794,padded4_tdvp_wins
periodic_1d_n16_d8_s1_medium,periodic_1d,16,8,1,medium,16,6.215100355009197e-13,0.012014438376157293,2.5528770854750522e-14,0.9999999999999845,0.2972219389167623,1.0,4,2,4,0.4883082000305876,0.4298158999881707,0.7516797999851406,False,False,False,0.04107539604597864,1.0,1.5393552677142333,470623456354.99274,padded4_tdvp_wins
periodic_1d_n16_d8_s1_medium,periodic_1d,16,8,1,medium,32,6.215100355009197e-13,0.012014438376157293,2.5528770854750522e-14,0.9999999999999845,0.2972219389167623,1.0,4,2,4,0.4027633999940008,0.5181849999935366,0.6345032999524847,False,False,False,0.04107539604597864,1.0,1.5753747732836094,470623456354.99274,padded4_tdvp_wins
periodic_1d_n16_d8_s1_medium,periodic_1d,16,8,1,medium,64,6.215100355009197e-13,0.012014438376157293,2.5528770854750522e-14,0.9999999999999845,0.2972219389167623,1.0,4,2,4,0.4250754000386223,0.5638797999708913,0.6227604000014253,False,False,False,0.04107539604597864,1.0,1.4650586694615622,470623456354.99274,padded4_tdvp_wins
periodic_1d_n16_d8_s2_small,periodic_1d,16,8,2,small,16,2.7500845167615127e-10,0.016152441111951105,7.841542127447131e-13,1.0,0.7060949577583937,1.0,4,2,4,0.40000089997192845,0.5189505000016652,0.7234239000244997,False,False,False,0.0028513822319472916,1.0,1.8085556809378898,20598551725.4495,padded4_tdvp_wins
periodic_1d_n16_d8_s2_small,periodic_1d,16,8,2,small,32,2.7500845167615127e-10,0.016152441111951105,7.841542127447131e-13,1.0,0.7060949577583937,1.0,4,2,4,0.46913209999911487,0.6500363000086509,0.8723591000307351,False,False,False,0.0028513822319472916,1.0,1.8595169676779335,20598551725.4495,padded4_tdvp_wins
periodic_1d_n16_d8_s2_small,periodic_1d,16,8,2,small,64,2.7500845167615127e-10,0.016152441111951105,7.841542127447131e-13,1.0,0.7060949577583937,1.0,4,2,4,0.5182822999777272,0.47273119998862967,0.7797683000098914,False,False,False,0.0028513822319472916,1.0,1.5045242718946823,20598551725.4495,padded4_tdvp_wins
periodic_1d_n16_d8_s2_medium,periodic_1d,16,8,2,medium,16,3.8605529608646554e-09,0.024957154529545084,7.601088203737681e-15,0.9999999999999587,0.5865998645976853,1.0,4,2,4,0.3902447000145912,0.430207000055816,0.9338099000160582,False,False,False,1.9689117804603957e-06,1.0,2.3928829782470924,3283365994526.0083,padded4_tdvp_wins
periodic_1d_n16_d8_s2_medium,periodic_1d,16,8,2,medium,32,3.8605529608646554e-09,0.024957154529545084,7.601088203737681e-15,0.9999999999999587,0.5865998645976853,1.0,4,2,4,0.5902096999925561,0.5822486000251956,0.8390142000280321,False,False,False,1.9689117804603957e-06,1.0,1.4215527126013245,3283365994526.0083,padded4_tdvp_wins
periodic_1d_n16_d8_s2_medium,periodic_1d,16,8,2,medium,64,3.8605529608646554e-09,0.024957154529545084,7.601088203737681e-15,0.9999999999999587,0.5865998645976853,1.0,4,2,4,0.4561503999866545,0.5880440999753773,0.7613786999718286,False,False,False,1.9689117804603957e-06,1.0,1.6691396083267802,3283365994526.0083,padded4_tdvp_wins
sparse_long_range_n8_d4_s0_small,sparse_long_range,8,4,0,small,16,9.528171963626351e-08,0.0012078796670909433,0.001201418514056157,0.9999999999658951,0.9998479529121014,0.9998476982176157,15,16,16,0.10193789994809777,0.2586748999892734,0.22650960000464693,False,True,True,12609.118712829213,1.0666666666666667,2.2220351814190358,1.0053779369630094,tebd_wins
sparse_long_range_n8_d4_s0_small,sparse_long_range,8,4,0,small,32,9.528171963626351e-08,0.0012078796670909433,0.001201418514056157,0.9999999999658951,0.9998479529121014,0.9998476982176157,15,16,16,0.11190879996865988,0.24660200002836064,0.2626522000064142,False,False,False,12609.118712829213,1.0666666666666667,2.3470200742030127,1.0053779369630094,tebd_wins
sparse_long_range_n8_d4_s0_small,sparse_long_range,8,4,0,small,64,9.528171963626351e-08,0.0012078796670909433,0.001201418514056157,0.9999999999658951,0.9998479529121014,0.9998476982176157,15,16,16,0.0920744999893941,0.24070889997528866,0.23801959998672828,False,False,False,12609.118712829213,1.0666666666666667,2.5850762156095914,1.0053779369630094,tebd_wins
sparse_long_range_n8_d4_s0_medium,sparse_long_range,8,4,0,medium,16,1.0664216870956995e-15,0.015220246282529708,0.015220246282530478,0.9999999999999978,0.9333260262459834,0.9333260262459887,16,16,16,0.1353055000072345,0.3152257000328973,0.27372830000240356,True,True,True,14272258775964.512,1.0,2.0230389746741104,0.9999999999999494,tebd_wins
sparse_long_range_n8_d4_s0_medium,sparse_long_range,8,4,0,medium,32,1.0664216870956995e-15,0.015220246282529708,0.015220246282530478,0.9999999999999978,0.9333260262459834,0.9333260262459887,16,16,16,0.12197380000725389,0.42011820001062006,0.28937920002499595,False,False,False,14272258775964.512,1.0,2.3724701534902275,0.9999999999999494,tebd_wins
sparse_long_range_n8_d4_s0_medium,sparse_long_range,8,4,0,medium,64,1.0664216870956995e-15,0.015220246282529708,0.015220246282530478,0.9999999999999978,0.9333260262459834,0.9333260262459887,16,16,16,0.055355200020130724,0.3486683000228368,0.27081679995171726,False,False,False,14272258775964.512,1.0,4.892346154529851,0.9999999999999494,tebd_wins
sparse_long_range_n8_d4_s1_small,sparse_long_range,8,4,1,small,16,9.361804612970251e-08,8.363957967223852e-05,8.363957966781611e-05,0.9999999999519138,0.9998661748778596,0.9998661748778325,14,16,16,0.10628180002095178,0.32746090000728145,0.3281748000299558,False,True,True,893.4130023600172,1.1428571428571428,3.0877798453287517,1.0000000000528746,tebd_wins
sparse_long_range_n8_d4_s1_small,sparse_long_range,8,4,1,small,32,9.361804612970251e-08,8.363957967223852e-05,8.363957966781611e-05,0.9999999999519138,0.9998661748778596,0.9998661748778325,14,16,16,0.09352970001054928,0.24985670001478866,0.2871166999684647,False,False,False,893.4130023600172,1.1428571428571428,3.0697917339206753,1.0000000000528746,tebd_wins
sparse_long_range_n8_d4_s1_small,sparse_long_range,8,4,1,small,64,9.361804612970251e-08,8.363957967223852e-05,8.363957966781611e-05,0.9999999999519138,0.9998661748778596,0.9998661748778325,14,16,16,0.11403220001375303,0.2851902999682352,0.2832685000030324,False,False,False,893.4130023600172,1.1428571428571428,2.4841097511831602,1.0000000000528746,tebd_wins
sparse_long_range_n8_d4_s1_medium,sparse_long_range,8,4,1,medium,16,9.667125180163213e-16,0.010227377439177386,0.010227377439176052,1.0,0.8832765158887377,0.8832765158887174,16,16,16,0.09754719998454675,0.2745048999786377,0.3814878999837674,True,True,True,10227377439176.05,1.0,3.910803180862209,1.0000000000001303,tebd_wins
sparse_long_range_n8_d4_s1_medium,sparse_long_range,8,4,1,medium,32,9.667125180163213e-16,0.010227377439177386,0.010227377439176052,1.0,0.8832765158887377,0.8832765158887174,16,16,16,0.06096560001606122,0.48771839996334165,0.3281938000000082,False,False,False,10227377439176.05,1.0,5.3832620348778075,1.0000000000001303,tebd_wins
sparse_long_range_n8_d4_s1_medium,sparse_long_range,8,4,1,medium,64,9.667125180163213e-16,0.010227377439177386,0.010227377439176052,1.0,0.8832765158887377,0.8832765158887174,16,16,16,0.18889689998468384,0.38784229999873787,0.38217070000246167,False,False,False,10227377439176.05,1.0,2.023170840990238,1.0000000000001303,tebd_wins
sparse_long_range_n8_d4_s2_small,sparse_long_range,8,4,2,small,16,8.836481951126626e-08,4.889580361310027e-05,4.889580361456513e-05,0.9999999997675584,0.9999485367676203,0.9999485367676312,16,16,16,0.17742449999786913,0.307798299996648,0.4231714000343345,False,True,True,553.3401628046222,1.0,2.3850787238482667,0.9999999999700412,tebd_wins
sparse_long_range_n8_d4_s2_small,sparse_long_range,8,4,2,small,32,8.836481951126626e-08,4.889580361310027e-05,4.889580361456513e-05,0.9999999997675584,0.9999485367676203,0.9999485367676312,16,16,16,0.14841540000634268,0.2603475999785587,0.36398189997999,False,False,False,553.3401628046222,1.0,2.4524537208701713,0.9999999999700412,tebd_wins
sparse_long_range_n8_d4_s2_small,sparse_long_range,8,4,2,small,64,8.836481951126626e-08,4.889580361310027e-05,4.889580361456513e-05,0.9999999997675584,0.9999485367676203,0.9999485367676312,16,16,16,0.11268599994946271,0.2914767000474967,0.34825129999080673,False,False,False,553.3401628046222,1.0,3.0904575559252265,0.9999999999700412,tebd_wins
sparse_long_range_n8_d4_s2_medium,sparse_long_range,8,4,2,medium,16,9.893121099672415e-16,0.022233990552837948,0.02223399055283692,1.0,0.8279606890361452,0.8279606890361351,16,16,16,0.09858280001208186,0.33525809994898736,0.4753426999668591,True,True,True,22233990552836.918,1.0,4.821760995920213,1.0000000000000462,tebd_wins
sparse_long_range_n8_d4_s2_medium,sparse_long_range,8,4,2,medium,32,9.893121099672415e-16,0.022233990552837948,0.02223399055283692,1.0,0.8279606890361452,0.8279606890361351,16,16,16,0.122101399989333,0.3453222999814898,0.39639259997056797,False,False,False,22233990552836.918,1.0,3.2464214169960175,1.0000000000000462,tebd_wins
sparse_long_range_n8_d4_s2_medium,sparse_long_range,8,4,2,medium,64,9.893121099672415e-16,0.022233990552837948,0.02223399055283692,1.0,0.8279606890361452,0.8279606890361351,16,16,16,0.09471330000087619,0.38099350000265986,0.3222861000103876,False,False,False,22233990552836.918,1.0,3.4027544178843536,1.0000000000000462,tebd_wins
sparse_long_range_n8_d8_s0_small,sparse_long_range,8,8,0,small,16,3.957941516246866e-07,0.0003306905520910888,0.0003306905520903079,0.9999999998983893,0.9990605784857816,0.999060578485756,16,16,16,0.16204099997412413,0.46585049998247996,0.5168753000325523,True,True,True,835.5114665865163,1.0,3.189780982066827,1.0000000000023614,tebd_wins
sparse_long_range_n8_d8_s0_small,sparse_long_range,8,8,0,small,32,3.957941516246866e-07,0.0003306905520910888,0.0003306905520903079,0.9999999998983893,0.9990605784857816,0.999060578485756,16,16,16,0.20282259996747598,0.5629579999949783,0.5206074999878183,False,False,False,835.5114665865163,1.0,2.5668120814509887,1.0000000000023614,tebd_wins
sparse_long_range_n8_d8_s0_small,sparse_long_range,8,8,0,small,64,3.957941516246866e-07,0.0003306905520910888,0.0003306905520903079,0.9999999998983893,0.9990605784857816,0.999060578485756,16,16,16,0.23599519999697804,0.5968043999746442,0.6740085000055842,False,False,False,835.5114665865163,1.0,2.856026309069909,1.0000000000023614,tebd_wins
sparse_long_range_n8_d8_s0_medium,sparse_long_range,8,8,0,medium,16,1.3139407406845667e-15,0.012719833776238249,0.012719833776239226,1.0,0.8598068204301742,0.8598068204301579,16,16,16,0.2241671999800019,0.6257875000010245,0.5670843000407331,True,True,True,9680675377804.45,1.0,2.529738070919042,0.9999999999999232,tebd_wins
sparse_long_range_n8_d8_s0_medium,sparse_long_range,8,8,0,medium,32,1.3139407406845667e-15,0.012719833776238249,0.012719833776239226,1.0,0.8598068204301742,0.8598068204301579,16,16,16,0.22341699997195974,0.7223283000057563,0.5243641000124626,False,False,False,9680675377804.45,1.0,2.347019698940876,0.9999999999999232,tebd_wins
sparse_long_range_n8_d8_s0_medium,sparse_long_range,8,8,0,medium,64,1.3139407406845667e-15,0.012719833776238249,0.012719833776239226,1.0,0.8598068204301742,0.8598068204301579,16,16,16,0.2255070999963209,0.5122312000021338,0.4802953000180423,False,False,False,9680675377804.45,1.0,2.1298455792561666,0.9999999999999232,tebd_wins
sparse_long_range_n8_d8_s1_small,sparse_long_range,8,8,1,small,16,4.129191021054287e-07,0.002260815671445507,0.0027042965351619544,0.9999999999463749,0.9963463284516982,0.9949148633294004,16,16,16,0.13729759998386726,0.43591509998077527,0.4279798999777995,True,True,True,6549.216351031101,1.0,3.1171695647126243,0.8360087889955129,tebd_wins
sparse_long_range_n8_d8_s1_small,sparse_long_range,8,8,1,small,32,4.129191021054287e-07,0.002260815671445507,0.0027042965351619544,0.9999999999463749,0.9963463284516982,0.9949148633294004,16,16,16,0.1701607999857515,0.5132288000313565,0.7147500999853946,False,False,False,6549.216351031101,1.0,4.2004392318632995,0.8360087889955129,tebd_wins
sparse_long_range_n8_d8_s1_small,sparse_long_range,8,8,1,small,64,4.129191021054287e-07,0.002260815671445507,0.0027042965351619544,0.9999999999463749,0.9963463284516982,0.9949148633294004,16,16,16,0.2315938000101596,0.597058699990157,0.619595299998764,False,False,False,6549.216351031101,1.0,2.6753535715186825,0.8360087889955129,tebd_wins
sparse_long_range_n8_d8_s1_medium,sparse_long_range,8,8,1,medium,16,1.52689095452944e-15,0.018042323598784597,0.01344350678491629,0.9999999999999964,0.91045320459469,0.9000779703129548,16,16,16,0.1941460999660194,0.6802814999828115,0.7451679999940097,True,True,True,8804496971467.969,1.0,3.838181658680929,1.3420846128502877,tebd_wins
sparse_long_range_n8_d8_s1_medium,sparse_long_range,8,8,1,medium,32,1.52689095452944e-15,0.018042323598784597,0.01344350678491629,0.9999999999999964,0.91045320459469,0.9000779703129548,16,16,16,0.23127430002205074,0.6202540000085719,0.6656922000111081,False,False,False,8804496971467.969,1.0,2.8783665108818317,1.3420846128502877,tebd_wins
sparse_long_range_n8_d8_s1_medium,sparse_long_range,8,8,1,medium,64,1.52689095452944e-15,0.018042323598784597,0.01344350678491629,0.9999999999999964,0.91045320459469,0.9000779703129548,16,16,16,0.1088719999534078,0.6426694000256248,0.7944088000222109,False,False,False,8804496971467.969,1.0,7.296722760325716,1.3420846128502877,tebd_wins
sparse_long_range_n8_d8_s2_small,sparse_long_range,8,8,2,small,16,4.976644511571792e-07,0.0025020363386454416,0.0016335085406346584,0.9999999997850142,0.995854097173493,0.995998441686959,16,16,16,0.27493329998105764,0.8870837999857031,0.6333882000180893,True,True,True,3282.349255279119,1.0,2.303788591857474,1.531694678298614,tebd_wins
sparse_long_range_n8_d8_s2_small,sparse_long_range,8,8,2,small,32,4.976644511571792e-07,0.0025020363386454416,0.0016335085406346584,0.9999999997850142,0.995854097173493,0.995998441686959,16,16,16,0.49115930002881214,0.7253892999724485,0.6817422999884002,False,False,False,3282.349255279119,1.0,1.388026857983567,1.531694678298614,tebd_wins
sparse_long_range_n8_d8_s2_small,sparse_long_range,8,8,2,small,64,4.976644511571792e-07,0.0025020363386454416,0.0016335085406346584,0.9999999997850142,0.995854097173493,0.995998441686959,16,16,16,0.25633770000422373,0.880498600017745,0.6432251999503933,False,False,False,3282.349255279119,1.0,2.5092883330848124,1.531694678298614,tebd_wins
