case_id,family,n_qubits,depth,seed,angle_regime,chi_max,tdvp_sweeps,method,padding_dim,fidelity_to_reference,infidelity_to_reference,mean_abs_observable_error,max_abs_observable_error,rms_observable_error,wall_time_s,peak_bond_dim,mean_bond_dim,hit_chi_max,error_ratio_vs_unpadded,infidelity_ratio_vs_unpadded,fidelity_gain_vs_unpadded,time_ratio_vs_unpadded,peak_chi_ratio_vs_unpadded,classification
nn_brickwork_n16_d8_s0_medium,nn_brickwork,16,8,0,medium,32,1,hybrid_tdvp_padded4,4,0.998149269197237,0.0018507308027629898,0.0004204361410055428,0.004606837318810231,0.0008780711181643497,0.2407143999589607,32.0,18.933333333333334,True,1.0,1.0,0.0,0.7920970097554259,1.0,padding_neutral
nn_brickwork_n16_d8_s0_medium,nn_brickwork,16,8,0,medium,32,1,hybrid_tdvp_unpadded,none,0.998149269197237,0.0018507308027629898,0.0004204361410055428,0.004606837318810231,0.0008780711181643497,0.3038950999616645,32.0,18.933333333333334,True,1.0,1.0,0.0,1.0,1.0,padding_baseline
nn_brickwork_n16_d8_s0_medium,nn_brickwork,16,8,0,medium,64,1,hybrid_tdvp_padded4,4,0.9999001461197962,9.985388020383734e-05,9.244414696468833e-05,0.000504245260908448,0.00015803822132308033,0.43997639999724925,64.0,29.6,True,1.0,1.0,0.0,0.9169210390751064,1.0,padding_neutral
nn_brickwork_n16_d8_s0_medium,nn_brickwork,16,8,0,medium,64,1,hybrid_tdvp_unpadded,none,0.9999001461197962,9.985388020383734e-05,9.244414696468833e-05,0.000504245260908448,0.00015803822132308033,0.47984109999379143,64.0,29.6,True,1.0,1.0,0.0,1.0,1.0,padding_baseline
nn_brickwork_n16_d8_s1_small,nn_brickwork,16,8,1,small,16,1,hybrid_tdvp_padded4,4,0.999999980356944,1.9643055959583933e-08,5.483938213461415e-07,1.0189313798043831e-05,1.7359462492907645e-06,0.22719710000092164,16.0,11.4,True,1.0,1.0,0.0,1.1471733076732038,1.0,padding_neutral
nn_brickwork_n16_d8_s1_small,nn_brickwork,16,8,1,small,16,1,hybrid_tdvp_unpadded,none,0.999999980356944,1.9643055959583933e-08,5.483938213461415e-07,1.0189313798043831e-05,1.7359462492907645e-06,0.19804950000252575,16.0,11.4,True,1.0,1.0,0.0,1.0,1.0,padding_baseline
nn_brickwork_n16_d8_s1_small,nn_brickwork,16,8,1,small,32,1,hybrid_tdvp_padded4,4,0.9999999995986655,4.0133452117174784e-10,1.2388530467845906e-07,1.6898477657213695e-06,2.941608598969822e-07,0.25427719997242093,31.0,16.533333333333335,False,1.0,1.0,0.0,1.168628496276301,1.0,padding_neutral
nn_brickwork_n16_d8_s1_small,nn_brickwork,16,8,1,small,32,1,hybrid_tdvp_unpadded,none,0.9999999995986655,4.0133452117174784e-10,1.2388530467845906e-07,1.6898477657213695e-06,2.941608598969822e-07,0.21758599998429418,31.0,16.533333333333335,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
nn_brickwork_n16_d8_s1_small,nn_brickwork,16,8,1,small,64,1,hybrid_tdvp_padded4,4,0.9999999995986655,4.0133452117174784e-10,1.2388530467845906e-07,1.6898477657213695e-06,2.941608598969822e-07,0.20286830002442002,31.0,16.533333333333335,False,1.0,1.0,0.0,0.9269826547838413,1.0,padding_neutral
nn_brickwork_n16_d8_s1_small,nn_brickwork,16,8,1,small,64,1,hybrid_tdvp_unpadded,none,0.9999999995986655,4.0133452117174784e-10,1.2388530467845906e-07,1.6898477657213695e-06,2.941608598969822e-07,0.21884799998952076,31.0,16.533333333333335,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
nn_brickwork_n16_d8_s1_medium,nn_brickwork,16,8,1,medium,16,1,hybrid_tdvp_padded4,4,0.9770812991095433,0.022918700890456667,0.002216467873447099,0.013108297654407575,0.0037232316258782724,0.21042509999824688,16.0,11.466666666666667,True,1.0,1.0,0.0,0.9753480521064807,1.0,padding_neutral
nn_brickwork_n16_d8_s1_medium,nn_brickwork,16,8,1,medium,16,1,hybrid_tdvp_unpadded,none,0.9770812991095433,0.022918700890456667,0.002216467873447099,0.013108297654407575,0.0037232316258782724,0.21574359998339787,16.0,11.466666666666667,True,1.0,1.0,0.0,1.0,1.0,padding_baseline
nn_brickwork_n16_d8_s1_medium,nn_brickwork,16,8,1,medium,32,1,hybrid_tdvp_padded4,4,0.9988476592517406,0.0011523407482594283,0.0002595111286010797,0.002190189154099742,0.0005177856845930936,0.15806859999429435,32.0,18.933333333333334,True,1.0,1.0,0.0,0.7626205972695532,1.0,padding_neutral
nn_brickwork_n16_d8_s1_medium,nn_brickwork,16,8,1,medium,32,1,hybrid_tdvp_unpadded,none,0.9988476592517406,0.0011523407482594283,0.0002595111286010797,0.002190189154099742,0.0005177856845930936,0.20727030001580715,32.0,18.933333333333334,True,1.0,1.0,0.0,1.0,1.0,padding_baseline
nn_brickwork_n16_d8_s1_medium,nn_brickwork,16,8,1,medium,64,1,hybrid_tdvp_padded4,4,0.9999477262506958,5.227374930416584e-05,5.0170039390455554e-05,0.0003040812690431327,9.493615517123225e-05,1.0092752000200562,64.0,29.6,True,1.0,1.0,0.0,1.0007035735188266,1.0,padding_neutral
nn_brickwork_n16_d8_s1_medium,nn_brickwork,16,8,1,medium,64,1,hybrid_tdvp_unpadded,none,0.9999477262506958,5.227374930416584e-05,5.0170039390455554e-05,0.0003040812690431327,9.493615517123225e-05,1.0085655999719165,64.0,29.6,True,1.0,1.0,0.0,1.0,1.0,padding_baseline
nn_brickwork_n16_d8_s2_small,nn_brickwork,16,8,2,small,16,1,hybrid_tdvp_padded4,4,0.9999999784824937,2.1517506332280334e-08,7.558465332069314e-07,8.594194725274756e-06,1.7940231922357722e-06,0.2196570999803953,16.0,11.4,True,1.0,1.0,0.0,0.7426932537246703,1.0,padding_neutral
nn_brickwork_n16_d8_s2_small,nn_brickwork,16,8,2,small,16,1,hybrid_tdvp_unpadded,none,0.9999999784824937,2.1517506332280334e-08,7.558465332069314e-07,8.594194725274756e-06,1.7940231922357722e-06,0.29575749998912215,16.0,11.4,True,1.0,1.0,0.0,1.0,1.0,padding_baseline
nn_brickwork_n16_d8_s2_small,nn_brickwork,16,8,2,small,32,1,hybrid_tdvp_padded4,4,0.9999999997031399,2.9686009206386643e-10,5.043961865025471e-08,7.257677257918246e-07,1.27217072385534e-07,0.11182130000088364,32.0,16.933333333333334,True,1.0,1.0,0.0,0.6183821381885763,1.0,padding_neutral
nn_brickwork_n16_d8_s2_small,nn_brickwork,16,8,2,small,32,1,hybrid_tdvp_unpadded,none,0.9999999997031399,2.9686009206386643e-10,5.043961865025471e-08,7.257677257918246e-07,1.27217072385534e-07,0.1808288000174798,32.0,16.933333333333334,True,1.0,1.0,0.0,1.0,1.0,padding_baseline
nn_brickwork_n16_d8_s2_small,nn_brickwork,16,8,2,small,64,1,hybrid_tdvp_padded4,4,0.9999999997031399,2.9686009206386643e-10,5.043961865025471e-08,7.257677257918246e-07,1.27217072385534e-07,0.19640920002711937,32.0,16.933333333333334,False,1.0,1.0,0.0,0.7919815224810615,1.0,padding_neutral
nn_brickwork_n16_d8_s2_small,nn_brickwork,16,8,2,small,64,1,hybrid_tdvp_unpadded,none,0.9999999997031399,2.9686009206386643e-10,5.043961865025471e-08,7.257677257918246e-07,1.27217072385534e-07,0.24799720000009984,32.0,16.933333333333334,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
nn_brickwork_n16_d8_s2_medium,nn_brickwork,16,8,2,medium,16,1,hybrid_tdvp_padded4,4,0.9794972613956471,0.02050273860435292,0.002484483711346939,0.015597128991301168,0.003966177831264608,0.4591200999566354,16.0,11.466666666666667,True,1.0,1.0,0.0,0.9260510703456287,1.0,padding_neutral
nn_brickwork_n16_d8_s2_medium,nn_brickwork,16,8,2,medium,16,1,hybrid_tdvp_unpadded,none,0.9794972613956471,0.02050273860435292,0.002484483711346939,0.015597128991301168,0.003966177831264608,0.4957826999598183,16.0,11.466666666666667,True,1.0,1.0,0.0,1.0,1.0,padding_baseline
nn_brickwork_n16_d8_s2_medium,nn_brickwork,16,8,2,medium,32,1,hybrid_tdvp_padded4,4,0.9986889200615165,0.0013110799384834504,0.00032300989855812333,0.002660619476755277,0.0006004362826481141,0.40262389997951686,32.0,18.933333333333334,True,1.0,1.0,0.0,0.9631922593558303,1.0,padding_neutral
nn_brickwork_n16_d8_s2_medium,nn_brickwork,16,8,2,medium,32,1,hybrid_tdvp_unpadded,none,0.9986889200615165,0.0013110799384834504,0.00032300989855812333,0.002660619476755277,0.0006004362826481141,0.41800989996409044,32.0,18.933333333333334,True,1.0,1.0,0.0,1.0,1.0,padding_baseline
nn_brickwork_n16_d8_s2_medium,nn_brickwork,16,8,2,medium,64,1,hybrid_tdvp_padded4,4,0.9998795430835241,0.00012045691647588619,7.139337933738813e-05,0.0004260298836473164,0.0001284902519893133,0.578497199981939,64.0,29.6,True,1.0,1.0,0.0,0.42115849356183954,1.0,padding_neutral
nn_brickwork_n16_d8_s2_medium,nn_brickwork,16,8,2,medium,64,1,hybrid_tdvp_unpadded,none,0.9998795430835241,0.00012045691647588619,7.139337933738813e-05,0.0004260298836473164,0.0001284902519893133,1.373585500055924,64.0,29.6,True,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d4_s0_small,periodic_1d,8,4,0,small,16,1,hybrid_tdvp_padded4,4,1.0,0.0,9.13144343125949e-13,5.5601079296252465e-12,2.2351049416970616e-12,0.2164362000185065,4.0,3.4285714285714284,False,2.742546859310794e-10,0.0,0.04250694406430178,1.447004953570388,2.0,padding_helpful
periodic_1d_n8_d4_s0_small,periodic_1d,8,4,0,small,16,1,hybrid_tdvp_unpadded,none,0.9574930559356982,0.04250694406430178,0.0033295487368825614,0.0799091696851566,0.016311390958175964,0.14957529999082908,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d4_s0_small,periodic_1d,8,4,0,small,32,1,hybrid_tdvp_padded4,4,1.0,0.0,9.13144343125949e-13,5.5601079296252465e-12,2.2351049416970616e-12,0.31099940004060045,4.0,3.4285714285714284,False,2.742546859310794e-10,0.0,0.04250694406430178,2.838854962863854,2.0,padding_helpful
periodic_1d_n8_d4_s0_small,periodic_1d,8,4,0,small,32,1,hybrid_tdvp_unpadded,none,0.9574930559356982,0.04250694406430178,0.0033295487368825614,0.0799091696851566,0.016311390958175964,0.10955100000137463,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d4_s0_small,periodic_1d,8,4,0,small,64,1,hybrid_tdvp_padded4,4,1.0,0.0,9.13144343125949e-13,5.5601079296252465e-12,2.2351049416970616e-12,0.249405000009574,4.0,3.4285714285714284,False,2.742546859310794e-10,0.0,0.04250694406430178,1.768760792520386,2.0,padding_helpful
periodic_1d_n8_d4_s0_small,periodic_1d,8,4,0,small,64,1,hybrid_tdvp_unpadded,none,0.9574930559356982,0.04250694406430178,0.0033295487368825614,0.0799091696851566,0.016311390958175964,0.14100550004513934,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d4_s0_medium,periodic_1d,8,4,0,medium,16,1,hybrid_tdvp_padded4,4,1.0,0.0,5.4809453003791456e-15,2.2673703192754857e-14,9.67406293882481e-15,0.25637459999416023,4.0,3.4285714285714284,False,7.966392129481947e-13,0.0,0.6700138877475994,1.5775985876384566,2.0,padding_helpful
periodic_1d_n8_d4_s0_medium,periodic_1d,8,4,0,medium,16,1,hybrid_tdvp_unpadded,none,0.3299861122524006,0.6700138877475994,0.00688008475015348,0.16512203400367345,0.033705394049957774,0.16250940004829317,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d4_s0_medium,periodic_1d,8,4,0,medium,32,1,hybrid_tdvp_padded4,4,1.0,0.0,5.4809453003791456e-15,2.2673703192754857e-14,9.67406293882481e-15,0.20541729999240488,4.0,3.4285714285714284,False,7.966392129481947e-13,0.0,0.6700138877475994,1.2497873596784965,2.0,padding_helpful
periodic_1d_n8_d4_s0_medium,periodic_1d,8,4,0,medium,32,1,hybrid_tdvp_unpadded,none,0.3299861122524006,0.6700138877475994,0.00688008475015348,0.16512203400367345,0.033705394049957774,0.16436179995071143,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d4_s0_medium,periodic_1d,8,4,0,medium,64,1,hybrid_tdvp_padded4,4,1.0,0.0,5.4809453003791456e-15,2.2673703192754857e-14,9.67406293882481e-15,0.3105682000168599,4.0,3.4285714285714284,False,7.966392129481947e-13,0.0,0.6700138877475994,2.86620485143109,2.0,padding_helpful
periodic_1d_n8_d4_s0_medium,periodic_1d,8,4,0,medium,64,1,hybrid_tdvp_unpadded,none,0.3299861122524006,0.6700138877475994,0.00688008475015348,0.16512203400367345,0.033705394049957774,0.10835520003456622,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d4_s1_small,periodic_1d,8,4,1,small,16,1,hybrid_tdvp_padded4,4,1.0,0.0,1.9296854850632737e-13,1.2222445278098348e-12,4.720545601944271e-13,0.19207340001594275,4.0,3.4285714285714284,False,3.4618008013962724e-11,0.0,0.06954755056304485,2.2072556479314622,2.0,padding_helpful
periodic_1d_n8_d4_s1_small,periodic_1d,8,4,1,small,16,1,hybrid_tdvp_unpadded,none,0.9304524494369552,0.06954755056304485,0.0055742245027066845,0.13378138806494988,0.02730801148669922,0.08701910002855584,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d4_s1_small,periodic_1d,8,4,1,small,32,1,hybrid_tdvp_padded4,4,1.0,0.0,1.9296854850632737e-13,1.2222445278098348e-12,4.720545601944271e-13,0.2705835000379011,4.0,3.4285714285714284,False,3.4618008013962724e-11,0.0,0.06954755056304485,1.8023243808290696,2.0,padding_helpful
periodic_1d_n8_d4_s1_small,periodic_1d,8,4,1,small,32,1,hybrid_tdvp_unpadded,none,0.9304524494369552,0.06954755056304485,0.0055742245027066845,0.13378138806494988,0.02730801148669922,0.15013030002592131,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d4_s1_small,periodic_1d,8,4,1,small,64,1,hybrid_tdvp_padded4,4,1.0,0.0,1.9296854850632737e-13,1.2222445278098348e-12,4.720545601944271e-13,0.22845130000496283,4.0,3.4285714285714284,False,3.4618008013962724e-11,0.0,0.06954755056304485,1.000098061129484,2.0,padding_helpful
periodic_1d_n8_d4_s1_small,periodic_1d,8,4,1,small,64,1,hybrid_tdvp_unpadded,none,0.9304524494369552,0.06954755056304485,0.0055742245027066845,0.13378138806494988,0.02730801148669922,0.22842890000902116,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d4_s1_medium,periodic_1d,8,4,1,medium,16,1,hybrid_tdvp_padded4,4,1.0,0.0,1.7983558177667303e-15,4.287369070876679e-15,2.062816671725408e-15,0.2822196999914013,4.0,3.4285714285714284,False,2.2818425317017144e-13,0.0,0.8377733889850026,1.1574198473175694,2.0,padding_helpful
periodic_1d_n8_d4_s1_medium,periodic_1d,8,4,1,medium,16,1,hybrid_tdvp_unpadded,none,0.16222661101499736,0.8377733889850026,0.00788115653373146,0.18914775680954227,0.038609624181285065,0.24383520003175363,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d4_s1_medium,periodic_1d,8,4,1,medium,32,1,hybrid_tdvp_padded4,4,1.0,0.0,1.7983558177667303e-15,4.287369070876679e-15,2.062816671725408e-15,0.34832960000494495,4.0,3.4285714285714284,False,2.2818425317017144e-13,0.0,0.8377733889850026,3.33736951677651,2.0,padding_helpful
periodic_1d_n8_d4_s1_medium,periodic_1d,8,4,1,medium,32,1,hybrid_tdvp_unpadded,none,0.16222661101499736,0.8377733889850026,0.00788115653373146,0.18914775680954227,0.038609624181285065,0.10437250003451481,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d4_s1_medium,periodic_1d,8,4,1,medium,64,1,hybrid_tdvp_padded4,4,1.0,0.0,1.7983558177667303e-15,4.287369070876679e-15,2.062816671725408e-15,0.2358947999891825,4.0,3.4285714285714284,False,2.2818425317017144e-13,0.0,0.8377733889850026,2.1705287407296354,2.0,padding_helpful
periodic_1d_n8_d4_s1_medium,periodic_1d,8,4,1,medium,64,1,hybrid_tdvp_unpadded,none,0.16222661101499736,0.8377733889850026,0.00788115653373146,0.18914775680954227,0.038609624181285065,0.10868080001091585,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d4_s2_small,periodic_1d,8,4,2,small,16,1,hybrid_tdvp_padded4,4,1.0,0.0,4.841002350970086e-13,3.0950797480500114e-12,1.1846185861415415e-12,0.22269059997051954,4.0,3.4285714285714284,False,1.0203088628909831e-10,0.0,0.068060648742864,1.727995641539681,2.0,padding_helpful
periodic_1d_n8_d4_s2_small,periodic_1d,8,4,2,small,16,1,hybrid_tdvp_unpadded,none,0.931939351257136,0.068060648742864,0.004744644025979937,0.11387145662349074,0.023243913749585014,0.1288722000317648,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d4_s2_small,periodic_1d,8,4,2,small,32,1,hybrid_tdvp_padded4,4,1.0,0.0,4.841002350970086e-13,3.0950797480500114e-12,1.1846185861415415e-12,0.30038149998290464,4.0,3.4285714285714284,False,1.0203088628909831e-10,0.0,0.068060648742864,2.5968990901057944,2.0,padding_helpful
periodic_1d_n8_d4_s2_small,periodic_1d,8,4,2,small,32,1,hybrid_tdvp_unpadded,none,0.931939351257136,0.068060648742864,0.004744644025979937,0.11387145662349074,0.023243913749585014,0.11566930002300069,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d4_s2_small,periodic_1d,8,4,2,small,64,1,hybrid_tdvp_padded4,4,1.0,0.0,4.841002350970086e-13,3.0950797480500114e-12,1.1846185861415415e-12,0.29025560000445694,4.0,3.4285714285714284,False,1.0203088628909831e-10,0.0,0.068060648742864,2.8946218424897645,2.0,padding_helpful
periodic_1d_n8_d4_s2_small,periodic_1d,8,4,2,small,64,1,hybrid_tdvp_unpadded,none,0.931939351257136,0.068060648742864,0.004744644025979937,0.11387145662349074,0.023243913749585014,0.10027409996837378,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d4_s2_medium,periodic_1d,8,4,2,medium,16,1,hybrid_tdvp_padded4,4,0.999999999999998,1.9984014443252818e-15,1.6497736543288238e-15,6.70991040507829e-15,2.1442001794391822e-15,0.36495479999575764,4.0,3.4285714285714284,False,3.0544243951662896e-14,2.4062910792999918e-15,0.8304903182812892,2.091068428084845,2.0,padding_helpful
periodic_1d_n8_d4_s2_medium,periodic_1d,8,4,2,medium,16,1,hybrid_tdvp_unpadded,none,0.16950968171870884,0.8304903182812912,0.05401258767248048,1.2963021041395166,0.2646065589698331,0.17453029996249825,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d4_s2_medium,periodic_1d,8,4,2,medium,32,1,hybrid_tdvp_padded4,4,0.999999999999998,1.9984014443252818e-15,1.6497736543288238e-15,6.70991040507829e-15,2.1442001794391822e-15,0.22052499995334074,4.0,3.4285714285714284,False,3.0544243951662896e-14,2.4062910792999918e-15,0.8304903182812892,1.7424527947166133,2.0,padding_helpful
periodic_1d_n8_d4_s2_medium,periodic_1d,8,4,2,medium,32,1,hybrid_tdvp_unpadded,none,0.16950968171870884,0.8304903182812912,0.05401258767248048,1.2963021041395166,0.2646065589698331,0.12656010000500828,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d4_s2_medium,periodic_1d,8,4,2,medium,64,1,hybrid_tdvp_padded4,4,0.999999999999998,1.9984014443252818e-15,1.6497736543288238e-15,6.70991040507829e-15,2.1442001794391822e-15,0.17070600000442937,4.0,3.4285714285714284,False,3.0544243951662896e-14,2.4062910792999918e-15,0.8304903182812892,1.0793015323733102,2.0,padding_helpful
periodic_1d_n8_d4_s2_medium,periodic_1d,8,4,2,medium,64,1,hybrid_tdvp_unpadded,none,0.16950968171870884,0.8304903182812912,0.05401258767248048,1.2963021041395166,0.2646065589698331,0.15816340001765639,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d8_s0_small,periodic_1d,8,8,0,small,16,1,hybrid_tdvp_padded4,4,1.0,0.0,7.01856262840171e-14,4.647948692593218e-13,1.7005589607202476e-13,0.31366919999709353,4.0,3.4285714285714284,False,6.29756649261556e-12,0.0,0.2693956012028921,1.3492442498099573,2.0,padding_helpful
periodic_1d_n8_d8_s0_small,periodic_1d,8,8,0,small,16,1,hybrid_tdvp_unpadded,none,0.7306043987971079,0.2693956012028921,0.011144880544939985,0.2674771330785344,0.05459854115874342,0.2324777000467293,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d8_s0_small,periodic_1d,8,8,0,small,32,1,hybrid_tdvp_padded4,4,1.0,0.0,7.01856262840171e-14,4.647948692593218e-13,1.7005589607202476e-13,0.34468089998699725,4.0,3.4285714285714284,False,6.29756649261556e-12,0.0,0.2693956012028921,1.5981843581396196,2.0,padding_helpful
periodic_1d_n8_d8_s0_small,periodic_1d,8,8,0,small,32,1,hybrid_tdvp_unpadded,none,0.7306043987971079,0.2693956012028921,0.011144880544939985,0.2674771330785344,0.05459854115874342,0.21567030000733212,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d8_s0_small,periodic_1d,8,8,0,small,64,1,hybrid_tdvp_padded4,4,1.0,0.0,7.01856262840171e-14,4.647948692593218e-13,1.7005589607202476e-13,0.29630899999756366,4.0,3.4285714285714284,False,6.29756649261556e-12,0.0,0.2693956012028921,1.210100664398876,2.0,padding_helpful
periodic_1d_n8_d8_s0_small,periodic_1d,8,8,0,small,64,1,hybrid_tdvp_unpadded,none,0.7306043987971079,0.2693956012028921,0.011144880544939985,0.2674771330785344,0.05459854115874342,0.24486310000065714,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d8_s0_medium,periodic_1d,8,8,0,medium,16,1,hybrid_tdvp_padded4,4,0.9999999999999925,7.549516567451064e-15,2.0498894310664953e-15,6.1461252753858275e-15,2.8265958998094694e-15,0.33097389998147264,4.0,3.4285714285714284,False,3.4652342396988264e-13,1.498527453773003e-14,0.5037956794480292,1.3751262017224686,2.0,padding_helpful
periodic_1d_n8_d8_s0_medium,periodic_1d,8,8,0,medium,16,1,hybrid_tdvp_unpadded,none,0.4962043205519633,0.5037956794480367,0.005915586910640295,0.1419740858553516,0.0289803389203085,0.24068619997706264,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d8_s0_medium,periodic_1d,8,8,0,medium,32,1,hybrid_tdvp_padded4,4,0.9999999999999925,7.549516567451064e-15,2.0498894310664953e-15,6.1461252753858275e-15,2.8265958998094694e-15,0.5544018999789841,4.0,3.4285714285714284,False,3.4652342396988264e-13,1.498527453773003e-14,0.5037956794480292,2.12808338805055,2.0,padding_helpful
periodic_1d_n8_d8_s0_medium,periodic_1d,8,8,0,medium,32,1,hybrid_tdvp_unpadded,none,0.4962043205519633,0.5037956794480367,0.005915586910640295,0.1419740858553516,0.0289803389203085,0.26051699998788536,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d8_s0_medium,periodic_1d,8,8,0,medium,64,1,hybrid_tdvp_padded4,4,0.9999999999999925,7.549516567451064e-15,2.0498894310664953e-15,6.1461252753858275e-15,2.8265958998094694e-15,0.34944640001049265,4.0,3.4285714285714284,False,3.4652342396988264e-13,1.498527453773003e-14,0.5037956794480292,1.4635738291097076,2.0,padding_helpful
periodic_1d_n8_d8_s0_medium,periodic_1d,8,8,0,medium,64,1,hybrid_tdvp_unpadded,none,0.4962043205519633,0.5037956794480367,0.005915586910640295,0.1419740858553516,0.0289803389203085,0.23876239999663085,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d8_s1_small,periodic_1d,8,8,1,small,16,1,hybrid_tdvp_padded4,4,1.0,0.0,1.05500020921737e-12,6.78407330312325e-12,2.5955207713499406e-12,0.3907458999892697,4.0,3.4285714285714284,False,1.1282568193994604e-10,0.0,0.1775819763107852,1.6942573719295007,2.0,padding_helpful
periodic_1d_n8_d8_s1_small,periodic_1d,8,8,1,small,16,1,hybrid_tdvp_unpadded,none,0.8224180236892148,0.1775819763107852,0.00935070979476922,0.2244170350744461,0.045808935460055704,0.23062960000243038,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d8_s1_small,periodic_1d,8,8,1,small,32,1,hybrid_tdvp_padded4,4,1.0,0.0,1.05500020921737e-12,6.78407330312325e-12,2.5955207713499406e-12,0.48753990000113845,4.0,3.4285714285714284,False,1.1282568193994604e-10,0.0,0.1775819763107852,2.342139055687923,2.0,padding_helpful
periodic_1d_n8_d8_s1_small,periodic_1d,8,8,1,small,32,1,hybrid_tdvp_unpadded,none,0.8224180236892148,0.1775819763107852,0.00935070979476922,0.2244170350744461,0.045808935460055704,0.20816009998088703,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d8_s1_small,periodic_1d,8,8,1,small,64,1,hybrid_tdvp_padded4,4,1.0,0.0,1.05500020921737e-12,6.78407330312325e-12,2.5955207713499406e-12,0.5440319999470375,4.0,3.4285714285714284,False,1.1282568193994604e-10,0.0,0.1775819763107852,1.765340932308464,2.0,padding_helpful
periodic_1d_n8_d8_s1_small,periodic_1d,8,8,1,small,64,1,hybrid_tdvp_unpadded,none,0.8224180236892148,0.1775819763107852,0.00935070979476922,0.2244170350744461,0.045808935460055704,0.3081739000044763,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d8_s1_medium,periodic_1d,8,8,1,medium,16,1,hybrid_tdvp_padded4,4,0.9999999999999947,5.329070518200751e-15,1.804099507847159e-15,1.0422218643668657e-14,2.7215473115132237e-15,0.40347590000601485,4.0,3.4285714285714284,False,4.0543798323474517e-14,6.349676074162955e-15,0.8392665162692132,1.9923407575560008,2.0,padding_helpful
periodic_1d_n8_d8_s1_medium,periodic_1d,8,8,1,medium,16,1,hybrid_tdvp_unpadded,none,0.16073348373078145,0.8392665162692186,0.04449754543107523,1.0679410903457889,0.2179925622248911,0.20251350000035018,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
periodic_1d_n8_d8_s1_medium,periodic_1d,8,8,1,medium,32,1,hybrid_tdvp_padded4,4,0.9999999999999947,5.329070518200751e-15,1.804099507847159e-15,1.0422218643668657e-14,2.7215473115132237e-15,0.3765963999903761,4.0,3.4285714285714284,False,4.0543798323474517e-14,6.349676074162955e-15,0.8392665162692132,1.7202270206750165,2.0,padding_helpful
periodic_1d_n8_d8_s1_medium,periodic_1d,8,8,1,medium,32,1,hybrid_tdvp_unpadded,none,0.16073348373078145,0.8392665162692186,0.04449754543107523,1.0679410903457889,0.2179925622248911,0.21892250003293157,2.0,2.0,False,1.0,1.0,0.0,1.0,1.0,padding_baseline
