J,R_mean,R_std,rank_tol,cut,m_spectrum
0.0,2.0,0.0,1e-16,1,8
0.5,3.0,0.0,1e-16,1,8
1.0,3.0,0.0,1e-16,1,8
1.5,3.0,0.0,1e-16,1,8
2.0,3.0,0.0,1e-16,1,8
0.0,2.0,0.0,1e-16,2,8
0.5,4.0,0.0,1e-16,2,8
1.0,6.0,0.0,1e-16,2,8
1.5,6.0,0.0,1e-16,2,8
2.0,6.0,0.0,1e-16,2,8
