L,k,dt,g,cut,J,n_pasts,n_futures,n_seeds,branch_weight_beta,entropy,entropy_std,delta_norm,rank
6,20,0.1,1.0,3,1.1500000000000001,32,32,1,1.0,0.023793575641136638,0.0,7.0997320776550525,1
6,20,0.1,1.0,3,1.2000000000000002,32,32,1,1.0,0.026947187618571178,0.0,7.007030138854125,1
6,20,0.1,1.0,3,1.25,32,32,1,1.0,0.030389423708443004,0.0,6.9289116575533845,1
6,20,0.1,1.0,3,1.3,32,32,1,1.0,0.034103827469724214,0.0,6.865789222446216,1
6,20,0.1,1.0,3,1.35,32,32,1,1.0,0.0380508452894783,0.0,6.817562603984393,1
6,20,0.1,1.0,3,1.4000000000000001,32,32,1,1.0,0.04217025042954556,0.0,6.7836882384512895,1
6,20,0.1,1.0,3,1.4500000000000002,32,32,1,1.0,0.0463870393922912,0.0,6.763269065422093,1
6,20,0.1,1.0,3,1.5,32,32,1,1.0,0.0506193056011226,0.0,6.755150078124077,1
6,20,0.1,1.0,3,1.55,32,32,1,1.0,0.05478646257977853,0.0,6.75800509808399,1
6,20,0.1,1.0,3,1.6,32,32,1,1.0,0.058816399930184435,0.0,6.770406717031059,1
6,20,0.1,1.0,3,1.6500000000000001,32,32,1,1.0,0.06265076103068486,0.0,6.790876044653181,1
6,20,0.1,1.0,3,1.7000000000000002,32,32,1,1.0,0.06624796592775233,0.0,6.817913801112028,1
6,20,0.1,1.0,3,1.75,32,32,1,1.0,0.06958433093530496,0.0,6.8500190246282155,1
6,20,0.1,1.0,3,1.8,32,32,1,1.0,0.07265354461685032,0.0,6.885701265673644,1
6,20,0.1,1.0,3,1.85,32,32,1,1.0,0.07546499672372123,0.0,6.923493268286089,1
6,20,0.1,1.0,3,1.9000000000000001,32,32,1,1.0,0.07804134593073153,0.0,6.961967760952179,1
6,20,0.1,1.0,3,1.9500000000000002,32,32,1,1.0,0.08041547812198258,0.0,6.999761082072251,1
6,20,0.1,1.0,3,2.0,32,32,1,1.0,0.0826270909558695,0.0,7.035602024322176,1
6,20,0.1,1.0,4,0.0,32,32,1,1.0,2.141404136484463e-27,0.0,8.41434856387485,1
6,20,0.1,1.0,4,0.05,32,32,1,1.0,4.379397429162036e-07,0.0,8.436275493821695,1
6,20,0.1,1.0,4,0.1,32,32,1,1.0,5.882443105015503e-06,0.0,8.454418768218545,1
6,20,0.1,1.0,4,0.15000000000000002,32,32,1,1.0,2.6770527158882098e-05,0.0,8.468137824811278,1
6,20,0.1,1.0,4,0.2,32,32,1,1.0,7.8791477839653e-05,0.0,8.476466860838912,1
6,20,0.1,1.0,4,0.25,32,32,1,1.0,0.0001829377883397596,0.0,8.47818265435414,1
6,20,0.1,1.0,4,0.30000000000000004,32,32,1,1.0,0.00036506931061341616,0.0,8.471897466587665,1
6,20,0.1,1.0,4,0.35000000000000003,32,32,1,1.0,0.000654405968141423,0.0,8.456168578608565,1
6,20,0.1,1.0,4,0.4,32,32,1,1.0,0.0010809711788991835,0.0,8.42961533679383,1
