L,k,dt,g,cut,J,n_pasts,n_futures,n_seeds,branch_weight_beta,centered,entropy,entropy_std,delta_norm,rank
6,20,0.1,1.0,1,1.9000000000000001,32,32,1,1.0,0,2.9909247874210972e-05,0.0,14.211961677599291,32
6,20,0.1,1.0,1,1.9500000000000002,32,32,1,1.0,0,3.129007500081064e-05,0.0,14.264170248886051,32
6,20,0.1,1.0,1,2.0,32,32,1,1.0,0,3.263957699199008e-05,0.0,14.312168479884125,32
6,20,0.1,1.0,2,0.0,32,32,1,1.0,0,2.141404136484463e-27,0.0,17.990071698916186,1
6,20,0.1,1.0,2,0.05,32,32,1,1.0,0,1.6010940937495425e-08,0.0,17.99272301966426,32
6,20,0.1,1.0,2,0.1,32,32,1,1.0,0,2.232797608583812e-07,0.0,17.982932488677676,32
6,20,0.1,1.0,2,0.15000000000000002,32,32,1,1.0,0,1.0509355082684597e-06,0.0,17.959686116582258,32
6,20,0.1,1.0,2,0.2,32,32,1,1.0,0,3.1974127455679763e-06,0.0,17.9216524995294,32
6,20,0.1,1.0,2,0.25,32,32,1,1.0,0,7.676775171980464e-06,0.0,17.86728739407357,32
6,20,0.1,1.0,2,0.30000000000000004,32,32,1,1.0,0,1.585194844531459e-05,0.0,17.794955799539824,32
6,20,0.1,1.0,2,0.35000000000000003,32,32,1,1.0,0,2.942500387564427e-05,0.0,17.703060382953318,32
6,20,0.1,1.0,2,0.4,32,32,1,1.0,0,5.0375004771551106e-05,0.0,17.59016754750235,32
6,20,0.1,1.0,2,0.45,32,32,1,1.0,0,8.085352630225309e-05,0.0,17.45512505437971,32
6,20,0.1,1.0,2,0.5,32,32,1,1.0,0,0.00012306008104497195,0.0,17.297167768786885,32
6,20,0.1,1.0,2,0.55,32,32,1,1.0,0,0.0001791301790042215,0.0,17.116011340919105,32
6,20,0.1,1.0,2,0.6000000000000001,32,32,1,1.0,0,0.0002510645239648989,0.0,16.911933849882193,32
6,20,0.1,1.0,2,0.65,32,32,1,1.0,0,0.00034072498278638053,0.0,16.685847840502035,32
6,20,0.1,1.0,2,0.7000000000000001,32,32,1,1.0,0,0.0004499043045988328,0.0,16.4393603259454,32
6,20,0.1,1.0,2,0.75,32,32,1,1.0,0,0.0005804638121570365,0.0,16.17481886487465,32
6,20,0.1,1.0,2,0.8,32,32,1,1.0,0,0.0007345117714328884,0.0,15.895337770743533,32
6,20,0.1,1.0,2,0.8500000000000001,32,32,1,1.0,0,0.0009145756697314858,0.0,15.604795613421166,32
6,20,0.1,1.0,2,0.9,32,32,1,1.0,0,0.0011237079772442454,0.0,15.307795263242685,32
6,20,0.1,1.0,2,0.9500000000000001,32,32,1,1.0,0,0.001365456410055458,0.0,15.009576609422933,32
