L,k,dt,g,cut,J,n_pasts,n_futures,n_seeds,branch_weight_beta,centered,entropy,entropy_std,delta_norm,rank
6,20,0.1,1.0,7,0.0,32,32,1,1.0,0,2.141404136484463e-27,0.0,18.543804693222434,1
6,20,0.1,1.0,7,0.05,32,32,1,1.0,0,4.5440676449413045e-07,0.0,18.517723262059345,32
6,20,0.1,1.0,7,0.1,32,32,1,1.0,0,6.3528731910297356e-06,0.0,18.482093072248492,32
6,20,0.1,1.0,7,0.15000000000000002,32,32,1,1.0,0,2.9827121352669088e-05,0.0,18.435799783765813,32
6,20,0.1,1.0,7,0.2,32,32,1,1.0,0,8.979640114626657e-05,0.0,18.37716516534268,32
6,20,0.1,1.0,7,0.25,32,32,1,1.0,0,0.00021172012674029598,0.0,18.304137165389324,32
6,20,0.1,1.0,7,0.30000000000000004,32,32,1,1.0,0,0.00042674086856830067,0.0,18.214511978597614,32
6,20,0.1,1.0,7,0.35000000000000003,32,32,1,1.0,0,0.0007699036454452559,0.0,18.106164744816784,32
6,20,0.1,1.0,7,0.4,32,32,1,1.0,0,0.0012775734264545168,0.0,17.97726744984845,32
6,20,0.1,1.0,7,0.45,32,32,1,1.0,0,0.001984486324639047,0.0,17.826479712062085,32
6,20,0.1,1.0,7,0.5,32,32,1,1.0,0,0.002921069906086491,0.0,17.653102237338846,32
6,20,0.1,1.0,7,0.55,32,32,1,1.0,0,0.004111746319435135,0.0,17.457190973234635,32
6,20,0.1,1.0,7,0.6000000000000001,32,32,1,1.0,0,0.005574873541203447,0.0,17.23963096154193,32
6,20,0.1,1.0,7,0.65,32,32,1,1.0,0,0.007324820977765131,0.0,17.00217301909258,32
6,20,0.1,1.0,7,0.7000000000000001,32,32,1,1.0,0,0.009376335889756919,0.0,16.74743272968671,32
6,20,0.1,1.0,7,0.75,32,32,1,1.0,0,0.01175088735207464,0.0,16.47885111873253,32
6,20,0.1,1.0,7,0.8,32,32,1,1.0,0,0.014483934174245981,0.0,16.20061199507697,32
6,20,0.1,1.0,7,0.8500000000000001,32,32,1,1.0,0,0.017631074563918454,0.0,15.91751146696294,32
6,20,0.1,1.0,7,0.9,32,32,1,1.0,0,0.021270032071402704,0.0,15.634775265850404,32
6,20,0.1,1.0,7,0.9500000000000001,32,32,1,1.0,0,0.025495141158631433,0.0,15.357824055455167,32
6,20,0.1,1.0,7,1.0,32,32,1,1.0,0,0.030402902443240197,0.0,15.091995712636358,32
6,20,0.1,1.0,7,1.05,32,32,1,1.0,0,0.03607097338987297,0.0,14.842242795577901,32
6,20,0.1,1.0,7,1.1,32,32,1,1.0,0,0.042535712848082406,0.0,14.612833287420631,32
6,20,0.1,1.0,7,1.1500000000000001,32,32,1,1.0,0,0.04977323528999043,0.0,14.40709073674117,32
6,20,0.1,1.0,7,1.2000000000000002,32,32,1,1.0,0,0.05768782597950676,0.0,14.22720974977727,32
6,20,0.1,1.0,7,1.25,32,32,1,1.0,0,0.06611043201563116,0.0,14.074176624974323,32
6,20,0.1,1.0,7,1.3,32,32,1,1.0,0,0.07480837893958613,0.0,13.94780857438751,32
6,20,0.1,1.0,7,1.35,32,32,1,1.0,0,0.08350491624276607,0.0,13.846906718627208,32
6,20,0.1,1.0,7,1.4000000000000001,32,32,1,1.0,0,0.09190489097441847,0.0,13.76949665117995,32
6,20,0.1,1.0,7,1.4500000000000002,32,32,1,1.0,0,0.09972201283706446,0.0,13.713117651502406,32
6,20,0.1,1.0,7,1.5,32,32,1,1.0,0,0.10670352952351098,0.0,13.67511511254835,32
6,20,0.1,1.0,7,1.55,32,32,1,1.0,0,0.1126495874566073,0.0,13.652895957720578,32
6,20,0.1,1.0,7,1.6,32,32,1,1.0,0,0.11742596048191141,0.0,13.64411731781329,32
6,20,0.1,1.0,7,1.6500000000000001,32,32,1,1.0,0,0.1209700421823139,0.0,13.646795200695665,32
6,20,0.1,1.0,7,1.7000000000000002,32,32,1,1.0,0,0.1232905546464474,0.0,13.659333771269285,32
6,20,0.1,1.0,7,1.75,32,32,1,1.0,0,0.12446172512884968,0.0,13.680489454656705,32
6,20,0.1,1.0,7,1.8,32,32,1,1.0,0,0.12461272747112485,0.0,13.709290456995229,32
6,20,0.1,1.0,7,1.85,32,32,1,1.0,0,0.12391344251767133,0.0,13.744935625202281,32
6,20,0.1,1.0,7,1.9000000000000001,32,32,1,1.0,0,0.12255782255840397,0.0,13.786694923228339,32
6,20,0.1,1.0,7,1.9500000000000002,32,32,1,1.0,0,0.12074654912350447,0.0,13.833828129731316,32
6,20,0.1,1.0,7,2.0,32,32,1,1.0,0,0.11867066386283383,0.0,13.885532618789256,32
6,20,0.1,1.0,8,0.0,32,32,1,1.0,0,2.141404136484463e-27,0.0,19.075214391823973,1
6,20,0.1,1.0,8,0.05,32,32,1,1.0,0,6.922912951731923e-07,0.0,19.069972927599512,32
6,20,0.1,1.0,8,0.1,32,32,1,1.0,0,9.779785868969118e-06,0.0,19.055577227074846,32
6,20,0.1,1.0,8,0.15000000000000002,32,32,1,1.0,0,4.630961250518019e-05,0.0,19.03116823963464,32
6,20,0.1,1.0,8,0.2,32,32,1,1.0,0,0.00014023439023171542,0.0,18.99526182027766,32
6,20,0.1,1.0,8,0.25,32,32,1,1.0,0,0.0003316167943545183,0.0,18.945873625344277,32
6,20,0.1,1.0,8,0.30000000000000004,32,32,1,1.0,0,0.0006684633705406749,0.0,18.88068990765726,32
6,20,0.1,1.0,8,0.35000000000000003,32,32,1,1.0,0,0.001202846081598878,0.0,18.797271207804023,32
6,20,0.1,1.0,8,0.4,32,32,1,1.0,0,0.0019856688090633947,0.0,18.693276302207188,32
6,20,0.1,1.0,8,0.45,32,32,1,1.0,0,0.0030609024056936517,0.0,18.566694108028948,32
6,20,0.1,1.0,8,0.5,32,32,1,1.0,0,0.0044603665534739675,0.0,18.416071894772298,32
6,20,0.1,1.0,8,0.55,32,32,1,1.0,0,0.0062001975411142655,0.0,18.24073032240211,32
6,20,0.1,1.0,8,0.6000000000000001,32,32,1,1.0,0,0.008280042730481971,0.0,18.04095416092174,32
6,20,0.1,1.0,8,0.65,32,32,1,1.0,0,0.010685888319668945,0.0,17.818147775171695,32
6,20,0.1,1.0,8,0.7000000000000001,32,32,1,1.0,0,0.013397204755608657,0.0,17.57494019310824,32
6,20,0.1,1.0,8,0.75,32,32,1,1.0,0,0.016398870667493733,0.0,17.315224750900178,32
6,20,0.1,1.0,8,0.8,32,32,1,1.0,0,0.01969779305130249,0.0,17.04411439296892,32
6,20,0.1,1.0,8,0.8500000000000001,32,32,1,1.0,0,0.023342766440318994,0.0,16.767797322373234,32
6,20,0.1,1.0,8,0.9,32,32,1,1.0,0,0.027442660606113868,0.0,16.49328175674839,32
6,20,0.1,1.0,8,0.9500000000000001,32,32,1,1.0,0,0.03217153725821359,0.0,16.22802891301516,32
6,20,0.1,1.0,8,1.0,32,32,1,1.0,0,0.03774575629368798,0.0,15.9794907554302,32
6,20,0.1,1.0,8,1.05,32,32,1,1.0,0,0.044373576225942936,0.0,15.75458715076389,32
6,20,0.1,1.0,8,1.1,32,32,1,1.0,0,0.05220210125865753,0.0,15.559178220566661,32
6,20,0.1,1.0,8,1.1500000000000001,32,32,1,1.0,0,0.061279489464864535,0.0,15.397602502238353,32
6,20,0.1,1.0,8,1.2000000000000002,32,32,1,1.0,0,0.07153356858394844,0.0,15.272351785429619,32
6,20,0.1,1.0,8,1.25,32,32,1,1.0,0,0.08276930630764162,0.0,15.183939691501024,32
6,20,0.1,1.0,8,1.3,32,32,1,1.0,0,0.09468785957541231,0.0,15.130988755788009,32
6,20,0.1,1.0,8,1.35,32,32,1,1.0,0,0.10692374875726879,0.0,15.110519900975165,32
6,20,0.1,1.0,8,1.4000000000000001,32,32,1,1.0,0,0.11909116261632093,0.0,15.118391770864264,32
6,20,0.1,1.0,8,1.4500000000000002,32,32,1,1.0,0,0.13082890139534067,0.0,15.149812246443402,32
6,20,0.1,1.0,8,1.5,32,32,1,1.0,0,0.14183594157062338,0.0,15.199841016446191,32
6,20,0.1,1.0,8,1.55,32,32,1,1.0,0,0.15189366784311842,0.0,15.263814681793606,32
6,20,0.1,1.0,8,1.6,32,32,1,1.0,0,0.1608746601821028,0.0,15.337650303069102,32
6,20,0.1,1.0,8,1.6500000000000001,32,32,1,1.0,0,0.16874022127317762,0.0,15.418011087528095,32
6,20,0.1,1.0,8,1.7000000000000002,32,32,1,1.0,0,0.17552941717120385,0.0,15.502341379497159,32
6,20,0.1,1.0,8,1.75,32,32,1,1.0,0,0.181342401744374,0.0,15.588797224363342,32
6,20,0.1,1.0,8,1.8,32,32,1,1.0,0,0.18632027750450159,0.0,15.676106413493466,32
6,20,0.1,1.0,8,1.85,32,32,1,1.0,0,0.19062361838043818,0.0,15.763395773515755,32
6,20,0.1,1.0,8,1.9000000000000001,32,32,1,1.0,0,0.19441174607871137,0.0,15.850019501270525,32
6,20,0.1,1.0,8,1.9500000000000002,32,32,1,1.0,0,0.19782483553253957,0.0,15.935413893332893,32
6,20,0.1,1.0,8,2.0,32,32,1,1.0,0,0.2009706072026276,0.0,16.018995273685594,32
6,20,0.1,1.0,9,0.0,32,32,1,1.0,0,2.141404136484463e-27,0.0,20.768534128783042,1
6,20,0.1,1.0,9,0.05,32,32,1,1.0,0,3.7667287167015514e-07,0.0,20.7778726504643,32
6,20,0.1,1.0,9,0.1,32,32,1,1.0,0,5.219429539600351e-06,0.0,20.77828137652978,32
6,20,0.1,1.0,9,0.15000000000000002,32,32,1,1.0,0,2.43939343362248e-05,0.0,20.768355844126102,32
6,20,0.1,1.0,9,0.2,32,32,1,1.0,0,7.336138552228274e-05,0.0,20.74596153570938,32
6,20,0.1,1.0,9,0.25,32,32,1,1.0,0,0.0001731854603143942,0.0,20.70841689428587,32
6,20,0.1,1.0,9,0.30000000000000004,32,32,1,1.0,0,0.000349908191275854,0.0,20.652725635163108,32
6,20,0.1,1.0,9,0.35000000000000003,32,32,1,1.0,0,0.0006329595861008727,0.0,20.575840450339214,32
6,20,0.1,1.0,9,0.4,32,32,1,1.0,0,0.00105278179683051,0.0,20.474938152596508,32
6,20,0.1,1.0,9,0.45,32,32,1,1.0,0,0.0016382401136192828,0.0,20.34768946056371,32
6,20,0.1,1.0,9,0.5,32,32,1,1.0,0,0.0024146158851228727,0.0,20.19250881412587,32
6,20,0.1,1.0,9,0.55,32,32,1,1.0,0,0.003403034689501865,0.0,20.008769777752477,32
6,20,0.1,1.0,9,0.6000000000000001,32,32,1,1.0,0,0.004622059129981777,0.0,19.79697643292637,32
6,20,0.1,1.0,9,0.65,32,32,1,1.0,0,0.006091913184176742,0.0,19.558878152008635,32
6,20,0.1,1.0,9,0.7000000000000001,32,32,1,1.0,0,0.007841332757735677,0.0,19.29751730324802,32
6,20,0.1,1.0,9,0.75,32,32,1,1.0,0,0.009916299937930268,0.0,19.01719867392913,32
6,20,0.1,1.0,9,0.8,32,32,1,1.0,0,0.012388786328369249,0.0,18.723370499721902,32
6,20,0.1,1.0,9,0.8500000000000001,32,32,1,1.0,0,0.015362097297967113,0.0,18.42241140129095,32
6,20,0.1,1.0,9,0.9,32,32,1,1.0,0,0.018968264701338975,0.0,18.121323323788076,32
6,20,0.1,1.0,9,0.9500000000000001,32,32,1,1.0,0,0.023353807308645006,0.0,17.827342499045155,32
6,20,0.1,1.0,9,1.0,32,32,1,1.0,0,0.028654364956602642,0.0,17.54749166898211,32
6,20,0.1,1.0,9,1.05,32,32,1,1.0,0,0.03496380602789687,0.0,17.288112096620754,32
6,20,0.1,1.0,9,1.1,32,32,1,1.0,0,0.042305476002938644,0.0,17.054425658768476,32
6,20,0.1,1.0,9,1.1500000000000001,32,32,1,1.0,0,0.05061242400422884,0.0,16.850181359272895,32
6,20,0.1,1.0,9,1.2000000000000002,32,32,1,1.0,0,0.059722485906607496,0.0,16.677435583799884,32
6,20,0.1,1.0,9,1.25,32,32,1,1.0,0,0.06939063735735936,0.0,16.536499049501685,32
6,20,0.1,1.0,9,1.3,32,32,1,1.0,0,0.07931569844509768,0.0,16.426057042212,32
6,20,0.1,1.0,9,1.35,32,32,1,1.0,0,0.0891751004277732,0.0,16.343440568887623,32
6,20,0.1,1.0,9,1.4000000000000001,32,32,1,1.0,0,0.09866047704625001,0.0,16.285003708768304,32
6,20,0.1,1.0,9,1.4500000000000002,32,32,1,1.0,0,0.10750747376145474,0.0,16.246546358310436,32
6,20,0.1,1.0,9,1.5,32,32,1,1.0,0,0.11551571537742336,0.0,16.223724497189654,32
6,20,0.1,1.0,9,1.55,32,32,1,1.0,0,0.12255785944245919,0.0,16.212399170561216,32
6,20,0.1,1.0,9,1.6,32,32,1,1.0,0,0.1285789655897242,0.0,16.208894334617646,32
6,20,0.1,1.0,9,1.6500000000000001,32,32,1,1.0,0,0.1335886075763187,0.0,16.210153032248076,32
6,20,0.1,1.0,9,1.7000000000000002,32,32,1,1.0,0,0.13764835670261918,0.0,16.213797164549252,32
6,20,0.1,1.0,9,1.75,32,32,1,1.0,0,0.14085683917232553,0.0,16.21810913644324,32
6,20,0.1,1.0,9,1.8,32,32,1,1.0,0,0.14333421922934958,0.0,16.221957704510256,32
6,20,0.1,1.0,9,1.85,32,32,1,1.0,0,0.1452073992885382,0.0,16.2246937005289,32
6,20,0.1,1.0,9,1.9000000000000001,32,32,1,1.0,0,0.1465970574525933,0.0,16.22603572540704,32
6,20,0.1,1.0,9,1.9500000000000002,32,32,1,1.0,0,0.14760733097676162,0.0,16.225963614773526,32
6,20,0.1,1.0,9,2.0,32,32,1,1.0,0,0.1483187678119067,0.0,16.224628910190212,32
6,20,0.1,1.0,10,0.0,32,32,1,1.0,0,2.141404136484463e-27,0.0,20.15181099416209,1
6,20,0.1,1.0,10,0.05,32,32,1,1.0,0,6.0211400700197e-07,0.0,20.19122530793673,32
6,20,0.1,1.0,10,0.1,32,32,1,1.0,0,8.1920815355734e-06,0.0,20.22165416285712,32
6,20,0.1,1.0,10,0.15000000000000002,32,32,1,1.0,0,3.7376260108626264e-05,0.0,20.242477031222425,32
6,20,0.1,1.0,10,0.2,32,32,1,1.0,0,0.00010931234158920653,0.0,20.252630159548232,32
6,20,0.1,1.0,10,0.25,32,32,1,1.0,0,0.0002505633016051319,0.0,20.250691171401428,32
6,20,0.1,1.0,10,0.30000000000000004,32,32,1,1.0,0,0.0004916727187537644,0.0,20.23499544194076,32
6,20,0.1,1.0,10,0.35000000000000003,32,32,1,1.0,0,0.0008650486410441598,0.0,20.203775885463177,32
6,20,0.1,1.0,10,0.4,32,32,1,1.0,0,0.0014021835028428802,0.0,20.15531661019771,32
6,20,0.1,1.0,10,0.45,32,32,1,1.0,0,0.0021305600695182953,0.0,20.088111407707846,32
6,20,0.1,1.0,10,0.5,32,32,1,1.0,0,0.0030707865781704393,0.0,20.0010179081378,32
6,20,0.1,1.0,10,0.55,32,32,1,1.0,0,0.004234557665504595,0.0,19.89339922175352,32
6,20,0.1,1.0,10,0.6000000000000001,32,32,1,1.0,0,0.005623950800785081,0.0,19.76524545965899,32
6,20,0.1,1.0,10,0.65,32,32,1,1.0,0,0.007232336315086614,0.0,19.617266782077785,32
6,20,0.1,1.0,10,0.7000000000000001,32,32,1,1.0,0,0.009046931320002375,0.0,19.450949464411682,32
6,20,0.1,1.0,10,0.75,32,32,1,1.0,0,0.011052666463480852,0.0,19.268568922394934,32
6,20,0.1,1.0,10,0.8,32,32,1,1.0,0,0.013236751215535693,0.0,19.073150576227036,32
6,20,0.1,1.0,10,0.8500000000000001,32,32,1,1.0,0,0.015593020509952926,0.0,18.868377039079867,32
6,20,0.1,1.0,10,0.9,32,32,1,1.0,0,0.018124913455503704,0.0,18.658438304116295,32
6,20,0.1,1.0,10,0.9500000000000001,32,32,1,1.0,0,0.020845908502226573,0.0,18.44783258030593,32
6,20,0.1,1.0,10,1.0,32,32,1,1.0,0,0.02377645763635626,0.0,18.241127533271992,32
6,20,0.1,1.0,10,1.05,32,32,1,1.0,0,0.02693718651367733,0.0,18.042700339827654,32
6,20,0.1,1.0,10,1.1,32,32,1,1.0,0,0.03033918577712009,0.0,17.85648071801375,32
6,20,0.1,1.0,10,1.1500000000000001,32,32,1,1.0,0,0.03397368978843147,0.0,17.68572147842795,32
6,20,0.1,1.0,10,1.2000000000000002,32,32,1,1.0,0,0.03780512709696137,0.0,17.532822616097167,32
6,20,0.1,1.0,10,1.25,32,32,1,1.0,0,0.041770803445948794,0.0,17.399227127920387,32
6,20,0.1,1.0,10,1.3,32,32,1,1.0,0,0.0457864923322111,0.0,17.285398744582704,32
6,20,0.1,1.0,10,1.35,32,32,1,1.0,0,0.04975569521708795,0.0,17.190880163802337,32
6,20,0.1,1.0,10,1.4000000000000001,32,32,1,1.0,0,0.053580847992291014,0.0,17.114418869023396,32
6,20,0.1,1.0,10,1.4500000000000002,32,32,1,1.0,0,0.05717469969982973,0.0,17.05414077702978,32
6,20,0.1,1.0,10,1.5,32,32,1,1.0,0,0.06046997200040374,0.0,17.007746338920498,32
6,20,0.1,1.0,10,1.55,32,32,1,1.0,0,0.06342582209311894,0.0,16.972706179424154,32
6,20,0.1,1.0,10,1.6,32,32,1,1.0,0,0.06603032750262063,0.0,16.946437262216893,32
6,20,0.1,1.0,10,1.6500000000000001,32,32,1,1.0,0,0.06829896696948462,0.0,16.926446622426315,32
6,20,0.1,1.0,10,1.7000000000000002,32,32,1,1.0,0,0.07026973729136472,0.0,16.91043815219179,32
6,20,0.1,1.0,10,1.75,32,32,1,1.0,0,0.07199595811486721,0.0,16.89638269359709,32
6,20,0.1,1.0,10,1.8,32,32,1,1.0,0,0.07353807979973698,0.0,16.882556506956984,32
6,20,0.1,1.0,10,1.85,32,32,1,1.0,0,0.07495574618925621,0.0,16.867554204516118,32
6,20,0.1,1.0,10,1.9000000000000001,32,32,1,1.0,0,0.07630117745517868,0.0,16.850283438434978,32
6,20,0.1,1.0,10,1.9500000000000002,32,32,1,1.0,0,0.07761447155357375,0.0,16.829946103237667,32
6,20,0.1,1.0,10,2.0,32,32,1,1.0,0,0.07892099921318954,0.0,16.806011837841925,32
6,20,0.1,1.0,11,0.0,32,32,1,1.0,0,2.141404136484463e-27,0.0,20.31505584339685,1
6,20,0.1,1.0,11,0.05,32,32,1,1.0,0,1.7480375851835029e-07,0.0,20.32352908976468,32
6,20,0.1,1.0,11,0.1,32,32,1,1.0,0,2.6153931427418517e-06,0.0,20.32509947068606,32
6,20,0.1,1.0,11,0.15000000000000002,32,32,1,1.0,0,1.3592807880628833e-05,0.0,20.318584774668658,32
6,20,0.1,1.0,11,0.2,32,32,1,1.0,0,4.5680184831247065e-05,0.0,20.30213961352002,32
6,20,0.1,1.0,11,0.25,32,32,1,1.0,0,0.00011921511742703612,0.0,20.273426738407515,32
6,20,0.1,1.0,11,0.30000000000000004,32,32,1,1.0,0,0.00026158072635390717,0.0,20.229837129634372,32
6,20,0.1,1.0,11,0.35000000000000003,32,32,1,1.0,0,0.0005039695893567438,0.0,20.168732463682996,32
6,20,0.1,1.0,11,0.4,32,32,1,1.0,0,0.0008764387220923153,0.0,20.087686275797715,32
6,20,0.1,1.0,11,0.45,32,32,1,1.0,0,0.0014028555005230398,0.0,19.984703563143466,32
6,20,0.1,1.0,11,0.5,32,32,1,1.0,0,0.0020976660130644924,0.0,19.85840583131305,32
6,20,0.1,1.0,11,0.55,32,32,1,1.0,0,0.002966301058098394,0.0,19.7081739415241,32
6,20,0.1,1.0,11,0.6000000000000001,32,32,1,1.0,0,0.004010530120226864,0.0,19.534245705685848,32
6,20,0.1,1.0,11,0.65,32,32,1,1.0,0,0.0052393099808394974,0.0,19.337768557555105,32
6,20,0.1,1.0,11,0.7000000000000001,32,32,1,1.0,0,0.006684566376570703,0.0,19.120806440655844,32
6,20,0.1,1.0,11,0.75,32,32,1,1.0,0,0.008419856926195249,0.0,18.886300690222722,32
6,20,0.1,1.0,11,0.8,32,32,1,1.0,0,0.01057779831043512,0.0,18.637982539758635,32
6,20,0.1,1.0,11,0.8500000000000001,32,32,1,1.0,0,0.013359797389721552,0.0,18.38023580282606,32
6,20,0.1,1.0,11,0.9,32,32,1,1.0,0,0.01703041825523591,0.0,18.117910231856676,32
6,20,0.1,1.0,11,0.9500000000000001,32,32,1,1.0,0,0.02189121752492739,0.0,17.856090267231426,32
6,20,0.1,1.0,11,1.0,32,32,1,1.0,0,0.028236303093889196,0.0,17.599830763301412,32
6,20,0.1,1.0,11,1.05,32,32,1,1.0,0,0.036299610803939925,0.0,17.353878398615468,32
6,20,0.1,1.0,11,1.1,32,32,1,1.0,0,0.04620554650515984,0.0,17.122403601176966,32
6,20,0.1,1.0,11,1.1500000000000001,32,32,1,1.0,0,0.05793295388699439,0.0,16.908771634812336,32
6,20,0.1,1.0,11,1.2000000000000002,32,32,1,1.0,0,0.07130064360822437,0.0,16.715379397244664,32
6,20,0.1,1.0,11,1.25,32,32,1,1.0,0,0.08597661093026501,0.0,16.543577717712754,32
6,20,0.1,1.0,11,1.3,32,32,1,1.0,0,0.10150805240990704,0.0,16.39368769116625,32
6,20,0.1,1.0,11,1.35,32,32,1,1.0,0,0.1173677891179934,0.0,16.265104874252486,32
6,20,0.1,1.0,11,1.4000000000000001,32,32,1,1.0,0,0.13300924499730304,0.0,16.156472388750945,32
6,20,0.1,1.0,11,1.4500000000000002,32,32,1,1.0,0,0.14792051341956952,0.0,16.065895182949266,32
6,20,0.1,1.0,11,1.5,32,32,1,1.0,0,0.16166936394506626,0.0,15.991164757859673,32
6,20,0.1,1.0,11,1.55,32,32,1,1.0,0,0.1739338277191096,0.0,15.929965450438106,32
6,20,0.1,1.0,11,1.6,32,32,1,1.0,0,0.1845164005159984,0.0,15.880043105133389,32
6,20,0.1,1.0,11,1.6500000000000001,32,32,1,1.0,0,0.19334275182311433,0.0,15.839325474497615,32
6,20,0.1,1.0,11,1.7000000000000002,32,32,1,1.0,0,0.20044782870708935,0.0,15.805993588121266,32
6,20,0.1,1.0,11,1.75,32,32,1,1.0,0,0.20595312618311917,0.0,15.778510795004667,32
6,20,0.1,1.0,11,1.8,32,32,1,1.0,0,0.21003917071742076,0.0,15.755621212608546,32
6,20,0.1,1.0,11,1.85,32,32,1,1.0,0,0.2129169064906731,0.0,15.736328583438324,32
6,20,0.1,1.0,11,1.9000000000000001,32,32,1,1.0,0,0.2148011225724512,0.0,15.719866682902007,32
6,20,0.1,1.0,11,1.9500000000000002,32,32,1,1.0,0,0.21588834930315157,0.0,15.705667918523428,32
6,20,0.1,1.0,11,2.0,32,32,1,1.0,0,0.21634107460379973,0.0,15.693334886325456,32
6,20,0.1,1.0,12,0.0,32,32,1,1.0,0,2.141404136484463e-27,0.0,19.69804076782497,1
6,20,0.1,1.0,12,0.05,32,32,1,1.0,0,1.9770346908678336e-07,0.0,19.68693758736388,32
6,20,0.1,1.0,12,0.1,32,32,1,1.0,0,2.833075029736164e-06,0.0,19.670034888703576,32
6,20,0.1,1.0,12,0.15000000000000002,32,32,1,1.0,0,1.3734697272630875e-05,0.0,19.64672545113152,32
6,20,0.1,1.0,12,0.2,32,32,1,1.0,0,4.285043859148025e-05,0.0,19.61604672663644,32
6,20,0.1,1.0,12,0.25,32,32,1,1.0,0,0.00010470879085424089,0.0,19.576784652805465,32
6,20,0.1,1.0,12,0.30000000000000004,32,32,1,1.0,0,0.00021822716850662953,0.0,19.527598778118012,32
6,20,0.1,1.0,12,0.35000000000000003,32,32,1,1.0,0,0.00040568041050554607,0.0,19.467157643169827,32
6,20,0.1,1.0,12,0.4,32,32,1,1.0,0,0.0006910533255482816,0.0,19.39427286374957,32
6,20,0.1,1.0,12,0.45,32,32,1,1.0,0,0.0010982901923931485,0.0,19.308022970669512,32
6,20,0.1,1.0,12,0.5,32,32,1,1.0,0,0.0016500846828864282,0.0,19.20785795114317,32
6,20,0.1,1.0,12,0.55,32,32,1,1.0,0,0.0023678052377310898,0.0,19.093680191112316,32
6,20,0.1,1.0,12,0.6000000000000001,32,32,1,1.0,0,0.0032729508021470564,0.0,18.965896860652204,32
6,20,0.1,1.0,12,0.65,32,32,1,1.0,0,0.004390169307225893,0.0,18.825442796642985,32
6,20,0.1,1.0,12,0.7000000000000001,32,32,1,1.0,0,0.005751430088025391,0.0,18.67377214281432,32
6,20,0.1,1.0,12,0.75,32,32,1,1.0,0,0.007400353897178504,0.0,18.512818853233373,32
6,20,0.1,1.0,12,0.8,32,32,1,1.0,0,0.009395153194293602,0.0,18.344927361769045,32
6,20,0.1,1.0,12,0.8500000000000001,32,32,1,1.0,0,0.01180821507766194,0.0,18.17275475948349,32
6,20,0.1,1.0,12,0.9,32,32,1,1.0,0,0.014720603924440327,0.0,17.999149358338613,32
6,20,0.1,1.0,12,0.9500000000000001,32,32,1,1.0,0,0.0182110116477428,0.0,17.827010870310257,32
6,20,0.1,1.0,12,1.0,32,32,1,1.0,0,0.022340752347349047,0.0,17.659142197571065,32
6,20,0.1,1.0,12,1.05,32,32,1,1.0,0,0.027138320895549333,0.0,17.498102665824533,32
6,20,0.1,1.0,12,1.1,32,32,1,1.0,0,0.03258753709354193,0.0,17.346075657125912,32
6,20,0.1,1.0,12,1.1500000000000001,32,32,1,1.0,0,0.03862198151433538,0.0,17.204763376404138,32
6,20,0.1,1.0,12,1.2000000000000002,32,32,1,1.0,0,0.045127623656004506,0.0,17.07531891996582,32
6,20,0.1,1.0,12,1.25,32,32,1,1.0,0,0.05195247805849927,0.0,16.958322067047057,32
6,20,0.1,1.0,12,1.3,32,32,1,1.0,0,0.05892148658706186,0.0,16.853801422228987,32
6,20,0.1,1.0,12,1.35,32,32,1,1.0,0,0.0658547462421843,0.0,16.761297846518627,32
6,20,0.1,1.0,12,1.4000000000000001,32,32,1,1.0,0,0.07258645624815965,0.0,16.679960080441777,32
6,20,0.1,1.0,12,1.4500000000000002,32,32,1,1.0,0,0.07898176198351588,0.0,16.608659857825604,32
6,20,0.1,1.0,12,1.5,32,32,1,1.0,0,0.08494912110084099,0.0,16.546111477984233,32
6,20,0.1,1.0,12,1.55,32,32,1,1.0,0,0.0904465313509262,0.0,16.490982773625568,32
6,20,0.1,1.0,12,1.6,32,32,1,1.0,0,0.09548094140774366,0.0,16.441985696555257,32
6,20,0.1,1.0,12,1.6500000000000001,32,32,1,1.0,0,0.10010119330651478,0.0,16.397940889519223,32
6,20,0.1,1.0,12,1.7000000000000002,32,32,1,1.0,0,0.10438563030918421,0.0,16.3578133691929,32
6,20,0.1,1.0,12,1.75,32,32,1,1.0,0,0.10842638014276709,0.0,16.320721677940178,32
6,20,0.1,1.0,12,1.8,32,32,1,1.0,0,0.11231269805725698,0.0,16.285926042492978,32
6,20,0.1,1.0,12,1.85,32,32,1,1.0,0,0.11611586902191069,0.0,16.2528026205189,32
6,20,0.1,1.0,12,1.9000000000000001,32,32,1,1.0,0,0.11987778735349519,0.0,16.220811786893094,32
6,20,0.1,1.0,12,1.9500000000000002,32,32,1,1.0,0,0.12360467890005258,0.0,16.189467238407616,32
6,20,0.1,1.0,12,2.0,32,32,1,1.0,0,0.12726679862923518,0.0,16.158311905615008,32
6,20,0.1,1.0,13,0.0,32,32,1,1.0,0,2.141404136484463e-27,0.0,19.059132106296023,1
6,20,0.1,1.0,13,0.05,32,32,1,1.0,0,2.1030432656334e-07,0.0,19.063266469853023,32
6,20,0.1,1.0,13,0.1,32,32,1,1.0,0,2.9676794123754535e-06,0.0,19.062478891788874,32
6,20,0.1,1.0,13,0.15000000000000002,32,32,1,1.0,0,1.4387153696182137e-05,0.0,19.055915793019963,32
6,20,0.1,1.0,13,0.2,32,32,1,1.0,0,4.5328856140411735e-05,0.0,19.042304104859273,32
6,20,0.1,1.0,13,0.25,32,32,1,1.0,0,0.00011234389729009478,0.0,19.020072039810284,32
