J,max_bond_dim,s_bond,chi,entropy_SV,ratio_SV_over_bond,t_s
2.5,32,0.008645815499066218,12,0.010806293596389033,1.2498871387616535,176.7
2.5,64,0.008645815499066218,12,0.010806293596389033,1.2498871387616535,85.6
2.5,128,0.008645815499066218,12,0.010806293596389033,1.2498871387616535,95.7
2.5,none,0.6932751639215866,64,0.010806293596389033,0.015587308126346334,1528.1
