L,k,dt,g,cut,J,n_pasts,n_futures,n_seeds,seed,unitary_ensemble,basis,orientation,weight_scope,probability_power,centered,spectrum_discarded_weight_threshold,entropy,entropy_std,entropy_old_raw_xyz,entropy_old_raw_xyz_std,entropy_old_centered_xyz,entropy_old_centered_xyz_std,entropy_change_vs_raw_xyz,entropy_change_vs_centered_xyz,response_norm,rank,response_shape,probe_file,probe_sha256,raw_file,raw_sha256
6,20,0.1,1.0,6,0.45,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.0007292094299609339,0.0,0.0013999798338693754,0.0,0.004770833047076333,0.0,-0.0006707704039084415,-0.004041623617115399,49.15397244796547,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_0p45.npz,cb6ccc0de9e952a812668b4a5efa411cf17f23476834691e7e30958b533d7a96
6,20,0.1,1.0,6,0.5,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.0010584099557223031,0.0,0.0020411599814200644,0.0,0.006927277538084947,0.0,-0.0009827500256977613,-0.005868867582362644,48.975380093560915,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_0p5.npz,7b3a55524b97c7bab8d127839e54307c51902d33f476c853fe0bf5c0fd6d8f78
6,20,0.1,1.0,6,0.55,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.0014651067774449698,0.0,0.0028417849992907122,0.0,0.009608208707176158,0.0,-0.0013766782218457424,-0.008143101929731188,48.768373166698055,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_0p55.npz,34c4fb35ec684be3bc68014755a25beaa91e8cd889d410521ffc37943ae20c67
6,20,0.1,1.0,6,0.6000000000000001,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.001947436873556829,0.0,0.0038039925903430444,0.0,0.012817909451740503,0.0,-0.0018565557167862154,-0.010870472578183674,48.533863942293195,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_0p6.npz,e9ab14edb6e0065bb628303f63effb65fa1e60f9ccd552ec298f6bb2aeb683dc
6,20,0.1,1.0,6,0.65,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.002499837418459923,0.0,0.004923736027764459,0.0,0.016540965377926906,0.0,-0.002423898609304536,-0.014041127959466984,48.273805005584386,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_0p65.npz,68eb05a3b8ebbe1867b85cd4c574fe40918784c69eee03589418d3a006a6fe4c
6,20,0.1,1.0,6,0.7000000000000001,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.003114668534195354,0.0,0.00619348824796048,0.0,0.020751230433907503,0.0,-0.003078819713765126,-0.017636561899712147,47.99120365909714,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_0p7.npz,a3c58bbfc7541aa2ee91db6bb0d023c5ea50c94e48868daa8c275b3980d23e57
6,20,0.1,1.0,6,0.75,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.0037846652767339643,0.0,0.007606582673734386,0.0,0.025425657754336223,0.0,-0.0038219173970004214,-0.021640992477602258,47.69007625124509,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_0p75.npz,b7fcde4039178a105319d154adebff15c5dfd97ecce617a8cf6dc1b10bb46942
6,20,0.1,1.0,6,0.8,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.004505914211496954,0.0,0.009162801288592481,0.0,0.030561564269384743,0.0,-0.004656887077095527,-0.026055650057887788,47.37533839348454,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_0p8.npz,451fca7da3ec65c8eede280da4ba1b7ee62043e6c2ad3fce3a3dcfbc253ab597
6,20,0.1,1.0,6,0.8500000000000001,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.00528084562884761,0.0,0.01087436067774759,0.0,0.036194401876212916,0.0,-0.00559351504889998,-0.030913556247365304,47.05262895425774,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_0p85.npz,131b4dea64ce1f6a4fa6ede622a05c8e4ba7c13ab40aa4257a8a0b85d43b658b
6,20,0.1,1.0,6,0.9,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.00612049405626078,0.0,0.012770769683343843,0.0,0.04241091240368138,0.0,-0.006650275627083063,-0.036290418347420604,46.72807249211708,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_0p9.npz,48b382a24960490c167e935e9cd4b70c0630b0dcaeddec214c14a5f258994350
6,20,0.1,1.0,6,0.9500000000000001,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.007045093259679104,0.0,0.01490029075649923,0.0,0.04935040023381411,0.0,-0.007855197496820124,-0.042305306974135,46.40798985914014,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_0p95.npz,c3e3e6f2470f3e737552795b36d772b8ba60260c61d07c859b0b45b068282106
6,20,0.1,1.0,6,1.0,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.008082235360418561,0.0,0.017325722342688275,0.0,0.057187386955701566,0.0,-0.009243486982269714,-0.049105151595283,46.09857635192456,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_1.npz,bc944c553ce418d4d0f345e1192d4a67bb5fbda8eed03784d25eb6a0c92d673e
6,20,0.1,1.0,6,1.05,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.009262692906539674,0.0,0.020114085014414196,0.0,0.06609511192004833,0.0,-0.010851392107874521,-0.056832419013508655,45.805573314597346,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_1p05.npz,febf0369fbb3c014233063d1b3209841fcd5ff2fc4b4cc10b738b55f27cb8467
6,20,0.1,1.0,6,1.1,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.010615116990754464,0.0,0.023322786275237817,0.0,0.07619858772665616,0.0,-0.012707669284483353,-0.0655834707359017,45.533964508365294,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_1p1.npz,2105f0a13105be9b3058b24bb5184144e0d1ad024d2179082b3116bf315b7de2
6,20,0.1,1.0,6,1.1500000000000001,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.012160990682681965,0.0,0.02698591253919691,0.0,0.08753033912162247,0.0,-0.014824921856514945,-0.07536934843894051,45.2877287280097,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_1p15.npz,74bec93d409076e9fbe8afc62238c35b6232a7dc16f719014736dca9e139c0dc
6,20,0.1,1.0,6,1.2000000000000002,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.01391058668708318,0.0,0.031103284505673883,0.0,0.10000009635278151,0.0,-0.017192697818590702,-0.08608950966569832,45.069675756564024,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_1p2.npz,f00fd365d0fecfe39a28ae2cff85d249a1f2691850a3a5ae0d674a08d8559cde
6,20,0.1,1.0,6,1.25,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.015860267479900346,0.0,0.035634041153102994,0.0,0.1133854764406828,0.0,-0.019773773673202648,-0.09752520896078246,44.88138282767011,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_1p25.npz,6204bb48e1075f784bcb2c7d529b2ce43ab778278832587892c3888cf383243e
6,20,0.1,1.0,6,1.3,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.01799138358028552,0.0,0.04049603595392475,0.0,0.12734612058090897,0.0,-0.02250465237363923,-0.10935473700062345,44.72323469013786,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_1p3.npz,6f1e93f85c38ad1aa3536ceee5b6c67e75931f79904bfae48dc20ce1f68f4610
6,20,0.1,1.0,6,1.35,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.020270914300964112,0.0,0.045571463468828344,0.0,0.14145895343195355,0.0,-0.02530054916786423,-0.12118803913098944,44.59455692676201,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_1p35.npz,2284aee2d9fbf4a851ff00b699fb1cc2d38fe997b6b433a9b3d81e9c3e9a5374
6,20,0.1,1.0,6,1.4000000000000001,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.022653762265237947,0.0,0.05071784934897922,0.0,0.1552673179362141,0.0,-0.028064087083741276,-0.13261355567097616,44.493818375211724,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_1p4.npz,1e4aabf0179c38081921bd61564d289917bc454e9175c6635461c0d58bff0ab1
6,20,0.1,1.0,6,1.4500000000000002,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.02508632659025995,0.0,0.055782314515835756,0.0,0.16833333585880797,0.0,-0.030695987925575804,-0.14324700926854803,44.418871082675544,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_1p45.npz,59a90c6bdabdd420e7d9b9c6bf9d01f36065c8f7840b5e37af906f0be3a367b3
6,20,0.1,1.0,6,1.5,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.02751083245799783,0.0,0.060616542638950686,0.0,0.18028318231897875,0.0,-0.03310571018095286,-0.15277234986098093,44.36719427498793,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_1p5.npz,b6e419d219bb5b8cbe6d4155e80c8197d582e61bc821dd4a422b43fc98b0d6a7
6,20,0.1,1.0,6,1.55,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.029869855398940718,0.0,0.06509010808768782,0.0,0.19083827280440546,0.0,-0.03522025268874711,-0.16096841740546475,44.336111886060635,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_1p55.npz,d58fb556dedd33b04d771071fc9ad80ee72a29cecdfd38910d513dfa38ce6d92
6,20,0.1,1.0,6,1.6,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.032110534424918666,0.0,0.06910051639325637,0.0,0.19982981778313114,0.0,-0.03698998196833771,-0.16771928335821246,44.322962404540064,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_1p6.npz,4c5be1a1442fcabd27e45f52a73bf6c40d6e497192e98810fc9ecfedffba2848
6,20,0.1,1.0,6,1.6500000000000001,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.034188086013321024,0.0,0.07257918138108925,0.0,0.2071982001925343,0.0,-0.038391095367768226,-0.17301011417921328,44.325210776836514,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_1p65.npz,35e25efc47618678d4fc162171caa27180943c4499d2a21c709e7341794cf145
6,20,0.1,1.0,6,1.7000000000000002,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.036068350423431476,0.0,0.075493284639103,0.0,0.21298089141718213,0.0,-0.039424934215671524,-0.17691254099375064,44.340502693631976,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_1p7.npz,543f4e282d91765de7109e60c2a463dca071c3bcbc2b74dd1fb078cc9fc50c5f
6,20,0.1,1.0,6,1.75,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.03772925863645817,0.0,0.077844054527414,0.0,0.21729351043234546,0.0,-0.040114795890955825,-0.17956425179588728,44.36667141676651,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_1p75.npz,df42c1ed2f4d4aad8b076df08fb5f2ffa420c864259563ebe03c68cbed3e9cc3
6,20,0.1,1.0,6,1.8,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.03916118991565395,0.0,0.07966222691899896,0.0,0.220307961002962,0.0,-0.040501037003345015,-0.18114677108730803,44.40171259877479,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_1p8.npz,ce4ddc0cb48e236255f243ce76467f30fea38eae0a28cc1e3225b489fef1cde9
6,20,0.1,1.0,6,1.85,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.04036632386705945,0.0,0.08100167328530447,0.0,0.22223081259455063,0.0,-0.04063534941824502,-0.18186448872749117,44.44374452610967,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_1p85.npz,83955f0bf578fa8c66b56258576b07196b137f57bc3a4d3d7fd838c2900d7398
6,20,0.1,1.0,6,1.9000000000000001,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.041357131739640306,0.0,0.08193209296477609,0.0,0.2232837828625872,0.0,-0.040574961225135785,-0.1819266511229469,44.490969321753845,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_1p9.npz,4739ecef858cd4125a433d20b93682be9b1074a67254e04215301a57af44e00b
6,20,0.1,1.0,6,1.9500000000000002,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.04215424607921689,0.0,0.08253166830140914,0.0,0.22368751308917273,0.0,-0.04037742222219225,-0.18153326700995584,44.541646718471405,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_1p95.npz,2dafbf0ba0b1b33dcb1c351492b99c4c4e664e0586ad3464f460d902caa283a8
6,20,0.1,1.0,6,2.0,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.04278395774984982,0.0,0.08288035921218698,0.0,0.22364896994730168,0.0,-0.04009640146233716,-0.18086501219745188,44.59408627358659,64,256x64,raw/probes_cut_06.npz,81a2557e779b50cbf2cc301e7ca606939b4d0ff6bf35ceebbf7b914c32e0d450,raw/cut_06_J_2.npz,b13361b73b437eed23bb4f6ef6be026bd2561bbf28d5995054b5a1b3c118a73a
6,20,0.1,1.0,7,0.0,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.19236880600576,1,256x64,raw/probes_cut_07.npz,ac38ef3b9c3125361d3006f9fe64e6fe4aa2ea347f9f6bb508858c90dba005b5,raw/cut_07_J_0.npz,c66357634917949a6028e5cf8b99aac5e8f7d21ac61268fb7a5ce0edaa87dfb4
6,20,0.1,1.0,7,0.05,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,2.5469330115579093e-07,0.0,4.910941709297908e-07,0.0,1.641464894120591e-06,0.0,-2.3640086977399986e-07,-1.3867715929648e-06,54.13576331852811,64,256x64,raw/probes_cut_07.npz,ac38ef3b9c3125361d3006f9fe64e6fe4aa2ea347f9f6bb508858c90dba005b5,raw/cut_07_J_0p05.npz,27f1fa18c9c76044ad2b348c2897e73d8d3f7cfb193c980be0e28f2750c83ca5
6,20,0.1,1.0,7,0.1,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,3.5366425188159126e-06,0.0,6.782310540190194e-06,0.0,2.2334856231582726e-05,0.0,-3.245668021374281e-06,-1.8798213712766815e-05,54.059231507388596,64,256x64,raw/probes_cut_07.npz,ac38ef3b9c3125361d3006f9fe64e6fe4aa2ea347f9f6bb508858c90dba005b5,raw/cut_07_J_0p1.npz,eaede84519fe0c08b7d2ff974bf47db7cbc3ccd7fefc1c1d9f338efb3309d148
6,20,0.1,1.0,7,0.15000000000000002,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,1.650174576274613e-05,0.0,3.154217328930197e-05,0.0,0.00010266957479769824,0.0,-1.5040427526555843e-05,-8.61678290349521e-05,53.96161350097226,64,256x64,raw/probes_cut_07.npz,ac38ef3b9c3125361d3006f9fe64e6fe4aa2ea347f9f6bb508858c90dba005b5,raw/cut_07_J_0p15.npz,42b1f2a610368921d0fd84dc1a7bfea5b44d2edc4a27425427a47a184aab156f
6,20,0.1,1.0,7,0.2,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,4.942787173469471e-05,0.0,9.429854163980581e-05,0.0,0.00030389710795522345,0.0,-4.48706699051111e-05,-0.0002544692362205287,53.84103604429784,64,256x64,raw/probes_cut_07.npz,ac38ef3b9c3125361d3006f9fe64e6fe4aa2ea347f9f6bb508858c90dba005b5,raw/cut_07_J_0p2.npz,818d17c627a716355636b324ff8f3e46e2bb5db1ce1562527f5d2ba7bf0f0d44
6,20,0.1,1.0,7,0.25,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.00011605934423070053,0.0,0.000221249285822652,0.0,0.0007067552371542843,0.0,-0.00010518994159195148,-0.0005906958929235837,53.69514456041043,64,256x64,raw/probes_cut_07.npz,ac38ef3b9c3125361d3006f9fe64e6fe4aa2ea347f9f6bb508858c90dba005b5,raw/cut_07_J_0p25.npz,ec1493144040587e04d393c60dd78c0568f43d6b001a0b7673c2f0b3f5332d17
6,20,0.1,1.0,7,0.30000000000000004,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.00023306242098107235,0.0,0.000444446613809644,0.0,0.001408493171083278,0.0,-0.00021138419282857164,-0.0011754307501022057,53.521390878242336,64,256x64,raw/probes_cut_07.npz,ac38ef3b9c3125361d3006f9fe64e6fe4aa2ea347f9f6bb508858c90dba005b5,raw/cut_07_J_0p3.npz,dae7f647cd7767ff74f19a4d73f52a84c54c82ca77b14196a4ae7d540046167a
6,20,0.1,1.0,7,0.35000000000000003,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.0004188365402376937,0.0,0.0007998854701484443,0.0,0.0025166814512368775,0.0,-0.00038104892991075066,-0.002097844910999184,53.3173488165067,64,256x64,raw/probes_cut_07.npz,ac38ef3b9c3125361d3006f9fe64e6fe4aa2ea347f9f6bb508858c90dba005b5,raw/cut_07_J_0p35.npz,3e309dc9ceba4a675fcbf8ab62159667871419ad65b606392060873b8059575e
6,20,0.1,1.0,7,0.4,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.0006917150089427313,0.0,0.0013245427870314948,0.0,0.004140055025583406,0.0,-0.0006328277780887635,-0.0034483400166406748,53.08102786311877,64,256x64,raw/probes_cut_07.npz,ac38ef3b9c3125361d3006f9fe64e6fe4aa2ea347f9f6bb508858c90dba005b5,raw/cut_07_J_0p4.npz,5176642a06e8aff5c2ecea514bdd374e1cc342368f3a36f2262b7807418e28af
6,20,0.1,1.0,7,0.45,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.001067826766328973,0.0,0.002052807986358662,0.0,0.00637782608146619,0.0,-0.0009849812200296891,-0.005309999315137218,52.81116158904823,64,256x64,raw/probes_cut_07.npz,ac38ef3b9c3125361d3006f9fe64e6fe4aa2ea347f9f6bb508858c90dba005b5,raw/cut_07_J_0p45.npz,683ff518d7acc13b5c62a83540497d638c5368c7f61e697529a51c959a39f2dc
6,20,0.1,1.0,7,0.5,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.0015590529907529508,0.0,0.003013002842424086,0.0,0.00930960887281532,0.0,-0.0014539498516711353,-0.0077505558820623694,52.50745119653323,64,256x64,raw/probes_cut_07.npz,ac38ef3b9c3125361d3006f9fe64e6fe4aa2ea347f9f6bb508858c90dba005b5,raw/cut_07_J_0p5.npz,e74dcc635c3a4e075b20066157a373ad51409cb699f8a9954e064e5c848af1f8
6,20,0.1,1.0,7,0.55,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.0021715735221270616,0.0,0.004224793385619138,0.0,0.01298831372972709,0.0,-0.0020532198634920767,-0.01081674020760003,52.17075184937708,64,256x64,raw/probes_cut_07.npz,ac38ef3b9c3125361d3006f9fe64e6fe4aa2ea347f9f6bb508858c90dba005b5,raw/cut_07_J_0p55.npz,99c888a8762dca65e1a7d529068509782214fafc3b01291203ea898911d47230
6,20,0.1,1.0,7,0.6000000000000001,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.002905457449636811,0.0,0.0056982593436259955,0.0,0.017438146247753066,0.0,-0.0027928018939891845,-0.014532688798116256,51.80319233229643,64,256x64,raw/probes_cut_07.npz,ac38ef3b9c3125361d3006f9fe64e6fe4aa2ea347f9f6bb508858c90dba005b5,raw/cut_07_J_0p6.npz,e33a6f68679e98dce11ef076fe330fbf8fb6c1ce535a703a59a934a34fe5305c
6,20,0.1,1.0,7,0.65,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.003755611258899394,0.0,0.007435220987973902,0.0,0.02265926746335769,0.0,-0.0036796097290745077,-0.018903656204458295,51.408221802383835,64,256x64,raw/probes_cut_07.npz,ac38ef3b9c3125361d3006f9fe64e6fe4aa2ea347f9f6bb508858c90dba005b5,raw/cut_07_J_0p65.npz,08cb9081911bc9f32f0903abd7552c6871838e73a7531efa33f5e0b5980cdf34
6,20,0.1,1.0,7,0.7000000000000001,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.004714175560787378,0.0,0.009433134762116564,0.0,0.028639768967346668,0.0,-0.004718959201329186,-0.023925593406559288,50.990578154824334,64,256x64,raw/probes_cut_07.npz,ac38ef3b9c3125361d3006f9fe64e6fe4aa2ea347f9f6bb508858c90dba005b5,raw/cut_07_J_0p7.npz,e58b02854916ca2cb390d17474b86d21146a20abcd59a6f315ca44c76ea754ad
6,20,0.1,1.0,7,0.75,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.005774179145223965,0.0,0.011691464057128526,0.0,0.03537440067571253,0.0,-0.0059172849119045615,-0.029600221530488562,50.556172592470546,64,256x64,raw/probes_cut_07.npz,ac38ef3b9c3125361d3006f9fe64e6fe4aa2ea347f9f6bb508858c90dba005b5,raw/cut_07_J_0p75.npz,b2b54ceacbe0538478bf413e69b7fda2db841859067344e7ba4132a89bcf6f2c
6,20,0.1,1.0,7,0.8,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.006933919869484669,0.0,0.014219828449502009,0.0,0.042887674519983064,0.0,-0.0072859085800173395,-0.035953754650498396,50.11188761323761,64,256x64,raw/probes_cut_07.npz,ac38ef3b9c3125361d3006f9fe64e6fe4aa2ea347f9f6bb508858c90dba005b5,raw/cut_07_J_0p8.npz,093a0731da74d9e596cb4baf83f2d10c675b6be6a27833bf891f58d908fa04e5
6,20,0.1,1.0,7,0.8500000000000001,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.008201150391837988,0.0,0.017046346746291005,0.0,0.05125622638607159,0.0,-0.008845196354453017,-0.0430550759942336,49.66529024884868,64,256x64,raw/probes_cut_07.npz,ac38ef3b9c3125361d3006f9fe64e6fe4aa2ea347f9f6bb508858c90dba005b5,raw/cut_07_J_0p85.npz,cdf47a42850269e249e4d1cb92fdeda4e3248cf8b08267796ce01fdca54a3aea
6,20,0.1,1.0,7,0.9,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.009595733168971261,0.0,0.02022337790649227,0.0,0.060621622525908435,0.0,-0.01062764473752101,-0.05102588935693717,49.22426959285703,64,256x64,raw/probes_cut_07.npz,ac38ef3b9c3125361d3006f9fe64e6fe4aa2ea347f9f6bb508858c90dba005b5,raw/cut_07_J_0p9.npz,09f0139f22e64c821a1f3510c0c6c8e639635169658b549d82496eea5a8a6835
6,20,0.1,1.0,7,0.9500000000000001,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.011149225016312873,0.0,0.023826812055084513,0.0,0.07118210664834677,0.0,-0.01267758703877164,-0.0600328816320339,48.796618529276834,64,256x64,raw/probes_cut_07.npz,ac38ef3b9c3125361d3006f9fe64e6fe4aa2ea347f9f6bb508858c90dba005b5,raw/cut_07_J_0p95.npz,43c016d257f33fd6132da9eda550079aeb7d0d787b1acbc7ead87604135b7cc7
6,20,0.1,1.0,7,1.0,64,64,1,0,haar,IXYZ,future_rows_history_columns,complete_retained_record,1,0,1e-12,0.01290040237412637,0.0,0.027945674862531158,0.0,0.0831550363211108,0.0,-0.015045272488404787,-0.07025463394698443,48.38959152765299,64,256x64,raw/probes_cut_07.npz,ac38ef3b9c3125361d3006f9fe64e6fe4aa2ea347f9f6bb508858c90dba005b5,raw/cut_07_J_1.npz,edebc200b471fd9301c2b8167f3131f67062e1756cfb3e918975139a8cf5fb29
