panel,method,theta,median,min,max,median_display,min_display,max_display,sequence,gate_count,chi_max,x_median,x_min,x_max,y_median,y_min,y_max,y_median_display,y_min_display,y_max_display
b,hybrid_tdvp,,0.0001859819245089156,4.7073389863871995e-05,0.0002447486156853529,0.0001859819245089156,4.7073389863871995e-05,0.0002447486156853529,mixed,4,,,,,,,,,,
b,hybrid_tdvp,,0.00029176838316136156,7.25195280627533e-05,0.0003712279190557499,0.00029176838316136156,7.25195280627533e-05,0.0003712279190557499,mixed,5,,,,,,,,,,
b,hybrid_tdvp,,0.0005077856085741184,0.00011191519217201851,0.000656222238151094,0.0005077856085741184,0.00011191519217201851,0.000656222238151094,mixed,6,,,,,,,,,,
b,hybrid_tdvp,,0.0006158661821822342,0.0001441055540164493,0.0007815789216016888,0.0006158661821822342,0.0001441055540164493,0.0007815789216016888,mixed,7,,,,,,,,,,
b,hybrid_tdvp,,0.0008014228218158337,0.00018693404274583436,0.0009962741778396511,0.0008014228218158337,0.00018693404274583436,0.0009962741778396511,mixed,8,,,,,,,,,,
b,hybrid_tdvp,,0.001126694968651587,0.0002473265104396827,0.0014185163971894843,0.001126694968651587,0.0002473265104396827,0.0014185163971894843,mixed,9,,,,,,,,,,
b,hybrid_tdvp,,0.0012896864848652712,0.0002935102584347149,0.001603489165709182,0.0012896864848652712,0.0002935102584347149,0.001603489165709182,mixed,10,,,,,,,,,,
b,hybrid_tdvp,,0.001557408858546494,0.0003541022048468845,0.001907546021230222,0.001557408858546494,0.0003541022048468845,0.001907546021230222,mixed,11,,,,,,,,,,
b,hybrid_tdvp,,0.0019896320886905183,0.0004358652684125497,0.0024595642263086637,0.0019896320886905183,0.0004358652684125497,0.0024595642263086637,mixed,12,,,,,,,,,,
b,hybrid_tdvp,,0.002205593156181296,0.000495260260264474,0.002701496568529027,0.002205593156181296,0.000495260260264474,0.002701496568529027,mixed,13,,,,,,,,,,
b,hybrid_tdvp,,0.002558709644224777,0.0005743545751281109,0.003094944608070138,0.002558709644224777,0.0005743545751281109,0.003094944608070138,mixed,14,,,,,,,,,,
b,hybrid_tdvp,,0.0030971716883637646,0.0006785367671496845,0.0037704157489190093,0.0030971716883637646,0.0006785367671496845,0.0037704157489190093,mixed,15,,,,,,,,,,
b,hybrid_tdvp,,0.0033631608214992337,0.0007503284917581565,0.004066314641859581,0.0033631608214992337,0.0007503284917581565,0.004066314641859581,mixed,16,,,,,,,,,,
b,hybrid_tdvp,,0.0038054778406538814,0.0008490153923520483,0.004549003686877828,0.0038054778406538814,0.0008490153923520483,0.004549003686877828,mixed,17,,,,,,,,,,
b,hybrid_tdvp,,0.004450590962546297,0.000977172518396574,0.0053429254778167845,0.004450590962546297,0.000977172518396574,0.0053429254778167845,mixed,18,,,,,,,,,,
b,hybrid_tdvp,,0.004762974756127747,0.001060566006130248,0.005689874253013261,0.004762974756127747,0.001060566006130248,0.005689874253013261,mixed,19,,,,,,,,,,
b,hybrid_tdvp,,0.005298754812828821,0.0011801991483766372,0.006261951485147188,0.005298754812828821,0.0011801991483766372,0.006261951485147188,mixed,20,,,,,,,,,,
b,hybrid_tdvp,,0.006051813386688809,0.001334158815711084,0.007170629326353595,0.006051813386688809,0.001334158815711084,0.007170629326353595,mixed,21,,,,,,,,,,
b,hybrid_tdvp,,0.006406539738805894,0.0014283877946307255,0.0075660229541184565,0.006406539738805894,0.0014283877946307255,0.0075660229541184565,mixed,22,,,,,,,,,,
b,hybrid_tdvp,,0.007040330743126932,0.00157041757883003,0.008228111810599459,0.007040330743126932,0.00157041757883003,0.008228111810599459,mixed,23,,,,,,,,,,
b,hybrid_tdvp,,0.007903213920621543,0.0017519827762224605,0.009248933773947532,0.007903213920621543,0.0017519827762224605,0.009248933773947532,mixed,24,,,,,,,,,,
b,hybrid_tdvp,,0.008296045172878186,0.001856311072146899,0.009690556169337117,0.008296045172878186,0.001856311072146899,0.009690556169337117,mixed,25,,,,,,,,,,
b,hybrid_tdvp,,0.009032435830278684,0.0020220726951128976,0.01044370368138714,0.009032435830278684,0.0020220726951128976,0.01044370368138714,mixed,26,,,,,,,,,,
b,hybrid_tdvp,,0.010007224613913679,0.00223272234154126,0.01157478260241529,0.010007224613913679,0.00223272234154126,0.01157478260241529,mixed,27,,,,,,,,,,
b,hybrid_tdvp,,0.010433912218175911,0.002346450336192518,0.01206077582280396,0.010433912218175911,0.002346450336192518,0.01206077582280396,mixed,28,,,,,,,,,,
b,hybrid_tdvp,,0.01127721353717126,0.0025369484277710797,0.012906259197665526,0.01127721353717126,0.0025369484277710797,0.012906259197665526,mixed,29,,,,,,,,,,
b,hybrid_tdvp,,0.012365745274738882,0.0027775860850738354,0.014146058942447137,0.012365745274738882,0.0027775860850738354,0.014146058942447137,mixed,30,,,,,,,,,,
b,hybrid_tdvp,,0.012822136780631377,0.002900063106021422,0.014674834075412369,0.012822136780631377,0.002900063106021422,0.014674834075412369,mixed,31,,,,,,,,,,
b,hybrid_tdvp,,0.013776005695342541,0.003115790753570491,0.01561391568206727,0.013776005695342541,0.003115790753570491,0.01561391568206727,mixed,32,,,,,,,,,,
b,hybrid_tdvp,,0.014979414023565063,0.0033865745291840055,0.01696094349493993,0.014979414023565063,0.0033865745291840055,0.01696094349493993,mixed,33,,,,,,,,,,
b,hybrid_tdvp,,0.015461498801669027,0.0035172139968547844,0.017531073471311,0.015461498801669027,0.0035172139968547844,0.017531073471311,mixed,34,,,,,,,,,,
b,hybrid_tdvp,,0.01652853734821713,0.0037580331587574456,0.018564770537659148,0.01652853734821713,0.0037580331587574456,0.018564770537659148,mixed,35,,,,,,,,,,
b,hybrid_tdvp,,0.01784683826247857,0.004058300063562448,0.02001736454279146,0.01784683826247857,0.004058300063562448,0.02001736454279146,mixed,36,,,,,,,,,,
b,tebd_swap,,0.0,0.0,0.0,1e-14,1e-14,1e-14,mixed,1,,,,,,,,,,
b,tebd_swap,,0.0872990053283964,0.05816966017015335,0.08840552374775534,0.0872990053283964,0.05816966017015335,0.08840552374775534,mixed,2,,,,,,,,,,
b,tebd_swap,,0.13890588866417053,0.13863002830343008,0.14244764471666893,0.13890588866417053,0.13863002830343008,0.14244764471666893,mixed,3,,,,,,,,,,
b,tebd_swap,,0.15345019271682558,0.14733159968807974,0.1539412109438385,0.15345019271682558,0.14733159968807974,0.1539412109438385,mixed,4,,,,,,,,,,
b,tebd_swap,,0.19609451796178823,0.18655291323180767,0.2410030116287245,0.19609451796178823,0.18655291323180767,0.2410030116287245,mixed,5,,,,,,,,,,
b,tebd_swap,,0.22362068217830422,0.21086717189440451,0.2638168031706817,0.22362068217830422,0.21086717189440451,0.2638168031706817,mixed,6,,,,,,,,,,
b,tebd_swap,,0.23014860259704473,0.2212322895701917,0.27503236487006943,0.23014860259704473,0.2212322895701917,0.27503236487006943,mixed,7,,,,,,,,,,
b,tebd_swap,,0.2634369538374367,0.2603361549486495,0.32848501568312993,0.2634369538374367,0.2603361549486495,0.32848501568312993,mixed,8,,,,,,,,,,
b,tebd_swap,,0.2811183227316796,0.27569334636456433,0.34738580105906125,0.2811183227316796,0.27569334636456433,0.34738580105906125,mixed,9,,,,,,,,,,
b,tebd_swap,,0.2869404207997692,0.2768080305968351,0.356791583925384,0.2869404207997692,0.2768080305968351,0.356791583925384,mixed,10,,,,,,,,,,
b,tebd_swap,,0.30891367896210076,0.3050709313173149,0.3706524757770503,0.30891367896210076,0.3050709313173149,0.3706524757770503,mixed,11,,,,,,,,,,
b,tebd_swap,,0.319188133020062,0.31428270326837604,0.3898245816737923,0.319188133020062,0.31428270326837604,0.3898245816737923,mixed,12,,,,,,,,,,
b,tebd_swap,,0.323908207009483,0.3218415242356599,0.39585193066903734,0.323908207009483,0.3218415242356599,0.39585193066903734,mixed,13,,,,,,,,,,
b,tebd_swap,,0.34076842733881874,0.3358460848728112,0.4115144048432806,0.34076842733881874,0.3358460848728112,0.4115144048432806,mixed,14,,,,,,,,,,
b,tebd_swap,,0.3623697884431315,0.3446991126085267,0.4189082805478903,0.3623697884431315,0.3446991126085267,0.4189082805478903,mixed,15,,,,,,,,,,
b,tebd_swap,,0.36923850599548935,0.34960534642121843,0.42285785019749444,0.36923850599548935,0.34960534642121843,0.42285785019749444,mixed,16,,,,,,,,,,
b,tebd_swap,,0.3928678464646217,0.36344744834011355,0.43732450149259183,0.3928678464646217,0.36344744834011355,0.43732450149259183,mixed,17,,,,,,,,,,
b,tebd_swap,,0.40441313818999947,0.3709907048410225,0.4395360350253851,0.40441313818999947,0.3709907048410225,0.4395360350253851,mixed,18,,,,,,,,,,
b,tebd_swap,,0.4129143154954015,0.3758656414590197,0.4432006142705994,0.4129143154954015,0.3758656414590197,0.4432006142705994,mixed,19,,,,,,,,,,
b,tebd_swap,,0.42092820571290424,0.38574209296429307,0.45302398469643723,0.42092820571290424,0.38574209296429307,0.45302398469643723,mixed,20,,,,,,,,,,
b,tebd_swap,,0.43204502786079046,0.3937107280373362,0.45436435513193696,0.43204502786079046,0.3937107280373362,0.45436435513193696,mixed,21,,,,,,,,,,
b,tebd_swap,,0.43995354811842957,0.3987580536176716,0.45863567032760955,0.43995354811842957,0.3987580536176716,0.45863567032760955,mixed,22,,,,,,,,,,
b,tebd_swap,,0.45219713491285674,0.4090353475742792,0.4652303627672736,0.45219713491285674,0.4090353475742792,0.4652303627672736,mixed,23,,,,,,,,,,
b,tebd_swap,,0.4597448672394576,0.4165731833970162,0.4699922506428589,0.4597448672394576,0.4165731833970162,0.4699922506428589,mixed,24,,,,,,,,,,
b,tebd_swap,,0.4657385023606001,0.42159387204533905,0.4745001377254279,0.4657385023606001,0.42159387204533905,0.4745001377254279,mixed,25,,,,,,,,,,
b,tebd_swap,,0.47649993734674867,0.4322563484001475,0.48340348846968717,0.47649993734674867,0.4322563484001475,0.48340348846968717,mixed,26,,,,,,,,,,
b,tebd_swap,,0.4856461839982962,0.43995314855936896,0.4906607134526908,0.4856461839982962,0.43995314855936896,0.4906607134526908,mixed,27,,,,,,,,,,
b,tebd_swap,,0.4915434815587758,0.4454778993579316,0.49544309183176005,0.4915434815587758,0.4454778993579316,0.49544309183176005,mixed,28,,,,,,,,,,
b,tebd_swap,,0.50085941135699,0.4559360625015607,0.5034222723192304,0.50085941135699,0.4559360625015607,0.5034222723192304,mixed,29,,,,,,,,,,
b,tebd_swap,,0.5102068948100037,0.46387946902680754,0.5114246478530959,0.5102068948100037,0.46387946902680754,0.5114246478530959,mixed,30,,,,,,,,,,
b,tebd_swap,,0.5163416793482667,0.46965552050828185,0.5169959806147144,0.5163416793482667,0.46965552050828185,0.5169959806147144,mixed,31,,,,,,,,,,
b,tebd_swap,,0.5228477393320496,0.4792935743114287,0.5260121814154102,0.5228477393320496,0.4792935743114287,0.5260121814154102,mixed,32,,,,,,,,,,
b,tebd_swap,,0.5310962666706615,0.48725777747180277,0.5369797098519105,0.5310962666706615,0.48725777747180277,0.5369797098519105,mixed,33,,,,,,,,,,
b,tebd_swap,,0.536925129667447,0.49329318257321764,0.5430774688350553,0.536925129667447,0.49329318257321764,0.5430774688350553,mixed,34,,,,,,,,,,
b,tebd_swap,,0.5431663631879087,0.5024814899489616,0.5499946526264461,0.5431663631879087,0.5024814899489616,0.5499946526264461,mixed,35,,,,,,,,,,
b,tebd_swap,,0.5516422916507415,0.5109359607414385,0.5616687854378082,0.5516422916507415,0.5109359607414385,0.5616687854378082,mixed,36,,,,,,,,,,
b,mpo_zipup,,0.0,0.0,3.552713678800501e-15,1e-14,1e-14,1e-14,mixed,1,,,,,,,,,,
b,mpo_zipup,,0.2754279832524892,0.1709417496457316,0.29357981254243937,0.2754279832524892,0.1709417496457316,0.29357981254243937,mixed,2,,,,,,,,,,
b,mpo_zipup,,0.4130667924162533,0.29661304135392685,0.462504277602119,0.4130667924162533,0.29661304135392685,0.462504277602119,mixed,3,,,,,,,,,,
b,mpo_zipup,,0.4437174502459126,0.3072874491204072,0.49497558522627383,0.4437174502459126,0.3072874491204072,0.49497558522627383,mixed,4,,,,,,,,,,
b,mpo_zipup,,0.4511659901108406,0.3212382544898106,0.5056356822747092,0.4511659901108406,0.3212382544898106,0.5056356822747092,mixed,5,,,,,,,,,,
b,mpo_zipup,,0.47014388606691704,0.33636140815700666,0.5216084171941362,0.47014388606691704,0.33636140815700666,0.5216084171941362,mixed,6,,,,,,,,,,
b,mpo_zipup,,0.4750953658430903,0.34077952929402955,0.5283604739622485,0.4750953658430903,0.34077952929402955,0.5283604739622485,mixed,7,,,,,,,,,,
b,mpo_zipup,,0.47874571060638416,0.3505253569390171,0.5371458724303452,0.47874571060638416,0.3505253569390171,0.5371458724303452,mixed,8,,,,,,,,,,
b,mpo_zipup,,0.49135559462315537,0.35954819650348746,0.5463434097630521,0.49135559462315537,0.35954819650348746,0.5463434097630521,mixed,9,,,,,,,,,,
b,mpo_zipup,,0.49429036268171445,0.362973837906299,0.5508427788341816,0.49429036268171445,0.362973837906299,0.5508427788341816,mixed,10,,,,,,,,,,
b,mpo_zipup,,0.4963587911909678,0.37026096478009607,0.5570014912966357,0.4963587911909678,0.37026096478009607,0.5570014912966357,mixed,11,,,,,,,,,,
b,mpo_zipup,,0.505700517297468,0.37801810651820755,0.5642738211179131,0.505700517297468,0.37801810651820755,0.5642738211179131,mixed,12,,,,,,,,,,
b,mpo_zipup,,0.5081043014498747,0.38161724930365326,0.567598999557835,0.5081043014498747,0.38161724930365326,0.567598999557835,mixed,13,,,,,,,,,,
b,mpo_zipup,,0.5093736897208614,0.38577297361106255,0.5715447168724823,0.5093736897208614,0.38577297361106255,0.5715447168724823,mixed,14,,,,,,,,,,
b,mpo_zipup,,0.5169034867295684,0.391726217051354,0.5786503065478209,0.5169034867295684,0.391726217051354,0.5786503065478209,mixed,15,,,,,,,,,,
b,mpo_zipup,,0.5192853578564256,0.39610634293249825,0.5815124352934822,0.5192853578564256,0.39610634293249825,0.5815124352934822,mixed,16,,,,,,,,,,
b,mpo_zipup,,0.5200475507394096,0.3981898938989864,0.5838810772805003,0.5200475507394096,0.3981898938989864,0.5838810772805003,mixed,17,,,,,,,,,,
b,mpo_zipup,,0.5264884606585393,0.4110687963785008,0.5914989177943268,0.5264884606585393,0.4110687963785008,0.5914989177943268,mixed,18,,,,,,,,,,
b,mpo_zipup,,0.5290364953746702,0.41412110695407345,0.5942528432973349,0.5290364953746702,0.41412110695407345,0.5942528432973349,mixed,19,,,,,,,,,,
b,mpo_zipup,,0.5295589627997355,0.4144166916178609,0.5957560975173479,0.5295589627997355,0.4144166916178609,0.5957560975173479,mixed,20,,,,,,,,,,
b,mpo_zipup,,0.5352415247554634,0.4270337379702438,0.6039809207844063,0.5352415247554634,0.4270337379702438,0.6039809207844063,mixed,21,,,,,,,,,,
b,mpo_zipup,,0.538055718785636,0.4297982257140195,0.6067049737396084,0.538055718785636,0.4297982257140195,0.6067049737396084,mixed,22,,,,,,,,,,
b,mpo_zipup,,0.5384373615555695,0.4298758252916305,0.607715088658446,0.5384373615555695,0.4298758252916305,0.607715088658446,mixed,23,,,,,,,,,,
b,mpo_zipup,,0.5436501085668299,0.4402330709465875,0.6165063871649654,0.5436501085668299,0.4402330709465875,0.6165063871649654,mixed,24,,,,,,,,,,
b,mpo_zipup,,0.546667660966913,0.44296031181246864,0.619174703279946,0.546667660966913,0.44296031181246864,0.619174703279946,mixed,25,,,,,,,,,,
b,mpo_zipup,,0.5469307423831218,0.4431427451186143,0.619835354962486,0.5469307423831218,0.4431427451186143,0.619835354962486,mixed,26,,,,,,,,,,
b,mpo_zipup,,0.5518939061380082,0.45141147565960693,0.6293013828702225,0.5518939061380082,0.45141147565960693,0.6293013828702225,mixed,27,,,,,,,,,,
b,mpo_zipup,,0.5549765815563326,0.4542016537093033,0.6318578284864202,0.5549765815563326,0.4542016537093033,0.6318578284864202,mixed,28,,,,,,,,,,
b,mpo_zipup,,0.5552667592744867,0.4544042029284804,0.6321929982013199,0.5552667592744867,0.4544042029284804,0.6321929982013199,mixed,29,,,,,,,,,,
b,mpo_zipup,,0.566911148598225,0.4611483617245231,0.6425122550396382,0.566911148598225,0.4611483617245231,0.6425122550396382,mixed,30,,,,,,,,,,
b,mpo_zipup,,0.5696897109685042,0.4639581250739657,0.644918662400536,0.5696897109685042,0.4639581250739657,0.644918662400536,mixed,31,,,,,,,,,,
b,mpo_zipup,,0.5708526341814413,0.46409934782307016,0.644877408465237,0.5708526341814413,0.46409934782307016,0.644877408465237,mixed,32,,,,,,,,,,
b,mpo_zipup,,0.5745590740168884,0.4697557169832691,0.6560935279412422,0.5745590740168884,0.4697557169832691,0.6560935279412422,mixed,33,,,,,,,,,,
b,mpo_zipup,,0.5768526499767077,0.47252041915274356,0.6583799033724564,0.5768526499767077,0.47252041915274356,0.6583799033724564,mixed,34,,,,,,,,,,
b,mpo_zipup,,0.5769640077647461,0.4725998427788086,0.6579051433170786,0.5769640077647461,0.4725998427788086,0.6579051433170786,mixed,35,,,,,,,,,,
b,mpo_zipup,,0.5800927135831127,0.47762409769108605,0.6698564780374656,0.5800927135831127,0.47762409769108605,0.6698564780374656,mixed,36,,,,,,,,,,
b,variational_mpo,,0.0,0.0,3.552713678800501e-15,1e-14,1e-14,1e-14,mixed,1,,,,,,,,,,
b,variational_mpo,,0.2754279832524892,0.1709417496457316,0.29357981254243937,0.2754279832524892,0.1709417496457316,0.29357981254243937,mixed,2,,,,,,,,,,
b,variational_mpo,,0.4130667924162533,0.29661304135392685,0.462504277602119,0.4130667924162533,0.29661304135392685,0.462504277602119,mixed,3,,,,,,,,,,
b,variational_mpo,,0.4437174502459126,0.3072874491204072,0.49497558522627383,0.4437174502459126,0.3072874491204072,0.49497558522627383,mixed,4,,,,,,,,,,
b,variational_mpo,,0.4511659901108406,0.3212382544898106,0.5056356822747092,0.4511659901108406,0.3212382544898106,0.5056356822747092,mixed,5,,,,,,,,,,
b,variational_mpo,,0.47014388606691704,0.33636140815700666,0.5216084171941362,0.47014388606691704,0.33636140815700666,0.5216084171941362,mixed,6,,,,,,,,,,
b,variational_mpo,,0.4750953658430903,0.34077952929402955,0.5283604739622485,0.4750953658430903,0.34077952929402955,0.5283604739622485,mixed,7,,,,,,,,,,
b,variational_mpo,,0.47874571060638416,0.3505253569390171,0.5371458724303452,0.47874571060638416,0.3505253569390171,0.5371458724303452,mixed,8,,,,,,,,,,
b,variational_mpo,,0.49135559462315537,0.35954819650348746,0.5463434097630521,0.49135559462315537,0.35954819650348746,0.5463434097630521,mixed,9,,,,,,,,,,
b,variational_mpo,,0.49429036268171445,0.362973837906299,0.5508427788341816,0.49429036268171445,0.362973837906299,0.5508427788341816,mixed,10,,,,,,,,,,
b,variational_mpo,,0.4963587911909678,0.37026096478009607,0.5570014912966357,0.4963587911909678,0.37026096478009607,0.5570014912966357,mixed,11,,,,,,,,,,
b,variational_mpo,,0.505700517297468,0.37801810651820755,0.5642738211179131,0.505700517297468,0.37801810651820755,0.5642738211179131,mixed,12,,,,,,,,,,
b,variational_mpo,,0.5081043014498747,0.38161724930365326,0.567598999557835,0.5081043014498747,0.38161724930365326,0.567598999557835,mixed,13,,,,,,,,,,
b,variational_mpo,,0.5093736897208614,0.38577297361106255,0.5715447168724823,0.5093736897208614,0.38577297361106255,0.5715447168724823,mixed,14,,,,,,,,,,
b,variational_mpo,,0.5169034867295684,0.391726217051354,0.5786503065478209,0.5169034867295684,0.391726217051354,0.5786503065478209,mixed,15,,,,,,,,,,
b,variational_mpo,,0.5192853578564256,0.39610634293249825,0.5815124352934822,0.5192853578564256,0.39610634293249825,0.5815124352934822,mixed,16,,,,,,,,,,
b,variational_mpo,,0.5200475507394096,0.3981898938989864,0.5838810772805003,0.5200475507394096,0.3981898938989864,0.5838810772805003,mixed,17,,,,,,,,,,
b,variational_mpo,,0.5264884606585393,0.4110687963785008,0.5914989177943268,0.5264884606585393,0.4110687963785008,0.5914989177943268,mixed,18,,,,,,,,,,
b,variational_mpo,,0.5290364953746702,0.41412110695407345,0.5942528432973349,0.5290364953746702,0.41412110695407345,0.5942528432973349,mixed,19,,,,,,,,,,
b,variational_mpo,,0.5295589627997355,0.4144166916178609,0.5957560975173479,0.5295589627997355,0.4144166916178609,0.5957560975173479,mixed,20,,,,,,,,,,
b,variational_mpo,,0.5352415247554634,0.4270337379702438,0.6039809207844063,0.5352415247554634,0.4270337379702438,0.6039809207844063,mixed,21,,,,,,,,,,
b,variational_mpo,,0.538055718785636,0.4297982257140195,0.6067049737396084,0.538055718785636,0.4297982257140195,0.6067049737396084,mixed,22,,,,,,,,,,
b,variational_mpo,,0.5384373615555695,0.4298758252916305,0.607715088658446,0.5384373615555695,0.4298758252916305,0.607715088658446,mixed,23,,,,,,,,,,
b,variational_mpo,,0.5436501085668299,0.4402330709465875,0.6165063871649654,0.5436501085668299,0.4402330709465875,0.6165063871649654,mixed,24,,,,,,,,,,
b,variational_mpo,,0.546667660966913,0.44296031181246864,0.619174703279946,0.546667660966913,0.44296031181246864,0.619174703279946,mixed,25,,,,,,,,,,
b,variational_mpo,,0.5469307423831218,0.4431427451186143,0.619835354962486,0.5469307423831218,0.4431427451186143,0.619835354962486,mixed,26,,,,,,,,,,
b,variational_mpo,,0.5518939061380082,0.45141147565960693,0.6293013828702225,0.5518939061380082,0.45141147565960693,0.6293013828702225,mixed,27,,,,,,,,,,
b,variational_mpo,,0.5549765815563326,0.4542016537093033,0.6318578284864202,0.5549765815563326,0.4542016537093033,0.6318578284864202,mixed,28,,,,,,,,,,
b,variational_mpo,,0.5552667592744867,0.4544042029284804,0.6321929982013199,0.5552667592744867,0.4544042029284804,0.6321929982013199,mixed,29,,,,,,,,,,
b,variational_mpo,,0.566911148598225,0.4611483617245231,0.6425122550396382,0.566911148598225,0.4611483617245231,0.6425122550396382,mixed,30,,,,,,,,,,
b,variational_mpo,,0.5696897109685042,0.4639581250739657,0.644918662400536,0.5696897109685042,0.4639581250739657,0.644918662400536,mixed,31,,,,,,,,,,
b,variational_mpo,,0.5708526341814413,0.46409934782307016,0.644877408465237,0.5708526341814413,0.46409934782307016,0.644877408465237,mixed,32,,,,,,,,,,
b,variational_mpo,,0.5745590740168884,0.4697557169832691,0.6560935279412422,0.5745590740168884,0.4697557169832691,0.6560935279412422,mixed,33,,,,,,,,,,
b,variational_mpo,,0.5768526499767077,0.47252041915274356,0.6583799033724564,0.5768526499767077,0.47252041915274356,0.6583799033724564,mixed,34,,,,,,,,,,
b,variational_mpo,,0.5769640077647461,0.4725998427788086,0.6579051433170786,0.5769640077647461,0.4725998427788086,0.6579051433170786,mixed,35,,,,,,,,,,
b,variational_mpo,,0.5800927135831127,0.47762409769108605,0.6698564780374656,0.5800927135831127,0.47762409769108605,0.6698564780374656,mixed,36,,,,,,,,,,
c,hybrid_tdvp,,,,,,,,commuting,,8,936.0,936.0,936.0,0.15127032534742313,0.05695586803257968,0.16890668143801846,0.15127032534742313,0.05695586803257968,0.16890668143801846
c,hybrid_tdvp,,,,,,,,commuting,,16,2728.0,2728.0,2728.0,0.005916016197425322,0.001590787313994646,0.007048914058339406,0.005916016197425322,0.001590787313994646,0.007048914058339406
c,hybrid_tdvp,,,,,,,,commuting,,32,6824.0,6824.0,6824.0,9.557998836839943e-11,1.5764278771257523e-11,1.1968426250064113e-10,9.557998836839943e-11,1.5764278771257523e-11,1.1968426250064113e-10
c,hybrid_tdvp,,,,,,,,commuting,,64,6824.0,6824.0,6824.0,9.557998836839943e-11,1.5764278771257523e-11,1.1968426250064113e-10,9.557998836839943e-11,1.5764278771257523e-11,1.1968426250064113e-10
c,tebd_swap,,,,,,,,commuting,,8,936.0,936.0,936.0,0.9381143730292102,0.8792061702826364,0.9408826926740573,0.9381143730292102,0.8792061702826364,0.9408826926740573
c,tebd_swap,,,,,,,,commuting,,16,2728.0,2728.0,2728.0,0.47076229889362864,0.43573517585472965,0.49352713139625126,0.47076229889362864,0.43573517585472965,0.49352713139625126
c,tebd_swap,,,,,,,,commuting,,32,6824.0,6824.0,6824.0,0.009344771696403464,0.0,0.06316789326879924,0.009344771696403464,1e-14,0.06316789326879924
c,tebd_swap,,,,,,,,commuting,,64,6824.0,6824.0,6824.0,0.0,0.0,7.841696403332321e-09,1e-14,1e-14,7.841696403332321e-09
c,mpo_zipup,,,,,,,,commuting,,8,936.0,936.0,936.0,0.6845107886742672,0.5791290667598714,0.726694582105589,0.6845107886742672,0.5791290667598714,0.726694582105589
c,mpo_zipup,,,,,,,,commuting,,16,2728.0,2728.0,2728.0,0.31101702676389575,0.26922710063538646,0.3265244655650228,0.31101702676389575,0.26922710063538646,0.3265244655650228
c,mpo_zipup,,,,,,,,commuting,,32,8104.0,8104.0,8104.0,0.0,0.0,0.0,1e-14,1e-14,1e-14
c,mpo_zipup,,,,,,,,commuting,,64,8104.0,8104.0,8104.0,0.0,0.0,0.0,1e-14,1e-14,1e-14
c,variational_mpo,,,,,,,,commuting,,8,936.0,936.0,936.0,0.6845107886742672,0.5791290667598714,0.726694582105589,0.6845107886742672,0.5791290667598714,0.726694582105589
c,variational_mpo,,,,,,,,commuting,,16,2728.0,2728.0,2728.0,0.31101702676389575,0.26922710063538646,0.3265244655650228,0.31101702676389575,0.26922710063538646,0.3265244655650228
c,variational_mpo,,,,,,,,commuting,,32,8104.0,8104.0,8104.0,0.0,0.0,0.0,1e-14,1e-14,1e-14
c,variational_mpo,,,,,,,,commuting,,64,8104.0,8104.0,8104.0,0.0,0.0,0.0,1e-14,1e-14,1e-14
c,hybrid_tdvp,,,,,,,,mixed,,8,936.0,936.0,936.0,0.16600776854831556,0.08078772262976885,0.1711944253177783,0.16600776854831556,0.08078772262976885,0.1711944253177783
c,hybrid_tdvp,,,,,,,,mixed,,16,2728.0,2728.0,2728.0,0.01784683826247857,0.004058300063562448,0.02001736454279146,0.01784683826247857,0.004058300063562448,0.02001736454279146
c,hybrid_tdvp,,,,,,,,mixed,,32,6824.0,6824.0,6824.0,4.9279554196313136e-05,4.905222942164222e-06,0.00011071831684861255,4.9279554196313136e-05,4.905222942164222e-06,0.00011071831684861255
c,hybrid_tdvp,,,,,,,,mixed,,64,10664.0,10152.0,10792.0,9.190426197847046e-12,9.118927835061186e-12,4.832791944409109e-10,9.190426197847046e-12,9.118927835061186e-12,4.832791944409109e-10
c,tebd_swap,,,,,,,,mixed,,8,936.0,936.0,936.0,0.9061377739780099,0.856028275698476,0.9283027416396924,0.9061377739780099,0.856028275698476,0.9283027416396924
c,tebd_swap,,,,,,,,mixed,,16,2728.0,2728.0,2728.0,0.5516422916507415,0.5109359607414385,0.5616687854378082,0.5516422916507415,0.5109359607414385,0.5616687854378082
c,tebd_swap,,,,,,,,mixed,,32,6824.0,6824.0,6824.0,0.1755236426520067,0.1239627336236172,0.1835277836141611,0.1755236426520067,0.1239627336236172,0.1835277836141611
c,tebd_swap,,,,,,,,mixed,,64,10920.0,10920.0,10920.0,0.0,0.0,1.5729599844860331e-09,1e-14,1e-14,1.5729599844860331e-09
c,mpo_zipup,,,,,,,,mixed,,8,936.0,936.0,936.0,0.874404773492381,0.8184400631521214,0.9105779780235932,0.874404773492381,0.8184400631521214,0.9105779780235932
c,mpo_zipup,,,,,,,,mixed,,16,2728.0,2728.0,2728.0,0.5800927135831127,0.47762409769108605,0.6698564780374656,0.5800927135831127,0.47762409769108605,0.6698564780374656
c,mpo_zipup,,,,,,,,mixed,,32,8104.0,8104.0,8104.0,0.13808358684609423,0.08141345768551,0.18826803055732166,0.13808358684609423,0.08141345768551,0.18826803055732166
c,mpo_zipup,,,,,,,,mixed,,64,18344.0,18344.0,18344.0,0.0,0.0,0.0,1e-14,1e-14,1e-14
