panel,method,theta,median,min,max,median_display,min_display,max_display,sequence,gate_count,chi_max,x_median,x_min,x_max,y_median,y_min,y_max,y_median_display,y_min_display,y_max_display
b,tebd_swap,,0.34181255342522765,0.33313700798446744,0.36110565298439634,0.34181255342522765,0.33313700798446744,0.36110565298439634,commuting,17,,,,,,,,,,
b,tebd_swap,,0.3488636854040167,0.34380178723425225,0.36730529558571157,0.3488636854040167,0.34380178723425225,0.36730529558571157,commuting,18,,,,,,,,,,
b,tebd_swap,,0.3532295355631956,0.3494411606072687,0.37148516183868974,0.3532295355631956,0.3494411606072687,0.37148516183868974,commuting,19,,,,,,,,,,
b,tebd_swap,,0.35892030251340834,0.3537300945619518,0.3779862239800883,0.35892030251340834,0.3537300945619518,0.3779862239800883,commuting,20,,,,,,,,,,
b,tebd_swap,,0.36875312261534354,0.36214926419170923,0.3853394312537306,0.36875312261534354,0.36214926419170923,0.3853394312537306,commuting,21,,,,,,,,,,
b,tebd_swap,,0.3739377546545767,0.3672112468092137,0.38923395008532924,0.3739377546545767,0.3672112468092137,0.38923395008532924,commuting,22,,,,,,,,,,
b,tebd_swap,,0.3803915840493892,0.37053820893174827,0.39424936061033267,0.3803915840493892,0.37053820893174827,0.39424936061033267,commuting,23,,,,,,,,,,
b,tebd_swap,,0.39448726338997975,0.3760388145816911,0.4012190877901135,0.39448726338997975,0.3760388145816911,0.4012190877901135,commuting,24,,,,,,,,,,
b,tebd_swap,,0.4001055203437507,0.38076795188318147,0.4051563883264958,0.4001055203437507,0.38076795188318147,0.4051563883264958,commuting,25,,,,,,,,,,
b,tebd_swap,,0.4088259753013722,0.3825126190608512,0.40956396191799904,0.4088259753013722,0.3825126190608512,0.40956396191799904,commuting,26,,,,,,,,,,
b,tebd_swap,,0.41650449210137974,0.38602489422361785,0.4242386278660829,0.41650449210137974,0.38602489422361785,0.4242386278660829,commuting,27,,,,,,,,,,
