k,N,seed,basis,basis_seed,err_dense_U,err_dense_pred,prefactor_dense_pred
2,1,14355,random_unitary,12345,1.9558107357396028,1.3357290884698454,1.3357290884698454
2,2,14365,random_unitary,12345,1.038044495044057,0.02371651847076503,0.033540222073627925
2,4,14385,random_unitary,12345,1.38941258819966,0.33030455340023884,0.6606091068004777
2,8,14425,random_unitary,12345,2.6210257264230137,0.1223425811339274,0.3460370749906618
2,16,14505,random_unitary,12345,2.6652555767551083,2.825622957375809,11.302491829503236
2,32,14665,random_unitary,12345,3.29228886287104,2.344554550790974,13.262803373808621
2,64,14985,random_unitary,12345,4.16665151198554,2.136377472859199,17.09101978287359
2,128,15625,random_unitary,12345,4.971675157661768,2.121180105331447,23.998413385565783
2,256,16905,random_unitary,12345,0.0,0.0,0.0
