iteration,mean_fidelity,raw_mean_fidelity,loss,step_size,gradient_norm,mean_jump_count,traj_0,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9,traj_10,traj_11,traj_12,traj_13,traj_14,traj_15,traj_16,traj_17,traj_18,traj_19,traj_20,traj_21,traj_22,traj_23,traj_24,traj_25,traj_26,traj_27,traj_28,traj_29,traj_30,traj_31,traj_32,traj_33,traj_34,traj_35,traj_36,traj_37,traj_38,traj_39,traj_40,traj_41,traj_42,traj_43,traj_44,traj_45,traj_46,traj_47,traj_48,traj_49
10,0.23306234341857313,0.23306234341857285,0.7669376565814269,0.1,0.04844541579287886,2.22,8.0368669835397964e-05,8.0600751577393537e-01,4.3786774196023587e-01,3.2968008163002083e-04,1.1766049587878273e-02,3.7867173742091903e-10,8.5884567848182247e-08,8.3721690692193287e-03,6.1440290457365843e-01,3.1616514258961548e-01,4.7228290859187630e-02,2.2955820769097294e-06,9.7041541847976692e-05,3.3130597612051149e-07,8.4292433369368647e-01,2.1541537481343235e-05,5.7678979487548838e-03,2.8985725220925762e-01,5.5156524069654689e-05,8.8176365116018687e-02,1.8380235758060384e-01,9.6904388125682399e-07,2.3218336684089360e-03,5.1804327062577926e-01,7.0372349586190375e-02,1.6810827826594908e-06,7.4793856700865034e-05,5.7763036712280547e-01,9.9722919421982282e-04,1.5380114326106402e-04,8.0456957447505519e-05,9.3946110274085615e-01,1.6806854086996424e-05,4.9132134512427483e-01,9.9074738494573922e-01,3.2286383296353840e-05,2.8918321209061860e-04,1.8949854515699344e-01,9.9074738494573922e-01,9.9074767976828459e-01,3.5198095486236536e-01,1.7765938666778761e-03,5.9706161390514334e-01,9.9074738494573922e-01,8.7786701751538612e-06,9.5949995729294207e-08,3.4281517661754355e-03,2.6575885904629815e-01,4.8872620485444264e-04,2.6403017830182493e-02
11,0.23599828722898175,0.2359982872289815,0.7640017127710182,0.1,0.04971149124553002,2.16,4.8134827588784210e-03,1.0815888261357040e-03,9.9073297897397128e-01,9.9073244707485819e-01,2.9362117295655838e-06,1.0667493839111061e-01,9.9073297897397128e-01,9.9073297897397128e-01,2.2679442873847677e-01,3.4533478098753861e-01,2.5367565510713919e-01,3.9750316794420016e-06,2.1805147045760864e-01,3.2213893276696810e-07,7.9628895011855783e-05,4.6747084057920690e-05,1.7509116704801067e-01,2.1732564430557064e-03,4.8134827588784210e-03,2.9168601865224142e-01,1.3272482272708892e-08,9.7737275284321148e-02,1.8287916310019650e-01,5.7838827874551468e-01,3.4951325110621545e-02,9.9073297897397128e-01,9.2035230460981790e-03,2.7182377692573470e-05,1.4795791927598861e-01,8.0761657670020459e-01,2.5305471582624853e-06,1.0032628023657764e-04,6.0063502855299100e-02,1.2546383597472662e-04,1.1767652278141300e-06,3.8790682752042255e-01,1.1413414029302533e-04,5.9654378293327370e-01,1.5594134453482321e-04,6.4332791889642538e-01,5.0502103335892399e-03,2.2413948428444896e-01,5.9654466161886266e-01,8.4496309899145705e-05,1.5399343989851581e-06,9.7269153201459947e-07,3.3725861903696090e-06,5.9859735842284976e-05,1.2587119579655058e-04,8.4281278822533257e-01
12,0.23129456389290037,0.23129456389290032,0.7687054361070996,0.1,0.046123941815578114,2.44,9.8419713622336958e-05,4.3047683543158818e-03,4.0617937814448751e-01,1.0517222763700355e-01,3.5752635858064326e-02,7.8534419646325842e-04,3.9081154162319371e-03,2.2700250747739373e-01,1.0963715137748858e-05,2.5955030304094617e-01,2.0438989306779482e-05,3.5801858121232050e-05,9.9072870375474786e-01,3.2865695105381442e-07,9.8727411892945405e-01,3.2313200201601178e-01,9.9072909731300807e-01,9.9072909731300807e-01,7.2700034001748409e-03,5.9405708469790951e-08,4.6200707683580821e-08,3.7360397013439838e-09,2.8955714651941167e-03,3.1798475456345648e-01,2.8489075955290561e-03,9.9072909731300807e-01,8.1805903498220078e-01,9.9072909731300807e-01,2.6050114490327596e-04,9.4332062142296260e-07,5.8267941019420777e-01,8.8849246793375122e-03,9.9072909731300807e-01,3.7552996193187216e-01,1.7313988510090761e-01,1.2644660791573967e-06,1.3575417775780258e-06,5.5356334511222849e-05,2.9716153626870372e-05,5.1435311381522879e-05,1.0308004425796284e-02,6.8374972188739619e-06,2.2830119562123684e-02,2.4259905924687271e-04,5.1216911967994244e-05,9.4345374147584060e-01,4.4369331199932481e-04,1.3391669034732489e-07,5.6971771721424193e-06,9.1469455425533645e-05
13,0.18803109524037334,0.188031095240373,0.8119689047596267,0.1,0.03211786120736752,2.58,2.6521436197789183e-07,7.8836337475384266e-06,2.9609722796940436e-04,1.7501059225401369e-01,9.0436843121159760e-01,9.9074429268713282e-01,2.7326346614346252e-02,6.8599666156646933e-05,4.2649530501861893e-05,1.0824839203746008e-05,1.4890226075273230e-02,2.8720634632737435e-01,2.4158923503553582e-05,2.5300589786505086e-04,1.1981292487887320e-05,1.2634214771308093e-05,3.9426616374660085e-02,6.9419905075175914e-01,9.9074429268713282e-01,5.9806090479194007e-01,1.2525199410100339e-04,9.9074429268713282e-01,1.2995552645188139e-05,9.8711832965408207e-05,3.9679350070315601e-04,1.5447462217726755e-02,8.2078776583785832e-09,4.9223157902935666e-01,2.4719414145772179e-04,1.8162455412038274e-04,1.0276085054725298e-02,2.0675527000936600e-03,2.4721448995240812e-04,9.9074429268713282e-01,5.6562562516365808e-04,3.9852778050339382e-04,2.4962102164493551e-02,5.4228140989498064e-01,1.3189478518635566e-02,5.4344490293051351e-01,9.9074429268713282e-01,3.5136987740117396e-05,2.8368533900037320e-02,3.8990527439019786e-04,8.3153183254449709e-05,5.2377712959620175e-06,7.4010247878760193e-05,9.2642100207046449e-05,3.1378448774786454e-02,1.5095311865311758e-05
14,0.2554727037718244,0.25547270377182324,0.7445272962281756,0.1,0.02963934066425594,2.14,3.6733209784574700e-01,9.9073328159311935e-01,4.9001509097614047e-04,2.0818299481450120e-03,5.4807777670819580e-01,9.9073328159311935e-01,4.5077750457552115e-06,4.5574204608051805e-01,2.6244825861425499e-04,4.1041182030786463e-05,4.5986710956886780e-06,5.8788341046420090e-06,3.5236130781516528e-01,1.1507772906574519e-05,5.3502732600466142e-05,5.8231278982774723e-06,1.4457867080216289e-04,4.7264491266575632e-04,9.6517223223374502e-05,8.1448588418860888e-05,1.3879725407040645e-03,9.9073328159311935e-01,9.9073328159311935e-01,2.1762421188127072e-03,2.5464119888486773e-04,1.2067872991334329e-02,3.4783801563011355e-05,1.1729847381750928e-04,1.5710153099676807e-05,9.9073328159311935e-01,9.9073328159311935e-01,3.3392564541396739e-05,2.8539458020228657e-03,1.2811628879856197e-05,2.2787616775998131e-06,9.9073328159311935e-01,9.9073328159311935e-01,3.1744567592873210e-02,2.2668582424471379e-07,1.2543095787928741e-04,9.9073328159311935e-01,9.2363967739632402e-01,3.3421360737752830e-04,2.7844319237437242e-05,1.6394172880874577e-01,9.9073328159311935e-01,7.4809796783788465e-05,1.8641291741159830e-04,9.0406747541849327e-07,3.5236603028974551e-08
15,0.23481465959085976,0.23481465959085931,0.7651853404091402,0.1,0.04419239969220208,2.22,5.8982067250752559e-04,7.2913234071301843e-03,2.5145084991799811e-02,9.9074979650300454e-01,8.0511162418669291e-01,5.7659672846762091e-03,4.3463150632236256e-04,5.4064948927126009e-02,4.8640798265149080e-05,9.9074979650300454e-01,1.0526773359290614e-04,1.8308922961918373e-02,1.2580742953231061e-03,3.2546815450312022e-01,2.0932566767843422e-01,9.9074979650300454e-01,2.7485822105239092e-02,4.7766971885272305e-02,3.7583005094244580e-04,9.2125634637362785e-02,7.7264888330903420e-02,4.9099319711399256e-04,1.6216220500582276e-03,3.1531460249585302e-01,8.1685102559667355e-01,2.1270887078623118e-03,1.4414149677626142e-02,9.9074979650300454e-01,2.4937987033025560e-04,8.0911783642155201e-07,5.9471320148972105e-05,2.0565437287360104e-03,3.7420108932539992e-01,3.8839864700867816e-01,5.7533114677350139e-01,1.9639790921208893e-04,9.9074979650300454e-01,8.5980532920015895e-01,3.4956777593060900e-05,7.2381031406353578e-04,3.7502425147790502e-01,3.4471265249815317e-04,7.1601033233185119e-05,1.4449715679346205e-04,9.9074996981675234e-01,2.0177398554395523e-03,2.8629537306149971e-08,1.9366032881711717e-03,3.6683173969816080e-01,4.8514392001223199e-05
16,0.17358904362853358,0.17358904362853336,0.8264109563714664,0.1,0.05950453951996961,2.54,1.6746486434610472e-01,9.6631456787354971e-06,5.1872187028990283e-02,5.6201535437945019e-05,4.9495667093681862e-05,3.3869406708490844e-05,7.9725106117245481e-02,4.9651432631927038e-05,5.0174330475501547e-03,8.3935726139475297e-01,1.0283639674293533e-04,9.9075824817657110e-01,2.5010640775226134e-02,4.1086541415893286e-03,5.7463497887778092e-01,6.0034427204236435e-06,1.5146667178129392e-06,7.7721505166008320e-01,1.2050744984425295e-02,1.2867024903535829e-01,1.7587647326644895e-04,6.4899691445908669e-01,3.5298435251144579e-04,6.8118611278198582e-01,5.3655233392072477e-04,3.9189514071723958e-01,1.7870034993210854e-01,3.8785506131096991e-04,7.7359969117278982e-04,2.1846213627702056e-05,2.3684372067514592e-01,5.0458362205999029e-04,2.9733167704503932e-02,6.9482768066743839e-04,9.0701914251955496e-01,4.4803985849680744e-01,2.2036909820797986e-05,1.4234675615420117e-05,6.7290103854981631e-02,3.9766875815707182e-03,4.3802106241091671e-01,9.0489343229752210e-03,1.4797014586074632e-06,1.4825229607924724e-05,5.6446839920474201e-01,2.4956834830681814e-05,1.0421227242910012e-03,2.0959651430782510e-05,3.9032658896399114e-01,2.3122601366066673e-02
17,0.17943310358764328,0.179433103587643,0.8205668964123567,0.1,0.04696959089888361,2.2,2.4301168875212367e-01,1.5718002272307723e-05,5.5900275740426487e-05,8.0136747139417719e-01,1.3122931651671799e-04,1.4655728392085833e-04,4.4062800315371803e-01,2.9533744741183175e-02,6.5493574433806082e-05,3.1188218555861214e-05,4.4436446169918381e-04,9.9077988272487605e-01,1.6601636241060792e-05,2.6582140629192693e-04,7.7929759537145952e-06,4.9286082367105677e-01,8.8407355058845501e-03,3.4772213809987663e-03,4.7714853580372550e-02,1.7542124075991275e-01,2.3728283020431533e-06,2.2404328775958140e-04,8.0226709146130215e-01,1.9710520341902345e-03,2.2052849872211856e-05,6.1029178733135437e-05,3.8885244379611722e-01,1.0800399173996941e-03,3.6865236187657662e-03,3.4593048625473960e-01,1.6663151909153885e-05,9.9077988272487605e-01,2.2377741226941602e-04,1.7982030014738984e-01,6.1239850974549792e-01,2.6356318601639389e-01,1.4780810320665685e-01,2.6257741981089509e-02,5.0129325719855355e-01,8.8360066395667516e-05,1.5868097990964405e-02,7.2859291518711762e-03,8.0826415961692788e-01,8.1458410035408857e-05,5.5231569687765474e-05,8.1231049479634793e-03,6.0118348453620563e-01,2.9601261074903087e-02,9.5467964738018010e-09,2.9192842665482336e-05
18,0.2381061459038348,0.23810614590383486,0.7618938540961652,0.1,0.028255467633565554,2.44,1.3851843703378193e-05,2.3809761986183581e-01,1.8976618620772492e-01,9.9076105513654789e-01,9.9076105513654789e-01,1.2087646071314465e-07,9.9076105513654789e-01,1.0142774192063509e-02,8.0450343676068403e-01,9.7503656791961863e-08,2.3416484898817626e-09,8.1631787016690793e-01,3.9377895748909316e-06,5.2645942176719716e-07,3.4957315736982618e-03,1.8044523028006132e-01,9.9076105513654789e-01,4.3634660472816672e-03,6.6391924653695362e-05,3.7487693913122082e-04,1.8498465411064360e-03,4.0934896706450471e-05,2.7089003064372842e-03,6.8647373306319509e-02,6.3264884823472098e-03,2.9949867720618787e-04,8.4095680583486487e-01,3.9934082503237917e-06,6.4094206391004871e-01,4.7083681869254368e-05,7.6879336451305381e-05,1.2637194140119426e-02,2.8892409843228281e-05,5.3887264327815636e-04,2.0817922377286500e-03,4.1903360534201616e-05,3.3279413940833785e-06,2.8501194711143985e-01,9.9076105513654789e-01,9.9076105513654789e-01,4.2370407861702384e-03,1.0274017637849136e-03,1.3397951321109933e-05,1.6380396784022430e-06,1.1982907891197892e-02,8.4194533958628026e-01,9.2788748658333511e-04,8.1161412778735432e-06,2.6059515609364055e-07,9.9076105513654789e-01
19,0.18368863368373486,0.183688633683735,0.8163113663162651,0.1,0.03516553187269074,2.22,4.3483653976048649e-04,6.6529902798622670e-05,7.0045740945310464e-01,3.1701365284631693e-04,3.4784909072925830e-03,4.6833203360723062e-04,3.7894698692512064e-06,4.8911498222153540e-03,1.5404436960786061e-04,5.9082678429569489e-05,3.5459566250597847e-07,2.7085433893877000e-05,8.0172825561966100e-04,3.3058629724212572e-04,7.1767967328475687e-04,3.9299745410107179e-01,2.4247077196786296e-01,9.0686875613006723e-01,5.7800815944281458e-01,4.1088146718252633e-10,1.1636008581162585e-05,6.4905391945130564e-01,3.5024187953218400e-01,4.7106235120238309e-02,2.0246448956312436e-03,5.8811268871303687e-03,9.9075345414255367e-01,1.1212174354899267e-11,1.4913058872124646e-01,4.6181316084368901e-02,1.9944472504522031e-05,4.5132954299690886e-05,9.0473164086416831e-07,5.7640636216450408e-03,1.6759888148169974e-01,5.9778271328542121e-01,5.9123640053842361e-05,3.4239576357342111e-01,6.9874876292846605e-03,2.3890562328304035e-05,1.1114300521511229e-04,7.1777216352440767e-03,1.4316132730220716e-05,7.6817278336497059e-03,3.1744138667241379e-05,9.9075345414255367e-01,6.0216161597431401e-05,9.9075345414255367e-01,3.4784909072925830e-03,9.9075345414255367e-01
