iteration,mean_fidelity,raw_mean_fidelity,loss,step_size,gradient_norm,mean_jump_count,traj_0,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9,traj_10,traj_11,traj_12,traj_13,traj_14,traj_15,traj_16,traj_17,traj_18,traj_19,traj_20,traj_21,traj_22,traj_23,traj_24,traj_25,traj_26,traj_27,traj_28,traj_29,traj_30,traj_31,traj_32,traj_33,traj_34,traj_35,traj_36,traj_37,traj_38,traj_39,traj_40,traj_41,traj_42,traj_43,traj_44,traj_45,traj_46,traj_47,traj_48,traj_49
20,0.21751421470590715,0.21751421470590715,0.7824857852940929,0.1,0.03770741733985635,2.26,9.9071249710186571e-01,9.5215834430364556e-05,1.3815645850531229e-05,3.7975780899551570e-01,4.9870939218105655e-05,8.1699045611610888e-01,6.1432819528727844e-01,1.7518455986468057e-03,1.4178877779315574e-01,1.9191974417460644e-01,2.2404942042240643e-03,2.8118662359274821e-01,3.9110864075450738e-02,9.9074412058386474e-01,9.0696191772570605e-04,1.0137993998632456e-06,1.3825250744597096e-04,3.9145337590399854e-01,2.4086955663935898e-03,1.6356717553191369e-03,3.2749779392123032e-05,1.7333124620693140e-04,9.6273742072766838e-04,3.8322399451282759e-04,9.9074412058386474e-01,3.3077447901584761e-05,2.2583803925407365e-02,3.5072654224528726e-01,1.6549780408609521e-02,2.7421559389448363e-01,9.6623824685430696e-06,9.9074412058386474e-01,1.3135081397587092e-02,5.4437979080456889e-02,9.9074412058386474e-01,7.7889044356966772e-04,1.2684316879155017e-04,4.3067092957212547e-02,1.8343652641054243e-02,5.1427980776753146e-02,4.6584200588680291e-02,3.9156046045013816e-07,1.2026294540713113e-06,1.8594647742716691e-01,1.8163424642418377e-01,4.6998838939804551e-04,8.0384145490230718e-01,9.9074412058386474e-01,3.4912255393981691e-06,3.0475209038413267e-05
21,0.1076228879724675,0.10762288797246741,0.8923771120275326,0.1,0.03811758438236306,2.72,2.3055150267944067e-04,8.5208918220285818e-05,1.0192991236173269e-03,4.9143094442413368e-02,6.4420599833409842e-01,3.6699108636050054e-03,1.4967730022477744e-02,1.2863962895627647e-07,1.4470725244379910e-04,2.6229136839992579e-02,7.2141905559526169e-07,1.5912154235725208e-02,5.1961366708016315e-06,8.4156965585886701e-01,3.7395112247381358e-06,5.9727337213265630e-01,1.5097182251968338e-08,1.6995415090071570e-07,6.0702295340557589e-05,6.0221190759582153e-05,8.8353773552520229e-05,1.8460819575059800e-01,3.6197133878806899e-04,4.7645084943204985e-05,1.7230053087126929e-04,8.8934979730331306e-06,1.4826213005123917e-04,9.9074353274982263e-01,7.5871053285158550e-08,4.7168191299730173e-03,3.3258267935036881e-05,1.6208217843994330e-05,9.0704005911011076e-02,1.6329779411107138e-07,1.6609559642331569e-02,9.2879516720802708e-03,1.0589181536420642e-01,7.6300248418897598e-02,6.9729185411342553e-03,3.2150133782931234e-01,3.0150939247081431e-05,2.7214193164244102e-02,4.2793065282036465e-05,2.3043070320670412e-05,3.7632213347966720e-01,1.1012773836969283e-03,3.5365580197140693e-02,3.7166524039339939e-04,3.3784518411467929e-05,9.3784454677398832e-01
22,0.19075927770215395,0.19075927770215365,0.809240722297846,0.1,0.028541509936055674,2.6,9.9074295666337520e-01,6.8700718606902339e-05,4.6628598962166189e-05,8.5995750565612361e-01,9.9074295666337520e-01,6.6633753882303924e-07,1.5146334727258151e-06,3.4044003826275759e-06,1.2635443595029536e-04,9.1757784480741248e-06,4.2521664069447698e-04,6.8059063298953385e-04,1.3801130353803526e-04,1.2424062377793663e-06,5.8433485423704445e-03,8.0577046794093266e-01,4.0325447512690925e-04,1.0635587794882702e-04,5.7789000192596206e-04,3.4475715855075447e-07,1.5184629022438135e-03,7.9648355821398679e-05,2.8223762901539130e-05,1.3801130353803526e-04,2.1833658641971786e-05,3.5009968321123150e-04,4.0692468231291509e-02,2.6216863114349030e-04,1.3612796469664788e-06,9.2384083038744724e-01,1.9799736941842916e-01,3.5807247918452689e-01,1.5959752726981871e-02,4.8185002088420803e-02,1.1365990743958255e-04,3.9243193819762015e-05,6.0546176329890156e-01,9.9074295666337520e-01,3.3671383681646454e-02,8.6929688162976060e-05,9.9074295666337520e-01,1.1574362776236493e-06,8.9050024917772187e-05,3.3530052790277307e-02,8.7222684962035268e-01,1.5426030135693497e-01,3.6115308721842432e-03,5.0568887973031181e-06,6.1058394869480803e-01,2.7462470210576650e-06
23,0.1916910237820788,0.19169102378207867,0.8083089762179212,0.1,0.03786894731882707,2.18,4.6992423269474344e-02,1.6921240835473890e-06,5.1145588218136466e-03,1.6370875524243325e-04,5.3188708153467005e-05,5.0296164164169125e-06,1.9952046373889970e-01,3.0453608964505122e-02,1.7813800349340302e-08,7.5457218897227526e-05,8.3833734304197168e-05,9.9073156921775762e-01,5.0827340822358942e-05,5.1354795464949178e-04,1.6977254527317211e-02,2.5756675253200072e-04,4.6896793081905774e-06,2.9002132112579487e-02,5.0584506551061947e-01,9.9073156921775762e-01,3.8094117885896915e-02,1.9049325409208791e-04,1.2224031823907687e-02,2.5982374801898942e-04,1.9822025825978970e-04,1.9455251195226799e-06,8.1795766245183410e-01,1.9757937488010572e-03,5.3915552418823366e-04,1.4850428380134671e-05,1.2812315291404656e-04,9.9073156921775762e-01,4.4830226646829657e-05,8.7488507391255194e-07,1.7651097486767959e-04,9.9024553324356090e-01,4.7958066397562665e-01,2.7941075210024076e-03,7.6852356283950099e-05,1.1835908877363758e-04,9.9073156921775762e-01,7.4242952375670621e-05,9.9073156921775762e-01,9.9073156921775762e-01,1.2306161627240426e-05,4.0419570039036337e-04,6.5441609194255993e-03,2.6990840116575327e-05,3.3877476341602547e-01,1.1458809709076424e-01
24,0.11199525230659763,0.11199525230659754,0.8880047476934023,0.1,0.044289682448527753,2.28,3.2499612444842886e-04,1.3837614820085593e-06,1.5388536988026778e-04,9.3210751677572579e-01,4.0444741405109474e-01,3.7164684820289719e-04,4.0838533978338378e-05,1.1902230426291182e-05,1.8090174802485619e-04,4.0864566906866659e-05,1.6892436568450762e-04,1.2379565328597301e-04,2.4535642591816723e-03,2.2499008355475306e-06,3.6355317923743619e-05,2.3717242205031785e-06,3.8888563949140709e-01,1.6517795712213535e-05,1.8069139761844599e-01,1.6637609340823749e-02,9.4386266017531339e-01,3.0926826202041995e-02,1.3051909520944903e-05,3.3446421924902256e-02,6.8430970802375690e-01,2.1961130679716188e-04,6.0377195465200059e-04,1.6611830006347077e-02,6.7698138898925566e-05,3.9817766280200278e-04,7.9840861734667152e-05,4.0827337057274493e-01,4.6235311522714270e-04,4.0944581260512487e-02,3.2667436708764090e-02,1.3140988644671071e-05,1.7011633185801336e-01,1.0568043545517392e-01,3.5228053832974265e-01,2.8382432374540190e-02,1.4127271295334004e-04,2.5772607339607980e-09,3.6355317923743619e-05,2.6342651149624551e-04,2.5027097200814545e-05,3.6355317923743619e-05,1.4209905585107294e-03,4.8965828634964725e-05,2.0974712299541261e-03,8.1963275387020063e-01
25,0.1561267825633146,0.15612678256331444,0.8438732174366854,0.1,0.043512878800123236,2.46,4.0396356473716377e-01,8.5731362214616505e-04,5.9164193638287784e-06,2.1364433763727697e-06,8.2104458849404582e-01,3.3799553651998573e-04,4.6455622629373544e-01,4.7660858608314632e-04,5.4669892345056217e-03,2.9298198504946574e-05,6.8709463821883957e-03,1.6453480948103725e-04,9.9071206080203666e-01,6.2305076344809480e-02,1.6343910952603334e-05,6.6968499322681387e-05,3.9027940538004252e-01,8.4366748600989239e-01,3.5440986503422353e-04,4.0931765450417404e-05,2.5660629422610534e-05,1.0013479257772035e-02,3.0589241535053366e-05,2.6979943058212516e-06,1.1060229009766817e-05,3.8867765449272518e-01,2.6976691125744378e-07,1.8333333846538649e-01,6.4773721809754187e-02,9.9071206080203666e-01,2.9283408730191451e-04,8.9115859995971700e-02,1.1282235778244793e-03,2.4974552212989054e-03,1.4981454791806298e-04,1.1041256003230986e-01,3.7972772544411417e-03,1.4771888279030237e-01,5.6366353797876884e-02,6.7410115314877987e-04,2.6457115468296502e-05,1.6841232139972545e-01,2.8445269808939936e-04,2.7946814711512228e-04,3.0923389315207027e-05,1.2346661304890618e-06,8.5658524774400368e-04,4.6682787893803784e-03,6.0011464942881609e-01,9.9071206080203666e-01
26,0.10803368398106558,0.10803368398106547,0.8919663160189344,0.1,0.03653267036606905,2.64,2.1200149000965429e-04,1.5967039762217528e-01,4.7092333716176162e-05,4.6981421408618405e-05,2.2416891877785883e-02,1.2514002355575703e-06,3.3476329503955363e-02,4.3820763915801780e-02,7.1615724616765245e-06,7.7185453719559427e-02,2.6451276421919030e-02,2.2696818763829198e-02,2.3223094140516899e-05,2.6276190947467393e-04,1.7124675875608062e-08,4.9630239092577826e-05,2.3643796411883367e-01,2.6816042428622466e-02,1.2888482630332081e-03,9.1054226012378121e-04,8.3143377351993335e-05,5.7595100122399341e-07,4.5951821105984461e-02,2.3779338839309899e-05,2.3603825560071349e-05,1.4962139476071631e-04,1.0416326549132096e-03,8.1119518182634009e-01,9.9072515144126350e-01,1.5739024025385756e-01,3.1120152244500495e-05,7.1839077268033655e-04,8.0744582819558897e-01,5.4670460625167420e-05,6.0843496084385862e-03,4.1699865192204926e-03,4.5786269601713148e-01,5.6569083256236116e-04,2.2484886615409852e-01,5.3428197951080621e-02,3.4880190047540908e-06,2.6546831455197907e-04,5.8756857670355941e-06,1.3928028992379508e-04,1.6566152553686594e-01,9.9072515144126350e-01,9.9408007903155349e-03,6.2328990565619488e-03,1.5084199421229901e-02,9.5131833972937591e-06
27,0.22265084992810957,0.222650849928109,0.7773491500718904,0.1,0.03467571079862416,2.28,9.0271791019224579e-01,9.9072260976277837e-01,6.2311639583078845e-04,9.9072260976277837e-01,1.4654383741350807e-02,6.9813618420335073e-05,9.9072260976277837e-01,3.0730054528023643e-01,6.7269392598715699e-04,7.6479113983671213e-08,2.0062648984153814e-03,5.7335986435848939e-06,3.3288739266841338e-02,1.5711539745268008e-04,9.9072260976277837e-01,1.0741565680016053e-05,9.9072260976277837e-01,2.3055777449651687e-02,1.4697306938080631e-04,2.9290846610879034e-02,3.8950908684191765e-01,5.7844918494596131e-01,1.5822301803460783e-04,9.9072260976277837e-01,6.4007722578235775e-03,5.3277881894998558e-01,5.4003013040364718e-05,4.8669312191650410e-01,3.3242853199884556e-02,3.3197263275538356e-04,1.3531395045317750e-04,2.1489814087698065e-03,9.4392405391767431e-01,3.7332829157010075e-05,1.8725773181652644e-03,1.5362367822246066e-02,1.5822301803460783e-04,4.2173546850075730e-04,1.0715902151051311e-07,1.5519473626166794e-03,1.5488032414288840e-04,1.0786094867889709e-02,2.6135224014069606e-05,1.8853646106557140e-01,8.5341495794656677e-03,3.8428981012015050e-02,6.3403317427850436e-01,4.4209042010829073e-04,4.1155967621327249e-06,2.9346939659430198e-05
28,0.18482532838289803,0.18482532838289786,0.815174671617102,0.1,0.04773267470475445,2.22,9.9072695500518759e-01,1.0478259892934269e-04,4.1467523865296345e-05,8.8677140414597909e-05,1.6265394952492548e-01,1.6996478993748010e-01,5.7935271492687332e-02,5.7649526226263979e-02,5.4567756467882973e-07,9.9072695500518759e-01,9.9072695500518759e-01,1.8924582245870146e-02,8.6419870494727924e-01,2.4833546934536115e-07,3.5182372034161929e-01,6.7522345540268671e-03,3.8842146307510994e-01,5.1742119625601024e-01,3.5166317002088291e-05,9.9072695500518759e-01,1.7331096575838757e-05,2.9870769514122935e-05,3.9361614950934433e-06,4.7717087778263252e-05,4.1747059568952851e-06,1.7458971896961634e-02,1.1281089512547241e-03,1.3737440009911579e-04,4.9883096366631624e-05,6.1119344094730077e-01,1.2127891329985763e-03,2.0538349439858911e-01,3.3135858815561861e-03,7.3704820376187175e-01,1.6423619463755295e-03,4.6494554355057317e-02,2.6076260885576967e-04,9.4032566575440901e-02,8.0654177179122002e-03,2.5290117510004285e-04,4.4227200079676783e-04,6.6912321113150040e-05,1.2991913504120144e-03,4.6928941118446491e-02,1.6866164584355331e-01,4.2952448145041050e-01,7.0403048679424261e-03,1.5604084067656400e-06,7.2796254645504806e-06,3.0059223727602691e-01
29,0.14896231532104415,0.14896231532104387,0.8510376846789558,0.1,0.04039758491126976,2.28,8.2606534645194587e-04,1.5017780891705118e-05,4.5866879484118822e-01,4.3660320826493964e-05,1.7255643681266528e-04,8.3884709216367308e-03,3.1340658204767765e-06,9.0040438342486718e-07,4.3424308713054617e-04,4.7714238960597774e-05,1.7969144329258374e-01,2.2062931414321123e-03,5.2846442646872806e-08,2.6305430820240386e-05,1.3893057955871859e-04,1.5709155995488965e-05,5.6202014777373283e-05,5.1490151880587679e-09,2.4341721425703823e-02,9.9071463255399161e-01,3.3159356691566361e-02,9.9071463255399161e-01,6.3568282073522770e-03,1.8281165333502797e-01,2.0532063173771748e-05,8.0663691916064637e-04,8.7430404556450986e-03,9.9071463255399161e-01,1.1031833073701522e-04,9.9071463255399161e-01,1.5336989737841514e-03,5.0852933881462606e-04,3.2108329536270758e-01,4.6121586359399125e-01,6.5060172192441127e-03,3.5797959619266140e-05,9.5659150793294992e-05,1.7372873316563766e-04,4.6125242807849973e-04,1.9220409597947280e-01,1.2227412317872669e-06,5.7809259368092329e-02,4.9670206394250116e-04,1.8529718845222394e-04,3.5458372290000186e-03,2.2028778661191559e-01,4.1473904390046737e-04,2.9724713355896090e-02,3.7490728486248692e-01,9.0698086814855705e-01
30,0.14542855900638124,0.14542855900638105,0.8545714409936187,0.1,0.035098353606210435,2.26,2.2270564510359785e-05,9.9071757340503774e-01,1.2082920117031520e-03,4.6932678465949045e-03,9.9071757340503774e-01,5.9404803712124938e-05,1.4346630466389224e-01,5.5761334511778027e-01,1.5435541483768259e-01,6.8935433038178981e-05,1.2144583115874935e-02,2.0030811315694319e-01,5.9866720040761257e-01,1.1112709696113564e-03,6.3918185768134050e-05,1.2957186474403363e-03,8.0916336584570736e-01,2.0145984872898029e-05,2.2239943303736884e-03,9.9123324477649169e-05,2.1887500413066859e-02,7.5941358449586526e-03,2.3049572778157104e-03,3.7762628962950300e-05,3.4540728244144328e-05,8.0916336584570736e-01,1.8111998366564525e-01,8.9498390907290906e-02,2.7515474637345967e-05,1.3036196987184575e-05,1.1223855765962619e-03,2.5208643767110515e-05,4.4538248276577278e-06,3.6606427899865495e-04,1.6393515990253575e-04,9.6570346502682050e-02,2.2216646233286019e-05,5.1586598127210781e-01,7.1414460808603519e-06,1.2954001727088540e-05,2.3411403281083361e-04,2.9937625364538056e-01,3.5561126530228881e-01,3.7476830759908902e-01,1.3066269336552763e-02,6.8975469483574178e-04,7.1160217295698693e-04,3.2195085773374346e-03,1.9158930831340626e-02,1.0730251732558304e-02
31,0.259195093384255,0.2591950933842544,0.7408049066157449,0.1,0.03857571943415275,2.24,1.1711277274457092e-01,1.4234812994500046e-05,5.7048011738503599e-04,2.3536476142778252e-02,7.6702529020881109e-05,9.9070219799511128e-01,9.2422859689131343e-01,9.9070219799511128e-01,8.0853373187512922e-01,1.1371830428331348e-04,2.1348317997662192e-03,7.7681144137810154e-01,1.0992316975793477e-01,8.9000961326872471e-05,1.8118916286794368e-01,5.5197394747017554e-04,9.2294850145042018e-04,6.5007005017193862e-06,1.9091970472746731e-04,4.6286321074832682e-04,2.4151777524690558e-02,5.8829196880751010e-05,4.6618347688846138e-05,9.9070219799511128e-01,2.1650274292758608e-04,3.8624752199614372e-02,2.6034637105682102e-04,9.9070219799511128e-01,3.0781504769370702e-04,3.5194219567351558e-07,9.7747481896875063e-05,2.6978884073992107e-04,8.0853250991173986e-01,2.3640275897492767e-04,4.9330452455716484e-01,5.1948792692827324e-02,1.3238288315117760e-06,1.4877203450459808e-01,9.0388528751410679e-01,7.5784508960405773e-03,5.8308928427427011e-05,9.9070219799511128e-01,3.9060764753966343e-01,1.7125216741573019e-05,2.7049814106813873e-03,9.9070219799511128e-01,4.6275862857462154e-06,2.0079992365552704e-01,9.8993459696821695e-01,6.6508873294234350e-03
32,0.20959235852071262,0.2095923585207123,0.7904076414792873,0.1,0.04111536336772077,2.42,1.4878760961459644e-01,1.7060221010121939e-04,1.7352117369811018e-03,4.3437576798504168e-01,1.1826793814711350e-04,4.9554573673569471e-04,7.3989143974680649e-02,1.7597530678638356e-03,9.9070743847269516e-01,2.3589873724598555e-07,6.7549768448292536e-04,4.3601088217640595e-04,1.8681227937036236e-04,1.1271532922997239e-01,6.8356952211321242e-01,9.9070743847269516e-01,1.6191690396520486e-01,3.5549969231914174e-06,9.9070743847269516e-01,4.2191521418147757e-05,9.4375870554749663e-01,9.9070743847269516e-01,4.4772630951389210e-06,2.1088293978349833e-02,3.6084213697182060e-06,2.0190476721083828e-01,2.9150018583276533e-06,1.0371458240985084e-06,2.8060766087998940e-04,1.2227906436719925e-05,1.4277465228268912e-04,3.7429580587721289e-01,6.6425524516928869e-01,9.4552660211170081e-01,4.5919955946277852e-01,3.8424013225652687e-01,1.0294645582106896e-04,6.9501035864650918e-03,5.8859426203167519e-05,2.6243176819436769e-04,1.8343857506346258e-04,1.6670531626579124e-01,1.8417202827503772e-07,1.1820982072156797e-02,2.7073637168070622e-04,1.9445576437545375e-01,5.3996057376472289e-03,3.7993946275044030e-02,2.3864949804677966e-05,4.7686527161191150e-01
33,0.1336414810466826,0.13364148104668264,0.8663585189533174,0.1,0.038262608261925964,2.46,4.5807821882167782e-05,4.1309831419226374e-05,5.8190657775681251e-05,2.0544678278752357e-01,3.8787538653639646e-02,9.9070368691978661e-01,1.4350211391513665e-01,1.9652437974476591e-02,1.6489572799767861e-04,6.4301682193747722e-04,4.9520357298304596e-03,3.1039636923869457e-01,3.8339985857991105e-01,7.0982307403439887e-02,3.1683610280872466e-06,1.4412919780528417e-04,1.4029461149946312e-03,4.0027068941125469e-04,9.9070368691978661e-01,3.4446114670015056e-05,5.7932590054384497e-05,9.7734993416812309e-05,5.7032319324981418e-01,1.2046537019610405e-02,1.8280611591975740e-01,3.2888817153840007e-04,3.6684270925167423e-01,4.9244913584386535e-01,6.1982315573839921e-04,8.0094835480158430e-02,2.3431737686020544e-08,1.3325373705358440e-02,9.9070368691978661e-01,1.3909993759372663e-03,1.5695328063065329e-02,4.8233923771892381e-02,5.8511678618166635e-08,2.1811398550780251e-04,1.4971172469394725e-06,3.9420428493422859e-02,3.7232670052267975e-05,3.4461382649214476e-06,5.3974369319133922e-02,6.2690737752900416e-04,1.7450899543770134e-03,9.9069078368875957e-06,5.9634823028108042e-07,2.4205021343809732e-05,6.4642293920144811e-01,3.1080208835039679e-03
34,0.20669061454183088,0.20669061454183071,0.7933093854581691,0.1,0.03633231142594913,2.5,9.9065770532282815e-01,1.1892085822740255e-01,1.5091360302880394e-04,1.0369673077301059e-04,5.4975846098651283e-02,6.2654990042316105e-01,5.7604285367278461e-04,1.2930940538689894e-03,1.7073453166276611e-04,5.9066950358260636e-02,9.9065770532282815e-01,4.3332286485275123e-05,2.3480865052603843e-07,1.9685971442196751e-01,7.6758055608664953e-06,1.8299881298068435e-03,6.4569750027115103e-01,2.1651850724906233e-02,9.0642871899687788e-05,3.4778201029599704e-03,1.3334510070673341e-08,2.9863497681437728e-02,3.6996531188669289e-07,1.2642814887162080e-06,8.5063636366961696e-07,9.0715303812851844e-01,5.6108018231846501e-03,9.9065770532282815e-01,9.4483155957325260e-01,2.8509969976838468e-05,1.9975609840555755e-03,6.0728432136639054e-01,4.0063235002531974e-03,7.7345685807648723e-01,5.4193472294867645e-06,3.2048322321437883e-04,3.0339479932326764e-04,8.0295120203017123e-01,6.6153018779345783e-05,2.4968036537848934e-01,8.2231623829230062e-04,2.8897021206654407e-02,5.4561808152747517e-05,4.3400695309752081e-02,1.1650808361373473e-01,3.8226920037286327e-07,1.5975563899444461e-05,9.9065770532282815e-01,3.4940767819435623e-04,1.2282267869004278e-01
35,0.22327971616821218,0.223279716168212,0.7767202838317878,0.1,0.03928013587110521,2.44,7.6264806308778391e-04,5.3516394956694784e-05,3.6244768956307126e-04,2.7578443400491881e-04,1.3840985287825325e-05,5.9862775730249729e-01,6.3251641265648026e-05,2.3009438615944842e-06,6.1109548235255984e-01,4.7110352330159638e-01,6.8319006652529113e-01,9.0281674973531456e-01,1.1643385551342101e-04,2.8550693034554899e-02,8.8410929035925238e-03,2.0462051255110370e-05,9.4404322957059494e-01,9.9276740276581024e-02,2.0385804831547511e-06,9.9064684138701775e-01,1.6785367799903795e-02,5.7640705480772180e-05,1.4344831272451838e-01,9.6922019343633359e-04,6.2392770743249939e-05,1.4035858492056745e-04,2.0210732376417973e-03,1.9892076469264037e-06,7.9096511746988060e-03,2.7929200551300277e-03,6.2238751502092214e-05,2.7739455237604161e-05,4.3713556182308296e-04,9.9006191686113043e-01,2.7627933051396628e-06,1.4607661154506069e-04,4.7055651897142600e-05,1.7773225031356221e-01,1.0280650481842906e-03,4.4381384798629284e-03,9.9064684138701775e-01,8.0332696580186347e-01,5.9060221961794623e-01,2.1052326682840197e-02,1.6822154043061938e-02,9.8999737670346899e-01,7.1653208397898793e-02,1.0539666937219377e-04,9.9064684138701775e-01,1.0952707090732374e-03
36,0.15453570500821423,0.1545357050082142,0.8454642949917858,0.1,0.03680866009155451,2.36,1.6290075916408184e-09,2.5813225364969164e-04,1.2797227738260917e-05,1.1279904023918595e-04,1.7582534041812742e-03,3.4315743120047941e-06,1.5127746566027295e-01,2.4530482929518956e-05,4.9692017847312159e-01,5.7028756097235322e-01,9.7277183580632802e-03,3.8974471934449199e-06,3.5365789428987347e-05,2.4191186162643405e-01,2.0590651393578228e-05,3.2421248807145961e-02,1.4389652027096403e-04,2.4882055560309879e-05,3.1832067608657733e-01,6.0767638611873014e-05,5.8400707452231355e-05,4.9332431937173021e-01,1.2948011288721394e-04,3.6122014623193893e-01,9.9062682193361529e-01,3.4942474189259783e-05,8.0144142334205546e-06,1.7372318035710277e-03,4.4343237359108614e-06,1.1937304588046545e-02,5.8298092280700147e-04,2.7263222009694797e-04,2.6729018079868646e-03,9.6096541794039398e-07,9.9062682193361529e-01,1.6360195370313739e-03,9.4290761229638715e-03,3.9268161181491793e-04,9.9062682193361529e-01,5.8533259535538070e-06,6.1077348626615047e-01,1.7553234546166801e-06,5.6587017148416753e-06,1.6751656101020502e-03,1.0226890315981978e-03,2.2396461604564876e-03,4.1759042105240018e-01,9.9062682193361529e-01,6.7687040501894066e-05,2.4128017249527903e-02
37,0.14911201850700265,0.14911201850700245,0.8508879814929974,0.1,0.03721081764536962,2.46,1.3632908038868684e-04,3.6019333579895745e-03,1.7230955387121055e-01,1.6947678751622089e-01,1.6061149575053273e-04,2.7553562971059154e-03,3.1067458018880720e-04,7.7076107441967601e-01,1.9915766309993091e-04,2.0535419888044015e-06,7.9852761822209132e-03,8.1819103500090062e-01,2.4814955180310246e-08,2.9899677618460411e-04,9.9065522836427244e-01,7.3593332652692978e-01,1.1074097681977853e-04,9.9065522836427244e-01,2.2815243702658640e-05,1.5886992491818048e-03,2.5783228414817840e-04,4.5851013132291292e-02,4.8429236141247208e-05,3.0474988756627498e-03,3.9786138436082064e-05,7.6570364191672852e-05,2.9120540439370308e-02,2.5783228414817840e-04,9.8472452450105796e-01,5.2626530280287306e-05,5.5431902154560853e-01,9.4260537918096593e-04,5.7876253280519582e-04,4.9285509284344459e-01,6.3556111351659888e-04,5.1181818753620217e-05,1.8668287152714444e-02,3.1494112515307343e-01,1.1396825388185949e-05,4.5025191327614445e-06,3.1297275839334786e-04,3.0329816782735126e-02,4.6211638471495477e-03,1.1741698561612537e-03,3.0415330625659304e-01,3.0214444573689310e-04,8.1765559257207055e-04,1.6302728361758461e-03,5.9120243845136992e-04,2.9126543757542457e-05
38,0.20205628742608958,0.20205628742608933,0.7979437125739104,0.1,0.031243388133933927,2.44,9.8859457846379851e-05,1.4035920042004546e-06,1.3581961914139246e-01,7.0926042507761716e-02,9.9432534919533845e-05,1.9125490430400782e-08,9.9060541050458861e-01,9.9060541050458861e-01,6.9130127181613694e-04,5.2263529476536899e-05,1.3799828162543747e-05,1.4631648831813229e-05,5.8697696614551853e-01,2.7664520539956997e-04,1.6449313837963106e-01,2.3177824108393952e-05,2.2536197558655906e-04,1.1985126746986657e-01,9.9060541050458861e-01,1.4835703669996689e-05,8.2862996197241123e-07,8.3554640383704075e-03,9.9060541050458861e-01,6.9563541498862047e-01,9.9060541050458861e-01,8.4221874781550254e-01,4.3554121313742428e-05,3.6102318299635512e-03,1.5348311968508274e-01,9.1901841496248307e-04,2.7505355937527932e-03,5.2774185395454956e-05,9.3088970438243879e-08,1.4094809487196392e-04,9.9060541050458861e-01,8.0372865550286277e-02,1.3418676673333298e-02,8.7949873446716439e-02,1.3905301016579406e-05,2.2919523566086276e-02,7.2341712778119477e-05,9.0719279882720905e-01,3.3532152818910380e-02,2.8131425206916645e-06,2.2720995522478729e-03,7.3743973158625206e-03,3.2852191870368308e-06,2.1660572759231589e-01,2.1511674955594390e-04,4.4683498067013127e-04
39,0.13323880733632945,0.13323880733632934,0.8667611926636706,0.1,0.030704223750799824,2.38,1.4647483183358222e-04,8.5789733505004868e-06,3.4425534719734007e-04,1.3853243460313545e-03,1.9629107229725802e-06,4.3975567232130627e-04,6.6679874396047137e-04,5.7667403430180131e-01,6.5117752210762619e-04,9.9062061726500406e-01,2.1959240140523761e-02,3.1735584530128637e-03,3.1256106473108229e-06,1.8818001716971920e-05,9.9062061726500406e-01,1.3706161572653910e-04,1.7162482173105530e-02,3.3251384412587851e-04,3.0217167358128839e-05,8.1901065844619236e-01,3.3145479271206191e-04,3.7371225559320431e-01,7.5090956219102129e-04,2.8880062999297729e-02,7.1650977923514700e-02,9.5474321230101897e-02,5.7683041844447086e-02,4.7331052476105995e-01,2.8056552455945195e-04,4.4917926021711003e-05,1.2147773138238041e-01,1.3657450140133039e-02,1.7169455593521851e-03,9.4498261711579112e-01,3.3905920018806818e-03,2.5086821040129984e-05,6.4268397043591385e-02,1.5326821437411047e-04,6.3156375624655792e-01,5.1731684544867762e-04,1.9870405585410551e-08,1.1406049707931050e-01,1.6340216077513187e-01,1.4377152566110679e-06,1.5730058790530896e-02,9.7864516208214151e-05,1.9279119263646725e-05,2.6918011981808893e-02,8.6488793213686059e-04,3.3586682877016272e-02
40,0.15724689590392096,0.15724689590392102,0.8427531040960791,0.1,0.027873494337831213,2.4,5.1451774861521098e-04,3.4841877481302616e-02,5.3226336212104735e-05,5.6748659334443974e-04,5.9659766090792443e-01,3.9456922447325612e-02,1.8195905430262158e-01,1.7821393131418106e-11,9.9062280503263322e-01,3.3101915911330895e-04,2.2384447119639952e-03,7.0244736188726639e-04,6.8210163277380507e-05,5.9079607762655480e-07,4.2023016518057906e-06,4.7163105123749333e-01,3.0046566957982440e-04,1.0176612272282570e-03,1.9596258413961609e-01,8.1940386526789872e-07,3.5452506249346888e-01,8.9237060803111616e-06,1.2311865457875295e-06,9.9062280503263322e-01,1.3599729755809561e-01,1.6840878403957212e-03,5.9192126317912341e-01,5.8855492733991084e-03,2.8033205744957424e-03,8.5367326326676751e-06,4.7095884825857442e-05,3.7271132597848660e-06,7.1410180971223831e-04,7.1290328620893912e-04,8.2777142870337579e-04,7.4028771287354064e-04,4.8631416161625289e-06,9.4171780505174696e-01,9.9062280503263322e-01,5.4935898339676175e-05,4.1659203733560908e-04,3.0713454163763870e-01,1.3592949595589305e-04,4.1549743188868409e-05,6.9030936370459593e-03,2.2645698621968431e-03,2.8105266829012249e-06,9.9062280503263322e-01,1.7265288942217199e-03,1.7320953352804154e-02
