iteration,mean_fidelity,raw_mean_fidelity,loss,step_size,gradient_norm,mean_jump_count,traj_0,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9,traj_10,traj_11,traj_12,traj_13,traj_14,traj_15,traj_16,traj_17,traj_18,traj_19,traj_20,traj_21,traj_22,traj_23,traj_24,traj_25,traj_26,traj_27,traj_28,traj_29,traj_30,traj_31,traj_32,traj_33,traj_34,traj_35,traj_36,traj_37,traj_38,traj_39,traj_40,traj_41,traj_42,traj_43,traj_44,traj_45,traj_46,traj_47,traj_48,traj_49
41,0.8018384888576537,0.8018384888576529,0.19816151114234626,0.1,0.05700141014460834,0.34,9.9103542557540569e-01,9.9103542557540569e-01,9.9103542557540569e-01,5.0630806901524634e-04,9.9103542557540569e-01,3.0274379693779046e-04,9.9103542557540569e-01,3.2085724551237987e-01,9.9103542557540569e-01,9.9103542557540569e-01,9.9103542557540569e-01,3.7057434496681735e-01,3.9159436069095471e-01,9.9103542557540569e-01,4.1005480191940702e-01,9.9103542557540569e-01,9.9103542557540569e-01,9.9103542557540569e-01,9.9103542557540569e-01,9.9103542557540569e-01,1.2888595790564468e-05,6.6438512436621655e-01,9.9103542557540569e-01,9.9103542557540569e-01,9.9103542557540569e-01,9.9103542557540569e-01,6.3620885255830928e-01,3.0441256082902324e-03,9.9103542557540569e-01,9.9103542557540569e-01,9.9103542557540569e-01,9.9103542557540569e-01,9.9103542557540569e-01,4.1627196864497873e-03,8.0625740883992369e-01,8.0661251731031880e-01,9.9103542557540569e-01,9.9103542557540569e-01,9.9103542557540569e-01,9.9103542557540569e-01,9.9103542557540569e-01,9.9103542557540569e-01,7.5680247265510944e-05,9.9103542557540569e-01,9.9103542557540569e-01,9.9103542557540569e-01,9.9103542557540569e-01,9.9103542557540569e-01,9.9103542557540569e-01,9.9103542557540569e-01
42,0.8703864173354415,0.8703864173354426,0.12961358266455847,0.1,0.06478368836045861,0.18,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,1.8276395746214119e-01,3.7286894605633814e-01,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,5.0587171016584498e-01,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,5.7562612030791944e-06,9.9104649541880019e-01,5.6491256790147493e-01,9.9104649541880019e-01,9.9104649541880019e-01,3.6631563248193025e-04,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,5.9379679440628752e-01,9.9104649541880019e-01,9.9104649541880019e-01,1.3119100428452110e-03,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01,6.6451659667265273e-01,9.9104649541880019e-01,9.9104649541880019e-01,9.9104649541880019e-01
43,0.7679980943191894,0.7679980943191902,0.23200190568081058,0.1,0.031073129180143693,0.28,1.5300097126305888e-02,9.9105032516730862e-01,9.9105032516730862e-01,9.9105032516730862e-01,3.7847858549919039e-01,9.9105032516730862e-01,3.9145399441909495e-01,9.9105032516730862e-01,9.9105032516730862e-01,9.9105032516730862e-01,7.0255579800303658e-01,9.9105032516730862e-01,9.9105032516730862e-01,9.9105032516730862e-01,9.9105032516730862e-01,9.9105032516730862e-01,9.9105032516730862e-01,9.9105032516730862e-01,9.9105032516730862e-01,9.9105032516730862e-01,2.5782936059141238e-06,9.9105032516730862e-01,4.0431833288084103e-04,9.9105032516730862e-01,9.9105032516730862e-01,9.9105032516730862e-01,9.9105032516730862e-01,9.9105032516730862e-01,9.9105032516730862e-01,6.3812069162825849e-05,9.9105032516730862e-01,9.9105032516730862e-01,9.9105032516730862e-01,9.9105032516730862e-01,3.4096068368034622e-06,1.9626954518234105e-05,1.7839011595418600e-01,9.9105032516730862e-01,2.7255698547751339e-02,9.9105032516730862e-01,9.9105032516730862e-01,9.9105032516730862e-01,9.9105032516730862e-01,9.9105032516730862e-01,9.9105032516730862e-01,9.9105032516730862e-01,3.7111240355648847e-02,3.4096068368034622e-06,9.9105032516730862e-01,9.9105032516730862e-01
44,0.851691306207065,0.8516913062070635,0.148308693792935,0.1,0.03513343526195147,0.24,9.9105300238052596e-01,9.9105300238052596e-01,7.6017019275332568e-04,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,2.8674859439244284e-04,9.9105300238052596e-01,1.7013904360716012e-02,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,3.8721267127569573e-05,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,3.2458664407389320e-01,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,6.1716005979384270e-01,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,4.5739070344191795e-04,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,3.5571384992482442e-05,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01,9.9105300238052596e-01
45,0.7804078121100245,0.780407812110025,0.21959218788997548,0.1,0.04592012016657275,0.26,9.9105437674366170e-01,9.9105437674366170e-01,9.9105437674366170e-01,9.9105437674366170e-01,8.3441247311318723e-01,9.9105437674366170e-01,9.9105437674366170e-01,9.9105437674366170e-01,9.9105437674366170e-01,4.6401946079862276e-02,1.4074288917683255e-03,1.7825321435741071e-01,9.9105437674366170e-01,9.9105437674366170e-01,9.9105437674366170e-01,3.2161028224731830e-05,9.9105437674366170e-01,9.9105437674366170e-01,9.9105437674366170e-01,9.9105437674366170e-01,9.9105437674366170e-01,9.9105437674366170e-01,9.9105437674366170e-01,5.0779887118426426e-01,3.1755311441215139e-01,9.9105437674366170e-01,6.6237030779609136e-05,9.9105437674366170e-01,9.9105437674366170e-01,9.9105437674366170e-01,9.9105437674366170e-01,9.9105437674366170e-01,9.9105437674366170e-01,9.9105437674366170e-01,1.3938800481753581e-02,9.9105437674366170e-01,9.9105437674366170e-01,9.9105437674366170e-01,9.9105437674366170e-01,9.9105437674366170e-01,9.9105437674366170e-01,9.9105437674366170e-01,9.9105437674366170e-01,9.5713523248248695e-04,2.3765725469780075e-04,3.4096625219824733e-02,9.9105437674366170e-01,4.1622300169933113e-01,9.9105437674366170e-01,9.9105437674366170e-01
46,0.7657511842433141,0.7657511842433157,0.23424881575668588,0.1,0.0570012429202846,0.38,9.9105518658451963e-01,9.8744968116504561e-01,4.1935133599620306e-01,9.9105518658451963e-01,9.9105518658451963e-01,9.9105518658451963e-01,9.6696496201018412e-09,9.9105518658451963e-01,9.9105518658451963e-01,9.9105518658451963e-01,9.9105518658451963e-01,9.9105518658451963e-01,9.9105518658451963e-01,9.9105518658451963e-01,3.7112991077825841e-02,7.0522289947237724e-07,9.9105518658451963e-01,9.9105518658451963e-01,9.9105518658451963e-01,5.9859932867830756e-01,9.9105518658451963e-01,9.9105518658451963e-01,9.9105518658451963e-01,9.9105518658451963e-01,4.5534423846905201e-04,9.9105518658451963e-01,9.9105518658451963e-01,9.9105518658451963e-01,9.9105518658451963e-01,9.9105518658451963e-01,9.8903217012702305e-01,1.1921944776086206e-02,9.9105518658451963e-01,3.7112991077825841e-02,9.8744968116504561e-01,9.9105518658451963e-01,9.9105518658451963e-01,9.9105518658451963e-01,3.2058590074611203e-07,4.9487866632325741e-03,6.6722482469650915e-02,9.9105518658451963e-01,9.9105518658451963e-01,7.2601307068597340e-03,9.9105518658451963e-01,9.9105518658451963e-01,9.9105518658451963e-01,9.9105518658451963e-01,4.4426496467201343e-01,9.9105518658451963e-01
47,0.8524694392736868,0.8524694392736868,0.1475305607263132,0.1,0.033886314233275046,0.24,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,8.0518601524061183e-05,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,8.0844162293762445e-01,9.9105355140200446e-01,4.0751595451564172e-04,9.9105355140200446e-01,9.8903550266311147e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,1.7305904019427401e-08,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,8.0684278390383124e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,2.3353620146779482e-03,8.5704321528036741e-06,3.1146182761945877e-07,3.7417770232899744e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01,9.9105355140200446e-01
48,0.7802968959527178,0.7802968959527177,0.21970310404728222,0.1,0.03872084752562184,0.28,9.9106679268729381e-01,9.9106679268729381e-01,5.1309998738252468e-06,5.1309998738252468e-06,9.9106679268729381e-01,9.9106679268729381e-01,9.9106679268729381e-01,9.9106679268729381e-01,1.8096765162613729e-01,9.9106679268729381e-01,9.9106679268729381e-01,9.9106679268729381e-01,9.9106679268729381e-01,9.9106679268729381e-01,9.9106679268729381e-01,9.9106679268729381e-01,2.4949159429409598e-07,9.9106679268729381e-01,9.9106679268729381e-01,9.9106679268729381e-01,1.2342196487836814e-08,7.4587166925367365e-01,1.6454126215507020e-07,9.4891522036033300e-04,9.9106679268729381e-01,4.2309838310881714e-01,9.9106679268729381e-01,1.2993744050460872e-03,9.9106679268729381e-01,9.9106679268729381e-01,9.9106679268729381e-01,9.9106679268729381e-01,9.9106679268729381e-01,9.9106679268729381e-01,9.9106679268729381e-01,9.9106679268729381e-01,2.1099851461277696e-03,9.9106679268729381e-01,9.9106679268729381e-01,8.3837663002563523e-09,9.9106679268729381e-01,9.9106679268729381e-01,9.9106679268729381e-01,9.9106679268729381e-01,9.9106679268729381e-01,9.9106679268729381e-01,9.9106679268729381e-01,9.9106679268729381e-01,9.9106679268729381e-01,9.9106679268729381e-01
49,0.892646933209015,0.892646933209013,0.107353066790985,0.1,0.04391077777215975,0.22,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,8.0209476033689664e-01,3.8258188613839057e-05,9.9107270044829632e-01,9.9107270044829632e-01,8.0373326662083666e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.4343139046416447e-01,9.4343139046416447e-01,9.9107270044829632e-01,4.4182382930574875e-06,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,1.6735582407073576e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,3.3821107380734494e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01,6.5294914140098093e-05,9.9107296541369483e-01,9.9107270044829632e-01,9.9107270044829632e-01,9.9107270044829632e-01
50,0.8652115578151638,0.8652115578151642,0.1347884421848362,0.0,0.035613294307453955,0.18,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,1.7997335947821363e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,8.0577406932932549e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,1.3410001848885271e-05,8.0892768332442555e-01,1.2383623192329066e-06,9.9107329448532522e-01,2.3704180347365223e-04,9.9107329448532522e-01,8.1357554853355041e-01,9.9107329448532522e-01,1.7089062953484196e-02,9.9107329448532522e-01,9.8140307321588046e-04,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01,9.9107329448532522e-01
