case_id,n_qubits,depth,seed,angle_regime,chi_max,tdvp_sweeps,tebd_error,tdvp_error,tebd_fidelity,tdvp_fidelity,tebd_peak_chi,tdvp_peak_chi,tdvp_peak_chi_over_tebd_peak_chi,tebd_wall_time,tdvp_wall_time,tdvp_time_over_tebd_time,tebd_error_over_tdvp_error,tdvp_error_over_tebd_error,tebd_hit_chi_max,tdvp_hit_chi_max,tdvp_gate_count,tebd_gate_count,outcome
nn_brickwork_n12_d8_s1_medium,12,8,1,medium,32,1,0.00015647852471987716,0.0005772448226523901,0.9997965761079187,0.9966737060958271,32,32,1.0,0.34047799999825656,1.0164377000182867,2.985325630506204,0.2710782645063352,3.688971529388811,True,True,88,88,tebd_wins
nn_brickwork_n12_d8_s1_medium,12,8,1,medium,64,1,2.6546292652510996e-15,0.00034645963709022327,1.0,0.9968460662727465,64,63,0.984375,0.085503600013908,1.2427049000398256,14.533948276302839,7.662160266478009e-12,130511496134.45247,True,False,88,88,tebd_wins
nn_brickwork_n12_d8_s2_small,12,8,2,small,16,1,5.824897301178576e-07,4.556961472556678e-07,0.999999978879316,0.9999999816373158,16,16,1.0,0.08553079998819157,0.9188191000139341,10.74255239212993,1.2782415072538509,0.7823247753457643,True,True,88,88,similar
nn_brickwork_n12_d8_s2_small,12,8,2,small,32,1,6.251799966212833e-08,4.6530484521838316e-07,0.9999999998028803,0.9999999849496107,27,21,0.7777777777777778,0.10621439997339621,0.8248180000227876,7.765594874417987,0.13435922772905262,7.442734056320934,False,False,88,88,tebd_wins
nn_brickwork_n12_d8_s2_small,12,8,2,small,64,1,6.251799966212833e-08,4.6530484521838316e-07,0.9999999998028803,0.9999999849496107,27,21,0.7777777777777778,0.08053590002236888,0.9240408000187017,11.473650878205236,0.13435922772905262,7.442734056320934,False,False,88,88,tebd_wins
nn_brickwork_n12_d8_s2_medium,12,8,2,medium,16,1,0.002333009607598239,0.0018857709518250681,0.9888262711120884,0.9891867444005882,16,16,1.0,0.06000180001137778,0.7483787999954075,12.4726058193837,1.2371648875704278,0.808299693959002,True,True,88,88,similar
nn_brickwork_n12_d8_s2_medium,12,8,2,medium,32,1,0.0008116889340052889,0.0005033534334720269,0.9987960415976813,0.9967212861449758,32,32,1.0,0.1662229000357911,0.9083399000228383,5.464589414739212,1.6125626250454437,0.6201309545865352,True,True,88,88,similar
nn_brickwork_n12_d8_s2_medium,12,8,2,medium,64,1,1.8994065579628717e-15,0.00029452835906947897,0.9999999999999956,0.9972824068716967,64,63,0.984375,0.09884619998047128,1.068836199992802,10.813123824729413,6.448976811481856e-12,155063357991.8577,True,False,88,88,tebd_wins
nn_brickwork_n12_d12_s0_small,12,12,0,small,16,1,1.0350410343154455e-06,9.78700776254677e-06,0.9999996892870516,0.9999974715954555,16,16,1.0,0.10722429997986183,1.6629137999843806,15.508740092466898,0.1057566377209154,9.455671261400465,True,True,132,132,tebd_wins
nn_brickwork_n12_d12_s0_small,12,12,0,small,32,1,1.18565322351072e-07,8.479049380704734e-06,0.9999999992085122,0.9999981551855248,32,32,1.0,0.2694687999901362,1.6521512999897823,6.13114134196708,0.013983327260822897,71.51373784991081,True,True,132,132,tebd_wins
nn_brickwork_n12_d12_s0_small,12,12,0,small,64,1,8.156291982248017e-08,8.493858918467739e-06,0.9999999996982751,0.9999981554429496,42,37,0.8809523809523809,0.19986200000857934,1.3861368999932893,6.935469973950964,0.009602575296505376,104.13873040536592,False,False,132,132,tebd_wins
nn_brickwork_n12_d12_s0_medium,12,12,0,medium,16,1,0.007374661674294425,0.008756672560183875,0.9472848484125553,0.9149956473258707,16,16,1.0,0.1204524000058882,1.633127000008244,13.558276961923633,0.8421762517222147,1.187399903470375,True,True,132,132,similar
nn_brickwork_n12_d12_s0_medium,12,12,0,medium,32,1,0.0016986490339786597,0.003609057549190946,0.9939412938305244,0.9692770827551207,32,32,1.0,0.2756625000038184,2.33179010002641,8.45885856797392,0.47066277298887943,2.1246634690261077,True,True,132,132,tebd_wins
nn_brickwork_n12_d12_s0_medium,12,12,0,medium,64,1,3.9055841616559075e-08,0.0019303547229348721,0.9999999999833427,0.9735816232126483,64,64,1.0,0.1782781999791041,2.713555400026962,15.220904184275007,2.023246875433307e-05,49425.50571273393,True,True,132,132,tebd_wins
nn_brickwork_n12_d12_s1_small,12,12,1,small,16,1,7.9686694488602e-07,7.268663924843412e-06,0.999999857204503,0.9999977956566497,16,16,1.0,0.10192650003591552,1.4249567000078969,13.980237715469375,0.10963045659084956,9.121552815675003,True,True,132,132,tebd_wins
nn_brickwork_n12_d12_s1_small,12,12,1,small,32,1,1.3573998634104117e-07,6.508826170328709e-06,0.9999999995248923,0.9999981521354838,32,32,1.0,0.1381841999827884,1.708474799990654,12.363749257899627,0.020854756724004817,47.95069121324021,True,True,132,132,tebd_wins
nn_brickwork_n12_d12_s1_small,12,12,1,small,64,1,1.3756065890832724e-07,6.510432766132875e-06,0.9999999995837034,0.9999981522285353,41,35,0.8536585365853658,0.2604822000139393,2.154010600002948,8.2693197457933,0.02112926495822439,47.32772304086983,False,False,132,132,tebd_wins
nn_brickwork_n12_d12_s1_medium,12,12,1,medium,16,1,0.006226804074700083,0.00964215124953884,0.9596589919944016,0.9130301927910673,16,16,1.0,0.3453489000094123,1.4115152000449598,4.087214987528524,0.6457899190284839,1.5484911896803595,True,True,132,132,similar
nn_brickwork_n12_d12_s1_medium,12,12,1,medium,32,1,0.0013295389325024439,0.0020333322869502237,0.9957175987422406,0.9631213309117669,32,32,1.0,0.21789019997231662,1.7761690000188537,8.151669970675686,0.6538719426408199,1.5293514445064857,True,True,132,132,similar
nn_brickwork_n12_d12_s1_medium,12,12,1,medium,64,1,1.8090586206918198e-08,0.0015458289649148641,0.999999999997744,0.9655971758010415,64,64,1.0,0.3706735000014305,2.500343099993188,6.7454055927481695,1.1702838164838327e-05,85449.35731953829,True,True,132,132,tebd_wins
nn_brickwork_n12_d12_s2_small,12,12,2,small,16,1,4.021722602484268e-06,8.527183949576882e-06,0.9999996110990824,0.9999990896450146,16,16,1.0,0.13410810002824292,1.5023899999796413,11.202828163721959,0.4716354925923493,2.120281479460949,True,True,132,132,tebd_wins
nn_brickwork_n12_d12_s2_small,12,12,2,small,32,1,1.7124993211681163e-07,7.490057833373679e-06,0.9999999990716821,0.999999623693654,32,32,1.0,0.1438815000001341,1.4369956000009552,9.987354871888435,0.022863632821867954,43.737581328000886,True,True,132,132,tebd_wins
nn_brickwork_n12_d12_s2_small,12,12,2,small,64,1,1.35633289152647e-07,7.467278004810512e-06,0.9999999996288982,0.999999625244335,44,39,0.8863636363636364,0.1343133999616839,1.457918800006155,10.854604234738016,0.01816368549092057,55.05490614775658,False,False,132,132,tebd_wins
nn_brickwork_n12_d12_s2_medium,12,12,2,medium,16,1,0.008323544883157483,0.012103100639429352,0.9141816004033382,0.8801068053859606,16,16,1.0,0.09655340004246682,2.1456467999960296,22.22238470165023,0.6877200422543895,1.454080059557283,True,True,132,132,similar
nn_brickwork_n12_d12_s2_medium,12,12,2,medium,32,1,0.0019634729370280766,0.0028380422707449285,0.9894870363169501,0.9690228512061672,32,32,1.0,0.2978931000106968,2.7162440000101924,9.118183670291984,0.6918406245276625,1.4454196017799994,True,True,132,132,similar
nn_brickwork_n12_d12_s2_medium,12,12,2,medium,64,1,2.181935188083628e-15,0.002479853245698813,0.9999999999999947,0.9764169345093938,64,64,1.0,0.4510372999939136,3.5075364999938756,7.776599629434654,8.798646419372155e-13,1136538454140.2642,True,True,132,132,tebd_wins
nn_brickwork_n16_d4_s0_small,16,4,0,small,16,1,2.1064500840297718e-08,2.2300150677121975e-07,0.9999999999188571,0.9999999976406808,8,6,0.75,0.1049572000047192,0.7881464000092819,7.50921709014574,0.094459006781098,10.586602951663767,False,False,60,60,tebd_wins
nn_brickwork_n16_d4_s0_small,16,4,0,small,32,1,2.1064500840297718e-08,2.2300150677121975e-07,0.9999999999188571,0.9999999976406808,8,6,0.75,0.11091200000373647,0.8104952999856323,7.3075528343040235,0.094459006781098,10.586602951663767,False,False,60,60,tebd_wins
nn_brickwork_n16_d4_s0_small,16,4,0,small,64,1,2.1064500840297718e-08,2.2300150677121975e-07,0.9999999999188571,0.9999999976406808,8,6,0.75,0.03091239999048412,0.5101073999539949,16.501708056023578,0.094459006781098,10.586602951663767,False,False,60,60,tebd_wins
nn_brickwork_n16_d4_s0_medium,16,4,0,medium,16,1,5.559270779858421e-16,8.65443295988431e-13,0.9999999999999989,0.9996957776300949,8,8,1.0,0.10951100004604086,0.5823403000249527,5.317642061346567,0.0006423610657829552,865.4432959884309,False,False,60,60,tebd_wins
nn_brickwork_n16_d4_s0_medium,16,4,0,medium,32,1,5.559270779858421e-16,8.65443295988431e-13,0.9999999999999989,0.9996957776300949,8,8,1.0,0.07081840001046658,0.42170499998610467,5.954737750694438,0.0006423610657829552,865.4432959884309,False,False,60,60,tebd_wins
nn_brickwork_n16_d4_s0_medium,16,4,0,medium,64,1,5.559270779858421e-16,8.65443295988431e-13,0.9999999999999989,0.9996957776300949,8,8,1.0,0.03561329998774454,0.6885392999975011,19.333768570574627,0.0006423610657829552,865.4432959884309,False,False,60,60,tebd_wins
nn_brickwork_n16_d4_s1_small,16,4,1,small,16,1,4.366321259164969e-08,2.7231108726968116e-07,0.9999999998687641,0.9999999986199917,8,8,1.0,0.06953849998535588,0.6329633999848738,9.10234474597769,0.16034313192840424,6.236625092532906,False,False,60,60,tebd_wins
nn_brickwork_n16_d4_s1_small,16,4,1,small,32,1,4.366321259164969e-08,2.7231108726968116e-07,0.9999999998687641,0.9999999986199917,8,8,1.0,0.06507089996011928,0.9416581999976188,14.471264429641257,0.16034313192840424,6.236625092532906,False,False,60,60,tebd_wins
nn_brickwork_n16_d4_s1_small,16,4,1,small,64,1,4.366321259164969e-08,2.7231108726968116e-07,0.9999999998687641,0.9999999986199917,8,8,1.0,0.10148640000261366,1.1738161999965087,11.566241387676362,0.16034313192840424,6.236625092532906,False,False,60,60,tebd_wins
nn_brickwork_n16_d4_s1_medium,16,4,1,medium,16,1,2.9266752697265206e-15,2.745273240234002e-13,1.0,0.9999459904545976,8,8,1.0,0.05732770002214238,0.5790107999928296,10.100017962855498,0.01066077950578448,93.80177119857,False,False,60,60,tebd_wins
nn_brickwork_n16_d4_s1_medium,16,4,1,medium,32,1,2.9266752697265206e-15,2.745273240234002e-13,1.0,0.9999459904545976,8,8,1.0,0.023898999963421375,0.6775761999888346,28.351654923883807,0.01066077950578448,93.80177119857,False,False,60,60,tebd_wins
nn_brickwork_n16_d4_s1_medium,16,4,1,medium,64,1,2.9266752697265206e-15,2.745273240234002e-13,1.0,0.9999459904545976,8,8,1.0,0.10412749997340143,0.4846786000416614,4.6546647155215375,0.01066077950578448,93.80177119857,False,False,60,60,tebd_wins
nn_brickwork_n16_d4_s2_small,16,4,2,small,16,1,3.070938953446107e-08,2.953595585554435e-07,0.999999999895085,1.0,8,6,0.75,0.03302939998684451,0.47913850005716085,14.506424586822648,0.10397289894613805,9.617890913266143,False,False,60,60,tebd_wins
nn_brickwork_n16_d4_s2_small,16,4,2,small,32,1,3.070938953446107e-08,2.953595585554435e-07,0.999999999895085,1.0,8,6,0.75,0.026170100027229637,0.35479800001485273,13.55738035566124,0.10397289894613805,9.617890913266143,False,False,60,60,tebd_wins
nn_brickwork_n16_d4_s2_small,16,4,2,small,64,1,3.070938953446107e-08,2.953595585554435e-07,0.999999999895085,1.0,8,6,0.75,0.06972460000542924,0.6060634999885224,8.692247785449183,0.10397289894613805,9.617890913266143,False,False,60,60,tebd_wins
nn_brickwork_n16_d4_s2_medium,16,4,2,medium,16,1,7.319684976883688e-16,1.751292433571232e-14,1.0,0.9998814961459138,8,8,1.0,0.07361419999506325,0.4639768999768421,6.3028179346913715,0.04179590362277419,17.51292433571232,False,False,60,60,tebd_wins
nn_brickwork_n16_d4_s2_medium,16,4,2,medium,32,1,7.319684976883688e-16,1.751292433571232e-14,1.0,0.9998814961459138,8,8,1.0,0.03256670001428574,0.527793199988082,16.206529975605747,0.04179590362277419,17.51292433571232,False,False,60,60,tebd_wins
nn_brickwork_n16_d4_s2_medium,16,4,2,medium,64,1,7.319684976883688e-16,1.751292433571232e-14,1.0,0.9998814961459138,8,8,1.0,0.12458649999462068,0.6509362999931909,5.224773952404929,0.04179590362277419,17.51292433571232,False,False,60,60,tebd_wins
nn_brickwork_n16_d8_s0_small,16,8,0,small,16,1,1.0156803092314229e-06,7.013797564866183e-07,0.9999999866577225,0.9999998862681251,16,16,1.0,0.16138930001761764,1.6938498999807052,10.49542875392483,1.4481175138547089,0.6905516924093572,True,True,120,120,similar
nn_brickwork_n16_d8_s0_small,16,8,0,small,32,1,1.1775275028401472e-07,5.454544752206578e-07,0.9999999996884825,0.9999998943458622,31,22,0.7096774193548387,0.17582350003067404,1.161228300014045,6.604511341268136,0.21588006998453738,4.632201574103743,False,False,120,120,tebd_wins
nn_brickwork_n16_d8_s0_small,16,8,0,small,64,1,1.1775275028401472e-07,5.454544752206578e-07,0.9999999996884825,0.9999998943458622,31,22,0.7096774193548387,0.15147409995552152,1.2552915000123903,8.287169228145213,0.21588006998453738,4.632201574103743,False,False,120,120,tebd_wins
nn_brickwork_n16_d8_s0_medium,16,8,0,medium,16,1,0.0029466814777420057,0.0025042595709735354,0.9835071587771151,0.9766505963780804,16,16,1.0,0.2586439999868162,1.5600291999871843,6.031569261481818,1.1766677511774382,0.8498575736433206,True,True,120,120,similar
nn_brickwork_n16_d8_s0_medium,16,8,0,medium,32,1,0.0006416971821193646,0.0002290139485845181,0.998999710323232,0.9879589724854704,32,32,1.0,0.338757399993483,2.2096335000242107,6.52276083139946,2.8020004287317235,0.3568878825806006,True,True,120,120,tdvp_wins
nn_brickwork_n16_d8_s0_medium,16,8,0,medium,64,1,4.057623575437739e-05,7.977660654551476e-05,0.9999695344067187,0.988588999142787,64,64,1.0,1.31579059996875,5.414179499959573,4.114772897821401,0.5086232357003996,1.9660918530844351,True,True,120,120,similar
nn_brickwork_n16_d8_s1_small,16,8,1,small,16,1,5.931433475606095e-07,1.2095585039219542e-06,0.9999999786259851,0.9999997635137057,16,16,1.0,0.09890179999638349,0.9118629000149667,9.219881741771237,0.4903800400206864,2.0392347126482058,True,True,120,120,tebd_wins
nn_brickwork_n16_d8_s1_small,16,8,1,small,32,1,1.3001858143700472e-07,4.6689712962393526e-07,0.9999999996553033,0.9999997843493061,31,23,0.7419354838709677,0.08203869999852031,0.9830449000000954,11.982697190689588,0.2784737219132807,3.5910031048150723,False,False,120,120,tebd_wins
nn_brickwork_n16_d8_s1_small,16,8,1,small,64,1,1.3001858143700472e-07,4.6689712962393526e-07,0.9999999996553033,0.9999997843493061,31,23,0.7419354838709677,0.07102339999983087,1.5277703000465408,21.51080207438927,0.2784737219132807,3.5910031048150723,False,False,120,120,tebd_wins
nn_brickwork_n16_d8_s1_medium,16,8,1,medium,16,1,0.002612880978165108,0.0029515264429247692,0.9758495991178898,0.9762020271630678,16,16,1.0,0.11565069999778643,1.3214461999596097,11.426184190713089,0.8852642958454793,1.129606157949634,True,True,120,120,similar
nn_brickwork_n16_d8_s1_medium,16,8,1,medium,32,1,0.0005045070047697142,0.00037394294235472956,0.9985044031203466,0.995308738530497,32,32,1.0,0.25614009995479137,1.4644396000076085,5.717338285829051,1.3491550384473603,0.7412046588439708,True,True,120,120,similar
nn_brickwork_n16_d8_s1_medium,16,8,1,medium,64,1,0.00010441371009376576,8.880576845211893e-05,0.9998993034284904,0.9963780698676474,64,64,1.0,0.3711582000250928,5.3524332999950275,14.420894647169769,1.175753691609145,0.8505182736287163,True,True,120,120,similar
nn_brickwork_n16_d8_s2_small,16,8,2,small,16,1,1.0050882260970488e-06,9.377350833755576e-07,0.9999999737129441,0.9999998495730106,16,16,1.0,0.1306460999767296,1.1600189000018872,8.879093216012627,1.071825341629579,0.9329878303489472,True,True,120,120,similar
nn_brickwork_n16_d8_s2_small,16,8,2,small,32,1,7.111325642386628e-08,2.235921851870083e-07,0.9999999997001612,0.9999998825420137,30,22,0.7333333333333333,0.11057449999498203,1.1365350999985822,10.278455702265523,0.31804893522726874,3.144170249415953,False,False,120,120,tebd_wins
nn_brickwork_n16_d8_s2_small,16,8,2,small,64,1,7.111325642386628e-08,2.235921851870083e-07,0.9999999997001612,0.9999998825420137,30,22,0.7333333333333333,0.15643370000179857,1.1211541999946348,7.1669608273776335,0.31804893522726874,3.144170249415953,False,False,120,120,tebd_wins
nn_brickwork_n16_d8_s2_medium,16,8,2,medium,16,1,0.0026116326468616532,0.003407493945256758,0.980288348495747,0.9803791270861365,16,16,1.0,0.07026480004424229,1.0962766000302508,15.60207385974171,0.7664379420239481,1.3047370767674678,True,True,120,120,similar
nn_brickwork_n16_d8_s2_medium,16,8,2,medium,32,1,0.00042720910466740393,0.00035589214280392457,0.9985170774158286,0.9945377307996158,32,32,1.0,0.2149222000152804,1.4751329999999143,6.863567374124387,1.2003892564235978,0.8330631040295784,True,True,120,120,similar
nn_brickwork_n16_d8_s2_medium,16,8,2,medium,64,1,0.00011410350320627709,3.269300629620162e-05,0.9998826765733371,0.9955364916406929,64,64,1.0,0.7102082999772392,3.1232916999724694,4.397712192426595,3.4901502227261987,0.2865206183643545,True,True,120,120,tdvp_wins
nn_brickwork_n16_d12_s0_small,16,12,0,small,16,1,5.182849041408786e-06,7.303921651227392e-06,0.9999988679930716,0.9999966967966734,16,16,1.0,0.2682230999926105,3.469853900023736,12.936446935850528,0.7095981157653616,1.4092483869146348,True,True,180,180,similar
nn_brickwork_n16_d12_s0_small,16,12,0,small,32,1,2.135899370335302e-07,6.548897685286293e-07,0.9999999904611587,0.9999985584518095,32,32,1.0,0.44182700000237674,5.296908399963286,11.988648045354385,0.32614639485575175,3.0661077840283366,True,True,180,180,tebd_wins
nn_brickwork_n16_d12_s0_small,16,12,0,small,64,1,7.879120123891367e-08,6.134992574994222e-07,0.9999999994061652,0.9999985667039046,64,60,0.9375,3.0883413999690674,7.193332200055011,2.3291894478139814,0.12842917130830903,7.786392996334025,True,False,180,180,tebd_wins
nn_brickwork_n16_d12_s0_medium,16,12,0,medium,16,1,0.022871299278973526,0.025050508934041527,0.8495546431636067,0.8064241457370754,16,16,1.0,0.3707686999696307,4.141712600016035,11.170610141458216,0.9130073699977154,1.0952814104912454,True,True,180,180,similar
nn_brickwork_n16_d12_s0_medium,16,12,0,medium,32,1,0.0052093863439190684,0.005824088811268664,0.954632104902565,0.917337616551441,32,32,1.0,0.6412530000088736,4.707707100023981,7.34141922136635,0.8944551693373483,1.1179990169220486,True,True,180,180,similar
nn_brickwork_n16_d12_s0_medium,16,12,0,medium,64,1,0.0010335317015642232,0.0014573517785210423,0.9933259383527532,0.9610313426502718,64,64,1.0,2.1491914999787696,10.586575499968603,4.9258409499912785,0.7091847807761813,1.410069740788191,True,True,180,180,similar
nn_brickwork_n16_d12_s1_small,16,12,1,small,16,1,2.8977457249485423e-06,3.470562604150444e-06,0.9999993044515415,0.9999989317389975,16,16,1.0,0.2644561000051908,3.5848148000077344,13.555424888809034,0.8349498497687752,1.1976767230713707,True,True,180,180,similar
nn_brickwork_n16_d12_s1_small,16,12,1,small,32,1,1.602632351587964e-07,2.408227118797624e-07,0.9999999924668113,0.999999718218669,32,32,1.0,0.3983996999450028,2.4914413999649696,6.253622681716129,0.6654822292625473,1.502669727346661,True,True,180,180,similar
nn_brickwork_n16_d12_s1_small,16,12,1,small,64,1,1.4919435106097087e-07,1.3591122974400017e-07,0.9999999995300564,0.9999997228861458,64,54,0.84375,1.4193708000238985,3.7166399999987334,2.6185123717749827,1.0977338027327876,0.9109676658498798,True,False,180,180,similar
nn_brickwork_n16_d12_s1_medium,16,12,1,medium,16,1,0.010396300723721079,0.014189425478185339,0.876700299145319,0.8381218551166338,16,16,1.0,0.23581610003020614,3.02164890000131,12.813581853038283,0.7326794689259429,1.3648533122757354,True,True,180,180,similar
nn_brickwork_n16_d12_s1_medium,16,12,1,medium,32,1,0.0016939750108430375,0.0036204792881537177,0.9650243046631793,0.9412323986354919,32,32,1.0,0.5328450999804772,4.398214399989229,8.254208212012035,0.46788694977092077,2.1372684159915205,True,True,180,180,tebd_wins
nn_brickwork_n16_d12_s1_medium,16,12,1,medium,64,1,0.0005824240578581829,0.0008337605714643405,0.9974007424680915,0.9736404566075182,64,64,1.0,1.3022113000042737,10.141567500017118,7.787958451891667,0.6985507324186208,1.4315352537641168,True,True,180,180,similar
nn_brickwork_n16_d12_s2_small,16,12,2,small,16,1,3.785749683984576e-06,3.470495932209591e-06,0.9999991436660388,0.9999965311923215,16,16,1.0,0.26498920004814863,3.0522585000144318,11.518426031928227,1.0908382426987229,0.9167262027099545,True,True,180,180,similar
nn_brickwork_n16_d12_s2_small,16,12,2,small,32,1,2.7671347818333135e-07,3.693566129889406e-07,0.9999999925080956,0.9999979572886839,32,32,1.0,0.37652109999908134,2.361228400026448,6.271171522743902,0.7491769971142138,1.3347980568703282,True,True,180,180,similar
nn_brickwork_n16_d12_s2_small,16,12,2,small,64,1,1.227703337336951e-07,1.8106118991396044e-07,0.999999999301755,0.9999979710254745,64,55,0.859375,1.095629400049802,3.767996500013396,3.439115908939758,0.6780599077694953,1.4747959413933487,True,False,180,180,similar
nn_brickwork_n16_d12_s2_medium,16,12,2,medium,16,1,0.013701994100673165,0.01304982001787373,0.8530671758537492,0.8011393136020729,16,16,1.0,0.4359389999881387,2.0027796999784186,4.594174184995863,1.0499757147536273,0.952402980324784,True,True,180,180,similar
nn_brickwork_n16_d12_s2_medium,16,12,2,medium,32,1,0.0036998011938228228,0.005111317973579387,0.9529238050116988,0.9027950280052994,32,32,1.0,1.1466240999870934,3.3573278000112623,2.9280108450965345,0.7238448503785614,1.3815115207036606,True,True,180,180,similar
nn_brickwork_n16_d12_s2_medium,16,12,2,medium,64,1,0.001231601167853675,0.0014221793965484507,0.9941582212043475,0.9427651359100143,64,64,1.0,3.819210799993016,15.0495893000043,3.9404971571697014,0.8659956478364838,1.1547402143397594,True,True,180,180,similar
