chi_max,tdvp_substeps,config_hash,cache_key,trotter_step,time,infidelity,state_norm,peak_max_bond,peak_param_count,param_count,cumulative_runtime_s,step_runtime_s,discarded_weight_step,failed,failure_message,krylov_failed,pairwise_infidelity_vs_2n,D_n
16.0,2.0,60c5f6e09b155e7b,chi16_n2_60c5f6e09b155e7b,6.0,0.6000000000000001,0.0008496750333423231,0.9999999999999992,16.0,4776.0,4776.0,1.7225198037922382,0.34865420300047845,0.0001362519544891629,0.0,,0.0,0.00017493464986151341,1.8015936124049503e-05
16.0,2.0,60c5f6e09b155e7b,chi16_n2_60c5f6e09b155e7b,7.0,0.7000000000000001,0.001555389127713469,1.0000000000000033,16.0,4776.0,4776.0,2.077835976961069,0.35909643198829144,0.00026834801944963387,0.0,,0.0,0.00030603048314303827,6.812327136018759e-05
16.0,2.0,60c5f6e09b155e7b,chi16_n2_60c5f6e09b155e7b,8.0,0.8,0.0029832697548166642,1.0000000000000009,16.0,4776.0,4776.0,2.433639108319767,0.3596398860681802,0.0005845254977850803,0.0,,0.0,0.0006044351143857929,0.00016425634750727447
16.0,2.0,60c5f6e09b155e7b,chi16_n2_60c5f6e09b155e7b,9.0,0.9,0.006099342800739316,0.9999999999999996,16.0,4776.0,4776.0,2.8038794259773567,0.374096279963851,0.0014613922858010345,0.0,,0.0,0.001265697218784112,0.0005239507730006032
16.0,2.0,60c5f6e09b155e7b,chi16_n2_60c5f6e09b155e7b,10.0,1.0,0.013049022266561239,1.000000000000004,16.0,4776.0,4776.0,3.184068989707157,0.3843022449873388,0.002904187444097558,0.0,,0.0,0.0028626419544334203,0.0016065550174514387
16.0,2.0,60c5f6e09b155e7b,chi16_n2_60c5f6e09b155e7b,11.0,1.1,0.025648828213407304,1.0000000000000002,16.0,4776.0,4776.0,3.56135246634949,0.3811762019759044,0.00456085303128758,0.0,,0.0,0.00589233009542578,0.0030971873046379272
16.0,2.0,60c5f6e09b155e7b,chi16_n2_60c5f6e09b155e7b,12.0,1.2000000000000002,0.04402842875058499,0.9999999999999968,16.0,4776.0,4776.0,3.957645265501924,0.40021351794712245,0.006080798119915555,0.0,,0.0,0.010888905707289953,0.0055519239265697795
16.0,2.0,60c5f6e09b155e7b,chi16_n2_60c5f6e09b155e7b,13.0,1.3,0.06676213041803192,0.9999999999999997,16.0,4776.0,4776.0,4.355316643719561,0.4015900009544566,0.007298642637928152,0.0,,0.0,0.017603266650378924,0.008591210719673725
16.0,2.0,60c5f6e09b155e7b,chi16_n2_60c5f6e09b155e7b,14.0,1.4000000000000001,0.09311073428156735,0.999999999999999,16.0,4776.0,4776.0,4.737173822708428,0.3857893340755254,0.00805779752126235,0.0,,0.0,0.025988300477168158,0.010448818848906583
16.0,2.0,60c5f6e09b155e7b,chi16_n2_60c5f6e09b155e7b,15.0,1.5,0.12129448686106648,1.0000000000000007,16.0,4776.0,4776.0,5.117482698406093,0.38424171798396856,0.008233777361233829,0.0,,0.0,0.03573207827610758,0.008982022115254895
16.0,4.0,60c5f6e09b155e7b,chi16_n4_60c5f6e09b155e7b,0.0,0.0,0.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
16.0,4.0,60c5f6e09b155e7b,chi16_n4_60c5f6e09b155e7b,1.0,0.1,1.945588512552998e-05,1.0000000000000016,7.0,264.0,264.0,0.2964182161958888,0.3000752419466153,1.3030109449363808e-13,0.0,,0.0,4.408844778147625e-08,4.401234487971806e-08
16.0,4.0,60c5f6e09b155e7b,chi16_n4_60c5f6e09b155e7b,2.0,0.2,0.00029145955080966957,0.999999999999145,11.0,1366.0,1366.0,0.6880479351384565,0.395325348014012,1.5285515265651092e-12,0.0,,0.0,1.8634393872396515e-07,2.5854725871354844e-06
16.0,4.0,60c5f6e09b155e7b,chi16_n4_60c5f6e09b155e7b,3.0,0.30000000000000004,0.0004294433413239984,0.9999999994958672,16.0,4728.0,4680.0,1.2208812484750524,0.5369526039576158,6.814422276587761e-07,0.0,,0.0,1.498618878659208e-05,0.00012345656272472194
16.0,4.0,60c5f6e09b155e7b,chi16_n4_60c5f6e09b155e7b,4.0,0.4,0.0004620379114853579,0.9999999886436015,16.0,4776.0,4776.0,1.8249835558235645,0.6081691150320694,8.694194383763445e-05,0.0,,0.0,4.8039097269358955e-05,9.656393141532771e-05
16.0,4.0,60c5f6e09b155e7b,chi16_n4_60c5f6e09b155e7b,5.0,0.5,0.0005667243896423368,0.999999949827141,16.0,4776.0,4776.0,2.441864676657133,0.6208500110078603,8.464837876320406e-05,0.0,,0.0,0.00035656663175898107,0.00021014887733539211
16.0,4.0,60c5f6e09b155e7b,chi16_n4_60c5f6e09b155e7b,6.0,0.6000000000000001,0.0008676909694663726,0.9999998011515487,16.0,4776.0,4776.0,3.0682874092599377,0.6304052739869803,0.00011874129614780041,0.0,,0.0,0.0010115283791766183,0.000507011499385257
16.0,4.0,60c5f6e09b155e7b,chi16_n4_60c5f6e09b155e7b,7.0,0.7000000000000001,0.0014872658563532815,1.0000000000000004,16.0,4776.0,4776.0,3.710887854336761,0.6466490490129218,0.0002442788507643489,0.0,,0.0,0.0017941966941021903,0.0010025840699495747
16.0,4.0,60c5f6e09b155e7b,chi16_n4_60c5f6e09b155e7b,8.0,0.8,0.0028190134073093898,1.0000000000000002,16.0,4776.0,4776.0,4.3449084906606,0.6379780049901456,0.0005442127367743282,0.0,,0.0,0.0024915152406581598,0.0013534338584189065
16.0,4.0,60c5f6e09b155e7b,chi16_n4_60c5f6e09b155e7b,9.0,0.9,0.0055753920277387126,0.9999999999999989,16.0,4776.0,4776.0,4.9908210025168955,0.6498472350649536,0.0012094542169915688,0.0,,0.0,0.003736849672346554,0.0016601154029329823
16.0,4.0,60c5f6e09b155e7b,chi16_n4_60c5f6e09b155e7b,10.0,1.0,0.0114424672491098,0.9999999999999976,16.0,4776.0,4776.0,5.65763990895357,0.6712678329786286,0.0026558622755273836,0.0,,0.0,0.005896959996001816,0.001583438124066694
16.0,4.0,60c5f6e09b155e7b,chi16_n4_60c5f6e09b155e7b,11.0,1.1,0.022551640908769377,0.9999999999999994,16.0,4776.0,4776.0,6.310142459347844,0.656479477067478,0.00448273336382819,0.0,,0.0,0.009952070054985107,0.001223055455316202
16.0,4.0,60c5f6e09b155e7b,chi16_n4_60c5f6e09b155e7b,12.0,1.2000000000000002,0.03847650482401521,0.9999999999999982,16.0,4776.0,4776.0,6.965476676821709,0.6592660829192027,0.005968030189311281,0.0,,0.0,0.015837262376141692,0.0007192996247666894
16.0,4.0,60c5f6e09b155e7b,chi16_n4_60c5f6e09b155e7b,13.0,1.3,0.05817091969835819,0.9999999999999998,16.0,4776.0,4776.0,7.622756193974055,0.6611835910007358,0.007068974923415592,0.0,,0.0,0.02298137030728642,0.00039888861986059343
16.0,4.0,60c5f6e09b155e7b,chi16_n4_60c5f6e09b155e7b,14.0,1.4000000000000001,0.08266191543266077,1.0,16.0,4776.0,4776.0,8.286412536166608,0.6675943220034242,0.00784305147677608,0.0,,0.0,0.03164134027058252,0.003268063979406377
16.0,4.0,60c5f6e09b155e7b,chi16_n4_60c5f6e09b155e7b,15.0,1.5,0.11231246474581158,1.0000000000000016,16.0,4776.0,4776.0,8.957610773621127,0.6752539299195632,0.008185754555644,0.0,,0.0,0.04177784233146831,0.007365320213593707
16.0,8.0,60c5f6e09b155e7b,chi16_n8_60c5f6e09b155e7b,0.0,0.0,0.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
16.0,8.0,60c5f6e09b155e7b,chi16_n8_60c5f6e09b155e7b,1.0,0.1,1.9411872780650263e-05,0.9999999999985685,4.0,204.0,204.0,0.5713811441091821,0.5753026800230145,2.7745074350678444e-12,0.0,,0.0,1.7985612998927536e-12,5.395239810468411e-12
16.0,8.0,60c5f6e09b155e7b,chi16_n8_60c5f6e09b155e7b,2.0,0.2,0.0002888740782225341,0.999999999997617,11.0,1290.0,1290.0,1.3175369962118566,0.750120053999126,2.1719562793048154e-12,0.0,,0.0,2.308379655979742e-06,1.2410151648212242e-05
16.0,8.0,60c5f6e09b155e7b,chi16_n8_60c5f6e09b155e7b,3.0,0.30000000000000004,0.0005528999040487204,0.9999999999849312,16.0,4680.0,4680.0,2.292906934279017,0.9796589630423114,1.0307783089513667e-07,0.0,,0.0,5.209403271533297e-06,8.350711626781138e-05
16.0,8.0,60c5f6e09b155e7b,chi16_n8_60c5f6e09b155e7b,4.0,0.4,0.0005586018429006856,0.9999999973068591,16.0,4776.0,4776.0,3.3713855406967923,1.0825979920336977,9.493044148465812e-05,0.0,,0.0,2.3387127826346443e-05,8.862598991477011e-05
16.0,8.0,60c5f6e09b155e7b,chi16_n8_60c5f6e09b155e7b,5.0,0.5,0.000776873266977729,0.9999999797875048,16.0,4776.0,4776.0,4.488406085409224,1.1212006689747795,0.00014946517247350018,0.0,,0.0,0.00028129780961161366,5.5889398443809135e-05
16.0,8.0,60c5f6e09b155e7b,chi16_n8_60c5f6e09b155e7b,6.0,0.6000000000000001,0.0013747024688516296,0.9999999038030634,16.0,4776.0,4776.0,5.645630249986425,1.1613809569971636,0.00022147490487076207,0.0,,0.0,0.0009114115118220578,7.719808855510824e-05
16.0,8.0,60c5f6e09b155e7b,chi16_n8_60c5f6e09b155e7b,7.0,0.7000000000000001,0.002489849926302856,0.9999999999999982,16.0,4776.0,4776.0,6.824803228955716,1.1831507009919733,0.00032371124356834146,0.0,,0.0,0.0020366008736898422,0.00042993139948799275
16.0,8.0,60c5f6e09b155e7b,chi16_n8_60c5f6e09b155e7b,8.0,0.8,0.004172447265728296,0.9999999999999988,16.0,4776.0,4776.0,8.03198572283145,1.2112188959727064,0.0005619798993768949,0.0,,0.0,0.0031722659071122816,0.0007524993312363337
16.0,8.0,60c5f6e09b155e7b,chi16_n8_60c5f6e09b155e7b,9.0,0.9,0.007235507430671695,1.0000000000000009,16.0,4776.0,4776.0,9.25703259871807,1.229218817083165,0.00115323669235212,0.0,,0.0,0.004554773678085655,0.0010785805568941376
16.0,8.0,60c5f6e09b155e7b,chi16_n8_60c5f6e09b155e7b,10.0,1.0,0.013025905373176494,1.0000000000000002,16.0,4776.0,4776.0,10.48509278637357,1.23243441991508,0.0022588363174026044,0.0,,0.0,0.00715464158453083,0.002033900920717424
16.0,8.0,60c5f6e09b155e7b,chi16_n8_60c5f6e09b155e7b,11.0,1.1,0.02377469636408558,1.0000000000000007,16.0,4776.0,4776.0,11.720331195974723,1.2393115781014785,0.0038991174469854926,0.0,,0.0,0.01235670357611418,0.004529581867876886
16.0,8.0,60c5f6e09b155e7b,chi16_n8_60c5f6e09b155e7b,12.0,1.2000000000000002,0.0391958044487819,1.0000000000000022,16.0,4776.0,4776.0,12.954828862682916,1.238515030941926,0.005460705346613478,0.0,,0.0,0.01890299188468847,0.007660831582076311
16.0,8.0,60c5f6e09b155e7b,chi16_n8_60c5f6e09b155e7b,13.0,1.3,0.0577720310784976,0.9999999999999987,16.0,4776.0,4776.0,14.188214906840585,1.237459373078309,0.0066322621345984364,0.0,,0.0,0.026261354238044543,0.009701592341318399
16.0,8.0,60c5f6e09b155e7b,chi16_n8_60c5f6e09b155e7b,14.0,1.4000000000000001,0.0793938514532544,1.0000000000000029,16.0,4776.0,4776.0,15.427970490651205,1.243765335995704,0.007515193074758108,0.0,,0.0,0.03494091964172641,0.009109132506707973
16.0,8.0,60c5f6e09b155e7b,chi16_n8_60c5f6e09b155e7b,15.0,1.5,0.10494714453221787,0.9999999999999997,16.0,4776.0,4776.0,16.65951205859892,1.235655602067709,0.00798977856105945,0.0,,0.0,0.04625425528340632,0.009259176641756128
16.0,16.0,60c5f6e09b155e7b,chi16_n16_60c5f6e09b155e7b,0.0,0.0,0.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,,0.0,,
16.0,16.0,60c5f6e09b155e7b,chi16_n16_60c5f6e09b155e7b,1.0,0.1,1.9411867385410453e-05,0.9999999999997233,4.0,204.0,204.0,1.1305408710613847,1.1351448609493673,1.4020027755533387e-12,0.0,,0.0,,
16.0,16.0,60c5f6e09b155e7b,chi16_n16_60c5f6e09b155e7b,2.0,0.2,0.0003012842298707463,0.9999999999984028,10.0,1102.0,1102.0,2.5477638482116163,1.4211540539981797,3.4706159564515666e-12,0.0,,0.0,,
16.0,16.0,60c5f6e09b155e7b,chi16_n16_60c5f6e09b155e7b,3.0,0.30000000000000004,0.0006364070203165317,0.9999999999883616,16.0,4336.0,4336.0,4.359178218874149,1.8159363969461992,7.218908852141567e-08,0.0,,0.0,,
16.0,16.0,60c5f6e09b155e7b,chi16_n16_60c5f6e09b155e7b,4.0,0.4,0.0006472278328154557,0.9999999992809891,16.0,4776.0,4776.0,6.458596515469253,2.104072622023523,7.291086246456939e-05,0.0,,0.0,,
16.0,16.0,60c5f6e09b155e7b,chi16_n16_60c5f6e09b155e7b,5.0,0.5,0.0008327626654215381,0.9999999924227799,16.0,4776.0,4776.0,8.530840053921565,2.07674051693175,0.00012055305353389861,0.0,,0.0,,
16.0,16.0,60c5f6e09b155e7b,chi16_n16_60c5f6e09b155e7b,6.0,0.6000000000000001,0.0012975043802965214,0.999999950721535,16.0,4776.0,4776.0,10.644143243203871,2.117505438043736,0.00014554728814403334,0.0,,0.0,,
16.0,16.0,60c5f6e09b155e7b,chi16_n16_60c5f6e09b155e7b,7.0,0.7000000000000001,0.0020599185268148634,0.9999997548497938,16.0,4776.0,4776.0,12.95094717363827,2.3111209649359807,0.00025642951144253743,0.0,,0.0,,
16.0,16.0,60c5f6e09b155e7b,chi16_n16_60c5f6e09b155e7b,8.0,0.8,0.0034199479344919625,1.0000000000000013,16.0,4776.0,4776.0,15.099020430236124,2.1523822559975088,0.000546268739762836,0.0,,0.0,,
16.0,16.0,60c5f6e09b155e7b,chi16_n16_60c5f6e09b155e7b,9.0,0.9,0.006156926873777557,1.0000000000000002,16.0,4776.0,4776.0,17.22297076624818,2.127943638013676,0.0012125413463168887,0.0,,0.0,,
16.0,16.0,60c5f6e09b155e7b,chi16_n16_60c5f6e09b155e7b,10.0,1.0,0.01099200445245907,0.9999999999999989,16.0,4776.0,4776.0,19.432990130619146,2.214703428093344,0.00236804710032902,0.0,,0.0,,
16.0,16.0,60c5f6e09b155e7b,chi16_n16_60c5f6e09b155e7b,11.0,1.1,0.019245114496208693,1.0000000000000018,16.0,4776.0,4776.0,21.734109589713626,2.3059422709047794,0.003741166758882508,0.0,,0.0,,
16.0,16.0,60c5f6e09b155e7b,chi16_n16_60c5f6e09b155e7b,12.0,1.2000000000000002,0.03153497286670559,1.0000000000000042,16.0,4776.0,4776.0,24.252608415321447,2.523413975024596,0.004845078257059349,0.0,,0.0,,
16.0,16.0,60c5f6e09b155e7b,chi16_n16_60c5f6e09b155e7b,13.0,1.3,0.0480704387371792,1.0000000000000009,16.0,4776.0,4776.0,26.725716766319238,2.477802473003976,0.006069132349506501,0.0,,0.0,,
16.0,16.0,60c5f6e09b155e7b,chi16_n16_60c5f6e09b155e7b,14.0,1.4000000000000001,0.07028471894654642,1.0000000000000013,16.0,4776.0,4776.0,29.1041450049961,2.3828897890634835,0.007148335970930837,0.0,,0.0,,
16.0,16.0,60c5f6e09b155e7b,chi16_n16_60c5f6e09b155e7b,15.0,1.5,0.09568796789046174,1.0000000000000016,16.0,4776.0,4776.0,31.523812471539713,2.4240841650171205,0.007482237659159664,0.0,,0.0,,
32.0,1.0,60c5f6e09b155e7b,chi32_n1_60c5f6e09b155e7b,0.0,0.0,0.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
32.0,1.0,60c5f6e09b155e7b,chi32_n1_60c5f6e09b155e7b,1.0,0.1,1.95493735190011e-05,0.9999999999999544,6.0,248.0,248.0,0.10019231005571783,0.10340183402877301,8.382722745788846e-14,0.0,,0.0,1.3703606693837855e-08,4.105567164014445e-08
32.0,1.0,60c5f6e09b155e7b,chi32_n1_60c5f6e09b155e7b,2.0,0.2,0.00024154870997195044,0.9999999999995907,14.0,2204.0,2204.0,0.23039346502628177,0.13353404100053012,1.093144334743638e-12,0.0,,0.0,1.4603999437090565e-05,5.3611266552233694e-05
32.0,1.0,60c5f6e09b155e7b,chi32_n1_60c5f6e09b155e7b,3.0,0.30000000000000004,0.0003706901020489317,0.9999999986021775,30.0,10090.0,8140.0,0.47328325791750103,0.24712926801294088,6.067794595103581e-12,0.0,,0.0,5.312387994771406e-05,7.667958733459379e-05
32.0,1.0,60c5f6e09b155e7b,chi32_n1_60c5f6e09b155e7b,4.0,0.4,0.0003707165735487017,0.9999999998203747,32.0,14248.0,14248.0,1.1346190619515255,0.6656922900583595,8.362352907696284e-07,0.0,,0.0,5.318045881019806e-05,7.662477851977378e-05
32.0,1.0,60c5f6e09b155e7b,chi32_n1_60c5f6e09b155e7b,5.0,0.5,0.00037359662184877074,0.9999999827093393,32.0,15016.0,15016.0,2.410128094954416,1.2800361509434879,0.00016013160569352316,0.0,,0.0,6.350153741307984e-05,7.468909217922537e-05
32.0,1.0,60c5f6e09b155e7b,chi32_n1_60c5f6e09b155e7b,6.0,0.6000000000000001,0.00040543138655935174,0.9999999307840292,32.0,15016.0,15016.0,3.7301453966647387,1.3246282399632037,0.00018356552103340493,0.0,,0.0,0.00011211093003093975,7.188437243965673e-05
32.0,1.0,60c5f6e09b155e7b,chi32_n1_60c5f6e09b155e7b,7.0,0.7000000000000001,0.0004840289211101023,0.9999997513915986,32.0,15016.0,15016.0,5.051330437301658,1.325672234990634,0.00020538060732801583,0.0,,0.0,0.00023259831345401327,7.002302067038446e-05
32.0,1.0,60c5f6e09b155e7b,chi32_n1_60c5f6e09b155e7b,8.0,0.8,0.0006380338772493666,0.9999999999999992,32.0,15016.0,15016.0,6.359461584826931,1.3126980640226975,0.0002678252885174285,0.0,,0.0,0.00042360338256020036,8.880694056412342e-05
32.0,1.0,60c5f6e09b155e7b,chi32_n1_60c5f6e09b155e7b,9.0,0.9,0.0009637382936906747,0.9999999999999971,32.0,15016.0,15016.0,7.705753783811815,1.3508418969577178,0.000396409970716534,0.0,,0.0,0.0007530368949993926,0.00012758941186885586
32.0,1.0,60c5f6e09b155e7b,chi32_n1_60c5f6e09b155e7b,10.0,1.0,0.001771088982275626,0.9999999999999979,32.0,15016.0,15016.0,9.035300828050822,1.3343074439326301,0.0006065362229507715,0.0,,0.0,0.0013932723055664065,5.011371951124666e-05
32.0,1.0,60c5f6e09b155e7b,chi32_n1_60c5f6e09b155e7b,11.0,1.1,0.003438081473176813,1.0000000000000002,32.0,15016.0,15016.0,10.3424250400858,1.3117062520468608,0.0012265956034837168,0.0,,0.0,0.002435685823426681,0.0003098006399639974
32.0,1.0,60c5f6e09b155e7b,chi32_n1_60c5f6e09b155e7b,12.0,1.2000000000000002,0.006826257627431276,0.9999999999999987,32.0,15016.0,15016.0,11.665466720005497,1.3274821339873597,0.00212660918722499,0.0,,0.0,0.004426311507051639,0.0013171774376641299
32.0,1.0,60c5f6e09b155e7b,chi32_n1_60c5f6e09b155e7b,13.0,1.3,0.013015151948579162,0.9999999999999999,32.0,15016.0,15016.0,12.994412507512607,1.3334697230020538,0.0028573533464971977,0.0,,0.0,0.007721228854464468,0.003054630955258819
32.0,1.0,60c5f6e09b155e7b,chi32_n1_60c5f6e09b155e7b,14.0,1.4000000000000001,0.022429341760990207,0.9999999999999973,32.0,15016.0,15016.0,14.348135619307868,1.3582985559478402,0.003486833833873365,0.0,,0.0,0.0122074791565836,0.004887484535426534
32.0,1.0,60c5f6e09b155e7b,chi32_n1_60c5f6e09b155e7b,15.0,1.5,0.03442398050940465,0.9999999999999987,32.0,15016.0,15016.0,15.650137110962532,1.3066958859562874,0.00402597886230401,0.0,,0.0,0.017856332268647024,0.006184819930308394
32.0,2.0,60c5f6e09b155e7b,chi32_n2_60c5f6e09b155e7b,0.0,0.0,0.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
32.0,2.0,60c5f6e09b155e7b,chi32_n2_60c5f6e09b155e7b,1.0,0.1,1.9508317847360956e-05,0.9999999999999858,7.0,264.0,264.0,0.1644239299930632,0.16788871004246175,1.7264563646089748e-18,0.0,,0.0,1.747912248273309e-08,5.2432721830975026e-08
32.0,2.0,60c5f6e09b155e7b,chi32_n2_60c5f6e09b155e7b,2.0,0.2,0.00029515997652418413,0.9999999999992092,13.0,1488.0,1488.0,0.37986624834593385,0.21886124298907816,1.6495566627329093e-12,0.0,,0.0,5.314198656680702e-07,3.700425714514566e-06
32.0,2.0,60c5f6e09b155e7b,chi32_n2_60c5f6e09b155e7b,3.0,0.30000000000000004,0.0004473696893835255,0.999999999973337,26.0,8064.0,6514.0,0.7066193893551826,0.3308427259325981,6.302239914927721e-12,0.0,,0.0,5.182235221168341e-06,1.7848946740284255e-05
32.0,2.0,60c5f6e09b155e7b,chi32_n2_60c5f6e09b155e7b,4.0,0.4,0.0004473413520684755,0.9999999999982913,32.0,13608.0,13124.0,1.3687100821407512,0.6663310589501634,3.0552319161808684e-08,0.0,,0.0,5.239759492514651e-06,1.727478546054151e-05
