run_kind,build_method,total_time,J,cut,k,L,dt,object_type,valid,entropy,effective_rank,p1,numerical_rank,ipr,r_90,r_99,r_999,chi_1e-2,chi_1e-3,chi_1e-4,n_singular_values
main,exhaustive,0.4,3.2,3,3,6,0.1,response_uncentered,False,0.01347118030484628,1.013562325472043,0.9981530706645739,12,1.0037006812366476,1,1,2,10,10,9,12
main,exhaustive,0.4,3.4,1,3,6,0.1,process_tensor,True,2.5193934400776027e-05,1.0000251942517706,0.9999982924426616,4,1.0000034151213746,1,1,1,3,2,1,4
main,exhaustive,0.4,3.4,1,3,6,0.1,response_centered,True,0.00022267751359812465,1.000222702308076,0.9999815956110449,3,1.000036809487064,1,1,1,3,2,1,4
main,exhaustive,0.4,3.4,1,3,6,0.1,response_uncentered,True,6.2255897255417e-05,1.000062257835194,0.9999953847930133,4,1.0000092304586483,1,1,1,3,2,1,4
main,exhaustive,0.4,3.4,2,3,6,0.1,process_tensor,True,0.004799925206915775,1.0048114633011884,0.9994525543225715,12,1.0010955282120924,1,1,1,62,60,60,64
main,exhaustive,0.4,3.4,2,3,6,0.1,response_centered,True,0.024573575336766983,1.0248779940768245,0.9963009478461116,63,1.0074256673209478,1,1,2,62,60,59,64
main,exhaustive,0.4,3.4,2,3,6,0.1,response_uncentered,True,0.012361884942954118,1.0124386088674482,0.9983399998211531,64,1.0033255519596225,1,1,2,62,60,59,64
main,exhaustive,0.4,3.4,3,3,6,0.1,process_tensor,False,0.00847910631453311,1.0085151557534535,0.9989168219464845,4,1.0021687027964739,1,1,2,14,14,13,16
main,exhaustive,0.4,3.4,3,3,6,0.1,response_centered,False,0.024240981966332256,1.0245371831293626,0.9963307216506384,12,1.0073654845099134,1,1,2,10,10,8,12
main,exhaustive,0.4,3.4,3,3,6,0.1,response_uncentered,False,0.0158094538735249,1.0159350844666308,0.9977757469702823,12,1.0044584010403805,1,1,2,10,10,8,12
main,exhaustive,0.4,3.6,1,3,6,0.1,process_tensor,True,2.750220254183685e-05,1.0000275025807308,0.9999981286101038,4,1.000003742787937,1,1,1,3,2,1,4
main,exhaustive,0.4,3.6,1,3,6,0.1,response_centered,True,0.0002910377269691842,1.0002910800825573,0.9999753456631549,3,1.0000493099455083,1,1,1,3,1,1,4
main,exhaustive,0.4,3.6,1,3,6,0.1,response_uncentered,True,8.155865474870139e-05,1.0000815619807462,0.9999938193536975,4,1.0000123613726875,1,1,1,3,2,1,4
main,exhaustive,0.4,3.6,2,3,6,0.1,process_tensor,True,0.0049570101676651695,1.0049693164683162,0.9994347716879929,12,1.0011311420209037,1,1,1,62,60,60,64
main,exhaustive,0.4,3.6,2,3,6,0.1,response_centered,True,0.0308218743947795,1.0313017862697584,0.9951635455850317,63,1.0097200079461095,1,1,2,62,60,59,64
main,exhaustive,0.4,3.6,2,3,6,0.1,response_uncentered,True,0.015649031701611967,1.0157721190258426,0.997817997717865,64,1.0043735931044138,1,1,2,62,60,59,64
main,exhaustive,0.4,3.6,3,3,6,0.1,process_tensor,False,0.008524930459487476,1.008561371157022,0.9989101253783127,4,1.0021821250655627,1,1,2,14,14,13,16
main,exhaustive,0.4,3.6,3,3,6,0.1,response_centered,False,0.027791151077058786,1.0281809275170308,0.9956877559012316,12,1.008661679620646,1,1,2,10,10,8,12
main,exhaustive,0.4,3.6,3,3,6,0.1,response_uncentered,False,0.01829078007027313,1.0184590809401826,0.997363507588155,12,1.005286887507164,1,1,2,10,10,8,12
main,exhaustive,0.4,3.8,1,3,6,0.1,process_tensor,True,2.9712507770364397e-05,1.0000297129491913,0.9999979712967563,4,1.0000040574161697,1,1,1,3,2,1,4
main,exhaustive,0.4,3.8,1,3,6,0.1,response_centered,True,0.0003756301790454916,1.0003757007368954,0.9999674024896946,3,1.0000651972425691,1,1,1,3,1,1,4
main,exhaustive,0.4,3.8,1,3,6,0.1,response_uncentered,True,0.00010553084317983205,1.000105536411755,0.9999918289059972,4,1.0000163423278998,1,1,1,3,2,1,4
main,exhaustive,0.4,3.8,2,3,6,0.1,process_tensor,True,0.005043653237312634,1.0050563938670687,0.9994263570321346,12,1.0011479993548578,1,1,1,62,60,60,64
main,exhaustive,0.4,3.8,2,3,6,0.1,response_centered,True,0.038245829052920385,1.0389866145825501,0.993744907704501,63,1.012588950339259,1,1,2,62,59,58,64
main,exhaustive,0.4,3.8,2,3,6,0.1,response_uncentered,True,0.01961409394401467,1.0198077141075133,0.9971606689039954,64,1.0056948958556677,1,1,2,62,60,58,64
main,exhaustive,0.4,3.8,3,3,6,0.1,process_tensor,False,0.008427893087368219,1.0084635077602242,0.9989243580274798,4,1.0021535981519076,1,1,2,14,14,13,16
main,exhaustive,0.4,3.8,3,3,6,0.1,response_centered,False,0.03147138420615499,1.0319718444795642,0.9950020114142458,12,1.0100459371210813,1,1,2,10,10,8,12
main,exhaustive,0.4,3.8,3,3,6,0.1,response_uncentered,False,0.0209159473958433,1.0211362188719506,0.9969151875190773,12,1.0061886577181571,1,1,2,10,10,8,12
main,exhaustive,0.4,4.0,1,3,6,0.1,process_tensor,True,3.184575624090355e-05,1.0000318462633224,0.999997818950474,4,1.0000043621103603,1,1,1,3,2,1,4
main,exhaustive,0.4,4.0,1,3,6,0.1,response_centered,True,0.0004787674146534364,1.0004788820420647,0.9999574641607043,3,1.0000850754602721,1,1,1,3,1,1,4
main,exhaustive,0.4,4.0,1,3,6,0.1,response_uncentered,True,0.00013486776543940405,1.0001348768605054,0.9999893369653042,4,1.000021326307542,1,1,1,3,2,1,4
main,exhaustive,0.4,4.0,2,3,6,0.1,process_tensor,True,0.00507048362666034,1.0050833602831908,0.9994258751852482,12,1.0011489724901412,1,1,1,62,60,60,64
main,exhaustive,0.4,4.0,2,3,6,0.1,response_centered,True,0.04700918406830313,1.0481316351479801,0.9919872024678452,63,1.0161548586500044,1,1,2,62,59,58,64
main,exhaustive,0.4,4.0,2,3,6,0.1,response_uncentered,True,0.024372057041044316,1.0246714832186914,0.9963373403071473,64,1.007352337137921,1,1,2,62,60,58,64
main,exhaustive,0.4,4.0,3,3,6,0.1,process_tensor,False,0.008217536519558494,1.0082513931486032,0.9989550942837856,4,1.0020919953073302,1,1,2,14,14,12,16
main,exhaustive,0.4,4.0,3,3,6,0.1,response_centered,False,0.03528848383258788,1.0359185114401146,0.9942713786854029,12,1.0115228761784771,1,1,2,10,10,8,12
main,exhaustive,0.4,4.0,3,3,6,0.1,response_uncentered,False,0.0236979041674196,1.0239809307888643,0.9964274231358615,12,1.0071706810578307,1,1,2,10,10,8,12
main,exhaustive,0.4,4.2,1,3,6,0.1,process_tensor,True,3.3928899725825436e-05,1.0000339294753176,0.9999976695453852,4,1.0000046609222597,1,1,1,3,2,1,4
main,exhaustive,0.4,4.2,1,3,6,0.1,response_centered,True,0.0006025317818749049,1.0006027133406121,0.9999452389640227,3,1.0001095283397083,1,1,1,3,1,1,4
main,exhaustive,0.4,4.2,1,3,6,0.1,response_uncentered,True,0.00017020783105255362,1.0001702223172273,0.9999862692217009,4,1.0000274619515273,1,1,1,3,2,1,4
main,exhaustive,0.4,4.2,2,3,6,0.1,process_tensor,True,0.005050151624784434,1.0050629251341685,0.9994315770331071,12,1.0011375632756003,1,1,1,62,60,60,64
main,exhaustive,0.4,4.2,2,3,6,0.1,response_centered,True,0.057288643503534784,1.0589614286228861,0.9898232214033934,63,1.020562161098893,1,2,2,62,59,58,64
main,exhaustive,0.4,4.2,2,3,6,0.1,response_uncentered,True,0.03005357810428983,1.0305097452330476,0.9953112082579879,64,1.0094218838142863,1,1,2,62,59,58,64
main,exhaustive,0.4,4.2,3,3,6,0.1,process_tensor,False,0.007925976141556046,1.0079574698415728,0.9989974704018586,4,1.002007069565784,1,1,2,14,14,12,16
main,exhaustive,0.4,4.2,3,3,6,0.1,response_centered,False,0.039268465772046755,1.0400496639092975,0.9934897190150813,12,1.0131053272453727,1,1,2,10,10,8,12
main,exhaustive,0.4,4.2,3,3,6,0.1,response_uncentered,False,0.026663473400850027,1.0270221243390039,0.9958940708504207,12,1.0082455763621094,1,1,2,10,10,8,12
main,exhaustive,0.4,4.4,1,3,6,0.1,process_tensor,True,3.598968609679477e-05,1.0000359903337332,0.9999975209859229,4,1.000004958043016,1,1,1,3,2,1,4
main,exhaustive,0.4,4.4,1,3,6,0.1,response_centered,True,0.0007485969687176977,1.0007488772373603,0.9999304704750247,3,1.0001390691614753,1,1,1,3,1,1,4
main,exhaustive,0.4,4.4,1,3,6,0.1,response_uncentered,True,0.00021208040435054183,1.0002121028949895,0.999982559691979,4,1.0000348812537176,1,1,1,3,2,1,4
main,exhaustive,0.4,4.4,2,3,6,0.1,process_tensor,True,0.004995535485593221,1.0050080339765386,0.9994416655101988,12,1.0011173700804992,1,1,1,62,60,60,64
main,exhaustive,0.4,4.4,2,3,6,0.1,response_centered,True,0.06927028977883457,1.071725846545603,0.9871761900901673,63,1.025979147783311,1,2,2,61,59,58,64
main,exhaustive,0.4,4.4,2,3,6,0.1,response_uncentered,True,0.036804818420884206,1.0374905020403247,0.9940386413818607,64,1.0119943966147051,1,1,2,62,59,58,64
main,exhaustive,0.4,4.4,3,3,6,0.1,process_tensor,False,0.007584139208500155,1.007612971635891,0.9990468208783149,4,1.0019081755975454,1,1,1,14,14,12,16
main,exhaustive,0.4,4.4,3,3,6,0.1,response_centered,False,0.043456743224441555,1.0444148153176283,0.9926463709650624,12,1.014815404743791,1,1,2,10,10,8,12
main,exhaustive,0.4,4.4,3,3,6,0.1,response_uncentered,False,0.02985445586621322,1.0303045682545446,0.9953056912771934,12,1.0094326911713811,1,1,2,10,10,8,12
main,exhaustive,0.4,4.6,1,3,6,0.1,process_tensor,True,3.805217732512047e-05,1.0000380529013184,0.999997371450251,4,1.000005257116319,1,1,1,3,2,1,4
main,exhaustive,0.4,4.6,1,3,6,0.1,response_centered,True,0.0009181575519836993,1.0009185791876616,0.9999129557953468,3,1.0001741042855548,1,1,1,3,1,1,4
main,exhaustive,0.4,4.6,1,3,6,0.1,response_uncentered,True,0.0002608836399948287,1.0002609176730912,0.9999781550997794,4,1.0000436908028532,1,1,1,3,1,4,4
main,exhaustive,0.4,4.6,2,3,6,0.1,process_tensor,True,0.0049182495337821925,1.0049303639754936,0.9994545130989377,12,1.0010916519182504,1,1,1,62,60,60,64
main,exhaustive,0.4,4.6,2,3,6,0.1,response_centered,True,0.08314407887564373,1.0866983675485051,0.9839603822812821,63,1.0325986236947855,1,2,2,61,59,58,64
main,exhaustive,0.4,4.6,2,3,6,0.1,response_uncentered,True,0.044786080355864066,1.045804117933424,0.9924687401447421,64,1.0151770940789657,1,1,2,62,59,58,64
main,exhaustive,0.4,4.6,3,3,6,0.1,process_tensor,False,0.00721898129083269,1.007245100950888,0.9990991326053866,4,1.0018033581775416,1,1,1,14,14,12,16
main,exhaustive,0.4,4.6,3,3,6,0.1,response_centered,False,0.04791741064403466,1.0490840085738484,0.991725823186053,12,1.0166852678157787,1,1,2,10,10,8,12
main,exhaustive,0.4,4.6,3,3,6,0.1,response_uncentered,False,0.03332844400187045,1.0338900584700241,0.9946490369064709,12,1.0107591920923962,1,1,2,10,10,8,12
main,exhaustive,0.4,4.8,1,3,6,0.1,process_tensor,True,4.013336138822346e-05,1.0000401341667424,0.9999972196487985,4,1.0000055607213274,1,1,1,3,2,1,4
main,exhaustive,0.4,4.8,1,3,6,0.1,response_centered,True,0.0011121383236767444,1.0011127569788243,0.9998925370756497,3,1.000214950129971,1,1,1,2,1,1,4
main,exhaustive,0.4,4.8,1,3,6,0.1,response_uncentered,True,0.00031694247651850756,1.000316992708092,0.9999730124716094,4,1.0000539765922298,1,1,1,3,1,4,4
main,exhaustive,0.4,4.8,2,3,6,0.1,process_tensor,True,0.004827593123637857,1.0048392647256785,0.9994688107089078,12,1.0010630301335286,1,1,1,62,60,60,64
main,exhaustive,0.4,4.8,2,3,6,0.1,response_centered,True,0.09909662709101706,1.1041729874280846,0.9800828873287056,63,1.0406367666362366,1,2,2,61,58,57,64
main,exhaustive,0.4,4.8,2,3,6,0.1,response_uncentered,True,0.054169007776179806,1.0556630023355666,0.9905433506780538,64,1.019094331638579,1,1,2,61,59,58,64
main,exhaustive,0.4,4.8,3,3,6,0.1,process_tensor,False,0.006851872342317764,1.006875400125374,0.9991512891432234,4,1.0016988626053234,1,1,1,14,14,12,16
main,exhaustive,0.4,4.8,3,3,6,0.1,response_centered,False,0.05273246854694506,1.054147589755276,0.9907073712845972,12,1.0187579455066025,1,1,2,10,10,8,12
main,exhaustive,0.4,4.8,3,3,6,0.1,response_uncentered,False,0.03715996336878052,1.0378590269866277,0.9939064062649613,12,1.0122614506474161,1,1,2,10,10,8,12
main,exhaustive,0.4,5.0,1,3,6,0.1,process_tensor,True,4.224098044835219e-05,1.0000422418726111,0.9999970649906759,4,1.0000058700398315,1,1,1,3,1,1,4
main,exhaustive,0.4,5.0,1,3,6,0.1,response_centered,True,0.0013319339003410062,1.0013328213182486,0.9998690347797676,3,1.0002619667091757,1,1,1,2,1,1,4
main,exhaustive,0.4,5.0,1,3,6,0.1,response_uncentered,True,0.0003807210531165129,1.000380793536575,0.9999670819880941,4,1.0000658383217074,1,1,1,3,1,4,4
main,exhaustive,0.4,5.0,2,3,6,0.1,process_tensor,True,0.0047299893416374765,1.0047411933992827,0.9994836436434569,13,1.0010333362402488,1,1,1,61,60,60,64
main,exhaustive,0.4,5.0,2,3,6,0.1,response_centered,True,0.1173031163484943,1.1244602203143315,0.9754468598970836,63,1.0503295238136054,1,2,2,61,58,57,64
main,exhaustive,0.4,5.0,2,3,6,0.1,response_uncentered,True,0.0651323504209796,1.0673002726772514,0.9881977570241155,64,1.0238872969389876,1,2,2,61,58,57,64
main,exhaustive,0.4,5.0,3,3,6,0.1,process_tensor,False,0.006498103920574544,1.0065192624030337,0.9992011244252258,4,1.0015990278299678,1,1,1,14,14,12,16
main,exhaustive,0.4,5.0,3,3,6,0.1,response_centered,False,0.0580021931769859,1.0597173198553764,0.9895644606310626,12,1.0210888484178113,1,2,2,10,10,8,12
main,exhaustive,0.4,5.0,3,3,6,0.1,response_uncentered,False,0.04144290620719685,1.0423136505130273,0.9930546275565328,12,1.0139872187830643,1,1,2,10,10,8,12
main,exhaustive,0.4,5.2,1,3,6,0.1,process_tensor,True,4.4372574087758e-05,1.000044373558565,0.9999969076600024,4,1.0000061847035953,1,1,1,3,1,1,4
main,exhaustive,0.4,5.2,1,3,6,0.1,response_centered,True,0.0015809826887567516,1.0015822331007609,0.9998420811157256,3,1.000315890967059,1,1,1,2,1,1,4
main,exhaustive,0.4,5.2,1,3,6,0.1,response_uncentered,True,0.0004532810006956614,1.0004533837480523,0.9999602645918795,4,1.000079474194722,1,1,1,3,1,4,4
main,exhaustive,0.4,5.2,2,3,6,0.1,process_tensor,True,0.004628886359995394,1.0046396162038167,0.9994985020147124,13,1.00100359111369,1,1,1,61,60,60,64
main,exhaustive,0.4,5.2,2,3,6,0.1,response_centered,True,0.13791975124876002,1.1478834303661183,0.969956541629199,63,1.0619258695870566,1,2,2,61,58,56,64
main,exhaustive,0.4,5.2,2,3,6,0.1,response_uncentered,True,0.07785660143087013,1.0809676383428881,0.9853622946732995,64,1.0297121728737333,1,2,2,61,58,57,64
main,exhaustive,0.4,5.2,3,3,6,0.1,process_tensor,False,0.006167291772928676,1.0061863486731804,0.9992473347260215,4,1.0015064638365074,1,1,1,14,14,12,16
main,exhaustive,0.4,5.2,3,3,6,0.1,response_centered,False,0.0638483899042163,1.0659307806425935,0.9882632397909528,12,1.023748969303062,1,2,2,10,10,8,12
main,exhaustive,0.4,5.2,3,3,6,0.1,response_uncentered,False,0.046295769174018585,1.0473841490938405,0.9920632690790454,12,1.015999438799716,1,1,2,10,10,8,12
main,exhaustive,0.4,5.4,1,3,6,0.1,process_tensor,True,4.6515675177827605e-05,1.0000465167570487,0.9999967486074857,4,1.0000065028111926,1,1,1,3,1,1,4
main,exhaustive,0.4,5.4,1,3,6,0.1,response_centered,True,0.0018674716033298558,1.0018692164143839,0.9998108081116922,3,1.000378461119468,1,1,1,2,1,1,4
main,exhaustive,0.4,5.4,1,3,6,0.1,response_uncentered,True,0.0005370769876149303,1.0005372212392838,0.9999523328266225,4,1.0000953392724656,1,1,1,3,1,4,4
main,exhaustive,0.4,5.4,2,3,6,0.1,process_tensor,True,0.004525041400974743,1.004535294860758,0.9995132396299671,13,1.0009740873960593,1,1,1,61,60,60,64
main,exhaustive,0.4,5.4,2,3,6,0.1,response_centered,True,0.16107805839544165,1.174776666416524,0.9635245297567853,63,1.0756767322703977,1,2,2,61,58,56,64
main,exhaustive,0.4,5.4,2,3,6,0.1,response_uncentered,True,0.09251784266579831,1.0969327135895066,0.9819652333116593,64,1.0367360749593544,1,2,2,61,58,56,64
main,exhaustive,0.4,5.4,3,3,6,0.1,process_tensor,False,0.005864355459548437,1.0058815844545448,0.999289308288848,4,1.0014223938674158,1,1,1,14,14,12,16
main,exhaustive,0.4,5.4,3,3,6,0.1,response_centered,False,0.0704228962949246,1.0729618369082319,0.9867595990582043,12,1.0268313243929723,1,2,2,10,9,8,12
main,exhaustive,0.4,5.4,3,3,6,0.1,response_uncentered,False,0.051871973706254466,1.0532408913535607,0.9908914096891576,12,1.0183830989999907,1,1,2,10,10,8,12
main,exhaustive,0.4,5.6,1,3,6,0.1,process_tensor,True,4.8649061563483615e-05,1.0000486502449484,0.9999965894635141,4,1.0000068211018232,1,1,1,3,1,1,4
main,exhaustive,0.4,5.6,1,3,6,0.1,response_centered,True,0.0022082358320480175,1.0022106757804563,0.9997733639830468,3,1.0004533850188966,1,1,1,2,1,1,4
main,exhaustive,0.4,5.6,1,3,6,0.1,response_uncentered,True,0.0006371164555081052,1.0006373194573066,0.9999428081601041,4,1.0001143908989973,1,1,1,3,1,4,4
main,exhaustive,0.4,5.6,2,3,6,0.1,process_tensor,True,0.004417078757440386,1.0044268484289882,0.9995279977754651,12,1.000944542183195,1,1,1,61,60,60,64
main,exhaustive,0.4,5.6,2,3,6,0.1,response_centered,True,0.1868800903468296,1.2054827273674256,0.9560827677848212,63,1.0918160686238616,1,2,3,60,58,56,64
main,exhaustive,0.4,5.6,2,3,6,0.1,response_uncentered,True,0.10928001591212372,1.1154746572675585,0.9779377550214072,64,1.0451290136600622,1,2,2,61,58,56,64
main,exhaustive,0.4,5.6,3,3,6,0.1,process_tensor,False,0.00559074816439698,1.0056064055621725,0.999326927261729,4,1.001347051810624,1,1,1,14,14,12,16
main,exhaustive,0.4,5.6,3,3,6,0.1,response_centered,False,0.07792455140357436,1.0810410925599854,0.9849935739294976,12,1.0304630732168474,1,2,2,10,9,8,12
main,exhaustive,0.4,5.6,3,3,6,0.1,response_uncentered,False,0.05837872256683951,1.0601164097010518,0.9894818509075277,12,1.0212575302151885,1,2,2,10,10,8,12
main,exhaustive,0.4,5.8,1,3,6,0.1,process_tensor,True,5.074492631103901e-05,1.0000507462138566,0.9999964323808754,4,1.0000071352698727,1,1,1,3,1,1,4
main,exhaustive,0.4,5.8,1,3,6,0.1,response_centered,True,0.0026329718343723074,1.0026364411489135,0.9997263262759138,3,1.0005475160423654,1,1,1,2,1,1,4
main,exhaustive,0.4,5.8,1,3,6,0.1,response_uncentered,True,0.0007622395883975208,1.000762530166818,0.9999308118802347,4,1.000138387050775,1,1,1,3,1,4,4
main,exhaustive,0.4,5.8,2,3,6,0.1,process_tensor,True,0.0043022057193526355,1.004311473492234,0.9995431098841256,12,1.0009142879641328,1,1,1,61,60,60,64
main,exhaustive,0.4,5.8,2,3,6,0.1,response_centered,True,0.2153871285130111,1.2403419757786762,0.9476016365269253,63,1.1105237692620087,1,2,3,60,58,56,64
main,exhaustive,0.4,5.8,2,3,6,0.1,response_uncentered,True,0.12828096149801646,1.13687237519486,0.9732233366958686,64,1.0550468563504147,1,2,3,61,58,56,64
main,exhaustive,0.4,5.8,3,3,6,0.1,process_tensor,False,0.005345666728774213,1.0053599802989879,0.9993603825769634,4,1.001280053347781,1,1,1,14,14,12,16
main,exhaustive,0.4,5.8,3,3,6,0.1,response_centered,False,0.08662909415555249,1.0904921347927583,0.9828793287069505,12,1.0348272829383427,1,2,2,10,9,8,12
main,exhaustive,0.4,5.8,3,3,6,0.1,response_uncentered,False,0.06610972605905889,1.0683439359047069,0.9877508440673468,12,1.0247983301954842,1,2,2,10,9,8,12
main,exhaustive,0.4,6.0,1,3,6,0.1,process_tensor,True,5.277176602236388e-05,1.0000527731584765,0.9999962798197642,4,1.0000074403949017,1,1,1,3,1,1,4
main,exhaustive,0.4,6.0,1,3,6,0.1,response_centered,True,0.0031842223315896897,1.0031892973527539,0.9996644893175866,3,1.0006712816543177,1,1,1,2,1,1,4
main,exhaustive,0.4,6.0,1,3,6,0.1,response_uncentered,True,0.0009252074215025691,1.000925635557917,0.9999150098730525,4,1.0001699970078026,1,1,1,3,1,4,4
main,exhaustive,0.4,6.0,2,3,6,0.1,process_tensor,True,0.004176977608115835,1.0041857133378327,0.9995590011619288,12,1.000882473628884,1,1,1,61,60,60,64
main,exhaustive,0.4,6.0,2,3,6,0.1,response_centered,True,0.24657916650535688,1.279640483872962,0.9381281884042633,63,1.1318437104357753,1,2,3,59,57,55,64
main,exhaustive,0.4,6.0,2,3,6,0.1,response_uncentered,True,0.14959710581456015,1.1613662407514114,0.9677977112208558,64,1.0665915390212413,1,2,3,60,58,56,64
main,exhaustive,0.4,6.0,3,3,6,0.1,process_tensor,False,0.005127065167739469,1.0051402310575315,0.9993900252464745,4,1.0012206939273078,1,1,1,14,14,12,16
main,exhaustive,0.4,6.0,3,3,6,0.1,response_centered,False,0.09693840666669086,1.1017925084578002,0.9802877487499879,12,1.0402011043593555,1,2,2,10,9,8,12
main,exhaustive,0.4,6.0,3,3,6,0.1,response_uncentered,False,0.07550011999436272,1.0784233571227673,0.9855699247643176,12,1.0292764643518744,1,2,2,10,9,8,12
timestep,direct_mpo,0.4,3.0,1,3,6,0.1,process_tensor,True,2.0261998505459628e-05,1.000020262203781,0.9999986410582725,4,1.0000027178875874,1,1,1,3,2,1,4
timestep,direct_mpo,0.4,3.0,1,3,6,0.1,response_centered,True,0.0001253247142687906,1.0001253325677388,0.9999901519278083,3,1.0000196963475112,1,1,1,3,2,1,4
timestep,direct_mpo,0.4,3.0,1,3,6,0.1,response_uncentered,True,3.4898613549858255e-05,1.0000348992225137,0.9999975272639197,4,1.0000049454849864,1,1,1,3,2,1,4
timestep,direct_mpo,0.4,3.0,2,3,6,0.1,process_tensor,True,0.004252985800329934,1.0042620425793378,0.9995187698567087,12,1.000962944521692,1,1,1,62,61,60,64
timestep,direct_mpo,0.4,3.0,2,3,6,0.1,response_centered,True,0.015023654940623781,1.0151370773389976,0.9979207879654081,63,1.004167143736626,1,1,2,62,61,59,64
timestep,direct_mpo,0.4,3.0,2,3,6,0.1,response_uncentered,True,0.007435134741168836,1.0074628439868993,0.9990748668974938,64,1.0018519925442129,1,1,1,62,61,59,64
timestep,direct_mpo,0.4,3.0,3,3,6,0.1,process_tensor,False,0.007879155143237566,1.0079102773713802,0.9990041382908178,4,1.0019937069829903,1,1,1,14,14,13,16
timestep,direct_mpo,0.4,3.0,3,3,6,0.1,response_centered,False,0.017588931748109292,1.017744527926281,0.997481266297987,12,1.005050155858113,1,1,2,10,10,9,12
timestep,direct_mpo,0.4,3.0,3,3,6,0.1,response_uncentered,False,0.011284875407425872,1.011348789809664,0.9984951048606291,12,1.0030143198789445,1,1,2,10,10,9,12
timestep,direct_mpo,0.2,3.0,1,3,6,0.05,process_tensor,True,6.68304527841134e-08,1.000000066830455,0.9999999967691141,4,1.0000000064617718,1,1,1,3,3,3,4
timestep,direct_mpo,0.2,3.0,1,3,6,0.05,response_centered,True,1.6826498681161186e-07,1.000000168265001,0.9999999914541756,3,1.0000000170916488,1,1,1,3,3,3,4
timestep,direct_mpo,0.2,3.0,1,3,6,0.05,response_uncentered,True,4.525302403280394e-08,1.000000045253025,0.9999999978523243,4,1.0000000042953514,1,1,1,3,3,3,4
timestep,direct_mpo,0.2,3.0,2,3,6,0.05,process_tensor,True,7.345617498720272e-05,1.000073458872958,0.9999944143220886,6,1.0000111714188245,1,1,1,63,62,61,64
timestep,direct_mpo,0.2,3.0,2,3,6,0.05,response_centered,True,9.376823066462148e-05,1.0000937726270425,0.999992720182153,63,1.0000145597426013,1,1,1,63,62,61,64
timestep,direct_mpo,0.2,3.0,2,3,6,0.05,response_uncentered,True,4.3791034481882235e-05,1.0000437919933232,0.9999968044693546,64,1.0000063910818897,1,1,1,63,62,61,64
timestep,direct_mpo,0.2,3.0,3,3,6,0.05,process_tensor,True,0.0001627922735608553,1.000162805524942,0.9999866854914857,4,1.0000266293715816,1,1,1,15,14,14,16
timestep,direct_mpo,0.2,3.0,3,3,6,0.05,response_centered,True,0.00018254584938796732,1.0001825625118954,0.999984915983998,12,1.0000301684870616,1,1,1,11,10,10,12
timestep,direct_mpo,0.2,3.0,3,3,6,0.05,response_uncentered,True,0.00011101694252888387,1.0001110231051378,0.9999912190976002,12,1.0000175619590088,1,1,1,11,10,10,12
timestep,direct_mpo,0.1,3.0,1,3,6,0.025,process_tensor,False,1.1276206040699435e-10,1.000000000112762,0.9999999999958623,4,1.0000000000082754,1,1,1,3,3,3,4
timestep,direct_mpo,0.1,3.0,1,3,6,0.025,response_centered,False,1.9924528554228226e-10,1.0000000001992453,0.9999999999925273,3,1.0000000000149454,1,1,1,3,3,3,4
timestep,direct_mpo,0.1,3.0,1,3,6,0.025,response_uncentered,False,5.2508187689777165e-11,1.0000000000525082,0.999999999998128,4,1.000000000003744,1,1,1,3,3,3,4
timestep,direct_mpo,0.1,3.0,2,3,6,0.025,process_tensor,False,5.431098183635201e-07,1.000000543109966,0.9999999704058676,10,1.0000000591882665,1,1,1,63,63,62,64
timestep,direct_mpo,0.1,3.0,2,3,6,0.025,response_centered,False,4.471181283514158e-07,1.0000004471182282,0.9999999759175935,63,1.0000000481648141,1,1,1,63,63,62,64
timestep,direct_mpo,0.1,3.0,2,3,6,0.025,response_uncentered,False,2.0448798847073216e-07,1.0000002044880094,0.9999999894550319,64,1.0000000210899365,1,1,1,63,63,62,64
timestep,direct_mpo,0.1,3.0,3,3,6,0.025,process_tensor,False,1.2748746143965265e-06,1.000001274875427,0.9999999268612709,6,1.0000001462774688,1,1,1,15,15,14,16
timestep,direct_mpo,0.1,3.0,3,3,6,0.025,response_centered,False,1.099938407154428e-06,1.000001099939012,0.9999999374589011,12,1.0000001250822055,1,1,1,11,11,10,12
timestep,direct_mpo,0.1,3.0,3,3,6,0.025,response_uncentered,False,6.568459626945834e-07,1.0000006568461783,0.9999999637773892,12,1.0000000724452243,1,1,1,11,11,10,12
timestep,direct_mpo,0.4,6.0,1,3,6,0.1,process_tensor,True,5.277176602231492e-05,1.0000527731584765,0.9999962798197642,4,1.0000074403949017,1,1,1,3,1,1,4
timestep,direct_mpo,0.4,6.0,1,3,6,0.1,response_centered,True,0.0031842223315896897,1.0031892973527539,0.9996644893175866,3,1.0006712816543177,1,1,1,2,1,1,4
timestep,direct_mpo,0.4,6.0,1,3,6,0.1,response_uncentered,True,0.0009252074215025691,1.000925635557917,0.9999150098730525,4,1.0001699970078026,1,1,1,3,1,4,4
timestep,direct_mpo,0.4,6.0,2,3,6,0.1,process_tensor,True,0.004176977608115521,1.0041857133378325,0.9995590011619288,12,1.000882473628884,1,1,1,61,60,60,64
timestep,direct_mpo,0.4,6.0,2,3,6,0.1,response_centered,True,0.24657916650535688,1.279640483872962,0.9381281884042633,63,1.1318437104357753,1,2,3,59,57,55,64
timestep,direct_mpo,0.4,6.0,2,3,6,0.1,response_uncentered,True,0.14959710581456015,1.1613662407514114,0.9677977112208558,64,1.0665915390212413,1,2,3,60,58,56,64
