Iteration,Noisy_Cross_CRN_Deep
223,0.21265348988314312
224,0.21274801507809646
225,0.21284159906438763
226,0.21293426953326047
227,0.2130260532772947
228,0.21311697620131068
229,0.21320706333242057
230,0.21329633882959978
231,0.213384825993064
232,0.21347254727372653
233,0.21355952428291683
234,0.213645777802535
235,0.2137313277957754
236,0.21381619341851063
237,0.21390039303137562
238,0.2139839442126383
239,0.21406686377183046
240,0.214149167764163
241,0.21423087150568917
242,0.21431198958921427
243,0.2143925359008764
244,0.2144725236373682
245,0.2145519653237479
246,0.21463087283176896
247,0.21470925739865032
248,0.21478712964626845
249,0.2148644996006375
250,0.21494137671166824
251,0.21501776987311705
252,0.21509368744263366
253,0.21516913726190254
254,0.21524412667678125
255,0.2153186625573488
256,0.21539275131790037
257,0.21546639893673356
258,0.21553961097577354
259,0.21561239259989998
260,0.2156847485960314
261,0.2157566833918599
262,0.21582820107422848
263,0.21589930540713312
264,0.2159699998493185
265,0.2160402875714135
266,0.21611017147265313
267,0.21617965419709542
268,0.21624873814938794
269,0.21631742551000985
270,0.21638571825006037
271,0.21645361814548322
272,0.21652112679083232
273,0.2165882456125043
274,0.2166549758814512
275,0.21672131872540312
276,0.21678727514058196
277,0.21685284600290355
278,0.2169180320786971
279,0.2169828340349331
280,0.21704725244897105
281,0.21711128781783975
282,0.2171749405670599
283,0.21723821105900698
284,0.21730109960084928
285,0.21736360645205624
286,0.21742573183147426
287,0.21748747592402548
288,0.21754883888701196
289,0.2176098208560172
290,0.21767042195046762
291,0.21773064227885183
292,0.21779048194355885
293,0.217849941045428
294,0.21790901968797308
295,0.2179677179813112
296,0.2180260360457816
297,0.21808397401531263
298,0.21814153204051037
299,0.21819871029151217
300,0.21825550896056714
301,0.21831192826441861
302,0.2183679684464516
303,0.21842362977863675
304,0.2184789125632798
305,0.21853381713457518
306,0.21858834385998907
307,0.21864249314147477
308,0.2186962654165265
309,0.21874966115909042
310,0.21880268088032115
311,0.21885532512921305
312,0.21890759449311223
313,0.21895948959810252
314,0.21901101110929422
315,0.2190621597309804
316,0.21911293620673752
317,0.2191633413194107
318,0.2192133758910159
319,0.2192630407825786
320,0.219312336893885
321,0.21936126516318288
322,0.21940982656679967
323,0.2194580221187359
324,0.21950585287016375
325,0.21955331990892948
326,0.21960042435895988
327,0.21964716737966725
328,0.21969355016531522
329,0.21973957394432855
330,0.21978523997860192
331,0.2198305495627609
332,0.21987550402341913
333,0.2199201047184096
334,0.2199643530359905
335,0.22000825039404348
336,0.2200517982392687
337,0.22009499804635577
338,0.2201378513171464
339,0.22018035957980828
340,0.22022252438798454
341,0.22026434731995834
342,0.22030582997779805
343,0.22034697398652467
344,0.22038778099325088
345,0.2204282526663742
346,0.22046839069470525
347,0.22050819678666247
348,0.22054767266945183
349,0.2205868200882282
350,0.2206256408053162
351,0.22066413659938625
352,0.2207023092646848
353,0.22074016061025317
354,0.22077769245914325
355,0.22081490664768702
356,0.22085180502472693
357,0.22088838945089737
358,0.22092466179790982
359,0.2209606239478232
360,0.22099627779237263
361,0.22103162523227615
362,0.2210666681765716
363,0.22110140854195903
364,0.22113584825216256
365,0.22116998923730877
366,0.2212038334333053
367,0.2212373827812407
368,0.22127063922681744
369,0.22130360471976204
370,0.2213362812132794
371,0.22136867066350452
372,0.22140077502897393
373,0.22143259627011588
374,0.22146413634874196
375,0.2214953972275607
376,0.22152638086970508
377,0.2215570892382721
378,0.22158752429586728
379,0.22161768800418122
380,0.22164758232355075
381,0.2216772092125635
382,0.221706570627652
383,0.2217356685227204
384,0.2217645048487439
385,0.22179308155344424
386,0.22182140058090924
387,0.2218494638712721
388,0.2218772733603748
389,0.2219048309794629
390,0.2219321386548676
391,0.22195919830772218
392,0.22198601185367003
393,0.22201258120259815
394,0.22203890825836792
395,0.22206499491856138
396,0.22209084307424543
397,0.22211645460972154
398,0.2221418314023138
399,0.22216697532214857
400,0.22219188823193683
401,0.22221657198678887
402,0.22224102843401758
403,0.22226525941295372
404,0.2222892667547689
405,0.2223130522823099
406,0.2223366178099471
407,0.22235996514340992
408,0.22238309607964904
409,0.22240601240669222
410,0.22242871590351845
411,0.22245120833993084
412,0.22247349147644238
413,0.22249556706415186
414,0.2225174368446519
415,0.22253910254991793
416,0.22256056590222573
417,0.22258182861404396
418,0.22260289238797834
419,0.2226237589166616
420,0.22264442988270217
421,0.22266490695861804
422,0.22268519180675153
423,0.22270528607924692
424,0.22272519141794558
425,0.22274490945439418
426,0.2227644418097532
427,0.22278379009478458
428,0.22280295590979737
429,0.22282194084462273
430,0.2228407464785915
431,0.22285937438048317
432,0.22287782610853132
433,0.22289610321039607
434,0.22291420722314167
435,0.22293213967322936
436,0.22294990207650414
437,0.22296749593819962
438,0.22298492275292325
439,0.22300218400466199
440,0.22301928116677186
441,0.2230362157020033
442,0.2230529890624907
443,0.22306960268977868
444,0.2230860580148105
445,0.22310235645796472
446,0.22311849942905745
447,0.2231344883273744
448,0.2231503245416672
449,0.22316600945020793
450,0.223181544420786
451,0.22319693081074699
452,0.22321216996701346
453,0.22322726322613162
454,0.2232422119142744
455,0.2232570173472946
456,0.2232716808307551
457,0.223286203659956
458,0.22330058711997894
459,0.2233148324857266
460,0.22332894102195322
461,0.22334291398330794
462,0.2233567526143866
463,0.22337045814975398
464,0.22338403181400712
465,0.22339747482180763
466,0.22341078837792805
467,0.22342397367730774
468,0.22343703190508915
469,0.22344996423666372
470,0.22346277183773222
471,0.223475455864351
472,0.2234880174629735
473,0.22350045777050567
474,0.22351277791436142
475,0.22352497901250937
476,0.22353706217352753
477,0.22354902849665212
478,0.22356087907184188
479,0.2235726149798137
480,0.22358423729211793
481,0.22359574707117744
482,0.2236071453703442
483,0.22361843323396427
484,0.22362961169742737
485,0.2236406817872143
486,0.2236516445209681
487,0.2236625009075408
488,0.2236732519470576
489,0.22368389863096003
490,0.22369444194208343
491,0.22370488285468748
492,0.2237152223345412
493,0.22372546133896046
494,0.2237356008168753
495,0.2237456417088789
496,0.22375558494729805
497,0.22376543145623748
498,0.22377518215164696
499,0.22378483794136997
500,0.2237943997252085
