Iteration,depth_4,depth_8,depth_12,depth_16
45,0.06691253056099099,0.12393027948047732,0.010125489144940623,0.07684846202026423
46,0.1233072973620244,0.0125552484747657,0.07020411044927774,0.015510784684041247
47,0.03155041823165494,0.13062729660547673,0.000982972895722007,0.01029811368194455
48,0.20655583047439469,0.049222370189028586,0.011846872584457194,0.002755787053335346
49,0.1275194169843171,0.05177293396525895,0.07336203351423114,0.09944159958651215
50,0.045544355764984994,0.051287343264693745,0.018856369674985916,0.0022355014075333608
51,0.2050957534791886,0.08487611562536958,0.019133473541866994,0.04498712615476978
52,0.15122214379209156,0.005333476122173982,0.006140552402393867,0.030229362108726114
53,0.029613295718373837,0.09130666822434229,0.10227635673536699,0.004608337809163958
54,0.21517416436397058,0.03214726247623293,0.061287938559386565,0.05584129610950278
55,0.1529839670358624,0.0785053558196818,0.015680442728435995,0.03470312016924199
56,0.0870506468472047,0.10666580049977203,0.04634550449860662,0.00826050364317296
57,0.20610393283830158,0.008263819425243686,0.08497813504607048,0.08274974861900102
58,0.11157664706268637,0.11862435440842874,0.04325947791446381,0.047682941810622104
59,0.12634824036212908,0.06068591491125123,0.052864676126693225,0.00047744549814938476
60,0.17047172284072407,0.027737978863992842,0.002842609160207457,0.010199668215237993
61,0.11190458877987648,0.06541397031170411,0.027754566543234216,0.07651755790122773
62,0.16279545520751776,0.04128150510056334,0.1137102910210981,3.704993935920267e-05
63,0.10205767271671438,0.09541054407417843,0.008273000713959247,0.0006427904921838394
64,0.1585305261678531,0.014910082516734936,0.14814977763171894,0.009854335305932497
65,0.07166126563739562,0.1751089388199499,0.00909601034082083,0.05810359912140681
66,0.2266839547722833,0.02212869376477431,0.05819933901769147,0.030395596638869718
67,0.12692931511907762,0.14564642154718188,0.15340526400533672,0.0030169539363669043
68,0.0941622876432191,0.0009329913301567725,0.014596944952909901,0.1290000053455238
69,0.2029365326815454,0.014776922008547654,0.17464691879736427,0.006453185976988257
70,0.11578271195774216,0.17209622257041762,0.012637683181759257,0.0474776508214935
71,0.1646837772387425,0.09819989183588108,0.06961814866389499,0.0399580671824202
72,0.14476679733760478,0.03148264346088933,0.007570314367222802,0.00957694381808726
73,0.15159240270334706,0.12980443369400307,0.15811027640649117,0.07485773941384138
74,0.1710443454169332,0.08405194945439654,0.006589156110091991,0.003302404913709676
75,0.11038775799393441,0.03776175091277318,0.08232270803478259,0.03917085285780936
76,0.17550821244741444,0.17692294136898853,0.02622244800667916,0.09231535581017385
77,0.08462135578058536,0.01631215010751179,0.0680347863734961,0.001654520683804766
78,0.24014686716145178,0.1811812393650453,0.07761286649409502,0.017153810979931558
79,0.15802284759773785,0.06495442086419495,0.00937901378154653,0.06730711648566924
80,0.13082248040861605,0.1371455568692885,0.05249412049005808,0.011556681660395985
81,0.18122997961640347,0.00437904351147637,0.1513901427876487,0.12280586706884386
82,0.158952807176536,0.025807299147826642,0.041243261648397006,0.020835516248696055
83,0.16113197396979975,0.13101173775699432,0.004127937111272628,0.09525269738308893
84,0.1846167986679062,0.19341124323808667,0.1047090781718565,0.006934199423856979
85,0.15869719771698437,0.11826101171944156,0.00497030256096092,0.04759255646345194
86,0.19684993931559977,0.06750643967271507,0.04943581662034233,0.10291759599661553
87,0.1664708570736965,0.2052588470496808,0.20907796976796644,0.0021724535690491285
88,0.19800104662491014,0.03300155126754326,0.01161091210222052,0.01915836146401738
89,0.1824256536730238,0.24613244982673285,0.138458903406677,0.09684102468693921
90,0.19875928326680037,0.19434932751191505,0.014450341365944296,0.03138815075254463
91,0.1984802491226001,0.05733732577682736,0.2082532448655645,0.03420339546501676
92,0.20369402141886747,0.24297927260366095,0.0022556166136431808,0.10899792441783474
93,0.20298842699795955,0.18012648271796888,0.022607892790055824,0.0046564570205073685
94,0.20522012256292294,0.0620542219860284,0.1610135496503042,0.03748158689136439
95,0.20062467240652662,0.23714610555353338,0.047734641717210015,0.14742286280489578
96,0.206375695447253,0.060845730197583756,0.0008183936622107266,0.01717834458787417
97,0.2020609663094799,0.27551449446800946,0.019106329956133025,0.18362943844459637
98,0.20636294232474275,0.12779485463685483,0.169078445994676,0.010677202296423537
99,0.20136468113629064,0.10312192050797873,0.005563377617189593,0.10140362150508618
100,0.2078660216596245,0.16307943655803456,0.06600414817476517,0.003633933836556948
101,0.21044099398694632,0.09773611256087808,0.08704492283756707,0.08763220216382066
102,0.21730356142254625,0.23999414812848116,0.014852296842748313,0.0019872891320406733
103,0.22495047649873437,0.11663533093966783,0.0923441780626887,0.017458163297590343
104,0.23157423520208337,0.20342848958906184,0.1551404206737913,0.12657982989048994
105,0.2346990174607009,0.1297176096787811,0.0007501840693079552,0.08073718377018178
106,0.24118977670687192,0.2286734852906983,0.004870257946546487,0.00029960983653354154
107,0.23620136427985106,0.11607503494492138,0.03200614850892096,0.0016187920555581355
108,0.24120588002783053,0.21386761519293715,0.1391795316682301,0.0090218962599456
109,0.23226397443263624,0.0368542833132518,0.2032084650780787,0.04953655013950581
110,0.237632998729654,0.2793866904822651,0.003765545450178476,0.18405890065919794
111,0.23813212459488037,0.21726139820872212,0.05345815251404538,0.044457347347511146
112,0.24368947839139052,0.09006404428529652,0.13709382113223195,0.04213042375065339
113,0.25260977650336613,0.2626675731351409,0.06549446733403091,0.09610770443152196
114,0.25791140356311304,0.05691850777963889,0.10859287003229387,0.004413806748072009
115,0.2655951079222348,0.3296792746724586,0.018979299300969598,0.017383371448431544
116,0.2705648303643493,0.31298935204478284,0.14600526553011467,0.05338924954329018
117,0.27611688826333314,0.2248216098505247,0.09006527556913968,0.12450313992473383
118,0.281388245250431,0.16090518440858229,0.03280637652975154,0.18265344168078992
119,0.2853796465876268,0.15414440768627152,0.17960746933145097,0.0010577741414451896
120,0.29074298685595396,0.11878697790655503,0.03651453180279444,0.008876339969144501
121,0.29242424795646704,0.2193774439335058,0.1031723086185174,0.06993360872201161
122,0.2969830321986147,0.08621638116327984,0.0028280422144183184,0.16069052480504403
123,0.2957929824840143,0.35307284549663887,0.05572546702733483,0.010532590795330055
124,0.29977916510161895,0.27923907679500076,0.15569879536542974,0.0768437648208507
125,0.29646453318555255,0.08485629239136278,0.058039319636979614,0.20885464742646276
126,0.3012320584023316,0.3362655844233199,0.07262254818331661,0.006117803751864959
127,0.29806310968284905,0.19303104497722773,0.03836957971460951,0.04036240332969932
128,0.3042462258443206,0.13247791855982574,0.2288991213416494,0.1355350675785497
129,0.30280393089719443,0.3250038566007482,0.03198328597244779,0.13645062444293415
130,0.30902264728049295,0.1787677276986544,0.2718919687333374,0.010256271470578303
131,0.3087391225272374,0.19811460176079132,0.03045128653565602,0.05161434693114941
132,0.31314492882087314,0.23455235623201567,0.2636307141251692,0.15037731705880808
133,0.3126354579137264,0.17719967549787805,0.0413292098606806,0.23303748430570284
134,0.3137793967745248,0.2445268124879361,0.24638886605490648,0.018701545852339924
135,0.3124874805596636,0.17402523034832545,0.044868518544931804,0.2306763650053529
136,0.31056501741771,0.22793221435506927,0.2534178586228972,0.008418571889489752
137,0.31027450657242867,0.23357572460230036,0.004914103983064885,0.04896441497678826
138,0.3083079851664445,0.1918852619282389,0.05321372038731161,0.13966767481183986
139,0.310923527079799,0.32014811834156204,0.260483351234513,0.18225030370003198
140,0.31112831438805827,0.21609666208726463,0.042751905023845974,0.004565483210835643
141,0.3156703945838344,0.18142622595069496,0.30714439031951174,0.07741854818080983
142,0.31761057352860006,0.26739503985432744,0.1387058827949423,0.08611184594762611
143,0.3225735218067514,0.20663088311892663,0.0366757764758419,0.12991955534328253
144,0.3252879576368176,0.29758411105784566,0.3176374761711379,0.007059761735204995
145,0.3300215621660399,0.21942148422618293,0.09226116010059508,0.0598903342528715
146,0.33300374556332923,0.2574557749256134,0.20420781082363612,0.22624716073385692
147,0.33738427643489893,0.2550606500848239,0.024868678563493417,0.004449485351706235
148,0.3404574148789141,0.247391060541984,0.21427540387875046,0.03528645052118967
149,0.34452352883477494,0.29906150576717505,0.10635150652521984,0.14561898007934918
150,0.34762689270954333,0.26698485881561634,0.20105437712336238,0.08056443911286178
