Iteration,State_42,State_101,State_2024,State_777,State_999
24,0.0730873016062281,0.0043585950196249135,0.05514930223799951,0.06407398044632676,0.019792088478615032
25,0.02264133802388501,0.031510955605244,0.04692199850675816,0.012645696425680602,0.09434439398902963
26,0.06686789511709908,0.10577453525691122,0.051279564208817484,0.07158615835276744,0.02660417071937275
27,0.02925069908545487,0.02435087828120456,0.05108333173893759,0.008143241087329337,0.11328729837357109
28,0.005146922115414518,0.045897608967667744,0.050136025649079895,0.04339439950271707,0.0029965684234727424
29,0.1009959588650536,0.008065298750356059,0.07852943963065757,0.08312466011659245,0.054145495493706654
30,2.8886591540547127e-05,0.0803453120160359,0.017212300284908718,0.02619507334649895,0.034545313500448024
31,0.00016169883833216047,0.07613343820660588,0.09251103827452672,0.018936695040572427,0.009017545722878743
32,0.000949584587273654,0.015228746949248539,0.009484602898725677,0.0071250912178902025,0.1377749060093609
33,0.006221084134091203,0.12802252076475426,0.11315554902477165,0.11657671528201516,0.04102056889133278
34,0.03996744492107084,0.0693836280970367,0.025169803958228543,0.008341133620666377,0.034092186883771594
35,0.07724695927978209,0.03170587087153449,0.06353762291744651,0.13298520217540513,0.01638941587289212
36,0.012142403334445396,0.076050552087505,0.07721435349414593,0.0032989901749472823,0.14199008565781393
37,0.08301677449146273,0.03778548708040011,0.05024281134302892,0.01463463568382925,0.009753874074947206
38,0.024737933019802802,0.10651937132774637,0.057424211010525514,0.05616037162157657,0.05272974118789726
39,0.06417079567757081,0.021425530727990257,0.0349505118449061,0.09641054732506958,0.15833328176983932
40,0.006905366769432415,0.12165872522277965,0.09775116403956606,0.027170069224551435,0.019000816942773915
41,0.04035202156881629,0.10082206517243623,0.032208081376511294,0.11313179944417545,0.07718821165630949
42,0.11952442498897488,0.0245351780890533,0.10583402350353655,0.006881287341439936,0.0014706549662889677
43,0.034691924859105314,0.09488962114978948,0.05023595045532163,0.031844371076373314,0.0144753684607218
44,0.08469379161783054,0.07742287210948517,0.020829719444916198,0.07267207316939561,0.08722006437642199
45,0.0034521434122756116,0.006182300580333457,0.12253725158271457,0.05712099290210548,0.09498920728639926
46,0.017592807708210513,0.05450198808247653,0.0817276496600459,0.015489947266677651,0.005186264970019421
47,0.042796256633902977,0.11717579825098814,0.034213245150866795,0.06354036345833614,0.04273985782173329
48,0.06837465251524329,0.014160987102025943,0.10731680184096755,0.0018524817356636591,0.10300228147365048
49,0.06859010134636005,0.15342735679774222,0.012444229209952728,0.043854729495739125,0.014338759397727066
50,0.02433215972849347,0.031811883278480724,0.127201406452858,0.05619795767844904,0.16664198841908737
51,0.09442485254850932,0.09907995148226971,0.08677800199863439,0.022870791428006045,0.054394983727633225
52,0.03466675043933786,0.06779850406364013,0.031219844780187193,0.07287802987223206,0.0032754658682117555
53,0.10552208256266218,0.007484461890094518,0.1364492897737491,0.006118366017167623,0.09427264665237907
54,0.008919274709540986,0.08906858724325761,0.04639429075458829,0.04073216967534404,0.0015998340780768118
55,0.11269700466762164,0.14636871655013492,0.10943783463541554,0.1117145789102083,0.016549741796004467
56,0.019388026362069953,0.0024623260067140446,0.047446624813844686,0.12037689855572543,0.11330093776041801
57,0.16675752216942957,0.04214617836994425,0.13306591248454674,0.004824126326144176,0.1767306825658271
58,0.04941704688444236,0.09752697460152895,0.04360582522538479,0.028448708149745233,0.019242470149264314
59,0.05148991513198063,0.006210117005733391,0.12892798630634042,0.10569731125535013,0.15819564266422792
60,0.06342812727420989,0.11569962882630615,0.04903282724720788,0.1890432985994692,0.009258913129057808
61,0.01690304852042608,0.06318947147772921,0.10172532895627744,0.05849811879686652,0.03926061041066295
62,0.1810791637369344,0.0814634514350927,0.10213759855242589,0.21483560694664178,0.1051642398036746
63,0.06579628565701941,0.03450857067161281,0.10235523834577885,0.0016168359835791984,0.13268881514231168
64,0.013978748053328263,0.16711170284767565,0.08114358762746152,0.008360187943793599,0.0292438969068284
65,0.15552030352832963,0.006727134491774244,0.05442204154567439,0.03876585559340426,0.08586693042513424
66,0.03303628082165168,0.08871075878662038,0.12165125071628127,0.11370928690551729,0.02159475549931207
67,0.14526369808167627,0.052487284343278116,0.055250962758979685,0.15668888811450893,0.11213917068626746
68,0.022176645982577663,0.13600020107454397,0.15999153633833824,0.006610492148616696,0.12264840744260347
69,0.1010656692535822,0.015300589039601796,0.10768471646916883,0.04894236676619659,0.007151614762608662
70,0.05513546886668632,0.10948930381176726,0.07535208149332495,0.14320237070354602,0.04305206990510083
71,0.03493796307660469,0.1604503835106625,0.1231360427977963,0.07605828312428552,0.1256869647209063
72,0.08852923201997985,0.0645896563572595,0.10093591244161572,0.04012471054288247,0.0499897599360219
73,0.003688992638833184,0.15450258764956487,0.09572029546540296,0.11670886094870832,0.049188970611738596
74,0.03192902852080156,0.005793240722578447,0.11479175337902814,0.039552198774148034,0.007891424761282215
75,0.13477483619672115,0.04958463906041182,0.09341956111193934,0.0163741809650736,0.13930519273908504
76,0.1346334670375178,0.15599504853696253,0.11960639826282922,0.061121704072021533,0.0286636854262755
77,0.012879740283079203,0.07292194735290315,0.09925596748718635,0.010671520094334766,0.1496067149010272
78,0.07957307318062766,0.09312136005803455,0.09567132836453139,0.06774837853189182,0.0386422819194477
79,0.12786305929520134,0.07913150165131329,0.13421529734010146,0.11352332113116485,0.02183357295041071
80,0.03506225901820457,0.11471856466207674,0.08265619839899244,0.0837764131363807,0.09747930642160045
81,0.1870058845128064,0.05858813830259697,0.10649000629925602,0.05672282686184796,0.04061094908014044
82,0.06152727225953804,0.18327709843064882,0.10474358676822858,0.058572904540436614,0.08364138983543526
83,0.031817971904731845,0.0466451913760842,0.10309426654752586,0.13200149868241026,0.021693923439128453
84,0.1627597865512981,0.2081419894621608,0.1276425045768707,0.1294538832717223,0.1315176498813489
85,0.0074639679086132334,0.0889358199428858,0.1171189375319476,0.07556621314075604,0.14809625655262618
86,0.05589940292355626,0.08966677484154811,0.11969877854989798,0.022814490306332553,0.023806883073692147
87,0.1420648779995686,0.0804777600125454,0.15048910231625814,0.20188442306071974,0.15691879552601518
88,0.02123355055071524,0.12289140150196341,0.07214881441024995,0.03293114517606502,0.16928347024872695
89,0.18531406244595874,0.10673615610588746,0.21576186495302346,0.17214809328481917,0.0018271775806535985
90,0.08311709417601088,0.12093901550906322,0.14319272204470773,0.0037361958144430485,0.005861860743761666
91,0.09280560676649578,0.10590174732549781,0.035001583407186655,0.025689962918938936,0.018819365616825658
92,0.0551570852369633,0.12831589024563653,0.2145631800841405,0.08096598720309905,0.061010947905869514
93,0.13619468872128346,0.07980063715164376,0.2147613598772536,0.14514988497678505,0.15444393687043853
94,0.02573360774901075,0.19692236931991017,0.10144737196432707,0.054453342355787665,0.1682192207635151
95,0.1884644557107051,0.07644276196542381,0.175180888372732,0.11546571007185408,0.03638537398582359
96,0.13610301405425565,0.175779022621269,0.06367714405996658,0.00014949211715872726,0.12742575674658146
97,0.03825277876714449,0.10540855041164136,0.21427017636405382,0.0011313359628690749,0.033270787890613183
98,0.23133266747295936,0.19528114118419648,0.03997178152509989,0.008590328131073277,0.16722235505609853
99,0.18262914190115673,0.1312233424503856,0.2535666425469751,0.057469505544483164,0.15561929197515187
100,0.0389148529842753,0.11776512262544302,0.24120515825746772,0.1902836640288434,0.053419711390817436
101,0.2338761992280778,0.11974999447943639,0.11438117470853924,0.169544508878136,0.15313599472695452
102,0.0754822683180563,0.053693634041535716,0.1606962195343891,0.009578759324197933,0.020343377930150335
103,0.18441693515561397,0.24425385769171015,0.11924369761354711,0.04697719448310455,0.10731082120688204
104,0.024830886574684057,0.19059662642344496,0.18342375676907186,0.12957460565313422,0.20359454676258965
105,0.1690307212359977,0.029045859914957662,0.07622421944139642,0.20748327661416824,0.10467249336995767
106,0.16602555684412065,0.2320427491540912,0.2317386012948973,0.07872247678639387,0.05606123497676695
107,0.019786534532346207,0.09844917584262108,0.08620470071908178,0.017559304505932894,0.1669741735771118
108,0.1557046955514364,0.13065414982727527,0.18589301615977688,0.12994441087064593,0.006682721290953502
109,0.0865993460939467,0.09335092469275655,0.09543179714864615,0.09328296504718961,0.0747704578628522
110,0.17595432463540597,0.1691891041844327,0.23518029537396012,0.11990309872181489,0.15425355760297893
111,0.02394993469841449,0.09712710262023294,0.14534541538053886,0.09393497513849683,0.026371967720689123
112,0.20398885482956772,0.212944731011459,0.14940166381381492,0.08868895320168009,0.23565822706888956
113,0.09620572463553362,0.12508374728959995,0.12383487197154905,0.11922198430383282,0.08623603950227002
114,0.18194338291848527,0.15811359925597787,0.12690073704244922,0.013632075190410403,0.18253555288446827
115,0.0686747039342997,0.17580902807142942,0.13958586477110543,0.1665077511161566,0.0739466383671763
116,0.2834161161773673,0.1260298075202291,0.17340567315718625,0.04020207190342033,0.25973566892835226
117,0.14920613209322334,0.24282416242572635,0.11943525320012816,0.28337515104470273,0.13511091187976584
118,0.03424836920142943,0.14571101582666132,0.2108348544633187,0.1651519279455743,0.08844219999050862
119,0.2524040975328024,0.21893001033672518,0.15265207740081393,0.08101374354966824,0.2093253354551674
120,0.1904043497719974,0.13448681730922044,0.1391395931651448,0.19214467680335462,0.014688188619625654
121,0.05116872360331406,0.21594549392191073,0.199154974557847,0.0023682370742814855,0.20217210739561595
122,0.30092607002098554,0.09585525534323382,0.12361433959164872,0.03676082286474778,0.04748983411856787
123,0.1581571586305449,0.2623564306909284,0.24858711963667554,0.30219545381812923,0.28238268137893524
124,0.06951745638656696,0.08861289889713232,0.1577574626336638,0.09408008441301441,0.1557188991581907
125,0.2702058733899486,0.2724104572748234,0.19545066079854095,0.1601240258777894,0.011683161694030598
126,0.08737160007766555,0.11846764402104942,0.16873316999955082,0.035723581236495834,0.12313279523068962
127,0.2722874314135134,0.19527723948262365,0.20615485470183997,0.2588393482585065,0.08952905901165535
128,0.07305328349015129,0.13403723930278266,0.1598009483129905,0.07372289433816914,0.16133975295329028
129,0.3400662785739437,0.2101020006160954,0.18655995492490055,0.30799318146239685,0.06596369283459641
130,0.29107854744693024,0.16030600341444262,0.17564012689257202,0.05146901735214243,0.2878450364814604
131,0.08829255994871064,0.19920617530666113,0.24007975999620185,0.2056210228807738,0.14142902615166328
132,0.2979370274441316,0.16807135547530913,0.19821463528330152,0.30976877447260764,0.07924680440220792
133,0.036556810142209614,0.22726652347256818,0.19825037151307504,0.23676524892005463,0.278255574536278
134,0.2977944004819531,0.17985931693158488,0.18814691584775986,0.03199686861568419,0.0777798531754346
135,0.11025311649126884,0.23748625203752796,0.21071464146101201,0.2697507612792967,0.2646420733868286
136,0.19657053808075833,0.2067264614186339,0.18861352272885992,0.12762089264246285,0.08158465503739233
137,0.12222009894846572,0.22642094963557508,0.20908637851799122,0.26552694214284805,0.27206343212474976
138,0.2655085223589516,0.22737241377374273,0.21876693428555943,0.08144420310914895,0.09679137858241338
139,0.1379893217756486,0.2187395409684449,0.21263189668359303,0.3579682263039022,0.25954369883903317
140,0.220778448017995,0.22644092238892582,0.24187057894300812,0.20137656030521384,0.07034291904977019
141,0.10292424088131291,0.20417020981202183,0.2256456921266054,0.10299722631347558,0.32949536825601733
142,0.30626279501830683,0.20006011106908148,0.23562140654798894,0.3205905018051029,0.16678073624094408
143,0.18591290325253748,0.21663159908630572,0.21745630112328082,0.07378084911529031,0.08441412486099191
144,0.1925278208639373,0.19625264550207458,0.2239284343914011,0.3934044612506684,0.3437985403454493
145,0.2572388339861966,0.24821667319098661,0.20263845911420633,0.18078440479596164,0.23915450664482932
146,0.13398656783510288,0.2244058456483831,0.23891721062470594,0.13679292041212682,0.057857840908727996
147,0.27653983925759507,0.2351766388207068,0.2128175400721101,0.2735213135757792,0.35365592292823217
148,0.09954489538992474,0.24835290391586418,0.23456945631210144,0.0917456503561344,0.29825880457076004
149,0.35774148144441165,0.22091445491617598,0.2061501838856221,0.4195321546083795,0.15311344078347755
150,0.28570974308857505,0.26390333819044715,0.21966760363016202,0.2270158192522841,0.3276804242285586
151,0.10330915010064445,0.22086552799889952,0.2134051023195392,0.09529764838286217,0.13471052287650082
152,0.34743441905402345,0.2453653504868017,0.22206924121860128,0.41490665474214056,0.22345736158157636
153,0.26456700224384266,0.2464463423446124,0.24383042549411485,0.17099143965157151,0.07061968585101479
154,0.1378409480564107,0.2370217999208492,0.23055550190077007,0.1406085161425643,0.38958532414339586
155,0.3410196482092214,0.2719627053988006,0.25803477158818694,0.2991880863649015,0.3706090410143916
156,0.22498617661594356,0.24379146137663263,0.24618210590539438,0.07461841393858608,0.1996024345454945
157,0.1590874365240965,0.27475660204606994,0.26509830422381464,0.4656378679400943,0.14251236055182112
158,0.3105933022123324,0.24119433493459885,0.25279405825030365,0.39962019425157724,0.27431211127560934
159,0.19279558281689074,0.2922387967324794,0.26558996961946074,0.09130708539606307,0.10519306266297951
160,0.24112543783476065,0.26246030069813336,0.28473336605672345,0.46575275072091615,0.409883947054659
161,0.19015123818658455,0.2885214480184032,0.2894852248094972,0.37880024234674525,0.37862195214571015
162,0.2621865052979455,0.27909438528838226,0.2925279167843311,0.12028866966133536,0.17828540889467098
163,0.1811810427047427,0.2996633826760264,0.28146595464118346,0.4304047373736477,0.2795464657466928
164,0.274706977668189,0.29053979437283284,0.2851308711698968,0.15937169316562502,0.1921976341687
165,0.195691105426067,0.3049011619321313,0.2738525610463361,0.3077488698769687,0.2886177902537137
166,0.2602695058468894,0.2892641411492024,0.2869697242030656,0.09763740894957984,0.21131536412511556
167,0.21998274373321225,0.29691006773156525,0.2795155149510627,0.5019219035167202,0.2272602768903997
168,0.2631224955767255,0.2766621840838642,0.2662236814635978,0.389866158980243,0.20307264809795464
169,0.2526812269416973,0.28574684836453784,0.2819708400998941,0.08271334286395575,0.22143938673761507
170,0.26671865603014644,0.29049152233203096,0.26746523666500127,0.4779271118017044,0.17880619232777872
171,0.27274979057369425,0.28983322721371096,0.26377799514217487,0.3499624324726728,0.3012714811504038
172,0.28031588628317217,0.3015131657074547,0.2692584057497706,0.21456577471255905,0.16728964417747116
173,0.2772569834980836,0.2867967001195163,0.25186764675009193,0.4778959683507631,0.36368854465614886
174,0.2947606740008518,0.2865096304252376,0.2795573048519127,0.38204206861727447,0.21406195635633482
175,0.2840713858116406,0.2641451237868228,0.26727969868853824,0.21908347490230362,0.24833003060313033
176,0.30168859248996366,0.2979715390486022,0.2944331119769784,0.4063843097488839,0.19495311482569883
177,0.2922666248564394,0.26165471923610445,0.29070947147803883,0.2664539078092006,0.3291462708985273
178,0.2875268485091314,0.3046904700600836,0.3075938260990623,0.3289682765482944,0.21838125543018738
179,0.27549960848793525,0.2851803243994576,0.3073951319127076,0.31501370357889547,0.308268717332548
180,0.24776784086666237,0.2976806242157495,0.31943742195025715,0.33062512204837285,0.24905102770520077
181,0.27484656279919717,0.31057213496420577,0.31865345348171703,0.3409121680171659,0.2956822756100345
182,0.2513919923125805,0.3085609451368121,0.3249353538955059,0.3386541919127986,0.27523773495153736
183,0.28770103970386574,0.32343493314654814,0.3196838968807804,0.2942240425437686,0.2798647472509431
184,0.2679037699405962,0.3215944047308675,0.3080028946534221,0.33994135500799644,0.26790793278889596
185,0.29191404463179305,0.33379221576046286,0.3036027948522129,0.24596356829673044,0.28605268036470527
186,0.2742307880550471,0.33316098164528485,0.30360933141806107,0.3244066844680193,0.2319749127812411
187,0.2924676828410318,0.34342275644736014,0.3455434928996152,0.25935049805723787,0.34730894793450146
188,0.28166482945611127,0.3439107875394438,0.3415890607236779,0.34555370187038237,0.2436615954421617
189,0.28509237087441425,0.3523953177377996,0.3339988571219861,0.3176375423240316,0.31816163181508006
190,0.30109128492469267,0.35361986491503633,0.32023969023559706,0.32752640700265395,0.2586036348040962
191,0.285168695459544,0.360625097837736,0.33142428202620977,0.3730231972912787,0.2966445801672555
192,0.3256933717630339,0.36219309579494025,0.3293857283654661,0.320185828253555,0.2888343349607621
193,0.30195441623387625,0.368043006588251,0.34377114617849197,0.3767355937884492,0.299517232689406
194,0.33731338021605006,0.369623556720308,0.34549356686218213,0.32288764262602787,0.32498932946729825
195,0.32042620356176227,0.3746747832457702,0.3520432854148615,0.3541765691913065,0.3267526778125863
196,0.3447853873397547,0.3760239673372257,0.35621077603252077,0.35458306110376103,0.33857474872754145
197,0.3348241664492786,0.3806973679348175,0.3592699591177845,0.3430998297705735,0.3356581749459283
198,0.35009737979993755,0.38162659855813064,0.3652069850044577,0.3882491612542733,0.31146948948990033
199,0.34127809645299534,0.3863886653058354,0.367076041720104,0.3508745233214126,0.3093890857963121
200,0.3509778060937413,0.3866996008402571,0.3733406145459031,0.3995870412501956,0.29040263585535353
201,0.3341602228785863,0.39194558303336435,0.37483882702773075,0.37404924017792507,0.35848821726215796
202,0.347046344491925,0.3914926417768678,0.3809069656463487,0.4077872429004148,0.3373025718574553
203,0.32317647653951365,0.39742527512165216,0.38232398490579966,0.3987895986160541,0.3687056566243069
204,0.349752436370602,0.3963756240766836,0.3882435155861612,0.42005560537709546,0.3641767077443429
205,0.33028556438283724,0.40298101715156004,0.3895264783630138,0.4123833665513559,0.3725688139085655
206,0.3583808919177588,0.40194284156217924,0.39528120172186254,0.4272338476314302,0.37165315344593675
207,0.3458308120698817,0.4089978074363002,0.39602829397763306,0.41678342461383244,0.3665426881618498
208,0.3701623065887039,0.40865429960691935,0.401032151936378,0.42545359636701463,0.3789018430580891
209,0.36239030249903503,0.41575719751341994,0.39997060196552203,0.4306626160627876,0.36349554098157244
210,0.3830175786214,0.4163620838697081,0.40154280515167873,0.42008946564340804,0.3894901975129472
211,0.3780871382254632,0.42309596102362057,0.39424644907116957,0.44385918231298316,0.3664970358930344
212,0.39520349033262625,0.4244517122223067,0.3832955956100638,0.4188227997046575,0.39588281523602503
213,0.39153053911598,0.4305609175291498,0.3635087346703981,0.4439322878951266,0.3682240456580242
214,0.40572367668603476,0.43234362491558626,0.34011103536202136,0.43965619578824255,0.3942334783294022
215,0.4021982021154838,0.43776480920543637,0.3470441938954618,0.44866451886092945,0.36473274757545854
216,0.4141675363419456,0.4397474414790506,0.35612114883761986,0.45878986159285373,0.38526631273832607
217,0.410171347927031,0.44454215507598327,0.37986142771294984,0.45221115558187996,0.3653975211245746
218,0.4207477928746984,0.4466257753354097,0.39806299274481965,0.45812430864507137,0.38021443879466443
219,0.4162197458021359,0.4509055800527536,0.40375247931113717,0.44572579569574283,0.37704324918972704
220,0.426353932579235,0.4530678704416206,0.41320992355014136,0.45879172426577663,0.3808089240505064
221,0.421857025073058,0.4569438715173717,0.4121843203559477,0.4438361276065962,0.38418194616206275
222,0.4322113100771832,0.45918443439692014,0.4192741314951456,0.47455769850786506,0.38007966589729564
223,0.4285647530650054,0.4627412117699178,0.41820690701576646,0.4569304478858702,0.3852092327896323
224,0.4390815413439517,0.4650495705863762,0.4255667448481326,0.49716399148503515,0.38363936895285233
225,0.4367165960343426,0.46833812127360724,0.42606759050464654,0.47996511453704066,0.3906819854258475
226,0.4468766149085217,0.47068454528608494,0.4336627520905357,0.5153061932910882,0.39667658335449024
227,0.44564125478447025,0.47372773143701713,0.4355815041467684,0.4998643436480892,0.40221150494681224
228,0.45501039000383475,0.47606792518877383,0.44283197721939005,0.5269644700475385,0.41252062571372006
229,0.45445763618481466,0.47887129390818295,0.4454585821833637,0.5137147967555205,0.4159962778350401
230,0.46283052303762734,0.48115586461198534,0.4519046857110631,0.5345478618995666,0.4269780367828371
231,0.46248676916035575,0.4837185004100157,0.4546000153937352,0.5258014182323664,0.429238540788825
232,0.46969997571232336,0.48590205615095683,0.46002394115435985,0.5421453441528659,0.4394324176510205
233,0.46913038823033576,0.4882250867984669,0.4624346382529491,0.5392918526151003,0.44123744312347624
234,0.47482037656412457,0.4902733313282551,0.46681627033666706,0.5514893790489057,0.4502712184874647
235,0.47365986426988377,0.49236560630027076,0.46888079655060827,0.5533815318454981,0.4521398409390281
236,0.47723299969677513,0.4942600700745533,0.47239182797503965,0.5619641247361108,0.4599410929137243
237,0.4755573157134659,0.49614094476010545,0.47431688665955524,0.5666229556279272,0.4621120543810381
238,0.4769231413809628,0.49788081958844527,0.4773202553683206,0.5728130968329841,0.4686579535505349
239,0.47607766480702934,0.49957985640008384,0.47946566153192965,0.5786983365468551,0.4711327969070888
240,0.4768450106938881,0.5011802915651622,0.48237890239622966,0.5836667178147433,0.47639638482564517
241,0.47873765774610233,0.5027339803539114,0.4850095554803826,0.5897784869065136,0.4790083621443277
242,0.4808727662908621,0.5042209897525081,0.48807812936702816,0.5941088316451816,0.4829641090069233
243,0.4851298506785456,0.5056674731419125,0.4911896306231699,0.5998716093545929,0.4854330707619153
244,0.488569459692019,0.5070709797909456,0.49441117589805766,0.6037755874038999,0.48812929195089794
245,0.49329222674977885,0.5084446171209681,0.49779897754738867,0.6089894185777811,0.4901508862777992
246,0.49710990497318036,0.5097920242773943,0.5010439030178263,0.6126918215129403,0.4919085972437731
247,0.5012488560322418,0.5111196388865683,0.5044759820675045,0.6174099527378043,0.4933699043868111
248,0.5049688710514267,0.512431864500034,0.5076212608798335,0.621160100522336,0.4950065954823485
249,0.5083845393272756,0.5137315518058516,0.5109348816672208,0.6255173712648455,0.4962180798157813
250,0.5119212568338452,0.5150220240768162,0.5139102498588173,0.6294251985500559,0.49880940129573126
251,0.5118847984717532,0.5150106196402701,0.5139836405663276,0.6294392255740886,0.4986389457627002
252,0.007328505255270275,0.4549769769012528,0.05949559752887882,0.0027729771486449633,0.015538625754225426
253,0.06055187628842617,0.0013232873682940606,0.016456718645463882,0.06409035656757386,0.10736005404594667
254,0.09424923676784475,0.01967010452050383,0.19368562268813977,0.03593826577747897,0.13115699873938602
255,0.018526068610907744,0.12925079901176637,0.024200182566384808,0.02458220550533794,0.013141853133509449
256,0.08567200769978249,0.022331591064667023,0.1739811565462835,0.11539185660769198,0.09518253690126467
257,0.06130760738092226,0.16056750813754825,0.004016285262309154,0.0015060645639489326,0.0010028217102035965
258,0.006247802424818934,0.0045046312032506405,0.05616023169022851,0.01430929621180462,0.04458143847394048
259,0.0639567450855642,0.04680803085479794,0.1420718874745535,0.0963469181177985,0.009596861224752283
260,0.15013065139392226,0.1463768684404808,0.005045375745476565,0.09790034762033167,0.18609357812518773
261,0.01020469166821672,0.000490649495518225,0.05535608585411495,0.0127628442777294,0.0050129601182426296
262,0.12293209888416227,0.005494050183493654,0.2145852891897114,0.12234519208348324,0.1269412660295785
263,0.010743000785150482,0.0627790961308118,0.0016837549597335689,0.04302116352854947,0.016726311986135958
264,0.17195562344075355,0.1497415988448584,0.013773021057001964,0.06273810345641644,0.10108403674176758
265,0.00827023792456533,0.008236185758066523,0.1051366951969396,0.014776894024063795,0.01954488995742932
266,0.10335766096090834,0.06329240194753305,0.16108859957103533,0.1457734457578083,0.1052636614724686
267,0.09037670228064354,0.11296171810370244,0.0021051398831662656,0.010830433184630424,0.0006289780104531561
268,0.004667008709659259,0.018031401528108025,0.0395417624159025,0.15040649936261388,0.023429730700577026
269,0.0856449037786578,0.11240184751742113,0.13353475532867942,0.04456854528693001,0.09421467728903267
270,0.09992948491227222,0.0016631621558559446,0.004034771959937241,0.054278337001458225,0.003270109384196172
271,0.01322051233008959,0.025396479260876514,0.09060338986883648,0.003739321436134229,0.026689269389369105
272,0.12574502697361445,0.13988971953533508,0.035759690103509524,0.08446680699197552,0.12138014023566214
273,0.12405959557884681,0.0013885117053722318,0.03511378988412297,0.04365226959621247,0.0308959566806146
274,0.011301703241209975,0.024939758482806003,0.009756292669228414,0.05093041877840006,0.043479783028396515
275,0.07068055617666961,0.12619474442015732,0.20294207807320944,0.005783145632266711,0.014105738485080727
276,0.228964625891658,0.011202405050068741,0.0008160049280961361,0.2533171841757119,0.20654881602788452
277,0.003056658018091776,0.0904269410133219,0.00795572475050118,0.006260128948135526,0.02178341308029991
278,0.029859883625913887,0.039662439817319727,0.07650948559018737,0.05603690681598298,0.11794151389510897
279,0.1641841710052697,0.004065740190818931,0.09927688852834952,0.2410664026992765,0.034321365447133614
280,0.02087647456918094,0.10129899444610158,0.0018945110254405789,0.008329290177938493,0.11363696712323727
281,0.19010538806927724,0.023301274223977833,0.023571601614043404,0.09935497277442765,0.0030085842299796862
282,0.00963112786599332,0.16367865782225094,0.15455814745394605,0.16685455215577646,0.03339586210858954
283,0.09246587316222221,0.03264754668694549,0.0027171680908045955,0.001956972378325973,0.1499795636733038
284,0.19151375097376377,0.03627299586259245,0.030095035142525914,0.019839142289390543,0.0026066436943874617
285,0.009101863258514139,0.016097798511287613,0.17909999847578076,0.11386491728249665,0.019292986492232784
286,0.10432431928290134,0.16605353872153425,0.00631785820943365,0.12426099381418661,0.09453232732283616
287,0.15252256902973851,0.07097496003629697,0.07422568067052486,0.06656554124543841,0.17929139690616067
288,0.006022248940552621,0.0004374568862635321,0.1155606917440857,0.0781897254742009,0.008452859741175954
289,0.062330995056328206,0.005299756977637976,0.016993449768579662,0.005914205917271114,0.09511367241821306
290,0.23433129418270202,0.05658967492340723,0.1758729945636381,0.1638078217590581,0.1615129748698272
291,0.044646917858391436,0.25580834162724714,0.005162570218937981,0.03266521997324706,0.0010255792053312847
292,0.14624192671749378,0.004555574204417326,0.10193565067701575,0.0335541944498818,0.012019258297996434
293,0.005059229025153355,0.08256979803694096,0.006921142073289245,0.03260190115209768,0.1199660292692071
294,0.0824407581784986,0.07744181159705314,0.15855318394660053,0.17317534635323648,0.12072465678316237
295,0.1159261176234581,0.00027064193215271495,0.0032547506127020296,0.022958341467579312,0.0175879411621775
